hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,title
4.0,3.0,5.0,6.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Logan Handy Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Austin Barr Scorecard | WSGA
4.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,2.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Tyler Bee Scorecard | WSGA
6.0,3.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Matt Sieg Scorecard | WSGA
4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Dylan Allen Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,7.0,3.0,4.0,5.0,4.0,5.0,7.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Jackson Eversoll Scorecard | WSGA
5.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,10.0,5.0,3.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Kaylor Steger Scorecard | WSGA
5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,7.0,4.0,5.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Ian Statz Scorecard | WSGA
5.0,4.0,4.0,6.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,8.0,3.0,4.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Jonah Buss Scorecard | WSGA
4.0,4.0,6.0,5.0,3.0,4.0,3.0,5.0,7.0,4.0,5.0,5.0,3.0,7.0,5.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Phillip Boldt Scorecard | WSGA
5.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Blake Heiman Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,7.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - David Keane Scorecard | WSGA
5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,5.0,3.0,7.0,5.0,4.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Kyle Tanriverdi Scorecard | WSGA
5.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,3.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Bennett Hutson Scorecard | WSGA
5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,7.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Daniel Romero Scorecard | WSGA
6.0,3.0,5.0,5.0,3.0,5.0,4.0,6.0,6.0,3.0,7.0,5.0,3.0,6.0,5.0,6.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Carson Torhorst Scorecard | WSGA
4.0,3.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,3.0,4.0,8.0,4.0,5.0,7.0,Match Play Qualifier-Dist. #5(H.S. Only) - Mathew Higley Scorecard | WSGA
5.0,4.0,5.0,4.0,3.0,5.0,4.0,8.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Kole Hallmark Scorecard | WSGA
8.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,7.0,5.0,6.0,4.0,10.0,Match Play Qualifier-Dist. #5(H.S. Only) - Joe Markgren Scorecard | WSGA
4.0,4.0,5.0,7.0,3.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,13.0,Match Play Qualifier-Dist. #5(H.S. Only) - Alexander Haas Scorecard | WSGA
4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Sam Frank Scorecard | WSGA
3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Mitchell Johnson Scorecard | WSGA
4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Brent Quade Scorecard | WSGA
6.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Sean Murphy Scorecard | WSGA
3.0,4.0,6.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Evan Wartgow Scorecard | WSGA
4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - R.J. Budd Scorecard | WSGA
5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Zach Gaugert Scorecard | WSGA
4.0,3.0,4.0,6.0,3.0,5.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Michael Murphy Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Henry Klongland Scorecard | WSGA
4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Josh Udelhofen Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Brady Keegan Scorecard | WSGA
4.0,3.0,4.0,6.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Tyler Schmidt Scorecard | WSGA
4.0,4.0,4.0,8.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,State Amateur Qualifying-Dist. #4  - Joshua VandenBush Scorecard | WSGA
4.0,3.0,6.0,6.0,4.0,3.0,3.0,5.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - David Hackworthy Scorecard | WSGA
4.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Mark Dalebroux Scorecard | WSGA
4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Martin Westley Scorecard | WSGA
4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,7.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Kyle Bruce Scorecard | WSGA
4.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Patrick Cahill Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Tyler Cobb Scorecard | WSGA
6.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Mark Shulla Scorecard | WSGA
3.0,3.0,5.0,6.0,3.0,4.0,5.0,4.0,6.0,3.0,3.0,5.0,4.0,6.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Pete Simon Scorecard | WSGA
5.0,3.0,3.0,5.0,4.0,5.0,6.0,4.0,3.0,2.0,5.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Troy Bilderback Scorecard | WSGA
5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,6.0,3.0,4.0,5.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Ricky Howard Scorecard | WSGA
4.0,4.0,5.0,6.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Patrick Schmitt Scorecard | WSGA
5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Matt Evenson Scorecard | WSGA
5.0,2.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Clint Slizewski Scorecard | WSGA
5.0,5.0,5.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Sam Nevins Scorecard | WSGA
3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Craig Hodgson Scorecard | WSGA
4.0,4.0,4.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Caleb Baltes Scorecard | WSGA
4.0,4.0,3.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Andrew Grow Scorecard | WSGA
4.0,4.0,4.0,6.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Mitchell Kowaleski Scorecard | WSGA
4.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,6.0,2.0,4.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Jim Teymer Scorecard | WSGA
5.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Landon Vinger Scorecard | WSGA
4.0,4.0,4.0,6.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Jason Jochem Scorecard | WSGA
4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,State Amateur Qualifying-Dist. #4  - Aaron Smith Scorecard | WSGA
4.0,3.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,3.0,6.0,4.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Luke Bader Scorecard | WSGA
4.0,4.0,5.0,6.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,State Amateur Qualifying-Dist. #4  - Marc Santaniello Scorecard | WSGA
5.0,3.0,4.0,7.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Matt Gorman Scorecard | WSGA
4.0,2.0,6.0,5.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Kevin Curliss Scorecard | WSGA
4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Matthew Gorski Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,5.0,3.0,7.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Ben Brooks Scorecard | WSGA
5.0,4.0,6.0,6.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,State Amateur Qualifying-Dist. #4  - Jesse Lehman Scorecard | WSGA
5.0,4.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Scott Hird Scorecard | WSGA
5.0,4.0,5.0,6.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Keegan English Scorecard | WSGA
5.0,3.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #4  - Nathan Gilbert Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Jeff Sininger Scorecard | WSGA
4.0,4.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Dirk Todd Scorecard | WSGA
6.0,4.0,7.0,4.0,4.0,4.0,3.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,State Amateur Qualifying-Dist. #4  - Mike Kowaleski Scorecard | WSGA
5.0,3.0,5.0,6.0,3.0,5.0,4.0,7.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Chazz Huston Scorecard | WSGA
4.0,4.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Troy Goodweiler Scorecard | WSGA
5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Ryan Gannon Scorecard | WSGA
5.0,7.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Ben Opsal Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,3.0,8.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Jared Ahearn Scorecard | WSGA
5.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,4.0,3.0,4.0,8.0,4.0,5.0,5.0,3.0,3.0,7.0,State Amateur Qualifying-Dist. #4  - Charlie Hackworthy Scorecard | WSGA
4.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #4  - Cory Sokol Scorecard | WSGA
4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,7.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Gage Maurer Scorecard | WSGA
6.0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Thomas Le Scorecard | WSGA
6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,7.0,5.0,5.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Aaron Katzfey Scorecard | WSGA
4.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Jeff Kaether Scorecard | WSGA
5.0,4.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #4  - Jacob Cole Scorecard | WSGA
4.0,6.0,5.0,7.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #4  - Jeremy Klosowski Scorecard | WSGA
6.0,4.0,4.0,6.0,4.0,4.0,3.0,7.0,5.0,3.0,7.0,5.0,4.0,4.0,5.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Matt Pisching Scorecard | WSGA
7.0,5.0,6.0,8.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,6.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Scott Beach Scorecard | WSGA
6.0,4.0,6.0,6.0,3.0,8.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Bill Holden Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,4.0,6.0,7.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - John Weyenberg Scorecard | WSGA
5.0,2.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,7.0,4.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Troy Migut Scorecard | WSGA
4.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,7.0,5.0,5.0,4.0,3.0,5.0,7.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #4  - Austin Kendziorski Scorecard | WSGA
4.0,3.0,5.0,5.0,5.0,6.0,3.0,9.0,5.0,3.0,5.0,7.0,4.0,4.0,5.0,6.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Michael Bielawski Scorecard | WSGA
4.0,5.0,6.0,9.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,8.0,4.0,5.0,State Amateur Qualifying-Dist. #4  - Dugan Hettich Scorecard | WSGA
5.0,4.0,7.0,7.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #4  - T. J. Klement Scorecard | WSGA
4.0,3.0,5.0,7.0,4.0,8.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Brian Tenpass Scorecard | WSGA
5.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,4.0,5.0,4.0,8.0,5.0,6.0,3.0,8.0,State Amateur Qualifying-Dist. #4  - Aaron Burke Scorecard | WSGA
5.0,3.0,7.0,5.0,4.0,6.0,4.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,4.0,6.0,3.0,6.0,State Amateur Qualifying-Dist. #4  - Travis Erickson Scorecard | WSGA
7.0,4.0,6.0,7.0,4.0,5.0,4.0,4.0,5.0,3.0,7.0,6.0,4.0,6.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #4  - Clint Carey Scorecard | WSGA
5.0,4.0,6.0,7.0,4.0,7.0,4.0,4.0,5.0,3.0,6.0,7.0,5.0,4.0,5.0,4.0,5.0,5.0,State Amateur Qualifying-Dist. #4  - Alex Schremp Scorecard | WSGA
8.0,4.0,4.0,6.0,3.0,5.0,4.0,5.0,8.0,4.0,5.0,5.0,3.0,8.0,4.0,4.0,5.0,9.0,State Amateur Qualifying-Dist. #4  - Adam Reierson Scorecard | WSGA
6.0,5.0,7.0,7.0,4.0,6.0,4.0,5.0,5.0,3.0,8.0,5.0,4.0,8.0,4.0,5.0,4.0,6.0,State Amateur Qualifying-Dist. #4  - Shane Andree Scorecard | WSGA
9.0,7.0,6.0,7.0,5.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,7.0,State Amateur Qualifying-Dist. #4  - Terry Schilz Scorecard | WSGA
