hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,title,url
5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Jim Teymer Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2217/scorecard.htm
4.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Chris Carriveau Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2244/scorecard.htm
5.0,8.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Jared Dodge Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2286/scorecard.htm
4.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Paul Schwarz Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2292/scorecard.htm
6.0,6.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,7.0,4.0,5.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #2 - Kyle Kolberg Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2156/scorecard.htm
4.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,2.0,6.0,5.0,6.0,4.0,6.0,4.0,State Amateur Qualifying-Dist. #2 - R.J. Budd Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2213/scorecard.htm
4.0,5.0,4.0,4.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Tim Falkowski Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2211/scorecard.htm
4.0,7.0,7.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Nic Vrubley Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2321/scorecard.htm
5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,7.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Russ Lewis Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2268/scorecard.htm
6.0,5.0,3.0,6.0,3.0,6.0,4.0,9.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - John Weyenberg Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2136/scorecard.htm
5.0,6.0,4.0,4.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Andrew Zietlow Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2193/scorecard.htm
5.0,8.0,6.0,6.0,3.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Luke Abraham Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2090/scorecard.htm
4.0,7.0,5.0,5.0,7.0,6.0,6.0,4.0,3.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Todd Witt Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2102/scorecard.htm
4.0,6.0,4.0,7.0,4.0,5.0,6.0,3.0,4.0,3.0,8.0,5.0,7.0,6.0,3.0,7.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Steve Norrington Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2098/scorecard.htm
6.0,6.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,8.0,3.0,4.0,6.0,5.0,6.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Ian Earp Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2264/scorecard.htm
