RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T326,T326,"David Berganio, Jr.",3,0.35,"11,025","3,150,000",2007,pct_total_money_won
T326,T326,Loren Roberts,3,0.35,"12,660","3,594,450",2007,pct_total_money_won
T326,T326,Tom Gillis,3,0.35,"11,152","3,222,000",2007,pct_total_money_won
329,329,Notah Begay III,7,0.32,"19,245","5,958,000",2007,pct_total_money_won
330,T330,J.L. Lewis,4,0.31,"12,915","4,140,000",2007,pct_total_money_won
331,T330,Jim Rutledge,23,0.3,"62,241","20,664,000",2007,pct_total_money_won
332,T330,Jaco Van Zyl,21,0.29,"53,762","18,234,000",2007,pct_total_money_won
333,333,Guy Boros,4,0.26,"7,268","2,808,000",2007,pct_total_money_won
T334,T334,Brandt Jobe,5,0.21,"11,016","5,148,000",2007,pct_total_money_won
T334,T334,Robert Damron,10,0.21,"18,060","8,604,000",2007,pct_total_money_won
336,336,Willie Wood,6,0.2,"8,700","4,248,000",2007,pct_total_money_won
337,337,Blaine McCallister,8,0.18,"11,330","6,426,000",2007,pct_total_money_won
338,338,Paul Sheehan,11,0.1,"10,143","10,254,450",2007,pct_total_money_won
339,339,Scott Gump,12,0.08,"7,805","9,846,000",2007,pct_total_money_won
