RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T325,T325,Ryuji Imada,7,0.5,"30,820","6,120,000",2013,pct_total_money_won
327,327,Todd Hamilton,4,0.45,"17,863","3,980,826",2013,pct_total_money_won
328,328,Scott Verplank,14,0.43,"62,905","14,490,000",2013,pct_total_money_won
329,329,Andrew Svoboda,18,0.42,"77,219","18,198,000",2013,pct_total_money_won
330,330,Paul Haley II,18,0.41,"73,005","17,874,000",2013,pct_total_money_won
331,331,Michael Bradley,21,0.38,"79,107","21,060,000",2013,pct_total_money_won
T332,T332,Jesper Parnevik,13,0.36,"49,241","13,536,000",2013,pct_total_money_won
T332,T332,Thomas Aiken,2,0.36,"7,104","1,982,826",2013,pct_total_money_won
334,334,Joe Ogilvie,15,0.35,"54,173","15,678,000",2013,pct_total_money_won
335,335,John Daly,12,0.34,"43,543","12,672,000",2013,pct_total_money_won
336,336,Rod Perry,3,0.33,"11,656","3,551,000",2013,pct_total_money_won
337,337,Jeff Gove,17,0.32,"53,400","16,758,000",2013,pct_total_money_won
T338,T338,Arjun Atwal,8,0.31,"22,122","7,146,000",2013,pct_total_money_won
T338,T338,Eric Meierdierks,19,0.31,"58,028","18,864,000",2013,pct_total_money_won
T338,T338,Troy Kelly,10,0.31,"32,350","10,512,000",2013,pct_total_money_won
T341,T341,Michael Letzig,17,0.27,"45,626","16,758,000",2013,pct_total_money_won
T341,T341,J.B. Holmes,5,0.27,"15,184","5,652,000",2013,pct_total_money_won
T341,T341,Zack Fischer,4,0.27,"13,601","4,950,000",2013,pct_total_money_won
344,344,Frank Lickliter II,3,0.26,"5,730","2,178,000",2013,pct_total_money_won
345,345,Lee Janzen,11,0.24,"25,482","10,674,000",2013,pct_total_money_won
T346,T346,Scott McCarron,8,0.08,"6,060","7,902,000",2013,pct_total_money_won
T346,T346,David Duval,8,0.08,"6,210","7,832,826",2013,pct_total_money_won
