RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
71,76,Chez Reavie,92,293.5,"53,998",184,2011,avg_driv_dist
T72,T77,Ricky Barnes,78,293.3,"45,750",156,2011,avg_driv_dist
T72,T74,John Senden,94,293.3,"55,144",188,2011,avg_driv_dist
74,T74,Kevin Stadler,88,293.2,"46,910",160,2011,avg_driv_dist
T75,T77,Roland Thatcher,67,293.1,"39,272",134,2011,avg_driv_dist
T75,73,Andres Gonzales,60,293.1,"30,486",104,2011,avg_driv_dist
77,79,Brendan Steele,89,292.8,"50,943",174,2011,avg_driv_dist
78,82,Rory Sabbatini,85,292.5,"47,377",162,2011,avg_driv_dist
79,T80,Martin Piller,63,292.2,"34,482",118,2011,avg_driv_dist
80,T80,Blake Adams,116,292.1,"65,435",224,2011,avg_driv_dist
T81,T89,Carl Pettersson,95,291.8,"54,271",186,2011,avg_driv_dist
T81,T89,Stewart Cink,72,291.8,"38,521",132,2011,avg_driv_dist
T81,85,Tim Herron,85,291.8,"47,269",162,2011,avg_driv_dist
T84,T86,Scott McCarron,65,291.6,"35,574",122,2011,avg_driv_dist
T84,83,Rod Pampling,72,291.6,"37,331",128,2011,avg_driv_dist
T84,T86,Joe Ogilvie,75,291.6,"39,076",134,2011,avg_driv_dist
T84,T92,Hunter Mahan,92,291.6,"51,896",178,2011,avg_driv_dist
T84,T92,Jonathan Byrd,83,291.6,"47,827",164,2011,avg_driv_dist
89,88,Bill Lunde,92,291.5,"51,298",176,2011,avg_driv_dist
90,97,Pat Perez,76,291.4,"44,289",152,2011,avg_driv_dist
91,T92,Chris Stroud,88,291.2,"48,916",168,2011,avg_driv_dist
T92,T95,J.J. Henry,96,291.1,"53,561",184,2011,avg_driv_dist
T92,99,Chad Campbell,99,291.1,"56,476",194,2011,avg_driv_dist
T94,T89,Billy Horschel,75,291,"40,162",138,2011,avg_driv_dist
T94,98,Michael Thompson,79,291,"42,486",146,2011,avg_driv_dist
T96,84,Alexandre Rocha,65,290.9,"33,157",114,2011,avg_driv_dist
T96,T95,David Hearn,88,290.9,"46,551",160,2011,avg_driv_dist
98,101,Michael Bradley,74,290.7,"40,703",140,2011,avg_driv_dist
99,100,Justin Rose,79,290.6,"44,759",154,2011,avg_driv_dist
T100,T104,Robert Allenby,84,290.2,"48,165",166,2011,avg_driv_dist
T100,102,D.J. Brigman,67,290.2,"34,244",118,2011,avg_driv_dist
T100,T104,Y.E. Yang,63,290.2,"34,239",118,2011,avg_driv_dist
T103,T107,Ryan Moore,79,290.1,"43,510",150,2011,avg_driv_dist
T103,T107,Tom Gillis,55,290.1,"31,914",110,2011,avg_driv_dist
T103,T107,Lee Janzen,62,290.1,"32,495",112,2011,avg_driv_dist
106,110,Geoff Ogilvy,69,290,"38,286",132,2011,avg_driv_dist
T107,,Retief Goosen,50,289.9,"28,415",98,2011,avg_driv_dist
T107,103,William McGirt,103,289.9,"57,398",198,2011,avg_driv_dist
T109,T104,Ben Martin,74,289.5,"40,528",140,2011,avg_driv_dist
T109,112,Graeme McDowell,50,289.5,"27,213",94,2011,avg_driv_dist
111,113,Kevin Streelman,90,289.2,"52,050",180,2011,avg_driv_dist
112,111,Briny Baird,60,289.1,"31,223",108,2011,avg_driv_dist
113,T114,Steve Stricker,70,288.8,"39,859",138,2011,avg_driv_dist
T114,T114,Trevor Immelman,84,288.5,"48,465",168,2011,avg_driv_dist
T114,116,Hunter Haas,96,288.5,"53,082",184,2011,avg_driv_dist
116,117,Fabián Gómez,84,288.4,"43,832",152,2011,avg_driv_dist
117,118,Matt Bettencourt,84,288.3,"48,437",168,2011,avg_driv_dist
118,T119,Ernie Els,71,288.1,"39,753",138,2011,avg_driv_dist
119,T121,Brendon de Jonge,105,287.8,"58,132",202,2011,avg_driv_dist
120,T119,Woody Austin,59,287.6,"30,487",106,2011,avg_driv_dist
121,123,Stuart Appleby,65,287.5,"37,374",130,2011,avg_driv_dist
T122,124,Freddie Jacobson,92,287.4,"48,282",168,2011,avg_driv_dist
T122,T121,D.A. Points,89,287.4,"51,162",178,2011,avg_driv_dist
124,T126,Brandt Snedeker,85,287.2,"48,816",170,2011,avg_driv_dist
T125,128,Jason Dufner,78,286.8,"44,745",156,2011,avg_driv_dist
T125,125,Troy Merritt,63,286.8,"34,986",122,2011,avg_driv_dist
127,129,Spencer Levin,113,286.3,"62,416",218,2011,avg_driv_dist
128,135,Matt Kuchar,94,286.2,"50,366",176,2011,avg_driv_dist
T129,T126,Rich Beem,53,286.1,"30,325",106,2011,avg_driv_dist
T129,T132,Jarrod Lyle,83,286.1,"45,201",158,2011,avg_driv_dist
T129,T130,Shaun Micheel,77,286.1,"41,773",146,2011,avg_driv_dist
132,T130,Justin Hicks,60,286,"29,742",104,2011,avg_driv_dist
133,T132,Charlie Wi,83,285.8,"47,443",166,2011,avg_driv_dist
134,T138,K.J. Choi,77,285.6,"42,834",150,2011,avg_driv_dist
T135,T136,Steve Elkington,50,285.4,"28,543",100,2011,avg_driv_dist
T135,T136,Matt McQuillan,59,285.4,"31,399",110,2011,avg_driv_dist
T137,T138,Kent Jones,76,285,"40,474",142,2011,avg_driv_dist
T137,140,Nathan Green,81,285,"43,891",154,2011,avg_driv_dist
T139,145,Ben Crane,76,284.9,"41,599",146,2011,avg_driv_dist
T139,134,Jason Bohn,74,284.9,"39,879",140,2011,avg_driv_dist
T139,141,Daniel Summerhays,75,284.9,"41,596",146,2011,avg_driv_dist
T139,142,Kris Blanks,92,284.9,"51,276",180,2011,avg_driv_dist
T143,143,Arjun Atwal,91,284.8,"51,842",182,2011,avg_driv_dist
T143,146,Mark Wilson,89,284.8,"49,548",174,2011,avg_driv_dist
T145,151,Cameron Beckman,71,284.3,"38,102",134,2011,avg_driv_dist
T145,144,Kevin Kisner,70,284.3,"36,394",128,2011,avg_driv_dist
T147,T148,Luke Donald,73,284.1,"38,064",134,2011,avg_driv_dist
T147,T148,Vaughn Taylor,89,284.1,"50,571",178,2011,avg_driv_dist
149,147,Paul Stankowski,78,283.9,"40,875",144,2011,avg_driv_dist
150,152,Stephen Ames,69,283.8,"36,890",130,2011,avg_driv_dist
151,153,Joe Durant,71,283.6,"39,143",138,2011,avg_driv_dist
152,154,Ryuji Imada,83,283.4,"47,048",166,2011,avg_driv_dist
T153,156,Brian Davis,105,283.3,"59,483",210,2011,avg_driv_dist
T153,155,Billy Mayfair,94,283.3,"50,999",180,2011,avg_driv_dist
T155,T159,Ian Poulter,52,282.8,"28,850",102,2011,avg_driv_dist
T155,157,Marc Turnesa,54,282.8,"29,406",104,2011,avg_driv_dist
157,T148,J.P. Hayes,56,282.7,"30,529",108,2011,avg_driv_dist
158,158,Aron Price,58,282.6,"29,388",104,2011,avg_driv_dist
159,T159,Steve Flesch,88,282.5,"47,462",168,2011,avg_driv_dist
160,163,Johnson Wagner,81,282.2,"43,455",154,2011,avg_driv_dist
T161,164,Bryce Molder,82,282,"45,119",160,2011,avg_driv_dist
T161,T159,David Mathis,83,282,"43,422",154,2011,avg_driv_dist
163,162,Heath Slocum,89,281.9,"49,612",176,2011,avg_driv_dist
164,166,Jim Furyk,87,281.4,"48,401",172,2011,avg_driv_dist
165,165,Nate Smith,66,281.2,"33,743",120,2011,avg_driv_dist
166,168,Tim Petrovic,88,280.5,"47,118",168,2011,avg_driv_dist
167,T169,Alex Cejka,59,280.3,"33,076",118,2011,avg_driv_dist
T168,T169,Justin Leonard,82,280.1,"45,944",164,2011,avg_driv_dist
T168,T171,Shane Bertsch,62,280.1,"31,370",112,2011,avg_driv_dist
170,T173,Kevin Na,84,279.8,"47,009",168,2011,avg_driv_dist
171,167,Garrett Willis,71,279.7,"38,598",138,2011,avg_driv_dist
172,T171,Greg Chalmers,88,279.6,"48,090",172,2011,avg_driv_dist
173,T173,Michael Connell,76,279.5,"42,484",152,2011,avg_driv_dist
174,175,Chris Riley,76,279.3,"40,221",144,2011,avg_driv_dist
175,176,David Toms,78,279.1,"41,302",148,2011,avg_driv_dist
176,177,Colt Knost,80,279,"41,291",148,2011,avg_driv_dist
177,179,Zach Johnson,79,278.2,"43,396",156,2011,avg_driv_dist
178,178,Chris DiMarco,93,277.9,"49,475",178,2011,avg_driv_dist
179,183,Dean Wilson,62,276.8,"34,319",124,2011,avg_driv_dist
180,182,Ben Curtis,66,276.7,"36,522",132,2011,avg_driv_dist
181,181,Richard Johnson,64,276.6,"32,087",116,2011,avg_driv_dist
182,180,Nick O'Hern,89,276.3,"46,965",170,2011,avg_driv_dist
183,184,Jerry Kelly,85,275.6,"44,091",160,2011,avg_driv_dist
184,185,Rocco Mediate,53,275.5,"29,208",106,2011,avg_driv_dist
185,186,Paul Goydos,81,274.8,"44,523",162,2011,avg_driv_dist
186,187,Brian Gay,90,269.8,"46,410",172,2011,avg_driv_dist
