RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
33,27,Steve Elkington,70,67.46,850,"1,260",-0.25,2009,gir_pct
T34,T59,Bill Haas,91,67.37,"1,055","1,566",-0.27,2009,gir_pct
T34,T40,Spencer Levin,75,67.37,861,"1,278",-0.23,2009,gir_pct
36,31,Kenny Perry,92,67.34,"1,103","1,638",-0.26,2009,gir_pct
37,T34,Michael Allen,73,67.23,835,"1,242",-0.26,2009,gir_pct
38,T34,Matt Jones,56,67.22,605,900,-0.27,2009,gir_pct
39,36,Marc Leishman,91,67.18,"1,052","1,566",-0.27,2009,gir_pct
40,37,Bryce Molder,69,67.12,737,"1,098",-0.26,2009,gir_pct
41,T52,Charles Howell III,99,67.09,"1,099","1,638",-0.25,2009,gir_pct
T42,38,Fred Couples,54,67.08,652,972,-0.28,2009,gir_pct
T42,45,Nicholas Thompson,96,67.08,"1,135","1,692",-0.25,2009,gir_pct
44,49,Tommy Armour III,58,67.05,700,"1,044",-0.25,2009,gir_pct
45,63,Justin Leonard,95,67.03,"1,098","1,638",-0.29,2009,gir_pct
46,39,Bill Lunde,83,67.01,977,"1,458",-0.24,2009,gir_pct
47,T40,Scott Verplank,88,67,"1,013","1,512",-0.28,2009,gir_pct
48,43,Tim Clark,81,66.95,940,"1,404",-0.29,2009,gir_pct
49,44,Jason Dufner,90,66.93,"1,036","1,548",-0.26,2009,gir_pct
50,42,Davis Love III,89,66.92,"1,048","1,566",-0.25,2009,gir_pct
51,46,Kevin Stadler,65,66.86,686,"1,026",-0.25,2009,gir_pct
52,47,Boo Weekley,79,66.81,926,"1,386",-0.23,2009,gir_pct
53,48,Charley Hoffman,97,66.78,"1,166","1,746",-0.3,2009,gir_pct
T54,T52,Kevin Sutherland,96,66.73,"1,141","1,710",-0.26,2009,gir_pct
T54,58,Bo Van Pelt,100,66.73,"1,105","1,656",-0.29,2009,gir_pct
T54,68,Nick O'Hern,90,66.73,"1,033","1,548",-0.25,2009,gir_pct
T57,T59,Brendon de Jonge,90,66.67,"1,032","1,548",-0.26,2009,gir_pct
T57,T54,Steve Stricker,81,66.67,948,"1,422",-0.3,2009,gir_pct
T57,51,Steve Flesch,77,66.67,924,"1,386",-0.23,2009,gir_pct
T57,T54,Camilo Villegas,76,66.67,876,"1,314",-0.27,2009,gir_pct
61,T54,Kevin Streelman,97,66.61,"1,115","1,674",-0.27,2009,gir_pct
62,T54,Glen Day,79,66.59,851,"1,278",-0.2,2009,gir_pct
63,61,Alex Cejka,82,66.52,922,"1,386",-0.25,2009,gir_pct
64,62,Mark Wilson,99,66.49,"1,137","1,710",-0.26,2009,gir_pct
65,64,Tag Ridings,50,66.41,526,792,-0.29,2009,gir_pct
66,65,Jeff Klauk,97,66.37,"1,135","1,710",-0.25,2009,gir_pct
67,66,Martin Laird,72,66.35,836,"1,260",-0.29,2009,gir_pct
68,T77,Billy Mayfair,83,66.33,991,"1,494",-0.2,2009,gir_pct
69,T93,Rick Price,54,66.32,573,864,-0.21,2009,gir_pct
70,82,Kris Blanks,60,66.26,644,972,-0.29,2009,gir_pct
T71,84,D.A. Points,99,66.25,"1,109","1,674",-0.26,2009,gir_pct
T71,67,Ted Purdy,101,66.25,"1,109","1,674",-0.28,2009,gir_pct
73,81,Colt Knost,71,66.23,751,"1,134",-0.25,2009,gir_pct
74,79,Scott Piercy,85,66.19,965,"1,458",-0.28,2009,gir_pct
75,69,Vijay Singh,71,66.18,822,"1,242",-0.23,2009,gir_pct
76,70,Y.E. Yang,83,66.17,941,"1,422",-0.27,2009,gir_pct
77,71,Ryan Moore,89,66.14,"1,012","1,530",-0.28,2009,gir_pct
78,72,Nick Watney,86,66.09,"1,023","1,548",-0.3,2009,gir_pct
79,73,Ernie Els,70,66.08,785,"1,188",-0.25,2009,gir_pct
80,74,Dustin Johnson,85,66.07,999,"1,512",-0.31,2009,gir_pct
81,T75,K.J. Choi,65,66.06,761,"1,152",-0.23,2009,gir_pct
82,83,Brett Quigley,92,66.01,998,"1,512",-0.26,2009,gir_pct
T83,97,Justin Rose,71,65.95,831,"1,260",-0.27,2009,gir_pct
T83,T75,Chez Reavie,81,65.95,914,"1,386",-0.24,2009,gir_pct
85,80,Rod Pampling,72,65.88,842,"1,278",-0.26,2009,gir_pct
86,87,Aron Price,89,65.71,958,"1,458",-0.23,2009,gir_pct
87,86,Harrison Frazar,93,65.67,"1,052","1,602",-0.31,2009,gir_pct
88,88,Lucas Glover,93,65.65,"1,099","1,674",-0.28,2009,gir_pct
89,105,Johnson Wagner,81,65.64,957,"1,458",-0.26,2009,gir_pct
T90,T91,Matt Weibring,65,65.63,697,"1,062",-0.28,2009,gir_pct
T90,121,Darron Stiles,52,65.63,567,864,-0.22,2009,gir_pct
T90,96,Rocco Mediate,79,65.63,886,"1,350",-0.22,2009,gir_pct
T93,89,Mathew Goggin,76,65.62,874,"1,332",-0.25,2009,gir_pct
T93,T100,Jason Gore,74,65.62,815,"1,242",-0.23,2009,gir_pct
95,90,Sergio Garcia,59,65.61,685,"1,044",-0.26,2009,gir_pct
T96,T91,Rory Sabbatini,81,65.56,944,"1,440",-0.28,2009,gir_pct
T96,T118,Kent Jones,73,65.56,767,"1,170",-0.22,2009,gir_pct
T98,T93,Jim Furyk,86,65.53,979,"1,494",-0.29,2009,gir_pct
T98,102,Cameron Beckman,87,65.53,979,"1,494",-0.24,2009,gir_pct
T100,95,Greg Chalmers,85,65.51,908,"1,386",-0.3,2009,gir_pct
T100,85,Mark Calcavecchia,72,65.51,849,"1,296",-0.25,2009,gir_pct
102,99,Tim Petrovic,97,65.44,"1,119","1,710",-0.26,2009,gir_pct
103,103,Richard Johnson,85,65.41,989,"1,512",-0.25,2009,gir_pct
T104,98,Scott McCarron,91,65.38,"1,071","1,638",-0.27,2009,gir_pct
T104,108,Ryan Palmer,78,65.38,918,"1,404",-0.27,2009,gir_pct
106,T100,Woody Austin,84,65.34,988,"1,512",-0.26,2009,gir_pct
107,104,Gary Woodland,53,65.13,551,846,-0.24,2009,gir_pct
108,106,Jarrod Lyle,65,65.11,668,"1,026",-0.22,2009,gir_pct
109,113,Dean Wilson,81,65.01,901,"1,386",-0.28,2009,gir_pct
110,107,Vaughn Taylor,88,64.95,982,"1,512",-0.3,2009,gir_pct
111,T114,John Merrick,91,64.93,970,"1,494",-0.28,2009,gir_pct
112,109,Andres Romero,58,64.91,666,"1,026",-0.28,2009,gir_pct
113,117,Ben Crane,93,64.87,"1,086","1,674",-0.28,2009,gir_pct
114,110,Peter Lonard,86,64.84,957,"1,476",-0.21,2009,gir_pct
T115,134,Chris Riley,77,64.79,828,"1,278",-0.28,2009,gir_pct
T115,T114,John Mallinger,90,64.79,"1,003","1,548",-0.27,2009,gir_pct
117,112,Jason Day,61,64.78,618,954,-0.3,2009,gir_pct
118,120,Tom Pernice Jr.,82,64.77,956,"1,476",-0.25,2009,gir_pct
119,122,Brian Bateman,55,64.75,641,990,-0.23,2009,gir_pct
120,111,Charlie Wi,92,64.73,"1,072","1,656",-0.3,2009,gir_pct
T121,128,Bob Heintz,59,64.65,640,990,-0.28,2009,gir_pct
T121,135,Brian Davis,103,64.65,"1,152","1,782",-0.29,2009,gir_pct
T121,T118,Peter Tomasulo,61,64.65,640,990,-0.23,2009,gir_pct
124,116,Jerry Kelly,90,64.63,954,"1,476",-0.29,2009,gir_pct
125,123,Chris DiMarco,97,64.58,"1,081","1,674",-0.25,2009,gir_pct
126,124,Michael Letzig,96,64.43,"1,067","1,656",-0.28,2009,gir_pct
127,126,Phil Mickelson,66,64.29,729,"1,134",-0.31,2009,gir_pct
128,127,Geoff Ogilvy,78,64.27,833,"1,296",-0.29,2009,gir_pct
T129,T129,Ben Curtis,63,64.25,717,"1,116",-0.23,2009,gir_pct
T129,T129,Bob Estes,78,64.25,902,"1,404",-0.27,2009,gir_pct
131,131,Kevin Na,91,64.24,"1,006","1,566",-0.29,2009,gir_pct
T132,T132,Matt Kuchar,82,64.23,948,"1,476",-0.28,2009,gir_pct
T132,T132,Bubba Watson,73,64.23,844,"1,314",-0.3,2009,gir_pct
134,T141,John Rollins,92,64.2,"1,017","1,584",-0.27,2009,gir_pct
135,139,Steve Lowery,83,64.12,958,"1,494",-0.26,2009,gir_pct
136,136,Lee Janzen,74,64.05,784,"1,224",-0.26,2009,gir_pct
137,138,Mark Brooks,55,63.95,541,846,-0.21,2009,gir_pct
T138,144,Tim Herron,87,63.92,"1,001","1,566",-0.26,2009,gir_pct
T138,T141,Brandt Snedeker,81,63.92,886,"1,386",-0.27,2009,gir_pct
140,143,Brian Vranesh,51,63.83,540,846,-0.22,2009,gir_pct
141,137,Cliff Kresge,78,63.81,827,"1,296",-0.24,2009,gir_pct
142,147,George McNeill,82,63.68,917,"1,440",-0.28,2009,gir_pct
143,146,Todd Hamilton,83,63.65,928,"1,458",-0.24,2009,gir_pct
144,145,Stewart Cink,79,63.47,834,"1,314",-0.26,2009,gir_pct
145,155,Paul Goydos,79,63.42,879,"1,386",-0.27,2009,gir_pct
146,153,Jeff Quinney,78,63.39,890,"1,404",-0.27,2009,gir_pct
147,148,James Nitties,86,63.35,935,"1,476",-0.28,2009,gir_pct
148,T150,Freddie Jacobson,83,63.31,923,"1,458",-0.27,2009,gir_pct
149,T150,Jimmy Walker,74,63.24,774,"1,224",-0.28,2009,gir_pct
150,152,Stuart Appleby,79,63.18,887,"1,404",-0.22,2009,gir_pct
151,154,Pat Perez,74,63.12,818,"1,296",-0.29,2009,gir_pct
152,168,Daniel Chopra,89,63.11,"1,011","1,602",-0.31,2009,gir_pct
153,161,Ken Duke,87,63.09,988,"1,566",-0.23,2009,gir_pct
154,162,David Mathis,82,63.08,863,"1,368",-0.24,2009,gir_pct
155,T158,Matt Bettencourt,98,63.04,"1,112","1,764",-0.27,2009,gir_pct
156,156,Mike Weir,85,63.03,953,"1,512",-0.28,2009,gir_pct
157,157,Luke Donald,79,63.01,862,"1,368",-0.29,2009,gir_pct
T158,149,Brad Adamonis,70,62.99,771,"1,224",-0.23,2009,gir_pct
T158,167,Corey Pavin,73,62.99,737,"1,170",-0.27,2009,gir_pct
T158,160,Marc Turnesa,77,62.99,873,"1,386",-0.2,2009,gir_pct
161,163,Nathan Green,104,62.89,"1,132","1,800",-0.25,2009,gir_pct
162,164,Adam Scott,53,62.82,588,936,-0.22,2009,gir_pct
163,165,Bart Bryant,58,62.76,610,972,-0.24,2009,gir_pct
164,166,Anthony Kim,76,62.69,835,"1,332",-0.33,2009,gir_pct
165,172,Greg Kraft,51,62.65,530,846,-0.18,2009,gir_pct
166,169,Webb Simpson,94,62.59,"1,059","1,692",-0.28,2009,gir_pct
167,175,Carl Pettersson,86,62.53,968,"1,548",-0.26,2009,gir_pct
168,176,Brian Gay,96,62.44,"1,034","1,656",-0.28,2009,gir_pct
169,170,Ángel Cabrera,55,62.35,606,972,-0.27,2009,gir_pct
170,171,Retief Goosen,74,62.33,819,"1,314",-0.28,2009,gir_pct
171,173,Joe Ogilvie,85,62.32,931,"1,494",-0.3,2009,gir_pct
T172,177,Ryuji Imada,85,61.44,940,"1,530",-0.26,2009,gir_pct
T172,174,Brendon Todd,53,61.44,564,918,-0.19,2009,gir_pct
174,179,Jeff Overton,92,61.43,973,"1,584",-0.28,2009,gir_pct
175,178,Padraig Harrington,66,61.2,716,"1,170",-0.26,2009,gir_pct
176,183,J.B. Holmes,74,61.19,815,"1,332",-0.26,2009,gir_pct
177,181,Leif Olson,51,61.11,517,846,-0.25,2009,gir_pct
178,180,Ian Poulter,59,61.01,615,"1,008",-0.26,2009,gir_pct
179,182,David Duval,56,60.91,614,"1,008",-0.28,2009,gir_pct
180,184,Derek Fathauer,63,60.33,619,"1,026",-0.26,2009,gir_pct
181,185,Aaron Baddeley,66,59.57,697,"1,170",-0.31,2009,gir_pct
182,186,Parker McLachlin,71,58.37,746,"1,278",-0.26,2009,gir_pct
183,187,Eric Axley,71,57.3,691,"1,206",-0.24,2009,gir_pct
184,188,Brad Faxon,59,52.35,556,"1,062",-0.25,2009,gir_pct
