RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
27,27,Zach Johnson,30,8.62,"$2,417,684","$28,048,272",2004,pct_total_money_won
28,28,Fred Couples,16,8.46,"$1,396,108","$16,495,000",2004,pct_total_money_won
29,29,Kenny Perry,23,8.45,"$1,952,043","$23,096,272",2004,pct_total_money_won
30,30,Jeff Maggert,20,8.33,"$1,527,883","$18,333,000",2004,pct_total_money_won
31,31,Thomas Bjørn,12,8.2,"$1,050,803","$12,811,272",2004,pct_total_money_won
32,32,Steve Flesch,31,8.18,"$2,461,787","$30,101,272",2004,pct_total_money_won
33,33,Chad Campbell,28,8.07,"$2,264,984","$28,076,272",2004,pct_total_money_won
34,34,Craig Parry,16,8.06,"$1,308,585","$16,228,272",2004,pct_total_money_won
35,35,Tom Lehman,19,7.92,"$1,343,276","$16,954,272",2004,pct_total_money_won
36,36,Luke Donald,21,7.91,"$1,646,267","$20,821,272",2004,pct_total_money_won
T37,T37,Carlos Franco,27,7.84,"$1,955,394","$24,927,000",2004,pct_total_money_won
T37,T37,Fred Funk,29,7.84,"$2,103,730","$26,844,000",2004,pct_total_money_won
39,39,Scott Hoch,17,7.67,"$1,239,360","$16,156,000",2004,pct_total_money_won
40,40,Ángel Cabrera,8,7.38,"$599,338","$8,124,000",2004,pct_total_money_won
41,41,Rod Pampling,26,7.24,"$1,737,725","$23,986,272",2004,pct_total_money_won
42,42,Kirk Triplett,24,7.07,"$1,566,425","$22,141,000",2004,pct_total_money_won
43,43,Jesper Parnevik,24,6.99,"$1,550,134","$22,161,000",2004,pct_total_money_won
44,44,Jonathan Kaye,25,6.82,"$1,695,332","$24,872,272",2004,pct_total_money_won
45,45,Tim Herron,26,6.78,"$1,727,576","$25,465,272",2004,pct_total_money_won
46,46,Thomas Levet,5,6.74,"$404,304","$5,998,272",2004,pct_total_money_won
47,47,Harrison Frazar,25,6.7,"$1,446,763","$21,582,000",2004,pct_total_money_won
48,48,Lee Westwood,11,6.63,"$767,899","$11,590,272",2004,pct_total_money_won
49,49,Bernhard Langer,15,6.49,"$943,589","$14,529,000",2004,pct_total_money_won
50,50,Arron Oberholser,23,6.44,"$1,355,433","$21,033,000",2004,pct_total_money_won
51,51,Duffy Waldorf,26,6.3,"$1,487,911","$23,628,000",2004,pct_total_money_won
52,52,James McLean,1,6.24,"$57,324","$918,000",2004,pct_total_money_won
53,53,Justin Leonard,25,6.14,"$1,531,022","$24,953,272",2004,pct_total_money_won
54,54,Justin Rose,22,6.06,"$1,236,764","$20,397,000",2004,pct_total_money_won
55,55,Woody Austin,29,5.92,"$1,495,980","$25,281,000",2004,pct_total_money_won
56,56,Robert Allenby,26,5.9,"$1,513,536","$25,666,272",2004,pct_total_money_won
57,57,Charles Howell III,30,5.88,"$1,703,484","$28,987,272",2004,pct_total_money_won
58,58,Ryan Palmer,33,5.87,"$1,592,344","$27,117,000",2004,pct_total_money_won
59,59,Bo Van Pelt,30,5.81,"$1,553,824","$26,746,272",2004,pct_total_money_won
60,60,Alex Cejka,24,5.72,"$1,313,483","$22,950,000",2004,pct_total_money_won
T61,T61,Paul Casey,11,5.65,"$704,272","$12,454,272",2004,pct_total_money_won
T61,T61,Ted Purdy,35,5.65,"$1,636,876","$28,971,000",2004,pct_total_money_won
T63,T63,Chris Riley,23,5.57,"$1,292,731","$23,227,272",2004,pct_total_money_won
T63,T63,Joey Sindelar,31,5.57,"$1,536,880","$27,588,000",2004,pct_total_money_won
65,65,Barry Lane,3,5.52,"$206,801","$3,748,272",2004,pct_total_money_won
66,66,Vaughn Taylor,27,5.43,"$1,176,433","$21,681,000",2004,pct_total_money_won
67,67,Carl Pettersson,28,5.41,"$1,367,961","$25,270,272",2004,pct_total_money_won
T68,T68,Freddie Jacobson,24,5.37,"$1,259,048","$23,425,272",2004,pct_total_money_won
T68,T68,Geoff Ogilvy,26,5.37,"$1,236,909","$23,040,000",2004,pct_total_money_won
T70,T70,Paul McGinley,5,5.33,"$310,475","$5,827,272",2004,pct_total_money_won
T70,T70,Tom Pernice Jr.,31,5.33,"$1,475,273","$27,702,000",2004,pct_total_money_won
72,72,Bart Bryant,23,5.31,"$962,167","$18,117,000",2004,pct_total_money_won
73,73,Gary Evans,1,5.29,"$71,346","$1,348,272",2004,pct_total_money_won
74,74,Joe Ogilvie,32,5.27,"$1,443,362","$27,378,000",2004,pct_total_money_won
75,75,Wayne Levi,1,5.22,"$28,162","$540,000",2004,pct_total_money_won
76,76,Nick Price,15,5.2,"$796,086","$15,304,272",2004,pct_total_money_won
77,77,Loren Roberts,22,5.15,"$998,677","$19,380,000",2004,pct_total_money_won
78,78,Frank Lickliter II,27,5.14,"$1,259,233","$24,494,272",2004,pct_total_money_won
79,79,Jim Furyk,14,5.05,"$691,675","$13,700,272",2004,pct_total_money_won
80,80,Andre Stolz,20,4.94,"$808,373","$16,365,000",2004,pct_total_money_won
T81,T81,Bob Estes,23,4.88,"$1,046,064","$21,448,272",2004,pct_total_money_won
T81,T81,Brent Geiberger,31,4.88,"$1,259,779","$25,830,000",2004,pct_total_money_won
83,83,Stephen Leaney,24,4.84,"$1,166,559","$24,118,272",2004,pct_total_money_won
84,84,Brett Rumford,1,4.83,"$58,000","$1,200,000",2004,pct_total_money_won
85,85,Steve Lowery,28,4.76,"$1,191,245","$25,018,272",2004,pct_total_money_won
86,86,Jonathan Byrd,27,4.69,"$1,133,164","$24,156,000",2004,pct_total_money_won
T87,T87,José Coceres,20,4.63,"$779,196","$16,839,000",2004,pct_total_money_won
T87,T87,John Huston,20,4.63,"$874,279","$18,881,272",2004,pct_total_money_won
89,89,Tim Clark,26,4.58,"$1,108,189","$24,202,272",2004,pct_total_money_won
90,90,Skip Kendall,29,4.56,"$1,206,438","$26,440,272",2004,pct_total_money_won
91,91,Brian Bateman,24,4.53,"$919,254","$20,313,000",2004,pct_total_money_won
92,92,Corey Pavin,23,4.48,"$881,938","$19,665,000",2004,pct_total_money_won
93,93,Tag Ridings,18,4.42,"$623,262","$14,094,000",2004,pct_total_money_won
94,94,Patrick Sheehan,33,4.38,"$1,234,344","$28,152,000",2004,pct_total_money_won
95,95,Ben Crane,27,4.35,"$1,036,957","$23,848,000",2004,pct_total_money_won
96,96,Joe Durant,26,4.21,"$952,547","$22,617,000",2004,pct_total_money_won
97,97,Briny Baird,30,4.2,"$1,156,517","$27,516,000",2004,pct_total_money_won
98,98,Dudley Hart,23,4.18,"$854,638","$20,430,000",2004,pct_total_money_won
99,99,John Morgan,16,4.16,"$487,032","$11,718,000",2004,pct_total_money_won
100,100,Tim Petrovic,32,4.11,"$1,193,354","$29,034,000",2004,pct_total_money_won
T101,T101,Ian Poulter,9,4.04,"$401,318","$9,928,272",2004,pct_total_money_won
T101,T101,Heath Slocum,31,4.04,"$1,066,836","$26,406,000",2004,pct_total_money_won
103,103,Takashi Kamiyama,1,4.03,"$54,305","$1,348,272",2004,pct_total_money_won
104,104,Bill Haas,10,3.98,"$315,259","$7,929,000",2004,pct_total_money_won
105,105,Tim Wilkinson,1,3.94,"$29,820","$756,000",2004,pct_total_money_won
106,106,Jeff Sluman,28,3.93,"$1,007,635","$25,635,000",2004,pct_total_money_won
T107,T107,Michael Allen,28,3.91,"$882,872","$22,581,000",2004,pct_total_money_won
T107,T107,Kevin Sutherland,27,3.91,"$928,759","$23,778,000",2004,pct_total_money_won
109,109,Tom Byrum,25,3.9,"$873,139","$22,365,000",2004,pct_total_money_won
110,110,Dennis Paulson,21,3.88,"$677,034","$17,460,000",2004,pct_total_money_won
111,111,Robert Damron,28,3.84,"$933,388","$24,327,000",2004,pct_total_money_won
112,112,Nick O'Hern,2,3.82,"$88,875","$2,325,000",2004,pct_total_money_won
113,113,Bob Tway,26,3.78,"$966,552","$25,538,272",2004,pct_total_money_won
114,114,Matt Gogel,25,3.75,"$817,117","$21,798,000",2004,pct_total_money_won
T115,T115,Brad Faxon,28,3.72,"$1,016,898","$27,340,272",2004,pct_total_money_won
T115,T115,Shaun Micheel,27,3.72,"$949,918","$25,553,272",2004,pct_total_money_won
117,117,Lee Janzen,25,3.69,"$837,481","$22,689,000",2004,pct_total_money_won
T118,T118,Kevin Na,32,3.45,"$901,158","$26,127,000",2004,pct_total_money_won
T118,T118,Hidemichi Tanaka,27,3.45,"$795,205","$23,067,000",2004,pct_total_money_won
120,120,Paul Stankowski,14,3.44,"$442,872","$12,861,000",2004,pct_total_money_won
121,121,Scott McCarron,27,3.38,"$790,719","$23,418,000",2004,pct_total_money_won
122,122,Mark Calcavecchia,24,3.37,"$717,875","$21,301,272",2004,pct_total_money_won
123,123,Desvonde Botes,1,3.35,"$40,250","$1,200,000",2004,pct_total_money_won
T124,T124,Tommy Armour III,28,3.32,"$844,634","$25,408,000",2004,pct_total_money_won
T124,T124,José María Olazábal,17,3.32,"$495,050","$14,895,000",2004,pct_total_money_won
126,126,Colin Montgomerie,6,3.29,"$245,978","$7,483,272",2004,pct_total_money_won
127,127,J.J. Henry,30,3.28,"$848,823","$25,848,000",2004,pct_total_money_won
128,128,Mark O'Meara,17,3.27,"$543,865","$16,642,272",2004,pct_total_money_won
129,129,Hunter Mahan,30,3.2,"$813,088","$25,387,272",2004,pct_total_money_won
T130,T130,Hank Kuehne,30,3.18,"$816,888","$25,695,000",2004,pct_total_money_won
T130,T130,Camilo Villegas,10,3.18,"$237,984","$7,479,000",2004,pct_total_money_won
132,132,Brett Quigley,31,3.12,"$836,379","$26,766,000",2004,pct_total_money_won
133,133,Paul Azinger,23,3.11,"$601,438","$19,332,000",2004,pct_total_money_won
134,134,Jean-Francois Remesy,3,3.07,"$112,607","$3,673,272",2004,pct_total_money_won
135,135,Todd Fischer,33,3.05,"$847,996","$27,819,000",2004,pct_total_money_won
T136,T136,Cameron Beckman,30,3.04,"$779,188","$25,603,272",2004,pct_total_money_won
T136,T136,Chip Sullivan,1,3.04,"$34,250","$1,125,000",2004,pct_total_money_won
138,138,Notah Begay III,23,2.97,"$583,536","$19,647,000",2004,pct_total_money_won
T139,T139,Miguel Angel Jiménez,7,2.93,"$238,366","$8,143,272",2004,pct_total_money_won
T139,T139,Peter Lonard,23,2.93,"$675,189","$23,074,272",2004,pct_total_money_won
141,141,Peter Senior,2,2.91,"$69,750","$2,400,000",2004,pct_total_money_won
142,142,John Senden,28,2.9,"$698,202","$24,048,000",2004,pct_total_money_won
143,143,Craig Barlow,25,2.86,"$595,820","$20,835,000",2004,pct_total_money_won
T144,T144,Daniel Chopra,33,2.84,"$763,253","$26,892,000",2004,pct_total_money_won
T144,T144,John Rollins,29,2.84,"$737,956","$25,995,000",2004,pct_total_money_won
146,146,Brandt Jobe,9,2.83,"$247,911","$8,766,000",2004,pct_total_money_won
147,147,J.L. Lewis,32,2.8,"$807,345","$28,846,000",2004,pct_total_money_won
148,148,Doug Barron,1,2.75,"$23,291","$846,000",2004,pct_total_money_won
149,149,David Roesch,2,2.74,"$48,024","$1,755,000",2004,pct_total_money_won
T150,T150,Joel Kribel,13,2.71,"$276,861","$10,206,000",2004,pct_total_money_won
T150,T150,Y.E. Yang,1,2.71,"$32,500","$1,200,000",2004,pct_total_money_won
152,152,Robert Gamez,31,2.7,"$725,367","$26,838,000",2004,pct_total_money_won
153,153,John Riegger,17,2.68,"$423,262","$15,777,000",2004,pct_total_money_won
154,154,Bill Glasson,17,2.64,"$346,029","$13,122,000",2004,pct_total_money_won
155,155,Pat Perez,32,2.63,"$723,724","$27,522,000",2004,pct_total_money_won
156,156,Kim Felton,1,2.6,"$35,111","$1,348,272",2004,pct_total_money_won
157,157,Aaron Baddeley,27,2.58,"$632,876","$24,532,272",2004,pct_total_money_won
T158,T158,Ben Curtis,20,2.53,"$500,817","$19,817,272",2004,pct_total_money_won
T158,T158,Peter Jacobsen,10,2.53,"$232,850","$9,196,000",2004,pct_total_money_won
160,160,Kent Jones,32,2.51,"$674,908","$26,919,000",2004,pct_total_money_won
161,161,Chris Smith,33,2.5,"$692,784","$27,666,000",2004,pct_total_money_won
162,162,Neal Lancaster,33,2.48,"$701,239","$28,269,000",2004,pct_total_money_won
163,163,Olin Browne,30,2.45,"$597,033","$24,345,000",2004,pct_total_money_won
164,164,Brian Gay,32,2.44,"$645,194","$26,406,000",2004,pct_total_money_won
T165,T165,Jason Bohn,29,2.43,"$567,930","$23,391,000",2004,pct_total_money_won
T165,T165,Joakim Haeggman,5,2.43,"$145,566","$5,998,272",2004,pct_total_money_won
167,167,Jay Williamson,33,2.42,"$660,038","$27,225,000",2004,pct_total_money_won
168,168,Andrew McLardy,3,2.38,"$79,026","$3,318,000",2004,pct_total_money_won
169,169,Greg Chalmers,22,2.36,"$402,379","$17,046,000",2004,pct_total_money_won
170,170,Billy Andrade,31,2.35,"$631,142","$26,865,000",2004,pct_total_money_won
171,171,Steve Allan,33,2.33,"$648,479","$27,774,000",2004,pct_total_money_won
172,172,Lucas Glover,30,2.31,"$557,453","$24,129,000",2004,pct_total_money_won
T173,T173,Danny Ellis,26,2.29,"$490,413","$21,447,000",2004,pct_total_money_won
T173,T173,Jyoti Randhawa,3,2.29,"$60,665","$2,644,272",2004,pct_total_money_won
T175,T175,Franklin Langham,1,2.28,"$18,450","$810,000",2004,pct_total_money_won
T175,T175,Craig Stadler,6,2.28,"$137,475","$6,028,000",2004,pct_total_money_won
177,177,Bob Burns,30,2.25,"$581,420","$25,821,000",2004,pct_total_money_won
T178,T178,S.K. Ho,4,2.24,"$109,200","$4,873,272",2004,pct_total_money_won
T178,T178,Trevor Immelman,12,2.24,"$300,559","$13,417,272",2004,pct_total_money_won
T178,T178,David Peoples,26,2.24,"$479,464","$21,420,000",2004,pct_total_money_won
181,181,Shingo Katayama,3,2.23,"$78,650","$3,525,000",2004,pct_total_money_won
T182,T182,Pierre Fulke,1,2.21,"$26,500","$1,200,000",2004,pct_total_money_won
T182,T182,Scott Hend,29,2.21,"$531,262","$24,084,000",2004,pct_total_money_won
184,184,Matt Kuchar,28,2.2,"$509,256","$23,139,000",2004,pct_total_money_won
185,185,Richard Green,2,2.14,"$54,625","$2,548,272",2004,pct_total_money_won
186,186,Michael Campbell,6,2.13,"$152,506","$7,168,272",2004,pct_total_money_won
187,187,Mark Wilson,19,2.1,"$300,317","$14,274,000",2004,pct_total_money_won
188,188,Mathias Grönberg,32,2.09,"$565,013","$27,088,272",2004,pct_total_money_won
T189,T189,Kenneth Ferrie,1,2.06,"$27,714","$1,348,272",2004,pct_total_money_won
T189,T189,Andy Oldcorn,1,2.06,"$27,714","$1,348,272",2004,pct_total_money_won
T189,T189,Dean Wilson,33,2.06,"$561,339","$27,234,000",2004,pct_total_money_won
192,192,Craig Bowden,30,2.02,"$494,568","$24,480,000",2004,pct_total_money_won
193,193,Deane Pappas,22,1.97,"$346,632","$17,595,000",2004,pct_total_money_won
194,194,Sandy Lyle,2,1.95,"$49,141","$2,518,272",2004,pct_total_money_won
195,195,Steve Friesen,1,1.94,"$18,550","$954,000",2004,pct_total_money_won
196,196,Arjun Atwal,30,1.9,"$486,052","$25,606,272",2004,pct_total_money_won
T197,T197,David Frost,26,1.89,"$402,589","$21,303,000",2004,pct_total_money_won
T197,T197,Steve Stricker,27,1.89,"$440,905","$23,373,000",2004,pct_total_money_won
199,199,Glen Day,33,1.85,"$519,935","$28,105,272",2004,pct_total_money_won
200,200,Brenden Pappas,34,1.84,"$524,905","$28,503,000",2004,pct_total_money_won
201,201,Billy Mayfair,32,1.83,"$503,251","$27,468,000",2004,pct_total_money_won
202,202,David Sutherland,16,1.82,"$216,419","$11,862,000",2004,pct_total_money_won
T203,T203,Aaron Barber,17,1.81,"$229,914","$12,726,000",2004,pct_total_money_won
T203,T203,Hideto Tanihara,3,1.81,"$41,729","$2,304,000",2004,pct_total_money_won
T205,T205,Scott Drummond,4,1.79,"$87,100","$4,873,272",2004,pct_total_money_won
T205,T205,Phillip Price,12,1.79,"$223,749","$12,496,272",2004,pct_total_money_won
207,207,Thongchai Jaidee,5,1.78,"$95,500","$5,370,000",2004,pct_total_money_won
208,208,Danny Briggs,28,1.77,"$397,606","$22,473,000",2004,pct_total_money_won
T209,T209,Brian Davis,7,1.75,"$145,250","$8,308,272",2004,pct_total_money_won
T209,T209,Richard Johnson,32,1.75,"$461,182","$26,361,000",2004,pct_total_money_won
211,211,Craig Perks,27,1.7,"$423,747","$24,856,272",2004,pct_total_money_won
212,212,Mike Small,2,1.68,"$33,360","$1,989,000",2004,pct_total_money_won
T213,T213,Paul Bradshaw,1,1.66,"$22,404","$1,348,272",2004,pct_total_money_won
T213,T213,Alastair Forsyth,1,1.66,"$22,404","$1,348,272",2004,pct_total_money_won
T213,T213,Sean Whiffin,1,1.66,"$22,404","$1,348,272",2004,pct_total_money_won
216,216,Michael Bradley,9,1.63,"$106,336","$6,534,000",2004,pct_total_money_won
217,217,Keiichiro Fukabori,5,1.61,"$73,063","$4,543,272",2004,pct_total_money_won
218,218,D.J. Brigman,27,1.6,"$356,943","$22,293,000",2004,pct_total_money_won
219,219,David Duval,9,1.59,"$121,044","$7,632,000",2004,pct_total_money_won
220,220,Jeff Brehaut,34,1.58,"$448,913","$28,395,000",2004,pct_total_money_won
221,221,Robin Freeman,13,1.57,"$144,000","$9,162,000",2004,pct_total_money_won
222,222,Tom Kite,1,1.54,"$17,304","$1,125,000",2004,pct_total_money_won
223,223,Rocco Mediate,19,1.53,"$257,691","$16,851,000",2004,pct_total_money_won
224,224,Omar Uresti,28,1.52,"$345,797","$22,824,000",2004,pct_total_money_won
225,225,Geoffrey Sisk,2,1.51,"$30,672","$2,025,000",2004,pct_total_money_won
226,226,Per-Ulrik Johansson,12,1.5,"$146,733","$9,792,000",2004,pct_total_money_won
T227,T227,Ignacio Garrido,1,1.47,"$19,755","$1,348,272",2004,pct_total_money_won
T227,T227,Jim Rutledge,1,1.47,"$11,898","$810,000",2004,pct_total_money_won
229,229,Steve Elkington,20,1.44,"$243,238","$16,875,000",2004,pct_total_money_won
230,230,Jason Dufner,28,1.43,"$317,769","$22,221,000",2004,pct_total_money_won
T231,T231,Ricky Barnes,7,1.42,"$85,519","$6,012,000",2004,pct_total_money_won
T231,T231,James Kingston,1,1.42,"$19,100","$1,348,272",2004,pct_total_money_won
233,233,Roland Thatcher,23,1.41,"$247,986","$17,568,000",2004,pct_total_money_won
234,234,Scott Simpson,18,1.4,"$190,986","$13,608,000",2004,pct_total_money_won
T235,T235,Paul Broadhurst,1,1.38,"$18,538","$1,348,272",2004,pct_total_money_won
T235,T235,Tom Carter,35,1.38,"$395,780","$28,584,000",2004,pct_total_money_won
T235,T235,Gary Emerson,1,1.38,"$18,538","$1,348,272",2004,pct_total_money_won
T238,T238,John Cook,19,1.36,"$210,447","$15,525,000",2004,pct_total_money_won
T238,T238,"Jim Gallagher, Jr.",9,1.36,"$82,385","$6,048,000",2004,pct_total_money_won
240,240,Larry Mize,13,1.35,"$136,020","$10,098,000",2004,pct_total_money_won
T241,T241,Niclas Fasth,22,1.34,"$265,423","$19,761,000",2004,pct_total_money_won
T241,T241,Dan Forsman,28,1.34,"$315,539","$23,607,000",2004,pct_total_money_won
T241,T241,Mark Foster,1,1.34,"$18,070","$1,348,272",2004,pct_total_money_won
244,244,David Edwards,13,1.33,"$123,681","$9,333,000",2004,pct_total_money_won
T245,T245,Brad Bryant,4,1.31,"$32,210","$2,466,000",2004,pct_total_money_won
T245,T245,Paul Goydos,2,1.31,"$19,366","$1,476,000",2004,pct_total_money_won
T245,T245,Charley Hoffman,1,1.31,"$11,296","$864,000",2004,pct_total_money_won
T245,T245,Mårten Olander,1,1.31,"$17,696","$1,348,272",2004,pct_total_money_won
T245,T245,Garrett Willis,17,1.31,"$165,209","$12,582,000",2004,pct_total_money_won
250,250,Spike McRoy,33,1.3,"$374,186","$28,780,272",2004,pct_total_money_won
T251,T251,Dicky Pride,23,1.29,"$230,329","$17,874,000",2004,pct_total_money_won
T251,T251,Willie Wood,9,1.29,"$78,936","$6,138,000",2004,pct_total_money_won
T253,T253,Martin Erlandsson,1,1.28,"$17,321","$1,348,272",2004,pct_total_money_won
T253,T253,Glen Hnatiuk,9,1.28,"$103,500","$8,064,000",2004,pct_total_money_won
T253,T253,Paul Wesselingh,1,1.28,"$17,321","$1,348,272",2004,pct_total_money_won
T256,T256,Darren Fichardt,3,1.27,"$44,382","$3,493,272",2004,pct_total_money_won
T256,T256,Jason Hartwick,2,1.27,"$21,306","$1,674,000",2004,pct_total_money_won
T256,T256,Mike Heinen,17,1.27,"$166,185","$13,122,000",2004,pct_total_money_won
T256,T256,Kenichi Kuboya,1,1.27,"$10,944","$864,000",2004,pct_total_money_won
T256,T256,Edward Loar,1,1.27,"$11,400","$900,000",2004,pct_total_money_won
T261,T261,Ken Duke,30,1.25,"$301,308","$24,021,000",2004,pct_total_money_won
T261,T261,Chris Stroud,1,1.25,"$10,350","$828,000",2004,pct_total_money_won
T263,T263,Christian Cévaër,1,1.24,"$16,759","$1,348,272",2004,pct_total_money_won
T263,T263,Tjaart van der Walt,12,1.24,"$138,785","$11,221,272",2004,pct_total_money_won
265,265,Matt Weibring,1,1.23,"$9,324","$756,000",2004,pct_total_money_won
266,266,David Branshaw,30,1.22,"$293,617","$24,147,000",2004,pct_total_money_won
267,267,David Ishii,1,1.21,"$10,464","$864,000",2004,pct_total_money_won
268,268,Kelly Mitchum,2,1.2,"$22,432","$1,872,000",2004,pct_total_money_won
T269,T269,Jim Benepe,2,1.19,"$13,900","$1,170,000",2004,pct_total_money_won
T269,T269,Tim Conley,1,1.19,"$6,420","$540,000",2004,pct_total_money_won
T269,T269,Adam Meyer,1,1.19,"$7,490","$630,000",2004,pct_total_money_won
272,272,Ricardo Gonzalez,3,1.18,"$38,000","$3,225,000",2004,pct_total_money_won
273,273,Pete Jordan,2,1.17,"$23,280","$1,989,000",2004,pct_total_money_won
274,274,Vance Veazey,1,1.16,"$9,776","$846,000",2004,pct_total_money_won
275,275,Eduardo Romero,6,1.15,"$78,750","$6,832,272",2004,pct_total_money_won
T276,T276,Kevin Durkin,2,1.14,"$21,197","$1,854,000",2004,pct_total_money_won
T276,T276,J.P. Hayes,27,1.14,"$260,815","$22,788,000",2004,pct_total_money_won
T276,T276,Graeme McDowell,3,1.14,"$42,000","$3,673,272",2004,pct_total_money_won
T276,T276,Gene Sauers,30,1.14,"$287,150","$25,236,000",2004,pct_total_money_won
280,280,Kevin Stadler,5,1.13,"$49,541","$4,383,000",2004,pct_total_money_won
T281,T281,Pat Bates,32,1.12,"$299,383","$26,721,000",2004,pct_total_money_won
T281,T281,Phil Blackmar,1,1.12,"$10,100","$900,000",2004,pct_total_money_won
T281,T281,Bobby Kalinowski,1,1.12,"$9,648","$864,000",2004,pct_total_money_won
T284,T284,Marco Dawson,6,1.11,"$59,550","$5,364,000",2004,pct_total_money_won
T284,T284,Casey Wittenberg,9,1.11,"$85,670","$7,749,000",2004,pct_total_money_won
T286,T286,Dirk Ayers,1,1.06,"$8,550","$810,000",2004,pct_total_money_won
T286,T286,Joel Edwards,11,1.06,"$83,572","$7,893,000",2004,pct_total_money_won
T286,T286,Casey Martin,2,1.06,"$15,858","$1,494,000",2004,pct_total_money_won
289,289,Jeff Coston,1,1.05,"$11,800","$1,125,000",2004,pct_total_money_won
T290,T290,Rich Barcelo,26,1.04,"$223,596","$21,429,000",2004,pct_total_money_won
T290,T290,Brandel Chamblee,1,1.04,"$6,580","$630,000",2004,pct_total_money_won
T290,T290,Steve Pate,24,1.04,"$199,568","$19,179,000",2004,pct_total_money_won
T293,T293,Brad Adamonis,1,1.03,"$9,712","$945,000",2004,pct_total_money_won
T293,T293,Nick Gilliam,1,1.03,"$6,510","$630,000",2004,pct_total_money_won
T293,T293,Scott Gutschewski,1,1.03,"$9,858","$954,000",2004,pct_total_money_won
T293,T293,Grant Waite,29,1.03,"$239,318","$23,175,000",2004,pct_total_money_won
T297,T297,Mike Sullivan,1,1.02,"$5,520","$540,000",2004,pct_total_money_won
T297,T297,Roger Tambellini,28,1.02,"$234,164","$22,986,000",2004,pct_total_money_won
T297,T297,Lian-Wei Zhang,4,1.02,"$42,572","$4,161,000",2004,pct_total_money_won
T300,T300,Michael Clark II,14,1,"$101,639","$10,152,000",2004,pct_total_money_won
T300,T300,Toshi Izawa,3,1,"$35,000","$3,495,000",2004,pct_total_money_won
T302,T302,Mark Brooks,31,0.99,"$264,075","$26,775,000",2004,pct_total_money_won
T302,T302,Len Mattiace,25,0.99,"$213,706","$21,690,000",2004,pct_total_money_won
304,304,Kris Cox,26,0.98,"$205,171","$21,042,000",2004,pct_total_money_won
T305,T305,Cliff Kresge,33,0.92,"$258,061","$27,918,000",2004,pct_total_money_won
T305,T305,Jim McGovern,11,0.92,"$72,377","$7,848,000",2004,pct_total_money_won
307,307,Jay Delsing,26,0.91,"$190,184","$20,871,000",2004,pct_total_money_won
308,308,Rich Beem,28,0.9,"$230,499","$25,669,272",2004,pct_total_money_won
309,309,Russ Cochran,25,0.89,"$185,107","$20,799,000",2004,pct_total_money_won
T310,T310,Brian Kortan,24,0.87,"$159,938","$18,468,000",2004,pct_total_money_won
T310,T310,"Wes Short, Jr.",12,0.87,"$75,535","$8,658,000",2004,pct_total_money_won
