RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
T42,T43,Brian Harman,89,0.316,24.033,76,2013,sg_off_tee
T42,T43,Eric Meierdierks,48,0.316,11.708,37,2013,sg_off_tee
44,49,Steve Stricker,51,0.311,10.871,35,2013,sg_off_tee
45,46,David Lingmerth,68,0.301,17.167,57,2013,sg_off_tee
46,47,Jeff Overton,78,0.296,21.926,74,2013,sg_off_tee
47,48,Ángel Cabrera,73,0.294,16.768,57,2013,sg_off_tee
48,42,Brendon de Jonge,110,0.28,27.12,97,2013,sg_off_tee
49,51,Kevin Chappell,80,0.276,18.488,67,2013,sg_off_tee
50,52,Rory Sabbatini,86,0.273,19.669,72,2013,sg_off_tee
51,53,Graeme McDowell,53,0.251,9.27,37,2013,sg_off_tee
52,54,Steve LeBrun,66,0.248,13.144,53,2013,sg_off_tee
53,55,Ryan Moore,72,0.232,13.197,57,2013,sg_off_tee
54,56,Derek Ernst,58,0.231,11.32,49,2013,sg_off_tee
55,T57,Morgan Hoffmann,64,0.227,12.045,53,2013,sg_off_tee
56,60,Justin Hicks,79,0.218,14.418,66,2013,sg_off_tee
57,T57,Webb Simpson,92,0.216,15.086,70,2013,sg_off_tee
58,59,Roberto Castro,97,0.204,17.145,84,2013,sg_off_tee
59,61,Ian Poulter,59,0.2,7.783,39,2013,sg_off_tee
60,T40,Charl Schwartzel,69,0.195,10.528,54,2013,sg_off_tee
61,62,Bo Van Pelt,72,0.186,10.046,54,2013,sg_off_tee
62,63,Mark Wilson,56,0.185,9.255,50,2013,sg_off_tee
63,65,D.J. Trahan,48,0.182,6.91,38,2013,sg_off_tee
64,66,Zach Johnson,84,0.181,12.143,67,2013,sg_off_tee
65,67,John Huh,88,0.179,13.435,75,2013,sg_off_tee
T66,T68,Henrik Norlander,70,0.166,9.813,59,2013,sg_off_tee
T66,T68,"Ted Potter, Jr.",65,0.166,9.137,55,2013,sg_off_tee
T68,T70,John Rollins,77,0.164,11.144,68,2013,sg_off_tee
T68,T70,Robert Streb,75,0.164,10.189,62,2013,sg_off_tee
70,72,Scott Piercy,78,0.144,8.929,62,2013,sg_off_tee
71,73,Rickie Fowler,75,0.143,8.439,59,2013,sg_off_tee
72,74,J.J. Henry,83,0.138,10.208,74,2013,sg_off_tee
73,75,Martin Flores,83,0.136,10.337,76,2013,sg_off_tee
T74,T76,Y.E. Yang,56,0.133,5.448,41,2013,sg_off_tee
T74,T76,Charles Howell III,87,0.133,10.666,80,2013,sg_off_tee
76,64,Sergio Garcia,65,0.131,6.15,47,2013,sg_off_tee
77,78,Harris English,95,0.115,9.452,82,2013,sg_off_tee
T78,T79,Ryo Ishikawa,72,0.11,6.034,55,2013,sg_off_tee
T78,T79,Ernie Els,63,0.11,5.289,48,2013,sg_off_tee
80,81,Jerry Kelly,75,0.109,6.98,64,2013,sg_off_tee
81,82,Brandt Jobe,62,0.104,5.506,53,2013,sg_off_tee
82,84,K.J. Choi,85,0.096,6.044,63,2013,sg_off_tee
T83,T85,Fabián Gómez,65,0.089,4.972,56,2013,sg_off_tee
T83,T85,Patrick Reed,83,0.089,6.604,74,2013,sg_off_tee
85,87,Jimmy Walker,84,0.082,6.177,75,2013,sg_off_tee
86,89,Jason Kokrak,78,0.079,5.67,72,2013,sg_off_tee
87,90,Freddie Jacobson,63,0.075,3.472,46,2013,sg_off_tee
88,91,Jeff Maggert,63,0.074,4.244,57,2013,sg_off_tee
89,92,Scott Gardiner,61,0.069,3.58,52,2013,sg_off_tee
90,93,Greg Owen,73,0.064,4.209,66,2013,sg_off_tee
91,94,Tom Gillis,69,0.062,3.731,60,2013,sg_off_tee
92,96,Sangmoon Bae,83,0.053,3.843,72,2013,sg_off_tee
93,97,Brian Davis,91,0.051,4.209,83,2013,sg_off_tee
94,98,Tim Clark,64,0.048,2.062,43,2013,sg_off_tee
95,99,James Hahn,78,0.044,2.919,67,2013,sg_off_tee
96,100,Steven Bowditch,67,0.041,2.381,58,2013,sg_off_tee
97,101,John Merrick,79,0.038,2.55,68,2013,sg_off_tee
98,102,Sean O'Hair,56,0.029,1.49,51,2013,sg_off_tee
99,103,Carl Pettersson,82,0.026,1.643,64,2013,sg_off_tee
100,104,Brendan Steele,86,0.025,1.938,77,2013,sg_off_tee
101,88,Jim Furyk,80,0.023,1.503,64,2013,sg_off_tee
102,95,Phil Mickelson,78,0.021,1.18,57,2013,sg_off_tee
103,105,Erik Compton,74,0.012,0.803,65,2013,sg_off_tee
104,106,Ken Duke,87,0.009,0.64,75,2013,sg_off_tee
105,108,Brad Fritsch,81,0.005,0.34,68,2013,sg_off_tee
106,109,Cameron Percy,68,0.001,0.068,57,2013,sg_off_tee
107,110,Matt Kuchar,93,-0.01,-0.724,69,2013,sg_off_tee
108,111,George McNeill,68,-0.012,-0.776,64,2013,sg_off_tee
109,107,Brandt Snedeker,79,-0.025,-1.474,58,2013,sg_off_tee
110,112,Andrew Svoboda,46,-0.027,-0.931,35,2013,sg_off_tee
T111,T113,Vaughn Taylor,50,-0.042,-1.676,40,2013,sg_off_tee
T111,T113,Ben Kohles,75,-0.042,-2.63,62,2013,sg_off_tee
113,115,Andres Romero,63,-0.05,-2.585,52,2013,sg_off_tee
114,116,Tag Ridings,69,-0.054,-3.109,58,2013,sg_off_tee
115,117,Daniel Summerhays,83,-0.062,-4.843,78,2013,sg_off_tee
116,118,Bud Cauley,67,-0.063,-3.528,56,2013,sg_off_tee
117,120,Cameron Tringale,80,-0.079,-5.919,75,2013,sg_off_tee
118,121,Darron Stiles,51,-0.087,-3.64,42,2013,sg_off_tee
119,122,Tommy Gainey,84,-0.098,-7.38,75,2013,sg_off_tee
120,123,Marc Leishman,77,-0.099,-6.313,64,2013,sg_off_tee
121,124,Shawn Stefani,63,-0.11,-5.518,50,2013,sg_off_tee
122,125,Rod Pampling,46,-0.115,-4.007,35,2013,sg_off_tee
123,126,Luke Guthrie,82,-0.116,-7.514,65,2013,sg_off_tee
124,127,Pat Perez,69,-0.127,-8.109,64,2013,sg_off_tee
125,128,Brian Stuard,78,-0.128,-8.094,63,2013,sg_off_tee
126,129,Richard Lee,81,-0.134,-9.613,72,2013,sg_off_tee
T127,119,Tiger Woods,61,-0.142,-6.124,43,2013,sg_off_tee
T127,130,D.H. Lee,65,-0.142,-8.245,58,2013,sg_off_tee
129,131,Ben Crane,62,-0.143,-7.864,55,2013,sg_off_tee
130,132,Jason Bohn,70,-0.156,-10.275,66,2013,sg_off_tee
131,133,Geoff Ogilvy,57,-0.161,-6.743,42,2013,sg_off_tee
132,134,Seung-Yul Noh,71,-0.162,-10.05,62,2013,sg_off_tee
T133,T135,Ricky Barnes,74,-0.181,-11.787,65,2013,sg_off_tee
T133,T135,Trevor Immelman,73,-0.181,-11.227,62,2013,sg_off_tee
135,137,Camilo Villegas,79,-0.183,-11.687,64,2013,sg_off_tee
136,139,D.A. Points,87,-0.194,-13.161,68,2013,sg_off_tee
137,138,David Hearn,88,-0.199,-14.506,73,2013,sg_off_tee
138,140,Troy Matteson,68,-0.206,-12.139,59,2013,sg_off_tee
T139,T141,Tim Herron,45,-0.208,-9.157,44,2013,sg_off_tee
T139,T141,William McGirt,75,-0.208,-14.772,71,2013,sg_off_tee
141,143,Chris Kirk,89,-0.213,-17.233,81,2013,sg_off_tee
142,144,Bob Estes,66,-0.216,-13.369,62,2013,sg_off_tee
143,145,Robert Karlsson,56,-0.217,-8.038,37,2013,sg_off_tee
144,146,Charlie Wi,75,-0.224,-14.761,66,2013,sg_off_tee
145,147,Jonas Blixt,76,-0.227,-15.217,67,2013,sg_off_tee
146,148,David Lynn,70,-0.229,-12.836,56,2013,sg_off_tee
147,149,Doug LaBelle II,72,-0.243,-14.345,59,2013,sg_off_tee
148,150,Stewart Cink,71,-0.264,-14.76,56,2013,sg_off_tee
149,151,Justin Bolli,59,-0.273,-12.55,46,2013,sg_off_tee
T150,T152,Stuart Appleby,88,-0.28,-22.142,79,2013,sg_off_tee
T150,T152,Michael Thompson,66,-0.28,-14.834,53,2013,sg_off_tee
152,154,Chad Campbell,78,-0.286,-20.606,72,2013,sg_off_tee
153,155,Scott Langley,79,-0.302,-19.333,64,2013,sg_off_tee
154,156,Peter Hanson,45,-0.306,-10.106,33,2013,sg_off_tee
155,157,David Mathis,71,-0.328,-20.349,62,2013,sg_off_tee
156,158,Jin Park,52,-0.335,-14.42,43,2013,sg_off_tee
157,159,Justin Leonard,86,-0.341,-25.558,75,2013,sg_off_tee
158,160,Padraig Harrington,52,-0.345,-12.084,35,2013,sg_off_tee
159,161,Dicky Pride,71,-0.365,-21.521,59,2013,sg_off_tee
160,162,David Toms,49,-0.37,-11.825,32,2013,sg_off_tee
161,164,James Driscoll,76,-0.422,-26.612,63,2013,sg_off_tee
162,165,Luke List,65,-0.447,-23.265,52,2013,sg_off_tee
163,167,Luke Donald,60,-0.459,-21.132,46,2013,sg_off_tee
164,166,Johnson Wagner,64,-0.461,-23.97,52,2013,sg_off_tee
165,168,Lee Williams,62,-0.514,-26.199,51,2013,sg_off_tee
166,169,Bryce Molder,82,-0.538,-38.169,71,2013,sg_off_tee
167,170,Alistair Presnell,59,-0.548,-25.219,46,2013,sg_off_tee
168,171,Greg Chalmers,77,-0.552,-38.606,70,2013,sg_off_tee
169,173,Aaron Watkins,46,-0.568,-19.881,35,2013,sg_off_tee
170,174,Brian Gay,79,-0.577,-40.935,71,2013,sg_off_tee
171,175,Chris Stroud,88,-0.578,-45.046,78,2013,sg_off_tee
172,176,Bobby Gates,49,-0.58,-22.039,38,2013,sg_off_tee
173,177,Aaron Baddeley,68,-0.603,-35.59,59,2013,sg_off_tee
174,178,Colt Knost,69,-0.625,-36.257,58,2013,sg_off_tee
175,179,Ben Curtis,59,-0.632,-29.078,46,2013,sg_off_tee
176,180,Stephen Ames,49,-0.662,-29.117,44,2013,sg_off_tee
177,181,Robert Allenby,58,-0.733,-38.101,52,2013,sg_off_tee
178,182,Michael Bradley,56,-1.058,-45.49,43,2013,sg_off_tee
179,183,Casey Wittenberg,72,-1.071,-65.337,61,2013,sg_off_tee
180,184,Mike Weir,60,-1.338,-62.907,47,2013,sg_off_tee
