RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
58,58,James Nitties,86,0.238,18.057,76,2009,sg_putting
59,59,Nick Watney,86,0.237,16.125,68,2009,sg_putting
60,60,Jeff Quinney,78,0.217,15.433,71,2009,sg_putting
61,61,Steve Stricker,81,0.207,12.843,62,2009,sg_putting
62,62,Ryan Palmer,78,0.188,13.186,70,2009,sg_putting
63,63,Ángel Cabrera,55,0.172,6.542,38,2009,sg_putting
64,64,Lucas Glover,93,0.149,11.789,79,2009,sg_putting
65,65,Marc Leishman,91,0.141,11.857,84,2009,sg_putting
66,66,Paul Goydos,79,0.135,8.803,65,2009,sg_putting
67,67,Rod Pampling,72,0.127,8.149,64,2009,sg_putting
68,68,Jeff Overton,92,0.125,9.473,76,2009,sg_putting
69,69,Todd Hamilton,83,0.123,7.868,64,2009,sg_putting
70,70,Kevin Streelman,97,0.121,10.526,87,2009,sg_putting
71,71,J.J. Henry,97,0.114,9.554,84,2009,sg_putting
72,72,Justin Rose,71,0.111,6.325,57,2009,sg_putting
73,73,Steve Marino,98,0.11,9.202,84,2009,sg_putting
74,74,Aron Price,89,0.109,8.425,77,2009,sg_putting
T75,T75,Charley Hoffman,97,0.096,8.333,87,2009,sg_putting
T75,T75,Michael Letzig,96,0.096,8.241,86,2009,sg_putting
77,77,Ian Poulter,59,0.094,3.956,42,2009,sg_putting
78,78,David Toms,98,0.093,7.445,80,2009,sg_putting
79,79,Justin Leonard,95,0.087,6.493,75,2009,sg_putting
T80,T80,John Mallinger,90,0.08,5.652,71,2009,sg_putting
T80,T80,Bubba Watson,73,0.08,4.55,57,2009,sg_putting
82,82,Steve Lowery,83,0.079,6.048,77,2009,sg_putting
83,83,Ted Purdy,101,0.077,6.861,89,2009,sg_putting
84,84,Colt Knost,71,0.076,4.269,56,2009,sg_putting
T85,T85,Brian Bateman,55,0.075,3.611,48,2009,sg_putting
T85,T85,Scott Sterling,51,0.075,3.018,40,2009,sg_putting
87,87,Scott Piercy,85,0.069,5.237,76,2009,sg_putting
88,88,Brad Adamonis,70,0.066,4.014,61,2009,sg_putting
89,89,Matt Bettencourt,98,0.058,5.01,87,2009,sg_putting
90,90,Martin Laird,72,0.054,3.318,62,2009,sg_putting
91,91,Marc Turnesa,77,0.041,2.926,71,2009,sg_putting
92,92,Johnson Wagner,81,0.04,2.966,74,2009,sg_putting
93,93,John Senden,100,0.038,3.538,92,2009,sg_putting
94,94,Bill Haas,91,0.036,2.95,82,2009,sg_putting
95,95,Cliff Kresge,78,0.033,2.221,67,2009,sg_putting
T96,T96,Dustin Johnson,85,0.031,1.977,64,2009,sg_putting
T96,T96,Scott Verplank,88,0.031,2.472,79,2009,sg_putting
98,98,Chad Campbell,90,0.03,2.16,71,2009,sg_putting
99,99,Troy Matteson,95,0.025,2.164,88,2009,sg_putting
100,100,Patrick Sheehan,51,0.021,0.81,39,2009,sg_putting
101,101,Woody Austin,84,0.019,1.453,76,2009,sg_putting
102,102,Nick O'Hern,90,0.006,0.507,85,2009,sg_putting
T103,T103,Mark Brooks,55,0.003,0.132,40,2009,sg_putting
T103,T103,D.A. Points,99,0.003,0.276,86,2009,sg_putting
105,105,Brian Davis,103,0.001,0.133,91,2009,sg_putting
106,106,Bill Lunde,83,0,0.019,75,2009,sg_putting
107,107,John Rollins,92,-0.001,-0.074,79,2009,sg_putting
108,108,Cameron Beckman,87,-0.009,-0.659,75,2009,sg_putting
109,109,John Merrick,91,-0.016,-1.12,68,2009,sg_putting
110,110,Tom Pernice Jr.,82,-0.017,-1.254,75,2009,sg_putting
111,111,Jason Dufner,90,-0.028,-2.162,78,2009,sg_putting
112,112,Charles Howell III,99,-0.03,-2.497,83,2009,sg_putting
113,113,Rich Beem,77,-0.033,-1.918,58,2009,sg_putting
114,114,Andres Romero,58,-0.044,-1.888,43,2009,sg_putting
115,115,Michael Allen,73,-0.048,-2.793,58,2009,sg_putting
T116,T116,K.J. Choi,65,-0.051,-2.537,50,2009,sg_putting
T116,T116,Brendon Todd,53,-0.051,-2.374,47,2009,sg_putting
T118,T118,Sergio Garcia,59,-0.065,-2.86,44,2009,sg_putting
T118,T118,Y.E. Yang,83,-0.065,-4.547,70,2009,sg_putting
120,120,Steve Elkington,70,-0.069,-4.264,62,2009,sg_putting
121,121,Tim Herron,87,-0.073,-5.907,81,2009,sg_putting
122,122,Chris Stroud,88,-0.092,-6.964,76,2009,sg_putting
123,123,Jimmy Walker,74,-0.103,-6.564,64,2009,sg_putting
124,124,Matt Weibring,65,-0.105,-5.779,55,2009,sg_putting
125,125,Brian Vranesh,51,-0.109,-4.686,43,2009,sg_putting
126,126,Chris DiMarco,97,-0.116,-10.05,87,2009,sg_putting
127,127,David Duval,56,-0.126,-5.561,44,2009,sg_putting
128,128,Sean O'Hair,80,-0.127,-7.388,58,2009,sg_putting
129,129,Bart Bryant,58,-0.142,-7.378,52,2009,sg_putting
130,130,Kent Jones,73,-0.145,-8.859,61,2009,sg_putting
131,131,Phil Mickelson,66,-0.146,-7.022,48,2009,sg_putting
132,132,Brett Quigley,92,-0.193,-14.453,75,2009,sg_putting
133,133,Chez Reavie,81,-0.195,-13.616,70,2009,sg_putting
134,134,Tommy Armour III,58,-0.2,-10.403,52,2009,sg_putting
135,135,Camilo Villegas,76,-0.203,-11.358,56,2009,sg_putting
136,136,Brendon de Jonge,90,-0.217,-17.131,79,2009,sg_putting
137,137,Tag Ridings,50,-0.225,-9.215,41,2009,sg_putting
138,138,Kevin Stadler,65,-0.239,-12.911,54,2009,sg_putting
139,139,Leif Olson,51,-0.24,-10.329,43,2009,sg_putting
140,140,Mark Calcavecchia,72,-0.259,-16.07,62,2009,sg_putting
141,141,Mathew Goggin,76,-0.273,-16.394,60,2009,sg_putting
142,142,Davis Love III,89,-0.274,-21.067,77,2009,sg_putting
143,143,Charles Warren,63,-0.286,-15.175,53,2009,sg_putting
144,144,Steve Flesch,77,-0.292,-18.392,63,2009,sg_putting
145,145,Jeff Maggert,79,-0.3,-21.922,73,2009,sg_putting
T146,T146,Alex Cejka,82,-0.322,-22.864,71,2009,sg_putting
T146,T146,Rory Sabbatini,81,-0.322,-21.56,67,2009,sg_putting
148,148,Kris Blanks,60,-0.328,-15.425,47,2009,sg_putting
149,149,Briny Baird,89,-0.337,-24.251,72,2009,sg_putting
150,150,Fred Couples,54,-0.342,-14.358,42,2009,sg_putting
151,151,Derek Fathauer,63,-0.345,-17.572,51,2009,sg_putting
152,152,Glen Day,79,-0.35,-22.418,64,2009,sg_putting
153,153,Robert Garrigus,83,-0.365,-26.312,72,2009,sg_putting
154,154,Jason Bohn,88,-0.381,-31.234,82,2009,sg_putting
155,155,Ernie Els,70,-0.394,-21.251,54,2009,sg_putting
156,156,Jarrod Lyle,65,-0.415,-20.773,50,2009,sg_putting
157,157,D.J. Trahan,96,-0.419,-33.492,80,2009,sg_putting
158,158,Heath Slocum,95,-0.426,-36.189,85,2009,sg_putting
159,159,Casey Wittenberg,71,-0.431,-23.26,54,2009,sg_putting
160,160,Jonathan Byrd,89,-0.434,-34.268,79,2009,sg_putting
161,161,Greg Owen,97,-0.439,-35.982,82,2009,sg_putting
162,162,Nicholas Thompson,96,-0.468,-40.727,87,2009,sg_putting
163,163,Peter Lonard,86,-0.47,-36.178,77,2009,sg_putting
164,164,Greg Kraft,51,-0.471,-19.295,41,2009,sg_putting
165,165,Ken Duke,87,-0.475,-33.689,71,2009,sg_putting
166,166,Rocco Mediate,79,-0.521,-34.355,66,2009,sg_putting
167,167,Boo Weekley,79,-0.528,-34.297,65,2009,sg_putting
168,168,Tom Lehman,55,-0.531,-18.57,35,2009,sg_putting
169,169,Gary Woodland,53,-0.541,-20.008,37,2009,sg_putting
170,170,Jason Gore,74,-0.617,-38.284,62,2009,sg_putting
171,171,Peter Tomasulo,61,-0.619,-28.484,46,2009,sg_putting
172,172,Robert Allenby,71,-0.631,-35.353,56,2009,sg_putting
173,173,Darron Stiles,52,-0.655,-27.494,42,2009,sg_putting
174,174,Vijay Singh,71,-0.657,-33.5,51,2009,sg_putting
175,175,Stuart Appleby,79,-0.658,-42.786,65,2009,sg_putting
176,176,J.B. Holmes,74,-0.73,-44.506,61,2009,sg_putting
177,177,Joe Durant,62,-0.779,-36.6,47,2009,sg_putting
178,178,Rick Price,54,-0.807,-33.082,41,2009,sg_putting
179,179,Kirk Triplett,60,-0.84,-46.214,55,2009,sg_putting
180,180,Adam Scott,53,-0.881,-36.994,42,2009,sg_putting
181,181,Jay Williamson,69,-0.895,-51.025,57,2009,sg_putting
182,182,Billy Mayfair,83,-0.91,-62.8,69,2009,sg_putting
183,183,Will MacKenzie,69,-0.991,-60.443,61,2009,sg_putting
184,184,Ricky Barnes,67,-1.216,-62.011,51,2009,sg_putting
