RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
21,21,Bo Van Pelt,84,0.895,0.45,0.665,-0.22,65,2012,sg_tee_to_green
22,22,Phil Mickelson,79,0.86,-0.103,0.566,0.398,60,2012,sg_tee_to_green
23,23,Charl Schwartzel,56,0.84,0.356,0.445,0.039,40,2012,sg_tee_to_green
24,24,Luke Donald,63,0.824,-0.188,0.582,0.43,48,2012,sg_tee_to_green
25,25,Henrik Stenson,51,0.809,0.343,0.297,0.169,42,2012,sg_tee_to_green
26,26,Davis Love III,64,0.803,0.206,0.635,-0.038,52,2012,sg_tee_to_green
27,27,Keegan Bradley,90,0.791,0.68,0.238,-0.127,71,2012,sg_tee_to_green
28,28,Ernie Els,80,0.727,0.272,0.462,-0.006,65,2012,sg_tee_to_green
29,29,Rickie Fowler,84,0.72,0.458,0.228,0.034,66,2012,sg_tee_to_green
30,30,Greg Owen,90,0.714,0.336,0.367,0.012,77,2012,sg_tee_to_green
31,31,Chad Campbell,84,0.708,-0.04,0.751,-0.004,73,2012,sg_tee_to_green
32,32,Sergio Garcia,57,0.704,0.346,0.075,0.283,44,2012,sg_tee_to_green
33,33,Kevin Stadler,85,0.702,0.351,0.711,-0.359,70,2012,sg_tee_to_green
34,34,Will Claxton,99,0.679,0.524,0.318,-0.163,86,2012,sg_tee_to_green
35,35,Bud Cauley,99,0.655,0.065,0.201,0.388,91,2012,sg_tee_to_green
T36,T36,Graeme McDowell,55,0.654,0.49,0.641,-0.478,38,2012,sg_tee_to_green
T36,T36,Sean O'Hair,84,0.654,0.255,0.25,0.149,76,2012,sg_tee_to_green
38,38,Hunter Mahan,88,0.65,0.4,0.372,-0.122,64,2012,sg_tee_to_green
39,39,Scott Piercy,95,0.635,0.476,0.202,-0.042,86,2012,sg_tee_to_green
40,40,Zach Johnson,95,0.629,0.112,0.342,0.176,74,2012,sg_tee_to_green
41,41,Charles Howell III,98,0.625,0.098,0.257,0.27,77,2012,sg_tee_to_green
42,42,Pat Perez,81,0.603,0.099,0.272,0.232,69,2012,sg_tee_to_green
43,43,Graham DeLaet,79,0.6,0.5,0.334,-0.234,71,2012,sg_tee_to_green
44,44,K.J. Choi,71,0.599,0.064,0.153,0.382,56,2012,sg_tee_to_green
45,45,Jeff Overton,101,0.59,0.434,0.236,-0.08,92,2012,sg_tee_to_green
46,46,Seung-Yul Noh,105,0.579,0.355,0.102,0.122,85,2012,sg_tee_to_green
47,47,Charley Hoffman,88,0.567,0.334,0.356,-0.123,76,2012,sg_tee_to_green
48,48,Bill Haas,79,0.564,0.472,-0.18,0.273,61,2012,sg_tee_to_green
49,49,Nick Watney,97,0.563,-0.016,0.586,-0.007,76,2012,sg_tee_to_green
50,50,J.B. Holmes,90,0.553,0.585,-0.219,0.186,78,2012,sg_tee_to_green
51,51,Ryan Palmer,81,0.55,0.485,0.258,-0.193,71,2012,sg_tee_to_green
52,52,Kris Blanks,65,0.547,0.192,0.558,-0.203,60,2012,sg_tee_to_green
53,53,Bill Lunde,83,0.546,0.052,0.449,0.044,67,2012,sg_tee_to_green
T54,T54,Roberto Castro,92,0.543,0.244,0.03,0.269,75,2012,sg_tee_to_green
T54,T54,Marc Leishman,84,0.543,-0.209,0.559,0.193,76,2012,sg_tee_to_green
56,56,Heath Slocum,93,0.518,0.248,0.427,-0.158,75,2012,sg_tee_to_green
57,57,Matt Every,80,0.516,-0.051,0.377,0.191,64,2012,sg_tee_to_green
58,58,Tim Herron,88,0.508,0.152,0.193,0.163,76,2012,sg_tee_to_green
59,59,Jason Day,57,0.498,0.121,0.102,0.275,47,2012,sg_tee_to_green
60,60,Trevor Immelman,76,0.487,-0.14,0.242,0.384,57,2012,sg_tee_to_green
61,61,John Rollins,81,0.465,0.627,-0.269,0.107,71,2012,sg_tee_to_green
62,62,Ian Poulter,57,0.461,0.186,0.068,0.207,38,2012,sg_tee_to_green
63,63,Billy Horschel,63,0.459,0.546,0.028,-0.116,48,2012,sg_tee_to_green
64,64,Geoff Ogilvy,73,0.453,0.158,0.168,0.127,55,2012,sg_tee_to_green
65,65,Martin Laird,77,0.449,0.374,0.175,-0.099,54,2012,sg_tee_to_green
66,66,Chris Kirk,93,0.439,0.032,0.444,-0.037,85,2012,sg_tee_to_green
T67,T67,Ryan Moore,89,0.424,0.163,0.27,-0.009,81,2012,sg_tee_to_green
T67,T67,Carl Pettersson,92,0.424,0.041,0.334,0.049,80,2012,sg_tee_to_green
69,69,Tim Clark,60,0.422,0.285,0.151,-0.014,50,2012,sg_tee_to_green
70,70,Ben Curtis,62,0.401,-0.044,0.408,0.036,48,2012,sg_tee_to_green
71,71,John Huh,99,0.397,0.391,0.031,-0.025,85,2012,sg_tee_to_green
72,72,D.A. Points,88,0.394,0.067,0.329,-0.003,80,2012,sg_tee_to_green
73,73,John Merrick,83,0.385,0.202,0.23,-0.047,72,2012,sg_tee_to_green
74,74,Rory Sabbatini,84,0.356,0.247,-0.021,0.129,72,2012,sg_tee_to_green
75,75,Josh Teater,97,0.338,0.57,-0.231,-0.001,83,2012,sg_tee_to_green
76,76,David Toms,60,0.331,0.131,0.012,0.189,44,2012,sg_tee_to_green
77,77,Kevin Streelman,89,0.322,0.11,0.184,0.028,77,2012,sg_tee_to_green
78,78,J.J. Henry,93,0.309,0.051,0.126,0.133,71,2012,sg_tee_to_green
T79,T79,Ken Duke,104,0.305,0.019,0.309,-0.023,90,2012,sg_tee_to_green
T79,T79,John Mallinger,74,0.305,-0.086,0.184,0.206,63,2012,sg_tee_to_green
81,81,Bob Estes,78,0.288,-0.454,0.396,0.347,65,2012,sg_tee_to_green
82,82,Ricky Barnes,92,0.285,-0.29,0.499,0.075,82,2012,sg_tee_to_green
83,83,Jonas Blixt,72,0.257,-0.1,-0.01,0.367,64,2012,sg_tee_to_green
T84,T84,Freddie Jacobson,61,0.254,-0.071,0.306,0.02,44,2012,sg_tee_to_green
T84,T84,Cameron Tringale,88,0.254,0.195,0.056,0.003,77,2012,sg_tee_to_green
86,86,Kevin Na,80,0.252,-0.255,0.301,0.206,65,2012,sg_tee_to_green
87,87,Jonathan Byrd,69,0.244,-0.22,0.406,0.058,56,2012,sg_tee_to_green
88,88,Gary Christian,91,0.226,0.17,0.124,-0.067,75,2012,sg_tee_to_green
89,89,Brian Davis,91,0.224,-0.012,0.146,0.09,79,2012,sg_tee_to_green
90,90,Gary Woodland,70,0.204,0.32,0.153,-0.269,53,2012,sg_tee_to_green
91,91,Kevin Chappell,91,0.181,0.228,-0.186,0.138,72,2012,sg_tee_to_green
92,92,Russell Knox,72,0.179,0.049,0.025,0.105,56,2012,sg_tee_to_green
93,93,Daniel Summerhays,81,0.178,0.2,-0.066,0.045,68,2012,sg_tee_to_green
94,94,Camilo Villegas,79,0.17,0.08,0.208,-0.117,73,2012,sg_tee_to_green
T95,T95,Ben Crane,73,0.16,0.102,-0.138,0.195,62,2012,sg_tee_to_green
T95,T95,Chez Reavie,83,0.16,0.125,0.136,-0.101,66,2012,sg_tee_to_green
97,97,Jeff Maggert,83,0.158,0.287,0.084,-0.214,78,2012,sg_tee_to_green
98,98,Brandt Snedeker,81,0.15,-0.276,0.11,0.316,65,2012,sg_tee_to_green
99,99,Greg Chalmers,88,0.136,-0.335,0.012,0.459,75,2012,sg_tee_to_green
100,100,Rod Pampling,88,0.133,0.061,-0.131,0.203,69,2012,sg_tee_to_green
101,101,Billy Mayfair,90,0.128,0.08,-0.083,0.131,78,2012,sg_tee_to_green
102,102,Blake Adams,107,0.124,0.237,-0.055,-0.057,88,2012,sg_tee_to_green
103,103,Harris English,98,0.123,0.286,-0.038,-0.124,87,2012,sg_tee_to_green
104,104,Tom Gillis,75,0.122,0.207,-0.274,0.189,69,2012,sg_tee_to_green
105,105,Jimmy Walker,101,0.12,-0.243,0.105,0.258,91,2012,sg_tee_to_green
106,106,Scott Dunlap,57,0.089,0.062,0.252,-0.226,46,2012,sg_tee_to_green
107,107,Scott Stallings,78,0.081,0.393,-0.113,-0.198,68,2012,sg_tee_to_green
108,108,Brian Harman,101,0.068,0.337,-0.37,0.101,88,2012,sg_tee_to_green
109,109,Robert Karlsson,54,0.062,-0.04,0.072,0.03,41,2012,sg_tee_to_green
110,110,Chris Couch,61,0.041,0.377,-0.131,-0.205,54,2012,sg_tee_to_green
111,111,Chris Stroud,86,0.04,-0.236,-0.049,0.325,75,2012,sg_tee_to_green
112,112,Johnson Wagner,88,0.039,-0.027,0.376,-0.31,76,2012,sg_tee_to_green
113,113,Kyle Reifers,86,0.038,0.056,0.056,-0.074,74,2012,sg_tee_to_green
114,114,Jerry Kelly,84,0.01,-0.018,-0.218,0.245,73,2012,sg_tee_to_green
115,115,Charlie Wi,86,0.004,-0.197,-0.229,0.43,73,2012,sg_tee_to_green
T116,T116,David Hearn,95,-0.001,-0.022,-0.21,0.231,88,2012,sg_tee_to_green
T116,T116,Vaughn Taylor,81,-0.001,-0.327,0.165,0.16,64,2012,sg_tee_to_green
T118,T118,Bobby Gates,87,-0.003,0.331,-0.016,-0.318,76,2012,sg_tee_to_green
T118,T118,Danny Lee,74,-0.003,-0.202,-0.031,0.23,59,2012,sg_tee_to_green
120,120,Richard Lee,71,-0.01,0.106,-0.187,0.071,57,2012,sg_tee_to_green
121,121,William McGirt,96,-0.029,-0.092,0.11,-0.047,79,2012,sg_tee_to_green
122,122,Garth Mulroy,59,-0.041,-0.004,0.143,-0.179,46,2012,sg_tee_to_green
123,123,Charlie Beljan,61,-0.064,0.797,-0.226,-0.635,43,2012,sg_tee_to_green
124,124,Spencer Levin,81,-0.069,-0.207,-0.041,0.18,66,2012,sg_tee_to_green
125,125,Mathew Goggin,65,-0.084,0.108,-0.292,0.099,55,2012,sg_tee_to_green
T126,T126,Rocco Mediate,70,-0.096,-0.106,-0.09,0.1,58,2012,sg_tee_to_green
T126,T126,Nick O'Hern,78,-0.096,-0.86,0.34,0.424,68,2012,sg_tee_to_green
128,128,Hunter Haas,69,-0.12,0.123,-0.02,-0.223,52,2012,sg_tee_to_green
129,129,Mark Wilson,84,-0.143,-0.255,0.043,0.069,68,2012,sg_tee_to_green
130,130,Jason Bohn,81,-0.144,-0.11,0.128,-0.162,66,2012,sg_tee_to_green
131,131,D.J. Trahan,73,-0.147,0.088,-0.085,-0.15,62,2012,sg_tee_to_green
T132,T132,Troy Matteson,100,-0.187,-0.066,0.075,-0.196,83,2012,sg_tee_to_green
T132,T132,Andres Romero,68,-0.187,-0.216,0.078,-0.049,54,2012,sg_tee_to_green
134,134,Kyle Thompson,51,-0.189,-0.204,0.204,-0.189,37,2012,sg_tee_to_green
135,135,Robert Allenby,76,-0.198,-0.449,0.537,-0.286,66,2012,sg_tee_to_green
136,136,Brandt Jobe,57,-0.204,0.198,-0.222,-0.18,45,2012,sg_tee_to_green
137,137,Dicky Pride,62,-0.221,-0.287,0.002,0.064,49,2012,sg_tee_to_green
138,138,George McNeill,85,-0.226,-0.149,-0.023,-0.053,71,2012,sg_tee_to_green
T139,T139,Ángel Cabrera,54,-0.234,0.198,-0.306,-0.126,37,2012,sg_tee_to_green
T139,T139,Ryo Ishikawa,54,-0.234,-0.199,0.069,-0.104,37,2012,sg_tee_to_green
141,141,Martin Flores,95,-0.238,0.077,-0.507,0.192,82,2012,sg_tee_to_green
142,142,Michael Thompson,80,-0.25,-0.375,0.317,-0.192,65,2012,sg_tee_to_green
143,143,Jason Kokrak,79,-0.263,-0.044,-0.173,-0.045,69,2012,sg_tee_to_green
144,144,Stuart Appleby,75,-0.282,-0.003,-0.437,0.158,65,2012,sg_tee_to_green
145,145,Justin Leonard,79,-0.29,-0.401,-0.117,0.227,68,2012,sg_tee_to_green
146,146,Scott Brown,65,-0.303,0.17,-0.255,-0.219,51,2012,sg_tee_to_green
147,147,Cameron Beckman,81,-0.336,-0.226,0.058,-0.167,69,2012,sg_tee_to_green
148,148,J.J. Killeen,101,-0.342,-0.063,-0.492,0.213,84,2012,sg_tee_to_green
149,149,Bryce Molder,83,-0.345,-0.632,0.1,0.188,71,2012,sg_tee_to_green
150,150,Nathan Green,73,-0.348,-0.479,0.048,0.083,57,2012,sg_tee_to_green
151,151,Jhonattan Vegas,77,-0.352,-0.012,-0.206,-0.135,69,2012,sg_tee_to_green
152,152,Chris DiMarco,83,-0.364,-0.371,-0.073,0.079,72,2012,sg_tee_to_green
153,153,Brendan Steele,77,-0.405,0.084,-0.376,-0.112,64,2012,sg_tee_to_green
154,154,Kevin Kisner,69,-0.442,0.106,-0.651,0.103,53,2012,sg_tee_to_green
T155,T155,Arjun Atwal,79,-0.443,-0.132,-0.227,-0.084,66,2012,sg_tee_to_green
T155,T155,David Mathis,83,-0.443,-0.203,-0.239,-0.002,69,2012,sg_tee_to_green
157,157,Aaron Baddeley,73,-0.461,-0.108,-0.504,0.152,55,2012,sg_tee_to_green
158,158,Matt Jones,53,-0.467,-0.192,-0.387,0.112,44,2012,sg_tee_to_green
159,159,James Driscoll,83,-0.493,-0.525,0.032,0,70,2012,sg_tee_to_green
160,160,Stewart Cink,71,-0.529,-0.485,0.195,-0.239,54,2012,sg_tee_to_green
161,161,Steve Wheatcroft,56,-0.546,0.001,-0.294,-0.253,42,2012,sg_tee_to_green
162,162,Brian Gay,91,-0.556,-0.364,-0.486,0.293,78,2012,sg_tee_to_green
163,163,Harrison Frazar,56,-0.575,0.108,-0.358,-0.325,48,2012,sg_tee_to_green
164,164,John Daly,50,-0.598,0.272,-0.267,-0.604,38,2012,sg_tee_to_green
165,165,Erik Compton,81,-0.609,0.215,-0.668,-0.155,64,2012,sg_tee_to_green
166,166,Alexandre Rocha,62,-0.624,-0.083,-0.221,-0.32,50,2012,sg_tee_to_green
167,167,Tommy Gainey,98,-0.63,-0.108,-0.26,-0.262,90,2012,sg_tee_to_green
168,168,Roland Thatcher,55,-0.644,-0.156,0.01,-0.498,44,2012,sg_tee_to_green
169,169,Stephen Ames,54,-0.651,-0.277,-0.277,-0.097,39,2012,sg_tee_to_green
170,170,Y.E. Yang,64,-0.663,-0.118,-0.352,-0.192,48,2012,sg_tee_to_green
T171,T171,Mark Anderson,75,-0.742,-0.217,-0.542,0.017,61,2012,sg_tee_to_green
T171,T171,Troy Kelly,68,-0.742,-0.211,-0.53,-0.001,51,2012,sg_tee_to_green
173,173,Michael Bradley,63,-0.765,-1.146,0.391,-0.01,55,2012,sg_tee_to_green
174,174,Tom Pernice Jr.,62,-0.809,-0.921,-0.097,0.209,52,2012,sg_tee_to_green
175,175,Miguel Angel Carballo,73,-0.876,-0.042,-0.728,-0.106,57,2012,sg_tee_to_green
176,176,Gavin Coles,72,-0.88,-0.676,-0.008,-0.196,57,2012,sg_tee_to_green
177,177,"Ted Potter, Jr.",77,-0.896,-0.191,-0.277,-0.428,61,2012,sg_tee_to_green
178,178,Marco Dawson,60,-0.98,-0.606,-0.459,0.084,46,2012,sg_tee_to_green
179,179,Daniel Chopra,55,-1.01,-0.489,-0.589,0.068,43,2012,sg_tee_to_green
180,180,Matt Bettencourt,80,-1.061,-0.558,-0.425,-0.077,60,2012,sg_tee_to_green
181,181,Patrick Sheehan,58,-1.113,-0.468,-0.737,0.092,44,2012,sg_tee_to_green
182,182,Colt Knost,79,-1.165,-0.566,-0.545,-0.053,67,2012,sg_tee_to_green
183,183,Sangmoon Bae,81,-1.181,0.069,-0.76,-0.491,57,2012,sg_tee_to_green
184,184,Ryuji Imada,78,-1.262,-0.919,-0.538,0.196,69,2012,sg_tee_to_green
185,185,Edward Loar,59,-1.263,0.059,-0.728,-0.594,43,2012,sg_tee_to_green
186,186,Tommy Biershenk,74,-1.451,-0.551,-0.733,-0.167,58,2012,sg_tee_to_green
187,187,Billy Hurley III,70,-1.6,-0.967,-0.704,0.072,57,2012,sg_tee_to_green
188,188,Brendon Todd,78,-1.617,-0.57,-1.141,0.094,63,2012,sg_tee_to_green
189,189,Derek Lamely,64,-1.671,-0.754,-0.714,-0.204,56,2012,sg_tee_to_green
190,190,Stephen Gangluff,57,-1.716,-0.932,-0.488,-0.296,43,2012,sg_tee_to_green
191,191,Sung Kang,75,-1.812,-0.628,-0.897,-0.286,62,2012,sg_tee_to_green
