RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
49,49,Scott Brown,100,0.277,23.021,83,2014,sg_off_tee
50,T56,Rickie Fowler,91,0.264,16.34,62,2014,sg_off_tee
51,50,Tommy Gainey,73,0.257,15.395,60,2014,sg_off_tee
52,51,Ryan Moore,86,0.253,15.687,62,2014,sg_off_tee
53,54,Josh Teater,90,0.239,17.941,75,2014,sg_off_tee
54,55,Martin Laird,66,0.238,13.113,55,2014,sg_off_tee
55,T56,Brendan Steele,89,0.237,16.624,70,2014,sg_off_tee
56,58,Matt Jones,83,0.236,14.137,60,2014,sg_off_tee
57,53,John Senden,99,0.224,18.168,81,2014,sg_off_tee
58,59,Russell Knox,92,0.221,18.35,83,2014,sg_off_tee
59,60,Andrew Loupe,65,0.22,10.983,50,2014,sg_off_tee
60,61,Ben Martin,80,0.213,13.41,63,2014,sg_off_tee
61,52,Matt Kuchar,91,0.21,15.931,76,2014,sg_off_tee
62,T68,Russell Henley,92,0.205,15.359,75,2014,sg_off_tee
63,62,Heath Slocum,71,0.203,12.581,62,2014,sg_off_tee
64,63,Phil Mickelson,71,0.201,10.068,50,2014,sg_off_tee
65,64,Harris English,95,0.193,14.315,74,2014,sg_off_tee
66,65,J.J. Henry,91,0.192,15.006,78,2014,sg_off_tee
67,66,Sangmoon Bae,76,0.179,11.625,65,2014,sg_off_tee
68,67,Davis Love III,74,0.176,11.09,63,2014,sg_off_tee
69,T68,Nicholas Thompson,85,0.174,12.208,70,2014,sg_off_tee
70,70,Vijay Singh,83,0.167,12.714,76,2014,sg_off_tee
71,71,Marc Leishman,81,0.164,11.29,69,2014,sg_off_tee
72,72,James Hahn,82,0.162,11.857,73,2014,sg_off_tee
73,73,Danny Lee,84,0.157,10.849,69,2014,sg_off_tee
74,74,Zach Johnson,97,0.145,12.186,84,2014,sg_off_tee
75,75,Scott Stallings,77,0.135,8.527,63,2014,sg_off_tee
76,76,"Ted Potter, Jr.",68,0.134,8.023,60,2014,sg_off_tee
77,77,John Merrick,87,0.129,9.274,72,2014,sg_off_tee
T78,78,Sean O'Hair,77,0.121,8.108,67,2014,sg_off_tee
T78,82,Jim Furyk,84,0.121,8.007,66,2014,sg_off_tee
80,79,Jimmy Walker,98,0.119,8.658,73,2014,sg_off_tee
T81,T80,Andrew Svoboda,77,0.111,7.325,66,2014,sg_off_tee
T81,T80,Michael Putnam,106,0.111,10.115,91,2014,sg_off_tee
83,84,David Lingmerth,80,0.094,6.265,67,2014,sg_off_tee
84,85,David Toms,64,0.083,4.461,54,2014,sg_off_tee
85,86,Jonathan Byrd,76,0.079,5.112,65,2014,sg_off_tee
T86,T87,Chad Campbell,57,0.056,2.596,46,2014,sg_off_tee
T86,T87,Jeff Overton,80,0.056,3.71,66,2014,sg_off_tee
88,90,Andres Romero,81,0.05,3.601,72,2014,sg_off_tee
89,T91,Kevin Kisner,85,0.049,3.424,70,2014,sg_off_tee
T90,T93,Bo Van Pelt,83,0.048,3.199,67,2014,sg_off_tee
T90,T93,Kevin Tway,64,0.048,2.264,47,2014,sg_off_tee
92,95,Will MacKenzie,82,0.044,3.212,73,2014,sg_off_tee
93,96,Ian Poulter,57,0.042,1.715,41,2014,sg_off_tee
T94,T97,Daniel Summerhays,98,0.04,3.546,88,2014,sg_off_tee
T94,83,Patrick Reed,92,0.04,2.989,74,2014,sg_off_tee
96,T97,Jordan Spieth,102,0.034,2.701,79,2014,sg_off_tee
97,T99,Chris Kirk,105,0.033,2.804,86,2014,sg_off_tee
98,T91,Brendon Todd,108,0.015,1.385,91,2014,sg_off_tee
99,101,Cameron Tringale,111,0.008,0.756,98,2014,sg_off_tee
100,102,William McGirt,96,0.002,0.172,84,2014,sg_off_tee
101,103,Martin Flores,85,-0.001,-0.058,68,2014,sg_off_tee
102,104,Steven Bowditch,93,-0.002,-0.155,78,2014,sg_off_tee
103,105,Trevor Immelman,84,-0.006,-0.385,67,2014,sg_off_tee
104,106,Stewart Cink,91,-0.007,-0.477,72,2014,sg_off_tee
105,107,Paul Casey,56,-0.013,-0.552,44,2014,sg_off_tee
106,108,Brian Harman,111,-0.014,-1.437,101,2014,sg_off_tee
107,109,Ernie Els,85,-0.016,-1.003,63,2014,sg_off_tee
108,89,Geoff Ogilvy,84,-0.02,-1.447,73,2014,sg_off_tee
109,T99,Webb Simpson,87,-0.027,-2.008,74,2014,sg_off_tee
T110,T111,Graeme McDowell,66,-0.034,-1.574,46,2014,sg_off_tee
T110,T111,Brian Stuard,91,-0.034,-2.496,74,2014,sg_off_tee
112,113,Bronson La'Cassie,51,-0.04,-1.444,36,2014,sg_off_tee
113,114,Brandt Snedeker,89,-0.043,-2.816,66,2014,sg_off_tee
114,116,Brad Fritsch,50,-0.048,-1.886,39,2014,sg_off_tee
115,117,Robert Allenby,83,-0.05,-3.478,70,2014,sg_off_tee
116,118,Brice Garnett,92,-0.056,-4.375,78,2014,sg_off_tee
117,119,John Huh,87,-0.059,-4.159,70,2014,sg_off_tee
118,120,George McNeill,79,-0.061,-4.294,70,2014,sg_off_tee
119,121,Brian Davis,93,-0.064,-5.167,81,2014,sg_off_tee
120,122,Rory Sabbatini,82,-0.065,-4.248,65,2014,sg_off_tee
121,123,Bud Cauley,56,-0.073,-3.377,46,2014,sg_off_tee
T122,T124,Erik Compton,88,-0.089,-6.711,75,2014,sg_off_tee
T122,T124,Jerry Kelly,80,-0.089,-5.864,66,2014,sg_off_tee
124,126,Ken Duke,80,-0.092,-6.081,66,2014,sg_off_tee
125,127,Y.E. Yang,79,-0.097,-5.946,61,2014,sg_off_tee
126,115,Kevin Na,94,-0.1,-7.788,78,2014,sg_off_tee
127,128,Billy Hurley III,86,-0.103,-7.424,72,2014,sg_off_tee
128,129,David Hearn,97,-0.118,-9.643,82,2014,sg_off_tee
129,130,Roberto Castro,76,-0.122,-7.192,59,2014,sg_off_tee
130,131,Jeff Maggert,54,-0.135,-5.922,44,2014,sg_off_tee
131,133,Tim Wilkinson,86,-0.145,-10.295,71,2014,sg_off_tee
132,134,Wes Roach,67,-0.149,-7.452,50,2014,sg_off_tee
133,135,Richard Lee,80,-0.15,-9.121,61,2014,sg_off_tee
134,136,Camilo Villegas,95,-0.159,-13.34,84,2014,sg_off_tee
135,137,Freddie Jacobson,91,-0.162,-13.126,81,2014,sg_off_tee
136,132,Morgan Hoffmann,103,-0.172,-15.452,90,2014,sg_off_tee
137,138,Chris Stroud,88,-0.174,-12.528,72,2014,sg_off_tee
138,139,John Rollins,84,-0.204,-13.646,67,2014,sg_off_tee
139,140,Johnson Wagner,69,-0.209,-12.15,58,2014,sg_off_tee
140,141,Michael Thompson,74,-0.211,-12.677,60,2014,sg_off_tee
141,142,Troy Merritt,62,-0.213,-11.736,55,2014,sg_off_tee
142,143,Spencer Levin,59,-0.224,-11.178,50,2014,sg_off_tee
143,144,Luke Guthrie,85,-0.231,-17.566,76,2014,sg_off_tee
144,145,Mark Wilson,69,-0.232,-13.212,57,2014,sg_off_tee
145,146,Matt Every,85,-0.234,-15.226,65,2014,sg_off_tee
146,147,Briny Baird,50,-0.249,-11.2,45,2014,sg_off_tee
147,148,Ben Curtis,77,-0.257,-16.462,64,2014,sg_off_tee
148,149,Ryo Ishikawa,75,-0.259,-16.044,62,2014,sg_off_tee
149,150,Gonzalo Fernandez-Castaño,83,-0.262,-18.086,69,2014,sg_off_tee
150,151,Troy Matteson,62,-0.264,-12.922,49,2014,sg_off_tee
151,152,Ricky Barnes,92,-0.267,-20.848,78,2014,sg_off_tee
152,153,Seung-Yul Noh,92,-0.268,-20.071,75,2014,sg_off_tee
153,154,Pat Perez,84,-0.28,-20.974,75,2014,sg_off_tee
154,155,Tim Clark,75,-0.286,-17.737,62,2014,sg_off_tee
155,156,Ben Crane,81,-0.297,-23.198,78,2014,sg_off_tee
156,157,Stuart Appleby,92,-0.311,-26.128,84,2014,sg_off_tee
157,158,Woody Austin,63,-0.318,-18.099,57,2014,sg_off_tee
158,159,Chesson Hadley,84,-0.319,-22.682,71,2014,sg_off_tee
159,160,D.H. Lee,54,-0.332,-14.958,45,2014,sg_off_tee
T160,T161,Jim Renner,61,-0.339,-17.642,52,2014,sg_off_tee
T160,T161,K.J. Choi,80,-0.339,-22.744,67,2014,sg_off_tee
162,163,Charlie Wi,72,-0.35,-22.738,65,2014,sg_off_tee
163,164,Scott Langley,95,-0.395,-31.238,79,2014,sg_off_tee
164,166,D.A. Points,75,-0.424,-23.296,55,2014,sg_off_tee
165,167,Jonas Blixt,64,-0.434,-18.645,43,2014,sg_off_tee
166,168,Retief Goosen,94,-0.443,-34.531,78,2014,sg_off_tee
167,169,Jason Bohn,81,-0.475,-34.701,73,2014,sg_off_tee
168,170,Luke Donald,57,-0.493,-21.699,44,2014,sg_off_tee
169,171,Greg Chalmers,85,-0.503,-36.739,73,2014,sg_off_tee
170,172,Brian Gay,81,-0.508,-32.005,63,2014,sg_off_tee
171,174,Aaron Baddeley,74,-0.589,-34.723,59,2014,sg_off_tee
172,175,Chad Collins,78,-0.635,-38.714,61,2014,sg_off_tee
173,176,James Driscoll,71,-0.661,-38.328,58,2014,sg_off_tee
174,177,Tyrone Van Aswegen,79,-0.735,-47.798,65,2014,sg_off_tee
175,178,Justin Leonard,75,-0.752,-46.598,62,2014,sg_off_tee
176,179,Bryce Molder,77,-0.763,-48.863,64,2014,sg_off_tee
177,180,Mike Weir,69,-1.582,-83.837,53,2014,sg_off_tee
