RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
21,19,Roberto Castro,97,0.844,0.217,0.437,0.19,88,2016,sg_tee_to_green
22,22,Jason Dufner,105,0.84,0.29,0.469,0.081,79,2016,sg_tee_to_green
23,T25,Robert Garrigus,69,0.836,0.35,0.734,-0.286,55,2016,sg_tee_to_green
24,27,Jason Kokrak,89,0.813,0.594,0.424,-0.238,75,2016,sg_tee_to_green
25,15,Jordan Spieth,80,0.811,0.402,0.145,0.264,58,2016,sg_tee_to_green
26,20,Phil Mickelson,75,0.799,-0.145,0.726,0.218,59,2016,sg_tee_to_green
27,29,Chad Campbell,90,0.768,0.048,0.235,0.346,80,2016,sg_tee_to_green
28,30,Lucas Glover,75,0.764,0.565,0.308,-0.11,67,2016,sg_tee_to_green
29,T31,Chez Reavie,90,0.762,0.262,0.567,-0.068,76,2016,sg_tee_to_green
30,T25,Patrick Reed,105,0.746,0.183,0.158,0.406,78,2016,sg_tee_to_green
31,T31,Daniel Berger,92,0.718,0.329,0.49,-0.1,72,2016,sg_tee_to_green
32,35,Billy Horschel,73,0.717,0.201,0.422,-0.102,57,2016,sg_tee_to_green
33,36,Luke List,79,0.709,0.427,0.277,0.004,65,2016,sg_tee_to_green
34,37,Bill Haas,86,0.693,0.068,0.272,0.353,64,2016,sg_tee_to_green
35,28,Jimmy Walker,85,0.671,0.044,0.69,0.225,71,2016,sg_tee_to_green
36,39,Chris Kirk,90,0.66,0.086,0.369,0.205,74,2016,sg_tee_to_green
37,40,Brooks Koepka,75,0.648,0.542,0.139,-0.033,60,2016,sg_tee_to_green
38,34,J.B. Holmes,77,0.633,0.663,-0.151,0.233,61,2016,sg_tee_to_green
39,43,Alex Cejka,71,0.631,-0.292,0.626,0.297,51,2016,sg_tee_to_green
40,45,Charley Hoffman,91,0.617,0.384,0.161,-0.085,71,2016,sg_tee_to_green
41,46,Robert Streb,87,0.606,0.05,0.366,0.209,66,2016,sg_tee_to_green
42,41,Si Woo Kim,113,0.605,0.257,-0.168,0.403,99,2016,sg_tee_to_green
43,42,William McGirt,98,0.598,0.37,0.256,-0.029,88,2016,sg_tee_to_green
44,38,Brandt Snedeker,93,0.573,-0.059,0.164,0.32,75,2016,sg_tee_to_green
45,44,Russell Knox,92,0.56,0.13,0.356,0.073,65,2016,sg_tee_to_green
46,49,Shane Lowry,57,0.556,0.296,-0.18,0.139,37,2016,sg_tee_to_green
47,33,Kevin Na,96,0.553,-0.322,0.788,0.087,69,2016,sg_tee_to_green
48,50,Charles Howell III,91,0.549,0.039,0.046,0.323,79,2016,sg_tee_to_green
49,55,Ryan Moore,86,0.544,-0.112,0.418,0.237,65,2016,sg_tee_to_green
50,51,Brendan Steele,88,0.542,0.331,0.238,-0.188,69,2016,sg_tee_to_green
T51,47,Emiliano Grillo,93,0.534,0.446,0.255,-0.167,73,2016,sg_tee_to_green
T51,52,Greg Owen,85,0.534,0.177,0.475,-0.279,69,2016,sg_tee_to_green
53,53,Justin Thomas,99,0.506,0.029,0.494,-0.017,75,2016,sg_tee_to_green
54,54,Patrick Rodgers,89,0.504,0.356,-0.009,0.157,71,2016,sg_tee_to_green
55,48,Jhonattan Vegas,97,0.498,0.589,0.18,-0.112,81,2016,sg_tee_to_green
56,56,Danny Lee,93,0.489,0.108,0.205,0.02,71,2016,sg_tee_to_green
57,57,Harold Varner III,92,0.481,0.472,0.057,-0.078,80,2016,sg_tee_to_green
58,58,Scott Piercy,87,0.479,0.608,0.116,0.002,65,2016,sg_tee_to_green
59,59,Jim Furyk,52,0.463,-0.234,0.465,0.232,44,2016,sg_tee_to_green
60,60,Stewart Cink,61,0.46,-0.049,0.492,0.017,49,2016,sg_tee_to_green
61,61,Vaughn Taylor,72,0.457,-0.113,0.612,-0.042,67,2016,sg_tee_to_green
62,62,Kevin Streelman,82,0.45,0.289,0.238,-0.008,64,2016,sg_tee_to_green
63,63,Scott Stallings,74,0.443,0.106,0.177,0.018,63,2016,sg_tee_to_green
64,64,Jerry Kelly,76,0.381,0.013,0.427,-0.059,60,2016,sg_tee_to_green
65,66,Jamie Lovemark,91,0.373,0.609,-0.459,0.294,83,2016,sg_tee_to_green
66,67,Russell Henley,76,0.366,0.269,0.136,-0.038,69,2016,sg_tee_to_green
67,68,Graham DeLaet,70,0.347,0.444,0.662,-0.567,59,2016,sg_tee_to_green
68,69,David Hearn,95,0.311,-0.303,0.532,0.081,82,2016,sg_tee_to_green
69,70,Boo Weekley,83,0.307,0.571,-0.09,-0.174,71,2016,sg_tee_to_green
70,71,Kyle Stanley,92,0.279,0.041,0.262,-0.07,79,2016,sg_tee_to_green
71,72,Padraig Harrington,54,0.275,-0.292,0.159,0.408,44,2016,sg_tee_to_green
72,73,Marc Leishman,89,0.258,0.159,-0.092,0.191,65,2016,sg_tee_to_green
73,74,Geoff Ogilvy,63,0.249,-0.081,0.173,0.157,50,2016,sg_tee_to_green
74,75,David Toms,62,0.248,-0.39,0.36,0.278,54,2016,sg_tee_to_green
75,77,Smylie Kaufman,91,0.231,-0.022,0.039,0.059,72,2016,sg_tee_to_green
T76,T78,Luke Donald,81,0.23,-0.665,0.465,0.429,59,2016,sg_tee_to_green
T76,T78,Spencer Levin,104,0.23,0.043,0.003,0.184,82,2016,sg_tee_to_green
78,80,Tim Wilkinson,72,0.226,-0.459,0.424,0.26,50,2016,sg_tee_to_green
79,81,Vijay Singh,72,0.222,0.023,-0.01,0.209,65,2016,sg_tee_to_green
80,82,Tony Finau,95,0.216,0.365,-0.247,-0.045,78,2016,sg_tee_to_green
81,83,Zach Johnson,90,0.214,-0.269,0.163,0.321,73,2016,sg_tee_to_green
82,84,David Lingmerth,84,0.206,0.193,0.116,-0.103,60,2016,sg_tee_to_green
83,85,Shawn Stefani,91,0.191,0.003,0.073,0.116,77,2016,sg_tee_to_green
84,86,D.A. Points,55,0.19,-0.492,0.64,0.041,39,2016,sg_tee_to_green
85,87,Will MacKenzie,84,0.176,0.032,0.072,0.072,66,2016,sg_tee_to_green
86,76,Sean O'Hair,89,0.163,0.325,-0.187,0.024,84,2016,sg_tee_to_green
87,88,Retief Goosen,55,0.151,-0.385,0.08,0.457,48,2016,sg_tee_to_green
88,89,Thomas Aiken,70,0.15,0.438,0.101,-0.39,48,2016,sg_tee_to_green
89,90,Martin Laird,82,0.148,-0.178,0.313,0.053,71,2016,sg_tee_to_green
90,91,John Huh,86,0.136,0.127,0.11,0.05,79,2016,sg_tee_to_green
91,92,John Senden,88,0.13,0.318,0.199,-0.299,79,2016,sg_tee_to_green
92,93,Jim Herman,93,0.111,0.364,-0.288,-0.122,71,2016,sg_tee_to_green
93,94,Brett Stegmaier,87,0.109,0.128,0.133,-0.152,75,2016,sg_tee_to_green
94,95,Steve Stricker,53,0.101,-0.44,-0.003,0.544,45,2016,sg_tee_to_green
95,96,Johnson Wagner,86,0.096,0.03,0.219,-0.154,76,2016,sg_tee_to_green
96,97,Hudson Swafford,104,0.093,0.497,0.32,-0.561,92,2016,sg_tee_to_green
T97,T98,Anirban Lahiri,72,0.088,0.025,0.143,-0.08,48,2016,sg_tee_to_green
T97,T98,Blayne Barber,84,0.088,0.018,0.127,-0.056,74,2016,sg_tee_to_green
99,100,Nick Taylor,83,0.086,0.149,0.06,-0.123,66,2016,sg_tee_to_green
100,101,Michael Thompson,71,0.079,0.015,0.16,0.051,54,2016,sg_tee_to_green
101,102,Kyle Reifers,115,0.057,0.117,0.04,-0.113,97,2016,sg_tee_to_green
102,103,Tyrone Van Aswegen,105,0.055,-0.393,0.571,-0.013,88,2016,sg_tee_to_green
103,104,Rod Pampling,54,0.049,0.222,-0.372,0.199,37,2016,sg_tee_to_green
104,105,James Hahn,85,0.043,0.1,-0.082,0.135,70,2016,sg_tee_to_green
105,106,Harris English,97,0.04,-0.236,0.24,0.138,73,2016,sg_tee_to_green
106,107,Henrik Norlander,71,0.024,0.023,0.031,-0.117,53,2016,sg_tee_to_green
107,108,Graeme McDowell,63,0.021,-0.129,0.153,-0.003,45,2016,sg_tee_to_green
108,109,Whee Kim,82,0.01,0.252,-0.39,0.148,65,2016,sg_tee_to_green
109,110,Scott Brown,88,0,0.545,-0.038,-0.124,70,2016,sg_tee_to_green
110,111,Chesson Hadley,81,-0.004,-0.031,0.16,-0.132,67,2016,sg_tee_to_green
T111,T112,Matt Jones,83,-0.011,-0.039,-0.233,0.197,63,2016,sg_tee_to_green
T111,T112,Adam Hadwin,93,-0.011,0.223,-0.055,-0.081,88,2016,sg_tee_to_green
113,114,Bryce Molder,80,-0.013,-0.181,-0.331,0.498,67,2016,sg_tee_to_green
114,T115,Stuart Appleby,71,-0.025,-0.173,-0.1,0.248,66,2016,sg_tee_to_green
115,117,Ben Crane,80,-0.028,-0.063,0.101,0.173,66,2016,sg_tee_to_green
116,118,Chris Stroud,82,-0.029,-0.069,0.159,-0.119,69,2016,sg_tee_to_green
117,119,Patton Kizzire,93,-0.039,-0.34,0.339,-0.08,75,2016,sg_tee_to_green
118,120,Will Wilcox,67,-0.062,0.04,0.159,-0.261,57,2016,sg_tee_to_green
119,121,Brian Stuard,66,-0.07,-0.1,-0.11,0.14,60,2016,sg_tee_to_green
120,122,Jeff Overton,69,-0.076,-0.054,-0.157,0.134,58,2016,sg_tee_to_green
121,123,Colt Knost,90,-0.077,-0.294,0.228,-0.131,71,2016,sg_tee_to_green
122,124,Cameron Tringale,81,-0.081,-0.443,0.257,0.104,70,2016,sg_tee_to_green
123,125,Billy Hurley III,66,-0.084,-0.206,0.226,-0.104,59,2016,sg_tee_to_green
124,126,Ricky Barnes,97,-0.091,-0.518,0.2,0.227,80,2016,sg_tee_to_green
125,127,Tyler Aldridge,83,-0.11,-0.115,-0.031,0.036,67,2016,sg_tee_to_green
126,128,Ben Martin,92,-0.117,0.079,0.081,-0.277,80,2016,sg_tee_to_green
127,T115,Kevin Kisner,97,-0.124,0.348,-0.142,-0.331,73,2016,sg_tee_to_green
128,129,Derek Ernst,59,-0.127,0.152,-0.291,0.012,43,2016,sg_tee_to_green
129,130,K.J. Choi,73,-0.145,-0.317,0.263,0.159,67,2016,sg_tee_to_green
T130,T131,Kelly Kraft,63,-0.149,-0.093,-0.1,-0.103,45,2016,sg_tee_to_green
T130,T131,Seung-Yul Noh,85,-0.149,-0.637,0.114,0.374,69,2016,sg_tee_to_green
132,133,Sung Kang,89,-0.182,-0.009,-0.121,-0.053,73,2016,sg_tee_to_green
133,134,Bronson Burgoon,83,-0.203,0.069,0.145,-0.398,65,2016,sg_tee_to_green
134,135,Ken Duke,58,-0.21,0.04,-0.202,-0.048,48,2016,sg_tee_to_green
135,136,Dawie van der Walt,72,-0.213,-0.013,0.21,-0.41,56,2016,sg_tee_to_green
136,137,Fabián Gómez,82,-0.249,0.009,-0.289,0.03,73,2016,sg_tee_to_green
137,138,Jason Bohn,67,-0.252,-0.259,0.272,-0.265,59,2016,sg_tee_to_green
138,139,Tom Hoge,81,-0.254,-0.315,0.236,-0.175,63,2016,sg_tee_to_green
139,140,Rob Oppenheim,67,-0.26,-0.779,0.189,0.176,51,2016,sg_tee_to_green
140,141,Scott Pinckney,87,-0.262,0.511,-0.396,-0.376,71,2016,sg_tee_to_green
141,142,Sam Saunders,69,-0.293,-0.191,-0.105,0.003,51,2016,sg_tee_to_green
142,143,Brian Harman,104,-0.296,0.27,-0.611,0.12,92,2016,sg_tee_to_green
143,144,George McNeill,51,-0.306,-0.415,0.278,-0.168,46,2016,sg_tee_to_green
144,145,Abraham Ancer,51,-0.307,-0.024,-0.34,0.057,38,2016,sg_tee_to_green
145,146,Morgan Hoffmann,71,-0.324,-0.07,-0.192,-0.062,59,2016,sg_tee_to_green
146,147,Aaron Baddeley,93,-0.33,-0.366,-0.362,0.402,75,2016,sg_tee_to_green
147,148,Jon Curran,99,-0.354,-0.659,0.001,0.304,84,2016,sg_tee_to_green
148,149,Daniel Summerhays,99,-0.356,-0.126,-0.257,0.027,79,2016,sg_tee_to_green
149,150,Steve Wheatcroft,85,-0.375,0.008,-0.394,0.012,70,2016,sg_tee_to_green
150,151,Andrew Loupe,75,-0.395,-0.005,-0.281,-0.172,67,2016,sg_tee_to_green
151,152,Mark Wilson,66,-0.399,-0.501,-0.061,0.163,55,2016,sg_tee_to_green
152,153,Freddie Jacobson,86,-0.414,-0.223,-0.059,0.05,72,2016,sg_tee_to_green
153,154,Michael Kim,100,-0.423,-0.006,-0.078,-0.111,86,2016,sg_tee_to_green
154,155,Ernie Els,66,-0.428,0.065,-0.48,-0.014,56,2016,sg_tee_to_green
155,156,Rhein Gibson,58,-0.442,-0.067,0,-0.376,44,2016,sg_tee_to_green
156,157,Chad Collins,73,-0.448,-0.629,-0.226,0.408,64,2016,sg_tee_to_green
157,158,Jason Gore,78,-0.449,0.044,-0.097,-0.581,60,2016,sg_tee_to_green
158,159,Rory Sabbatini,57,-0.459,0.115,-0.628,0.054,39,2016,sg_tee_to_green
159,160,J.J. Henry,68,-0.465,-0.293,-0.257,-0.097,61,2016,sg_tee_to_green
160,161,Andres Gonzales,80,-0.469,-0.222,-0.112,-0.135,64,2016,sg_tee_to_green
161,163,Carlos Ortiz,79,-0.481,-0.452,0.061,-0.272,61,2016,sg_tee_to_green
162,164,Mark Hubbard,101,-0.487,-0.143,-0.189,-0.155,83,2016,sg_tee_to_green
163,165,Brendon de Jonge,83,-0.488,-0.229,-0.195,-0.063,65,2016,sg_tee_to_green
164,166,Steve Marino,72,-0.555,0.21,-0.35,-0.263,56,2016,sg_tee_to_green
165,167,Zac Blair,99,-0.565,-0.068,-0.498,0.001,81,2016,sg_tee_to_green
166,168,Camilo Villegas,83,-0.572,-0.764,0.08,0.113,71,2016,sg_tee_to_green
167,169,Troy Merritt,77,-0.608,-0.303,-0.138,-0.166,65,2016,sg_tee_to_green
168,170,Jonas Blixt,79,-0.613,-0.093,-0.303,0.012,68,2016,sg_tee_to_green
169,171,Wes Roach,59,-0.615,-0.015,-0.262,-0.338,43,2016,sg_tee_to_green
170,172,Scott Langley,65,-0.639,0.105,-0.998,0.254,53,2016,sg_tee_to_green
171,173,Erik Compton,65,-0.646,-0.495,-0.443,0.074,51,2016,sg_tee_to_green
172,174,Andrew Landry,53,-0.694,0.594,-0.892,-0.396,33,2016,sg_tee_to_green
173,175,Cameron Smith,73,-0.706,-0.357,-0.286,-0.062,46,2016,sg_tee_to_green
174,176,Derek Fathauer,94,-0.791,-0.538,-0.25,-0.026,76,2016,sg_tee_to_green
T175,T177,Hiroshi Iwata,85,-0.817,0.012,-0.562,-0.033,67,2016,sg_tee_to_green
T175,T177,Ángel Cabrera,62,-0.817,-0.106,-0.355,-0.582,49,2016,sg_tee_to_green
177,179,Luke Guthrie,57,-0.847,-0.819,-0.075,0.046,45,2016,sg_tee_to_green
178,180,Dicky Pride,55,-0.974,-0.212,-0.856,0.094,41,2016,sg_tee_to_green
179,181,Martin Piller,59,-0.997,-0.444,-0.549,-0.24,47,2016,sg_tee_to_green
180,182,Hunter Mahan,61,-1.032,-0.118,-0.869,-0.268,50,2016,sg_tee_to_green
181,183,Peter Malnati,85,-1.143,-0.538,-0.532,-0.073,74,2016,sg_tee_to_green
182,184,Robert Allenby,51,-1.459,-0.631,-0.46,-0.368,41,2016,sg_tee_to_green
183,186,D.H. Lee,61,-1.821,-0.51,-1.318,0.007,46,2016,sg_tee_to_green
184,187,Brendon Todd,66,-2.055,-1.043,-1.424,0.412,54,2016,sg_tee_to_green
185,188,Steven Bowditch,71,-3.34,-1.616,-1.68,-0.044,55,2016,sg_tee_to_green
