RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
124,124,Brad Fritsch,56,-0.122,-0.432,0.235,0.075,42,2017,sg_tee_to_green
125,125,Morgan Hoffmann,92,-0.138,0.165,-0.419,0.115,82,2017,sg_tee_to_green
126,126,Kyle Reifers,96,-0.143,-0.023,-0.337,0.218,74,2017,sg_tee_to_green
127,127,Troy Merritt,82,-0.146,-0.118,-0.018,-0.009,70,2017,sg_tee_to_green
128,128,Chris Kirk,89,-0.155,-0.315,0.101,0.059,70,2017,sg_tee_to_green
129,129,Rod Pampling,71,-0.158,-0.11,-0.231,0.183,66,2017,sg_tee_to_green
130,130,Brian Gay,82,-0.168,-0.417,-0.006,0.254,69,2017,sg_tee_to_green
131,131,Tag Ridings,67,-0.173,0.295,-0.356,-0.111,50,2017,sg_tee_to_green
132,132,Camilo Villegas,76,-0.182,-0.524,0.107,0.235,62,2017,sg_tee_to_green
133,133,Sebastián Muñoz,51,-0.188,0.031,-0.077,-0.143,39,2017,sg_tee_to_green
134,134,Geoff Ogilvy,80,-0.195,-0.064,-0.327,0.196,67,2017,sg_tee_to_green
135,135,Aaron Baddeley,61,-0.216,-0.782,0.256,0.31,46,2017,sg_tee_to_green
136,136,Richy Werenski,81,-0.223,0.203,-0.123,-0.303,61,2017,sg_tee_to_green
137,137,Martin Flores,88,-0.257,-0.024,0.047,-0.28,67,2017,sg_tee_to_green
138,138,Billy Hurley III,80,-0.263,-0.812,0.432,0.117,69,2017,sg_tee_to_green
139,139,Cameron Tringale,89,-0.265,-0.75,0.089,0.396,65,2017,sg_tee_to_green
T140,T140,Ricky Barnes,100,-0.286,-0.638,0.238,0.114,77,2017,sg_tee_to_green
T140,T140,Ryan Blaum,100,-0.286,-0.198,-0.032,-0.057,82,2017,sg_tee_to_green
142,142,Tom Hoge,54,-0.293,-0.352,0.235,-0.176,39,2017,sg_tee_to_green
143,143,Mark Anderson,54,-0.309,-0.149,-0.241,0.082,42,2017,sg_tee_to_green
144,144,Mackenzie Hughes,106,-0.32,0.021,-0.404,0.063,96,2017,sg_tee_to_green
145,145,Rafa Cabrera Bello,63,-0.326,-0.223,-0.171,0.068,46,2017,sg_tee_to_green
146,146,Brian Stuard,93,-0.333,-0.34,0.171,-0.164,69,2017,sg_tee_to_green
147,147,Harris English,84,-0.336,-0.644,0.138,0.169,72,2017,sg_tee_to_green
148,148,Wesley Bryan,95,-0.337,-0.899,0.421,0.141,77,2017,sg_tee_to_green
149,149,Jonathan Randolph,68,-0.34,0.03,-0.221,-0.149,51,2017,sg_tee_to_green
150,150,Scott Brown,95,-0.344,0.143,-0.225,-0.262,78,2017,sg_tee_to_green
151,151,Julián Etulain,68,-0.385,-0.035,-0.292,-0.058,51,2017,sg_tee_to_green
152,152,Blayne Barber,77,-0.389,0.041,-0.123,-0.306,67,2017,sg_tee_to_green
153,153,Fabián Gómez,61,-0.402,0.022,-0.429,0.006,51,2017,sg_tee_to_green
154,154,Dominic Bozzelli,69,-0.417,0.051,-0.342,-0.125,55,2017,sg_tee_to_green
155,155,Spencer Levin,89,-0.43,-0.161,-0.195,-0.073,67,2017,sg_tee_to_green
156,156,Ken Duke,77,-0.435,-0.179,-0.256,0,60,2017,sg_tee_to_green
157,157,K.J. Choi,72,-0.439,-0.141,-0.511,0.213,54,2017,sg_tee_to_green
158,158,Johnson Wagner,71,-0.456,-0.081,-0.088,-0.287,57,2017,sg_tee_to_green
159,159,Patton Kizzire,84,-0.475,-0.744,0.29,-0.021,72,2017,sg_tee_to_green
160,160,Mark Hubbard,81,-0.502,-0.539,0.101,-0.064,61,2017,sg_tee_to_green
161,161,Kelly Kraft,75,-0.524,-0.205,0.159,-0.479,65,2017,sg_tee_to_green
162,162,Chad Collins,66,-0.533,-0.573,-0.254,0.294,54,2017,sg_tee_to_green
163,163,Gonzalo Fernandez-Castaño,63,-0.567,-0.375,-0.312,0.12,44,2017,sg_tee_to_green
164,164,Rick Lamb,54,-0.57,0.686,-0.578,-0.678,38,2017,sg_tee_to_green
165,165,Si Woo Kim,80,-0.573,-0.236,-0.447,0.11,60,2017,sg_tee_to_green
166,166,Brett Drewitt,57,-0.578,-0.209,-0.314,-0.054,43,2017,sg_tee_to_green
167,167,Peter Malnati,91,-0.635,-0.262,-0.563,0.19,73,2017,sg_tee_to_green
168,168,Steve Wheatcroft,51,-0.641,0.259,-0.953,0.054,40,2017,sg_tee_to_green
169,169,Patrick Rodgers,76,-0.65,-0.044,-0.529,-0.077,66,2017,sg_tee_to_green
170,170,Whee Kim,74,-0.651,-0.665,-0.148,0.163,62,2017,sg_tee_to_green
171,171,Søren Kjeldsen,58,-0.655,-0.424,-0.09,-0.142,34,2017,sg_tee_to_green
172,172,Luke Donald,50,-0.657,-1.001,-0.078,0.422,43,2017,sg_tee_to_green
173,173,Derek Fathauer,81,-0.74,-0.456,-0.136,-0.149,64,2017,sg_tee_to_green
174,174,Brett Stegmaier,78,-0.751,-0.141,-0.117,-0.493,58,2017,sg_tee_to_green
175,175,Brian Campbell,55,-0.812,0.063,-0.75,-0.126,41,2017,sg_tee_to_green
176,176,Hunter Mahan,73,-0.837,0.376,-0.886,-0.326,59,2017,sg_tee_to_green
177,177,Greg Chalmers,75,-0.85,-0.496,-0.529,0.175,68,2017,sg_tee_to_green
178,178,Jonas Blixt,74,-0.877,-0.3,-0.614,0.037,59,2017,sg_tee_to_green
179,179,Ryo Ishikawa,56,-0.928,-0.58,-0.328,-0.021,43,2017,sg_tee_to_green
180,180,Cody Gribble,79,-0.985,-0.338,-0.586,-0.061,70,2017,sg_tee_to_green
181,181,Jason Bohn,75,-1.007,-0.685,-0.246,-0.076,62,2017,sg_tee_to_green
182,182,Michael Thompson,60,-1.013,-0.431,-0.373,-0.208,44,2017,sg_tee_to_green
183,183,Miguel Angel Carballo,63,-1.038,0.139,-1.035,-0.142,43,2017,sg_tee_to_green
184,184,Ernie Els,52,-1.136,-0.565,-0.504,-0.067,37,2017,sg_tee_to_green
185,185,Andrew Loupe,55,-1.175,-0.348,-0.424,-0.403,47,2017,sg_tee_to_green
186,186,Matt Every,76,-1.182,-0.734,-0.141,-0.306,61,2017,sg_tee_to_green
187,187,Bryce Molder,74,-1.229,-1.098,-0.431,0.301,64,2017,sg_tee_to_green
188,188,Carl Pettersson,63,-1.456,-1.123,-0.385,0.052,52,2017,sg_tee_to_green
189,189,Nicholas Lindheim,58,-1.621,-0.733,-0.578,-0.311,44,2017,sg_tee_to_green
190,190,Steven Bowditch,59,-2.739,-1.717,-1.26,0.238,45,2017,sg_tee_to_green
