RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
111,T110,Retief Goosen,50,-0.02,-0.663,34,2007,sg_putting
T112,T112,Vijay Singh,102,-0.023,-1.911,82,2007,sg_putting
T112,T112,Kevin Sutherland,85,-0.023,-1.592,69,2007,sg_putting
114,124,D.J. Brigman,67,-0.026,-1.402,54,2007,sg_putting
115,105,Shaun Micheel,91,-0.027,-1.885,70,2007,sg_putting
116,115,Ernie Els,59,-0.031,-1.345,44,2007,sg_putting
117,138,Michael Allen,74,-0.035,-2.264,64,2007,sg_putting
118,117,Stuart Appleby,74,-0.037,-2.167,58,2007,sg_putting
119,118,Ian Poulter,63,-0.038,-1.499,39,2007,sg_putting
120,104,Rocco Mediate,72,-0.041,-2.73,67,2007,sg_putting
121,109,Briny Baird,115,-0.049,-5.119,105,2007,sg_putting
122,120,Nick O'Hern,72,-0.057,-3.145,55,2007,sg_putting
123,108,Robert Garrigus,95,-0.062,-5.347,86,2007,sg_putting
124,119,Jeff Maggert,79,-0.066,-5.112,78,2007,sg_putting
125,T122,Chris DiMarco,79,-0.068,-4.306,63,2007,sg_putting
126,T131,Cameron Beckman,96,-0.072,-6.15,85,2007,sg_putting
127,126,Tom Byrum,50,-0.077,-3.165,41,2007,sg_putting
128,T122,Brian Bateman,55,-0.079,-3.464,44,2007,sg_putting
T129,128,Jim Furyk,84,-0.083,-5.447,66,2007,sg_putting
T129,129,Brendon de Jonge,76,-0.083,-5.473,66,2007,sg_putting
T131,T131,Billy Mayfair,98,-0.086,-7.159,83,2007,sg_putting
T131,130,Steve Lowery,74,-0.086,-5.916,69,2007,sg_putting
133,139,Chris Stroud,66,-0.087,-4.871,56,2007,sg_putting
134,125,Jason Dufner,100,-0.089,-7.744,87,2007,sg_putting
135,133,Joey Sindelar,75,-0.102,-6.817,67,2007,sg_putting
136,134,Anthony Kim,93,-0.121,-9.679,80,2007,sg_putting
137,127,Billy Andrade,88,-0.134,-10.603,79,2007,sg_putting
138,T136,Chris Couch,76,-0.135,-9.875,73,2007,sg_putting
139,145,Kent Jones,97,-0.141,-12.441,88,2007,sg_putting
140,135,Steve Wheatcroft,73,-0.153,-9.336,61,2007,sg_putting
141,143,Paul Stankowski,52,-0.159,-6.693,42,2007,sg_putting
142,141,Michael Putnam,96,-0.166,-13.276,80,2007,sg_putting
143,147,Will MacKenzie,100,-0.173,-15.76,91,2007,sg_putting
144,148,Anders Hansen,55,-0.176,-5.989,34,2007,sg_putting
145,149,Peter Lonard,85,-0.179,-13.638,76,2007,sg_putting
146,151,Jason Bohn,57,-0.185,-9.814,53,2007,sg_putting
147,152,Ben Curtis,80,-0.188,-12.027,64,2007,sg_putting
148,155,Steve Marino,106,-0.189,-17.178,91,2007,sg_putting
149,144,Boo Weekley,101,-0.192,-14.982,78,2007,sg_putting
150,156,Nick Watney,87,-0.198,-13.842,70,2007,sg_putting
151,140,Woody Austin,95,-0.208,-17.491,84,2007,sg_putting
152,153,Mark Brooks,53,-0.211,-8.668,41,2007,sg_putting
153,150,Mark Calcavecchia,93,-0.213,-15.559,73,2007,sg_putting
154,164,Robert Gamez,88,-0.215,-16.376,76,2007,sg_putting
155,159,Duffy Waldorf,69,-0.219,-12.909,59,2007,sg_putting
156,142,Lee Janzen,66,-0.226,-11.758,52,2007,sg_putting
157,T157,Jerry Kelly,101,-0.227,-17.007,75,2007,sg_putting
158,154,Johnson Wagner,97,-0.229,-19.663,86,2007,sg_putting
159,172,Scott Verplank,82,-0.236,-13.949,59,2007,sg_putting
160,161,Steve Flesch,100,-0.244,-21.981,90,2007,sg_putting
T161,T157,Jeff Brehaut,59,-0.25,-12.27,49,2007,sg_putting
T161,162,John Senden,97,-0.25,-20.969,84,2007,sg_putting
T163,146,Craig Barlow,52,-0.253,-11.149,44,2007,sg_putting
T163,163,Trevor Immelman,74,-0.253,-13.643,54,2007,sg_putting
165,160,Daisuke Maruyama,86,-0.265,-20.148,76,2007,sg_putting
166,166,José Coceres,50,-0.283,-11.873,42,2007,sg_putting
167,167,Davis Love III,66,-0.29,-15.357,53,2007,sg_putting
T168,168,Mike Weir,82,-0.294,-17.641,60,2007,sg_putting
T168,165,Paul Gow,70,-0.294,-16.785,57,2007,sg_putting
170,170,John Daly,59,-0.297,-14.57,49,2007,sg_putting
171,173,Jeff Sluman,60,-0.313,-13.151,42,2007,sg_putting
172,169,Kyle Reifers,71,-0.322,-20.313,63,2007,sg_putting
173,174,Charles Warren,101,-0.324,-30.135,93,2007,sg_putting
174,175,Kenny Perry,83,-0.337,-25.299,75,2007,sg_putting
175,171,Matt Hendrix,63,-0.339,-18.628,55,2007,sg_putting
176,177,Tom Lehman,62,-0.355,-17.371,49,2007,sg_putting
177,178,Robert Allenby,90,-0.364,-27.317,75,2007,sg_putting
178,176,Ted Purdy,102,-0.37,-32.178,87,2007,sg_putting
179,180,Tom Johnson,74,-0.372,-23.429,63,2007,sg_putting
180,182,David Branshaw,83,-0.382,-28.675,75,2007,sg_putting
181,179,John Merrick,92,-0.409,-33.164,81,2007,sg_putting
182,181,Jaco Van Zyl,51,-0.418,-18.386,44,2007,sg_putting
183,T184,Jim Rutledge,59,-0.425,-19.531,46,2007,sg_putting
184,183,Harrison Frazar,88,-0.439,-32.06,73,2007,sg_putting
185,T184,Chad Campbell,96,-0.477,-34.843,73,2007,sg_putting
186,186,Alex Cejka,80,-0.479,-35.455,74,2007,sg_putting
187,187,Brett Wetterich,88,-0.533,-37.315,70,2007,sg_putting
T188,T188,D.J. Trahan,99,-0.559,-50.275,90,2007,sg_putting
T188,190,J.B. Holmes,71,-0.559,-35.772,64,2007,sg_putting
190,T188,Kirk Triplett,77,-0.595,-40.454,68,2007,sg_putting
191,191,Bubba Dickerson,51,-0.66,-28.372,43,2007,sg_putting
192,192,Kevin Stadler,95,-0.75,-58.488,78,2007,sg_putting
193,193,Jeff Gove,103,-0.774,-72.786,94,2007,sg_putting
194,194,Greg Owen,81,-0.848,-59.382,70,2007,sg_putting
195,195,Joe Durant,88,-0.901,-65.779,73,2007,sg_putting
196,196,Darron Stiles,65,-1.017,-53.911,53,2007,sg_putting
