RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T323,T323,Hiroyuki Fujita,3,0.82,"42,250","5,164,690",2015,pct_total_money_won
T325,T325,David Howell,2,0.81,"29,226","3,594,690",2015,pct_total_money_won
T325,T325,Josh Teater,11,0.81,"80,358","9,900,000",2015,pct_total_money_won
T325,T325,Eddie Pepperell,2,0.81,"29,226","3,594,690",2015,pct_total_money_won
T328,T328,Tommy Gainey,9,0.8,"70,137","8,766,000",2015,pct_total_money_won
T328,T328,Eric Axley,21,0.8,"170,687","21,240,000",2015,pct_total_money_won
T328,T328,Ben Crane,22,0.8,"203,253","25,260,000",2015,pct_total_money_won
T331,T331,Joe Affrunti,4,0.78,"31,480","4,050,000",2015,pct_total_money_won
T331,T331,Wes Homan,4,0.78,"31,789","4,086,000",2015,pct_total_money_won
333,333,Patton Kizzire,2,0.77,"12,544","1,638,000",2015,pct_total_money_won
334,334,Sebastian Cappelen,2,0.73,"18,475","2,520,000",2015,pct_total_money_won
335,335,Byron Smith,21,0.72,"153,930","21,240,000",2015,pct_total_money_won
T336,T336,Bill Lunde,18,0.71,"128,787","18,018,000",2015,pct_total_money_won
T336,T336,Matt Bettencourt,8,0.71,"46,505","6,570,000",2015,pct_total_money_won
338,338,Troy Kelly,9,0.69,"67,546","9,738,000",2015,pct_total_money_won
T339,T339,Michael Bradley,4,0.67,"18,736","2,808,000",2015,pct_total_money_won
T339,T339,Kevin Stadler,5,0.67,"42,160","6,302,000",2015,pct_total_money_won
T341,T341,Colin Montgomerie,2,0.66,"23,822","3,600,000",2015,pct_total_money_won
T341,T341,Roger Sloan,20,0.66,"133,048","20,232,000",2015,pct_total_money_won
343,343,Richie Ramsay,2,0.65,"23,330","3,594,690",2015,pct_total_money_won
T344,T344,Kent Jones,2,0.64,"7,626","1,188,000",2015,pct_total_money_won
T344,T344,Parker McLachlin,2,0.64,"7,560","1,188,000",2015,pct_total_money_won
346,346,Cody Gribble,4,0.63,"34,228","5,436,000",2015,pct_total_money_won
347,347,David Duval,6,0.62,"36,839","5,916,690",2015,pct_total_money_won
T348,T348,Jarrod Lyle,10,0.61,"66,145","10,890,000",2015,pct_total_money_won
T348,T348,Carlos Sainz Jr,20,0.61,"124,115","20,250,000",2015,pct_total_money_won
350,350,Tim Wilkinson,28,0.55,"171,654","30,978,000",2015,pct_total_money_won
T351,T351,Guy Boros,2,0.54,"6,270","1,170,000",2015,pct_total_money_won
T351,T351,Heath Slocum,22,0.54,"122,480","22,500,000",2015,pct_total_money_won
T351,T351,Chris Naegel,2,0.54,"11,336","2,088,000",2015,pct_total_money_won
354,354,Troy Matteson,9,0.53,"42,450","7,956,000",2015,pct_total_money_won
T355,T355,Charlie Wi,9,0.49,"39,480","8,136,000",2015,pct_total_money_won
T355,T355,Cameron Beckman,8,0.49,"32,994","6,732,000",2015,pct_total_money_won
T357,T357,Bobby Wyatt,2,0.48,"6,000","1,260,000",2015,pct_total_money_won
T357,T357,Zack Sucher,18,0.48,"85,613","17,928,000",2015,pct_total_money_won
359,359,Harrison Frazar,7,0.47,"37,550","7,956,000",2015,pct_total_money_won
360,360,Seuk-hyun Baek,2,0.43,"13,160","3,060,000",2015,pct_total_money_won
T361,T361,Billy Mayfair,6,0.41,"19,710","4,752,000",2015,pct_total_money_won
T361,T361,Bernhard Langer,3,0.41,"22,082","5,394,690",2015,pct_total_money_won
363,363,Smylie Kaufman,2,0.4,"7,210","1,818,000",2015,pct_total_money_won
364,364,Ben Curtis,14,0.39,"59,018","15,078,690",2015,pct_total_money_won
365,365,Steve Lowery,3,0.38,"6,650","1,728,000",2015,pct_total_money_won
T366,T366,Ted Purdy,3,0.37,"6,386","1,728,000",2015,pct_total_money_won
T366,T366,Robert Karlsson,2,0.37,"6,690","1,818,000",2015,pct_total_money_won
T366,T366,Trevor Immelman,19,0.37,"74,659","20,160,000",2015,pct_total_money_won
369,369,Benjamín Alvarado,8,0.36,"28,800","7,938,000",2015,pct_total_money_won
370,370,Shaun Micheel,5,0.35,"16,320","4,608,000",2015,pct_total_money_won
T371,T371,Dudley Hart,8,0.34,"29,013","8,658,000",2015,pct_total_money_won
T371,T371,Mike Weir,18,0.34,"72,800","21,168,000",2015,pct_total_money_won
373,373,Jim Renner,27,0.32,"90,668","28,044,000",2015,pct_total_money_won
T374,T374,Daniel Chopra,5,0.29,"11,700","4,050,000",2015,pct_total_money_won
T374,T374,Justin Hicks,14,0.29,"42,171","14,436,000",2015,pct_total_money_won
376,376,Michael Block,6,0.28,"14,960","5,382,000",2015,pct_total_money_won
377,377,Tom Watson,3,0.25,"11,623","4,656,690",2015,pct_total_money_won
378,378,Brandt Jobe,6,0.24,"12,825","5,310,000",2015,pct_total_money_won
T379,T379,Woody Austin,11,0.23,"27,774","11,988,000",2015,pct_total_money_won
T379,T379,Darren Clarke,6,0.23,"23,800","10,182,690",2015,pct_total_money_won
381,381,Scott Verplank,13,0.19,"25,682","13,500,000",2015,pct_total_money_won
T382,T382,Scott McCarron,7,0.14,"8,880","6,228,000",2015,pct_total_money_won
T382,T382,Richard Sterne,18,0.14,"27,690","19,548,000",2015,pct_total_money_won
384,384,Len Mattiace,6,0.13,"6,479","5,148,000",2015,pct_total_money_won
385,385,Tim Herron,7,0.09,"5,820","6,264,000",2015,pct_total_money_won
