RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
49,46,Michael Kim,74,0.259,14.004,54,2018,sg_putting
50,50,Jonas Blixt,67,0.244,11.722,48,2018,sg_putting
T51,51,Ben Silverman,90,0.238,18.084,76,2018,sg_putting
T51,45,Aaron Wise,90,0.238,19.071,80,2018,sg_putting
53,71,Tony Finau,105,0.232,18.774,81,2018,sg_putting
54,T53,David Lingmerth,82,0.229,15.774,69,2018,sg_putting
55,55,Brandon Harkins,101,0.225,19.146,85,2018,sg_putting
56,99,Ian Poulter,73,0.223,11.143,50,2018,sg_putting
57,56,Harris English,84,0.222,15.063,68,2018,sg_putting
58,77,Charles Howell III,104,0.219,17.091,78,2018,sg_putting
59,T53,Chesson Hadley,103,0.208,18.554,89,2018,sg_putting
60,65,Zach Johnson,94,0.206,14.835,72,2018,sg_putting
61,T58,Zac Blair,64,0.203,9.346,46,2018,sg_putting
62,60,Cody Gribble,71,0.201,10.838,54,2018,sg_putting
T63,T61,Nick Watney,94,0.2,15.999,80,2018,sg_putting
T63,T61,William McGirt,84,0.2,14.969,75,2018,sg_putting
65,63,Anirban Lahiri,82,0.199,13.321,67,2018,sg_putting
66,86,Xander Schauffele,96,0.196,14.078,72,2018,sg_putting
67,70,Chez Reavie,93,0.192,11.495,60,2018,sg_putting
T68,67,Roberto Díaz,72,0.168,9.41,56,2018,sg_putting
T68,T128,Brooks Koepka,64,0.168,9.057,54,2018,sg_putting
T70,57,Russell Henley,77,0.167,9.703,58,2018,sg_putting
T70,T68,John Huh,94,0.167,13.73,82,2018,sg_putting
T72,74,Brian Stuard,103,0.164,14.398,88,2018,sg_putting
T72,75,Patrick Reed,94,0.164,10.316,63,2018,sg_putting
74,T72,Danny Lee,88,0.156,10.927,70,2018,sg_putting
75,T106,Kiradech Aphibarnrat,51,0.138,4.699,34,2018,sg_putting
76,76,J.T. Poston,73,0.135,7.711,57,2018,sg_putting
77,84,Paul Casey,74,0.133,6.537,49,2018,sg_putting
78,T58,Hideki Matsuyama,75,0.132,7.507,57,2018,sg_putting
79,78,Adam Schenk,86,0.13,8.564,66,2018,sg_putting
80,T72,Marc Leishman,93,0.126,9.234,73,2018,sg_putting
81,79,Martin Piller,79,0.119,7.942,67,2018,sg_putting
82,80,Ben Martin,64,0.118,6.721,57,2018,sg_putting
T83,81,Jonathan Randolph,71,0.115,6.912,60,2018,sg_putting
T83,49,Cameron Smith,85,0.115,6.99,61,2018,sg_putting
T83,88,Pat Perez,82,0.115,5.873,51,2018,sg_putting
86,82,D.A. Points,63,0.11,5.274,48,2018,sg_putting
87,85,Bronson Burgoon,69,0.107,6.123,57,2018,sg_putting
88,64,Adam Hadwin,92,0.106,7.013,66,2018,sg_putting
89,87,Sam Saunders,80,0.094,6.304,67,2018,sg_putting
90,T89,Nate Lashley,51,0.082,2.853,35,2018,sg_putting
91,104,Charl Schwartzel,65,0.081,3.381,42,2018,sg_putting
92,92,Troy Merritt,89,0.077,5.594,73,2018,sg_putting
93,93,Kelly Kraft,94,0.075,5.534,74,2018,sg_putting
94,T89,"Ted Potter, Jr.",87,0.074,5.735,77,2018,sg_putting
95,94,Chris Kirk,108,0.073,6.996,96,2018,sg_putting
96,91,Trey Mullinax,75,0.072,4.242,59,2018,sg_putting
97,T68,Rory McIlroy,64,0.06,3.073,51,2018,sg_putting
98,T97,Rory Sabbatini,91,0.059,4.449,75,2018,sg_putting
99,100,Chris Stroud,81,0.053,3.098,58,2018,sg_putting
T100,T101,Kevin Tway,110,0.052,4.721,90,2018,sg_putting
T100,T101,Andrew Putnam,97,0.052,4.008,77,2018,sg_putting
102,103,Scott Brown,102,0.049,3.967,81,2018,sg_putting
103,105,Rob Oppenheim,74,0.045,2.413,54,2018,sg_putting
104,T97,Kyle Stanley,93,0.037,2.504,67,2018,sg_putting
105,T106,Talor Gooch,78,0.031,1.902,62,2018,sg_putting
106,83,Patton Kizzire,92,0.03,2.321,78,2018,sg_putting
107,96,Charley Hoffman,87,0.026,1.788,68,2018,sg_putting
T108,T108,Ryan Blaum,81,0.025,1.79,72,2018,sg_putting
T108,T108,Billy Hurley III,70,0.025,1.419,57,2018,sg_putting
110,110,Jason Kokrak,99,0.022,1.93,88,2018,sg_putting
111,95,Peter Uihlein,83,0.021,1.352,65,2018,sg_putting
112,112,Jamie Lovemark,92,0.01,0.81,78,2018,sg_putting
113,113,Alex Cejka,77,0.009,0.556,60,2018,sg_putting
114,114,Gary Woodland,96,0.007,0.482,70,2018,sg_putting
T115,115,Fabián Gómez,88,0.001,0.061,71,2018,sg_putting
T115,111,Bubba Watson,90,0.001,0.062,68,2018,sg_putting
T117,T116,Tyrone Van Aswegen,101,-0.01,-0.821,83,2018,sg_putting
T117,T116,Andrew Landry,82,-0.01,-0.751,73,2018,sg_putting
119,119,Blayne Barber,69,-0.022,-1.323,60,2018,sg_putting
120,T120,Harold Varner III,91,-0.024,-1.769,74,2018,sg_putting
T121,123,Louis Oosthuizen,62,-0.026,-1.213,46,2018,sg_putting
T121,T120,Ethan Tracy,72,-0.026,-1.402,54,2018,sg_putting
T123,135,Matt Jones,70,-0.034,-1.615,47,2018,sg_putting
T123,124,Shawn Stefani,76,-0.034,-2.045,60,2018,sg_putting
T123,136,Jordan Spieth,81,-0.034,-2.224,66,2018,sg_putting
126,125,Tom Lovelady,87,-0.049,-3.41,69,2018,sg_putting
127,126,Abraham Ancer,98,-0.056,-4.648,83,2018,sg_putting
128,T128,Aaron Baddeley,84,-0.057,-3.973,70,2018,sg_putting
T129,127,Ryan Armour,109,-0.058,-5.545,96,2018,sg_putting
T129,122,Jason Dufner,71,-0.058,-3.002,52,2018,sg_putting
T131,142,Bill Haas,76,-0.059,-3.922,66,2018,sg_putting
T131,144,Jhonattan Vegas,92,-0.059,-3.778,64,2018,sg_putting
133,130,C.T. Pan,104,-0.067,-5.47,82,2018,sg_putting
134,118,Scott Stallings,96,-0.07,-5.617,80,2018,sg_putting
135,131,Brice Garnett,99,-0.076,-6.169,81,2018,sg_putting
136,T132,Vaughn Taylor,83,-0.08,-5.579,70,2018,sg_putting
137,134,Robert Streb,78,-0.081,-4.83,60,2018,sg_putting
138,155,Russell Knox,94,-0.088,-6.538,74,2018,sg_putting
139,143,Lanto Griffin,80,-0.096,-5.733,60,2018,sg_putting
140,137,Cameron Tringale,67,-0.104,-5.286,51,2018,sg_putting
141,138,Jonathan Byrd,70,-0.106,-5.087,48,2018,sg_putting
142,139,Richy Werenski,98,-0.109,-8.086,74,2018,sg_putting
143,140,David Hearn,66,-0.127,-6.328,50,2018,sg_putting
144,141,Steve Wheatcroft,60,-0.128,-5.886,46,2018,sg_putting
145,145,Stephan Jaeger,81,-0.144,-9.089,63,2018,sg_putting
146,T146,J.J. Spaun,85,-0.149,-10.58,71,2018,sg_putting
147,T132,Jon Rahm,71,-0.151,-7.685,51,2018,sg_putting
148,148,James Hahn,85,-0.152,-10.517,69,2018,sg_putting
149,150,Tom Hoge,101,-0.162,-13.429,83,2018,sg_putting
150,152,Conrad Shindler,60,-0.166,-7.324,44,2018,sg_putting
151,159,Si Woo Kim,108,-0.168,-13.138,78,2018,sg_putting
152,149,Mackenzie Hughes,80,-0.177,-12.01,68,2018,sg_putting
153,151,Patrick Cantlay,87,-0.182,-12.177,67,2018,sg_putting
154,T146,Lucas Glover,65,-0.186,-8.573,46,2018,sg_putting
155,154,Matt Atkins,56,-0.198,-7.906,40,2018,sg_putting
156,156,Cameron Percy,56,-0.205,-8.386,41,2018,sg_putting
T157,170,Henrik Stenson,60,-0.207,-9.091,44,2018,sg_putting
T157,T157,Sean O'Hair,67,-0.207,-11.801,57,2018,sg_putting
T157,T157,J.B. Holmes,77,-0.207,-14.109,68,2018,sg_putting
160,160,Sung Kang,89,-0.235,-15.725,67,2018,sg_putting
161,162,Kevin Streelman,94,-0.25,-20.472,82,2018,sg_putting
162,163,Hudson Swafford,73,-0.26,-13.534,52,2018,sg_putting
163,164,Ryan Moore,78,-0.271,-17.863,66,2018,sg_putting
164,166,Joel Dahmen,93,-0.277,-19.67,71,2018,sg_putting
T165,161,Byeong Hun An,86,-0.285,-20.82,73,2018,sg_putting
T165,165,Adam Scott,78,-0.285,-17.091,60,2018,sg_putting
167,153,Shane Lowry,64,-0.286,-14.581,51,2018,sg_putting
168,167,Martin Flores,92,-0.289,-20.821,72,2018,sg_putting
169,168,Nick Taylor,94,-0.312,-23.071,74,2018,sg_putting
170,177,Kevin Chappell,77,-0.344,-21.35,62,2018,sg_putting
171,169,Stewart Cink,87,-0.345,-23.115,67,2018,sg_putting
172,171,Sam Ryder,82,-0.349,-24.435,70,2018,sg_putting
173,172,Grayson Murray,72,-0.35,-20.673,59,2018,sg_putting
174,174,Keegan Bradley,98,-0.358,-28.639,80,2018,sg_putting
175,173,Matt Every,79,-0.364,-22.202,61,2018,sg_putting
176,175,Corey Conners,97,-0.385,-30.425,79,2018,sg_putting
177,178,Retief Goosen,60,-0.411,-16.459,40,2018,sg_putting
178,179,Rod Pampling,62,-0.421,-18.964,45,2018,sg_putting
179,180,Xinjun Zhang,81,-0.437,-24.884,57,2018,sg_putting
180,183,Chad Campbell,87,-0.454,-30.441,67,2018,sg_putting
181,182,Luke List,98,-0.467,-36.445,78,2018,sg_putting
182,181,Francesco Molinari,73,-0.487,-27.74,57,2018,sg_putting
183,185,Keith Mitchell,99,-0.504,-41.84,83,2018,sg_putting
184,186,Ryan Palmer,69,-0.528,-31.665,60,2018,sg_putting
185,188,Tyler Duncan,97,-0.566,-45.865,81,2018,sg_putting
T186,191,Scott Piercy,84,-0.569,-38.686,68,2018,sg_putting
T186,T189,J.J. Henry,81,-0.569,-35.859,63,2018,sg_putting
T186,T189,Robert Garrigus,80,-0.569,-38.672,68,2018,sg_putting
189,184,Brendan Steele,74,-0.576,-31.096,54,2018,sg_putting
190,192,Andrew Yun,51,-0.6,-20.385,34,2018,sg_putting
191,187,Satoshi Kodaira,51,-0.645,-25.794,40,2018,sg_putting
192,193,Zecheng Dou,53,-0.667,-24.01,36,2018,sg_putting
193,194,Kyle Thompson,50,-0.75,-27.017,36,2018,sg_putting
