RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
34,34,Blayne Barber,76,0.313,19.696,63,2015,sg_putting
35,35,Billy Hurley III,83,0.311,19.597,63,2015,sg_putting
36,36,Rickie Fowler,76,0.309,17.616,57,2015,sg_putting
37,37,Derek Fathauer,81,0.301,19.834,66,2015,sg_putting
38,38,Scott Pinckney,88,0.294,21.766,74,2015,sg_putting
39,39,Luke Donald,71,0.289,15.579,54,2015,sg_putting
40,40,John Huh,102,0.279,24.869,89,2015,sg_putting
41,41,Phil Mickelson,70,0.262,14.421,55,2015,sg_putting
42,42,Sangmoon Bae,98,0.26,22.865,88,2015,sg_putting
43,43,Jerry Kelly,79,0.25,16.49,66,2015,sg_putting
44,44,Billy Horschel,99,0.244,17.841,73,2015,sg_putting
45,45,Kevin Kisner,104,0.24,22.516,94,2015,sg_putting
46,46,Jason Bohn,95,0.239,20.775,87,2015,sg_putting
47,47,Brian Harman,90,0.236,18.39,78,2015,sg_putting
48,48,Adam Hadwin,95,0.235,19.029,81,2015,sg_putting
49,49,Kevin Na,98,0.233,16.544,71,2015,sg_putting
50,50,Morgan Hoffmann,85,0.232,15.981,69,2015,sg_putting
51,51,Justin Leonard,61,0.231,12.475,54,2015,sg_putting
52,52,Ian Poulter,68,0.225,10.82,48,2015,sg_putting
T53,T53,George McNeill,93,0.212,18.879,89,2015,sg_putting
T53,T53,Bubba Watson,71,0.212,11.875,56,2015,sg_putting
55,55,Johnson Wagner,68,0.203,11.571,57,2015,sg_putting
56,56,Ben Crane,62,0.201,10.452,52,2015,sg_putting
57,57,Camilo Villegas,83,0.195,14.447,74,2015,sg_putting
58,58,Andres Romero,69,0.19,10.244,54,2015,sg_putting
59,59,Andres Gonzales,90,0.177,13.481,76,2015,sg_putting
60,60,Carlos Ortiz,100,0.172,14.293,83,2015,sg_putting
61,61,Sean O'Hair,86,0.169,13.657,81,2015,sg_putting
T62,T62,Kevin Chappell,86,0.168,12.628,75,2015,sg_putting
T62,T62,Chesson Hadley,101,0.168,14.951,89,2015,sg_putting
64,64,Ryan Moore,81,0.16,9.741,61,2015,sg_putting
65,65,Ricky Barnes,82,0.159,10.048,63,2015,sg_putting
66,66,Michael Thompson,83,0.153,11.506,75,2015,sg_putting
67,67,Eric Axley,57,0.15,6.438,43,2015,sg_putting
68,68,Ryan Palmer,80,0.147,7.937,54,2015,sg_putting
69,69,Steven Bowditch,103,0.144,12.687,88,2015,sg_putting
70,70,Jonathan Randolph,72,0.132,7.408,56,2015,sg_putting
71,71,Dustin Johnson,75,0.128,6.932,54,2015,sg_putting
72,72,Ben Martin,93,0.127,9.748,77,2015,sg_putting
73,73,Cameron Tringale,96,0.125,9.874,79,2015,sg_putting
74,74,Jonas Blixt,78,0.122,6.345,52,2015,sg_putting
75,75,Bo Van Pelt,81,0.118,7.687,65,2015,sg_putting
76,76,Brian Stuard,97,0.116,9.144,79,2015,sg_putting
77,77,Nick Taylor,91,0.112,9.329,83,2015,sg_putting
78,78,Luke Guthrie,84,0.11,7.472,68,2015,sg_putting
79,79,Jeff Overton,94,0.105,7.851,75,2015,sg_putting
80,80,Stewart Cink,77,0.102,6.712,66,2015,sg_putting
81,81,Martin Laird,77,0.1,7.32,73,2015,sg_putting
82,82,Jhonattan Vegas,90,0.086,6.165,72,2015,sg_putting
83,83,Jonathan Byrd,69,0.084,4.295,51,2015,sg_putting
84,84,Brian Davis,86,0.081,5.724,71,2015,sg_putting
85,85,Gary Woodland,81,0.077,4.173,54,2015,sg_putting
86,86,Hideki Matsuyama,95,0.076,5.34,70,2015,sg_putting
87,87,Matt Every,73,0.075,4.198,56,2015,sg_putting
88,88,Shawn Stefani,94,0.074,6.539,88,2015,sg_putting
89,89,Seung-Yul Noh,65,0.066,3.552,54,2015,sg_putting
T90,T90,Charley Hoffman,97,0.065,4.973,76,2015,sg_putting
T90,T90,Chris Kirk,76,0.065,3.632,56,2015,sg_putting
92,92,Fabián Gómez,83,0.062,4.288,69,2015,sg_putting
93,93,William McGirt,103,0.06,5.816,97,2015,sg_putting
94,94,James Hahn,94,0.048,3.736,78,2015,sg_putting
95,95,Justin Thomas,106,0.042,4.012,96,2015,sg_putting
96,96,Zach Johnson,90,0.04,2.778,70,2015,sg_putting
97,97,David Lingmerth,90,0.039,2.899,74,2015,sg_putting
98,98,Kyle Reifers,96,0.036,2.855,80,2015,sg_putting
99,99,Retief Goosen,81,0.027,1.602,60,2015,sg_putting
100,100,Justin Rose,69,0.023,1.123,49,2015,sg_putting
101,101,Scott Langley,94,0.018,1.424,79,2015,sg_putting
102,102,Paul Casey,87,0.014,0.911,63,2015,sg_putting
103,103,Chad Collins,79,0.012,0.778,63,2015,sg_putting
104,104,Scott Piercy,90,0.006,0.534,83,2015,sg_putting
105,105,Tom Hoge,83,0.005,0.296,65,2015,sg_putting
106,106,Patrick Rodgers,57,-0.003,-0.153,46,2015,sg_putting
107,107,J.B. Holmes,89,-0.004,-0.296,66,2015,sg_putting
108,108,Tony Finau,106,-0.006,-0.533,92,2015,sg_putting
109,109,Brendon de Jonge,106,-0.007,-0.684,92,2015,sg_putting
T110,T110,Graham DeLaet,65,-0.012,-0.636,54,2015,sg_putting
T110,T110,Jason Kokrak,88,-0.012,-0.993,80,2015,sg_putting
112,112,Marc Leishman,74,-0.02,-1.093,54,2015,sg_putting
113,113,Russell Knox,96,-0.021,-1.826,87,2015,sg_putting
114,114,Sergio Garcia,59,-0.022,-0.784,36,2015,sg_putting
115,115,Jim Furyk,71,-0.024,-1.252,52,2015,sg_putting
116,116,Andrew Svoboda,80,-0.026,-1.792,70,2015,sg_putting
117,117,Jon Curran,83,-0.028,-1.848,65,2015,sg_putting
118,118,Jim Herman,88,-0.03,-2.341,77,2015,sg_putting
119,119,Scott Brown,97,-0.031,-2.495,81,2015,sg_putting
120,120,Chad Campbell,97,-0.045,-4.074,91,2015,sg_putting
121,121,Brendan Steele,88,-0.047,-3.547,76,2015,sg_putting
122,122,D.A. Points,72,-0.054,-3.154,58,2015,sg_putting
123,123,Alex Prugh,84,-0.055,-3.925,72,2015,sg_putting
124,124,John Senden,80,-0.061,-3.103,51,2015,sg_putting
T125,T125,Spencer Levin,99,-0.065,-5.408,83,2015,sg_putting
T125,T125,Mark Wilson,89,-0.065,-5.295,81,2015,sg_putting
127,127,Jason Gore,76,-0.067,-3.911,58,2015,sg_putting
128,128,Keegan Bradley,87,-0.07,-4.473,64,2015,sg_putting
129,129,Brice Garnett,81,-0.089,-5.727,64,2015,sg_putting
130,130,Whee Kim,71,-0.093,-5.235,56,2015,sg_putting
T131,T131,Mark Hubbard,79,-0.102,-6.226,61,2015,sg_putting
T131,T131,David Toms,62,-0.102,-5.604,55,2015,sg_putting
133,133,Ryo Ishikawa,90,-0.103,-7.76,75,2015,sg_putting
134,134,Rory Sabbatini,81,-0.106,-6.993,66,2015,sg_putting
135,135,Max Homa,78,-0.11,-6.816,62,2015,sg_putting
136,136,Sam Saunders,83,-0.136,-8.589,63,2015,sg_putting
137,137,Cameron Percy,72,-0.142,-8.262,58,2015,sg_putting
138,138,Steven Alker,62,-0.146,-7.294,50,2015,sg_putting
139,139,Tyrone Van Aswegen,58,-0.152,-6.379,42,2015,sg_putting
140,140,Chris Stroud,84,-0.176,-11.95,68,2015,sg_putting
141,141,John Peterson,84,-0.184,-14.163,77,2015,sg_putting
142,142,Daniel Berger,97,-0.193,-16.03,83,2015,sg_putting
T143,T143,Martin Flores,95,-0.216,-17.069,79,2015,sg_putting
T143,T143,Charles Howell III,105,-0.216,-21.395,99,2015,sg_putting
145,145,Kevin Streelman,95,-0.219,-15.978,73,2015,sg_putting
146,146,Louis Oosthuizen,68,-0.22,-10.341,47,2015,sg_putting
147,147,Ken Duke,93,-0.222,-17.294,78,2015,sg_putting
148,148,Bill Haas,89,-0.229,-16.243,71,2015,sg_putting
149,149,Alex Cejka,94,-0.232,-18.331,79,2015,sg_putting
150,150,Boo Weekley,79,-0.246,-16.467,67,2015,sg_putting
151,151,Francesco Molinari,56,-0.255,-10.948,43,2015,sg_putting
152,152,Chez Reavie,56,-0.262,-13.09,50,2015,sg_putting
153,153,Tim Wilkinson,73,-0.278,-16.123,58,2015,sg_putting
154,154,Oscar Fraustro,58,-0.283,-11.308,40,2015,sg_putting
155,155,Davis Love III,51,-0.347,-14.555,42,2015,sg_putting
156,156,Scott Stallings,60,-0.392,-19.208,49,2015,sg_putting
157,157,Adam Scott,51,-0.396,-12.662,32,2015,sg_putting
158,158,Nick Watney,91,-0.403,-32.658,81,2015,sg_putting
159,159,J.J. Henry,94,-0.414,-31.432,76,2015,sg_putting
160,160,Sung Joon Park,79,-0.421,-26.539,63,2015,sg_putting
T161,T161,Padraig Harrington,60,-0.493,-24.148,49,2015,sg_putting
T161,T161,Nicholas Thompson,90,-0.493,-34.513,70,2015,sg_putting
163,163,Roger Sloan,56,-0.502,-20.07,40,2015,sg_putting
164,164,Vijay Singh,78,-0.511,-35.238,69,2015,sg_putting
165,165,Derek Ernst,75,-0.516,-32.531,63,2015,sg_putting
166,166,Bill Lunde,50,-0.52,-18.731,36,2015,sg_putting
167,167,Gonzalo Fernandez-Castaño,81,-0.522,-32.867,63,2015,sg_putting
168,168,Michael Putnam,87,-0.526,-35.781,68,2015,sg_putting
169,169,Charl Schwartzel,67,-0.555,-22.769,41,2015,sg_putting
170,170,Ángel Cabrera,53,-0.572,-24.02,42,2015,sg_putting
171,171,Heath Slocum,57,-0.594,-23.184,39,2015,sg_putting
172,172,Byron Smith,59,-0.597,-25.66,43,2015,sg_putting
173,173,Ernie Els,57,-0.609,-23.764,39,2015,sg_putting
174,174,Webb Simpson,81,-0.646,-41.374,64,2015,sg_putting
175,175,Geoff Ogilvy,50,-0.692,-24.221,35,2015,sg_putting
176,176,Robert Garrigus,70,-0.697,-38.341,55,2015,sg_putting
177,177,Jason Dufner,76,-0.7,-33.598,48,2015,sg_putting
178,178,Roberto Castro,54,-0.732,-26.348,36,2015,sg_putting
179,179,Robert Allenby,63,-0.754,-38.465,51,2015,sg_putting
180,180,John Merrick,78,-0.775,-44.97,58,2015,sg_putting
181,181,Greg Owen,58,-0.798,-31.917,40,2015,sg_putting
182,182,Charlie Beljan,76,-0.799,-45.536,57,2015,sg_putting
183,183,Jim Renner,68,-0.995,-55.698,56,2015,sg_putting
184,184,Lucas Glover,79,-1.351,-97.258,72,2015,sg_putting
