RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
178,180,J.L. Lewis,57,-0.428,-21.418,50,2006,sg_app_green
179,181,Greg Chalmers,71,-0.43,-24.525,57,2006,sg_app_green
180,182,Chris Smith,67,-0.456,-26.876,59,2006,sg_app_green
181,183,Alex Aragon,63,-0.507,-27.385,54,2006,sg_app_green
182,184,Danny Ellis,68,-0.508,-30.47,60,2006,sg_app_green
183,185,Jon Mills,68,-0.514,-27.756,54,2006,sg_app_green
184,186,Tag Ridings,103,-0.577,-51.942,90,2006,sg_app_green
185,187,Aaron Baddeley,78,-0.607,-41.259,68,2006,sg_app_green
186,188,Larry Mize,53,-0.616,-25.275,41,2006,sg_app_green
187,189,Mark O'Meara,52,-0.683,-24.598,36,2006,sg_app_green
188,190,Chris Riley,86,-0.704,-48.549,69,2006,sg_app_green
189,191,Mike Sposa,68,-0.706,-40.961,58,2006,sg_app_green
190,193,Jason Schultz,77,-0.785,-51.05,65,2006,sg_app_green
191,194,Todd Hamilton,72,-0.786,-44.041,56,2006,sg_app_green
192,195,Hidemichi Tanaka,74,-0.788,-51.201,65,2006,sg_app_green
193,196,Len Mattiace,59,-0.879,-45.71,52,2006,sg_app_green
194,198,"John Engler, Jr.",69,-1.022,-64.378,63,2006,sg_app_green
195,199,Ryan Hietala,61,-1.04,-53.053,51,2006,sg_app_green
196,200,James Driscoll,80,-1.044,-79.325,76,2006,sg_app_green
