RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
T83,86,Charley Hoffman,52,0.281,0.247,0.373,-0.339,29,2019,sg_tee_to_green
T83,81,Kevin Na,50,0.281,-0.284,0.144,0.421,29,2019,sg_tee_to_green
85,87,Chris Kirk,47,0.28,-0.18,0.19,0.27,35,2019,sg_tee_to_green
T86,70,J.B. Holmes,50,0.275,0.128,0.176,-0.029,24,2019,sg_tee_to_green
T86,T103,Haotong Li,28,0.275,0.122,-0.037,0.189,16,2019,sg_tee_to_green
88,66,Ryan Palmer,48,0.269,0.174,0.433,-0.339,31,2019,sg_tee_to_green
89,82,Jason Dufner,48,0.268,-0.002,0.05,0.219,31,2019,sg_tee_to_green
90,98,Max Homa,53,0.245,0.308,0.235,-0.298,40,2019,sg_tee_to_green
91,65,Kevin Kisner,59,0.217,0.296,0.219,-0.298,37,2019,sg_tee_to_green
92,91,Kyoung-Hoon Lee,64,0.195,0.177,0.122,-0.105,38,2019,sg_tee_to_green
93,101,Danny Willett,39,0.19,-0.145,0.43,-0.094,30,2019,sg_tee_to_green
94,92,Sam Ryder,48,0.177,0.066,0.234,-0.122,36,2019,sg_tee_to_green
95,T105,Jimmy Walker,53,0.173,-0.176,0.072,0.276,38,2019,sg_tee_to_green
96,89,Patrick Reed,53,0.172,-0.022,-0.155,0.35,37,2019,sg_tee_to_green
97,93,Carlos Ortiz,54,0.17,0.32,0.009,-0.16,42,2019,sg_tee_to_green
98,100,J.T. Poston,70,0.165,0.034,0.107,0.024,58,2019,sg_tee_to_green
99,94,Patrick Rodgers,44,0.163,0.131,-0.045,0.078,38,2019,sg_tee_to_green
100,95,Alex Prugh,52,0.16,0.389,0.05,-0.279,34,2019,sg_tee_to_green
101,99,James Hahn,34,0.126,0.043,-0.076,0.159,17,2019,sg_tee_to_green
102,102,Bill Haas,50,0.117,-0.152,-0.217,0.486,38,2019,sg_tee_to_green
103,126,Adam Hadwin,58,0.11,0.446,-0.121,-0.216,38,2019,sg_tee_to_green
104,999,Thorbjørn Olesen,27,0.109,-0.131,0.192,0.048,16,2019,sg_tee_to_green
105,115,Ryan Armour,58,0.084,-0.007,-0.107,0.198,41,2019,sg_tee_to_green
106,110,Daniel Berger,40,0.052,0.312,0.045,-0.305,33,2019,sg_tee_to_green
107,109,Danny Lee,56,0.048,-0.094,0.315,-0.173,45,2019,sg_tee_to_green
108,114,Adam Long,46,0.043,0.02,0.109,-0.086,38,2019,sg_tee_to_green
109,T105,Josh Teater,39,0.042,-0.084,0.27,-0.143,23,2019,sg_tee_to_green
110,107,Davis Love III,29,0.03,-0.372,0.603,-0.201,18,2019,sg_tee_to_green
111,108,Scott Brown,56,0.029,0.318,-0.292,0.002,38,2019,sg_tee_to_green
112,112,Aaron Baddeley,43,0.009,-0.4,-0.041,0.45,30,2019,sg_tee_to_green
113,111,J.J. Spaun,62,0.007,-0.013,0.084,-0.063,40,2019,sg_tee_to_green
114,96,Chesson Hadley,52,0,-0.187,0.458,-0.272,36,2019,sg_tee_to_green
115,116,Brendan Steele,44,-0.015,0.628,-0.133,-0.51,31,2019,sg_tee_to_green
116,117,Martin Kaymer,30,-0.036,-0.195,0.128,0.031,26,2019,sg_tee_to_green
117,118,Brandon Harkins,65,-0.038,0.052,-0.051,-0.039,47,2019,sg_tee_to_green
118,119,Jim Knous,51,-0.046,0.082,0.196,-0.324,33,2019,sg_tee_to_green
119,113,C.T. Pan,60,-0.047,0.001,-0.131,0.082,38,2019,sg_tee_to_green
120,120,Nick Taylor,64,-0.057,0.056,-0.155,0.041,53,2019,sg_tee_to_green
121,121,Anders Albertson,46,-0.065,-0.198,0.291,-0.159,32,2019,sg_tee_to_green
122,122,Cameron Tringale,48,-0.073,-0.282,0.248,-0.039,30,2019,sg_tee_to_green
123,123,Jonas Blixt,58,-0.081,0.119,-0.087,-0.113,44,2019,sg_tee_to_green
T124,T124,Andrew Landry,52,-0.085,0.297,0.069,-0.451,39,2019,sg_tee_to_green
T124,T124,Nick Watney,57,-0.085,-0.076,0.01,-0.019,39,2019,sg_tee_to_green
126,137,Billy Horschel,65,-0.086,-0.175,0.009,0.08,37,2019,sg_tee_to_green
127,127,Sepp Straka,44,-0.095,0.016,0.394,-0.505,28,2019,sg_tee_to_green
128,128,Hudson Swafford,55,-0.113,-0.046,0.136,-0.202,43,2019,sg_tee_to_green
129,T103,Pat Perez,47,-0.132,-0.591,0.201,0.258,24,2019,sg_tee_to_green
130,129,Shawn Stefani,53,-0.148,-0.386,0.224,0.013,35,2019,sg_tee_to_green
131,131,Denny McCarthy,59,-0.156,0.097,-0.328,0.075,43,2019,sg_tee_to_green
T132,132,Ernie Els,42,-0.16,-0.388,-0.199,0.427,25,2019,sg_tee_to_green
T132,142,Kyle Stanley,51,-0.16,-0.059,-0.005,-0.097,29,2019,sg_tee_to_green
134,130,Cameron Champ,52,-0.168,0.749,-0.226,-0.691,42,2019,sg_tee_to_green
135,133,Julián Etulain,53,-0.179,-0.254,-0.087,0.163,35,2019,sg_tee_to_green
136,134,Vaughn Taylor,61,-0.2,-0.294,0.109,-0.015,50,2019,sg_tee_to_green
137,135,Peter Malnati,52,-0.202,-0.385,0.089,0.094,41,2019,sg_tee_to_green
138,136,Martin Laird,52,-0.209,-0.072,-0.095,-0.043,41,2019,sg_tee_to_green
139,169,Lucas Bjerregaard,35,-0.214,0.314,-0.063,-0.465,20,2019,sg_tee_to_green
140,999,Shane Lowry,26,-0.226,0.049,-0.291,0.016,17,2019,sg_tee_to_green
141,138,Fabián Gómez,42,-0.228,0.141,-0.363,-0.005,28,2019,sg_tee_to_green
142,139,Sam Saunders,51,-0.248,-0.041,-0.008,-0.198,44,2019,sg_tee_to_green
143,140,Graeme McDowell,53,-0.252,-0.31,-0.016,0.074,32,2019,sg_tee_to_green
144,141,Roger Sloan,54,-0.269,-0.101,0.009,-0.177,40,2019,sg_tee_to_green
145,148,Bronson Burgoon,33,-0.286,-0.113,-0.076,-0.097,25,2019,sg_tee_to_green
146,152,Alex Noren,41,-0.306,0.008,-0.373,0.058,25,2019,sg_tee_to_green
147,144,Tom Hoge,64,-0.315,-0.408,0.315,-0.221,42,2019,sg_tee_to_green
148,145,Stephan Jaeger,55,-0.317,-0.379,-0.393,0.455,37,2019,sg_tee_to_green
149,168,Kiradech Aphibarnrat,43,-0.32,0.071,-0.396,0.005,27,2019,sg_tee_to_green
150,146,Ryan Blaum,65,-0.332,-0.013,-0.222,-0.097,51,2019,sg_tee_to_green
151,149,Robert Streb,54,-0.357,-0.306,-0.187,0.136,38,2019,sg_tee_to_green
152,151,Brice Garnett,55,-0.364,0.112,-0.347,-0.129,33,2019,sg_tee_to_green
T153,T153,Wyndham Clark,57,-0.376,0.108,-0.62,0.135,43,2019,sg_tee_to_green
T153,T153,Mackenzie Hughes,50,-0.376,-0.282,-0.174,0.08,36,2019,sg_tee_to_green
155,165,Sam Burns,61,-0.379,0.244,-0.275,-0.348,49,2019,sg_tee_to_green
T156,T156,Tyler Duncan,62,-0.398,0.161,-0.208,-0.351,42,2019,sg_tee_to_green
T156,T156,Harris English,68,-0.398,-0.19,-0.3,0.091,54,2019,sg_tee_to_green
158,158,Wes Roach,41,-0.4,0.054,-0.585,0.131,25,2019,sg_tee_to_green
159,159,John Senden,39,-0.406,-0.34,0.04,-0.106,24,2019,sg_tee_to_green
160,150,Kelly Kraft,59,-0.414,-0.344,0.1,-0.17,39,2019,sg_tee_to_green
161,161,Alex Cejka,39,-0.449,-0.004,-0.067,-0.378,25,2019,sg_tee_to_green
162,155,Richy Werenski,59,-0.452,0.015,-0.306,-0.161,47,2019,sg_tee_to_green
163,162,Roberto Díaz,49,-0.458,-0.029,-0.299,-0.131,31,2019,sg_tee_to_green
164,163,Johnson Wagner,43,-0.471,-0.27,0.117,-0.318,30,2019,sg_tee_to_green
165,164,Ben Silverman,46,-0.48,0.02,-0.224,-0.277,34,2019,sg_tee_to_green
166,147,Brian Harman,55,-0.483,0.219,-0.897,0.195,37,2019,sg_tee_to_green
167,166,Chase Wright,51,-0.497,0.04,-0.293,-0.244,37,2019,sg_tee_to_green
168,167,Patton Kizzire,54,-0.507,-0.507,-0.004,0.003,33,2019,sg_tee_to_green
169,178,Jordan Spieth,49,-0.52,-0.567,-0.029,0.075,37,2019,sg_tee_to_green
170,170,Ollie Schniederjans,59,-0.565,-0.236,-0.35,0.02,43,2019,sg_tee_to_green
171,171,Jim Herman,35,-0.567,0.094,-0.179,-0.482,25,2019,sg_tee_to_green
172,T183,Beau Hossler,60,-0.578,-0.021,-0.57,0.013,45,2019,sg_tee_to_green
173,172,Austin Cook,40,-0.594,0.024,-0.121,-0.498,25,2019,sg_tee_to_green
174,174,Brady Schnell,36,-0.597,-0.241,-0.244,-0.112,24,2019,sg_tee_to_green
175,176,J.J. Henry,36,-0.61,-0.133,-0.323,-0.154,21,2019,sg_tee_to_green
176,160,Andrew Putnam,49,-0.614,-0.851,0.104,0.133,28,2019,sg_tee_to_green
177,177,Peter Uihlein,55,-0.625,-0.267,-0.372,0.014,33,2019,sg_tee_to_green
178,179,Hunter Mahan,45,-0.642,0.421,-0.615,-0.448,33,2019,sg_tee_to_green
179,180,David Hearn,39,-0.654,-0.055,-0.239,-0.359,22,2019,sg_tee_to_green
180,181,Rod Pampling,34,-0.655,-0.08,-0.855,0.28,21,2019,sg_tee_to_green
181,182,Jonathan Byrd,39,-0.668,-0.684,-0.11,0.125,24,2019,sg_tee_to_green
182,T183,Chris Stroud,48,-0.689,-0.603,-0.094,0.007,34,2019,sg_tee_to_green
183,185,John Huh,35,-0.708,-0.377,-0.043,-0.288,27,2019,sg_tee_to_green
184,175,Brian Gay,69,-0.718,-0.264,-0.61,0.155,48,2019,sg_tee_to_green
185,186,Sangmoon Bae,38,-0.728,0.013,-0.529,-0.212,22,2019,sg_tee_to_green
186,187,Seamus Power,54,-0.733,-0.049,-0.933,0.249,40,2019,sg_tee_to_green
187,189,Stewart Cink,33,-0.738,-0.677,-0.303,0.242,21,2019,sg_tee_to_green
188,188,Martin Trainer,47,-0.759,-0.011,-0.955,0.206,36,2019,sg_tee_to_green
189,190,Chris Thompson,30,-0.794,-0.349,-0.281,-0.164,18,2019,sg_tee_to_green
190,191,José de Jesús Rodríguez,47,-0.796,-0.214,-0.618,0.036,31,2019,sg_tee_to_green
191,192,Grayson Murray,36,-0.809,0.063,-0.631,-0.241,26,2019,sg_tee_to_green
192,193,"Ted Potter, Jr.",48,-0.825,-0.243,-0.173,-0.409,35,2019,sg_tee_to_green
193,194,Kyle Jones,47,-0.858,-0.173,-0.627,-0.059,33,2019,sg_tee_to_green
194,195,Seth Reeves,50,-0.898,0.484,-1.114,-0.269,34,2019,sg_tee_to_green
195,196,Dominic Bozzelli,45,-0.937,-0.214,-0.633,-0.09,25,2019,sg_tee_to_green
196,199,Justin Harding,31,-1.062,0.215,-1.173,-0.104,12,2019,sg_tee_to_green
197,198,Anirban Lahiri,46,-1.072,-0.456,-0.469,-0.147,32,2019,sg_tee_to_green
198,200,Scott Langley,54,-1.13,-0.74,-0.566,0.175,42,2019,sg_tee_to_green
199,201,Satoshi Kodaira,51,-1.206,-0.382,-0.299,-0.526,35,2019,sg_tee_to_green
T200,T203,Whee Kim,51,-1.317,-1.01,-0.037,-0.27,25,2019,sg_tee_to_green
T200,T203,Charl Schwartzel,34,-1.317,-1.526,-0.025,0.234,15,2019,sg_tee_to_green
202,205,Freddie Jacobson,37,-1.328,-0.732,-0.242,-0.353,24,2019,sg_tee_to_green
203,206,Joey Garber,40,-1.348,-0.065,-1.13,-0.152,22,2019,sg_tee_to_green
204,207,Cody Gribble,48,-1.391,-0.483,-0.727,-0.181,36,2019,sg_tee_to_green
205,208,Ben Crane,33,-1.409,-0.825,-0.478,-0.106,19,2019,sg_tee_to_green
206,209,John Chin,36,-1.497,-0.458,-0.747,-0.291,20,2019,sg_tee_to_green
207,212,Michael Kim,47,-1.551,-1.536,-0.226,0.212,31,2019,sg_tee_to_green
208,210,Curtis Luck,49,-1.587,-0.524,-0.78,-0.283,30,2019,sg_tee_to_green
209,211,D.A. Points,33,-1.656,-0.721,-0.476,-0.459,19,2019,sg_tee_to_green
210,213,Derek Fathauer,26,-1.872,-0.439,-1.026,-0.407,11,2019,sg_tee_to_green
211,214,Martin Piller,28,-1.873,-0.641,-1.35,0.118,15,2019,sg_tee_to_green
