RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
78,77,Steve Stricker,70,66.02,820,"1,242",-0.34,2011,gir_pct
79,80,Charl Schwartzel,58,65.97,665,"1,008",-0.27,2011,gir_pct
80,T78,Alex Prugh,82,65.95,926,"1,404",-0.25,2011,gir_pct
81,82,K.J. Choi,77,65.93,890,"1,350",-0.24,2011,gir_pct
82,83,Lucas Glover,74,65.92,878,"1,332",-0.28,2011,gir_pct
83,84,Keegan Bradley,91,65.9,"1,032","1,566",-0.28,2011,gir_pct
84,81,Rod Pampling,72,65.89,759,"1,152",-0.25,2011,gir_pct
T85,100,Scott Piercy,78,65.84,877,"1,332",-0.28,2011,gir_pct
T85,T85,Rory Sabbatini,85,65.84,960,"1,458",-0.25,2011,gir_pct
87,T95,Ben Curtis,66,65.82,782,"1,188",-0.22,2011,gir_pct
88,87,Steve Marino,76,65.79,900,"1,368",-0.28,2011,gir_pct
89,88,Carl Pettersson,95,65.77,"1,101","1,674",-0.3,2011,gir_pct
90,99,Justin Hicks,60,65.71,615,936,-0.17,2011,gir_pct
91,89,Jonathan Byrd,83,65.65,969,"1,476",-0.28,2011,gir_pct
T92,90,Troy Matteson,91,65.64,"1,028","1,566",-0.27,2011,gir_pct
T92,103,Tim Herron,85,65.64,957,"1,458",-0.25,2011,gir_pct
94,93,Kevin Streelman,90,65.62,"1,063","1,620",-0.26,2011,gir_pct
95,106,Marc Turnesa,54,65.6,614,936,-0.21,2011,gir_pct
96,92,Ian Poulter,52,65.58,602,918,-0.27,2011,gir_pct
T97,94,Aaron Baddeley,77,65.48,884,"1,350",-0.3,2011,gir_pct
T97,91,Blake Adams,116,65.48,"1,320","2,016",-0.27,2011,gir_pct
99,T95,Brendan Steele,89,65.45,"1,025","1,566",-0.28,2011,gir_pct
100,97,Pat Perez,76,65.42,895,"1,368",-0.28,2011,gir_pct
T101,T101,Stephen Ames,69,65.3,764,"1,170",-0.23,2011,gir_pct
T101,T101,Michael Thompson,79,65.3,858,"1,314",-0.26,2011,gir_pct
103,T112,Joseph Bramlett,73,65.21,763,"1,170",-0.21,2011,gir_pct
T104,116,Fabián Gómez,84,65.2,892,"1,368",-0.25,2011,gir_pct
T104,107,Paul Stankowski,78,65.2,845,"1,296",-0.25,2011,gir_pct
106,T104,Chris DiMarco,93,65.11,"1,043","1,602",-0.25,2011,gir_pct
107,111,Jim Renner,65,65.01,667,"1,026",-0.25,2011,gir_pct
108,108,Bryce Molder,82,65,936,"1,440",-0.3,2011,gir_pct
109,T104,Chris Couch,73,64.99,854,"1,314",-0.31,2011,gir_pct
T110,T112,D.A. Points,89,64.92,"1,040","1,602",-0.28,2011,gir_pct
T110,109,Jason Day,76,64.92,853,"1,314",-0.31,2011,gir_pct
112,125,Justin Leonard,82,64.91,958,"1,476",-0.21,2011,gir_pct
113,110,Brandt Snedeker,85,64.9,993,"1,530",-0.31,2011,gir_pct
114,119,Kevin Chappell,78,64.89,841,"1,296",-0.26,2011,gir_pct
115,114,Chris Riley,76,64.81,840,"1,296",-0.21,2011,gir_pct
116,136,Sung Kang,63,64.78,688,"1,062",-0.28,2011,gir_pct
117,139,Ben Martin,74,64.76,816,"1,260",-0.27,2011,gir_pct
118,124,Bobby Gates,82,64.71,862,"1,332",-0.24,2011,gir_pct
119,135,Jeff Overton,92,64.53,"1,057","1,638",-0.27,2011,gir_pct
T120,118,Rickie Fowler,84,64.47,940,"1,458",-0.31,2011,gir_pct
T120,117,Paul Goydos,81,64.47,940,"1,458",-0.23,2011,gir_pct
122,120,Marc Leishman,87,64.43,"1,009","1,566",-0.26,2011,gir_pct
123,137,Andres Gonzales,60,64.42,603,936,-0.25,2011,gir_pct
124,115,Garrett Willis,71,64.41,800,"1,242",-0.25,2011,gir_pct
125,,Retief Goosen,50,64.4,568,882,-0.27,2011,gir_pct
126,123,Shane Bertsch,62,64.38,649,"1,008",-0.28,2011,gir_pct
127,121,Michael Putnam,67,64.37,730,"1,134",-0.24,2011,gir_pct
128,122,Stewart Cink,72,64.31,764,"1,188",-0.26,2011,gir_pct
129,130,David Mathis,83,64.29,891,"1,386",-0.26,2011,gir_pct
T130,126,Ryuji Imada,83,64.26,960,"1,494",-0.25,2011,gir_pct
T130,127,Roland Thatcher,67,64.26,775,"1,206",-0.25,2011,gir_pct
132,131,George McNeill,69,64.21,705,"1,098",-0.29,2011,gir_pct
T133,128,Padraig Harrington,60,64.12,681,"1,062",-0.24,2011,gir_pct
T133,147,Troy Merritt,63,64.12,704,"1,098",-0.21,2011,gir_pct
135,129,David Duval,67,64.1,773,"1,206",-0.25,2011,gir_pct
136,T132,Jimmy Walker,79,63.92,909,"1,422",-0.26,2011,gir_pct
137,134,Ángel Cabrera,50,63.89,529,828,-0.3,2011,gir_pct
138,140,Michael Connell,76,63.82,873,"1,368",-0.22,2011,gir_pct
139,146,Ryan Palmer,82,63.75,918,"1,440",-0.27,2011,gir_pct
140,142,Charlie Wi,83,63.65,951,"1,494",-0.28,2011,gir_pct
141,141,Steven Bowditch,86,63.62,939,"1,476",-0.31,2011,gir_pct
142,T132,Tag Ridings,87,63.58,927,"1,458",-0.26,2011,gir_pct
143,138,Freddie Jacobson,92,63.56,961,"1,512",-0.29,2011,gir_pct
144,157,James Driscoll,71,63.5,743,"1,170",-0.26,2011,gir_pct
145,145,Brian Gay,90,63.44,982,"1,548",-0.26,2011,gir_pct
T146,143,Andres Romero,77,63.41,856,"1,350",-0.32,2011,gir_pct
T146,T150,Richard Johnson,64,63.41,662,"1,044",-0.2,2011,gir_pct
148,144,Robert Karlsson,61,63.37,673,"1,062",-0.28,2011,gir_pct
149,153,Arjun Atwal,91,63.25,"1,036","1,638",-0.26,2011,gir_pct
150,152,Daniel Summerhays,75,63.24,831,"1,314",-0.21,2011,gir_pct
151,148,Cameron Beckman,71,63.18,762,"1,206",-0.25,2011,gir_pct
152,149,Sean O'Hair,71,63.17,796,"1,260",-0.23,2011,gir_pct
153,T150,Lee Janzen,62,63.1,636,"1,008",-0.29,2011,gir_pct
154,156,Shaun Micheel,77,63.01,828,"1,314",-0.2,2011,gir_pct
155,155,Ryan Moore,79,62.89,849,"1,350",-0.29,2011,gir_pct
156,154,Derek Lamely,65,62.87,713,"1,134",-0.25,2011,gir_pct
T157,164,Matt McQuillan,59,62.63,620,990,-0.26,2011,gir_pct
T157,T158,Dean Wilson,62,62.63,699,"1,116",-0.25,2011,gir_pct
T157,T158,Geoff Ogilvy,69,62.63,744,"1,188",-0.28,2011,gir_pct
160,169,Scott Gutschewski,67,62.62,665,"1,062",-0.23,2011,gir_pct
161,166,Joe Ogilvie,75,62.6,755,"1,206",-0.29,2011,gir_pct
162,160,Y.E. Yang,63,62.52,664,"1,062",-0.27,2011,gir_pct
163,161,Camilo Villegas,69,62.5,765,"1,224",-0.26,2011,gir_pct
164,162,Harrison Frazar,58,62.45,652,"1,044",-0.25,2011,gir_pct
165,163,Matt Jones,71,62.36,797,"1,278",-0.28,2011,gir_pct
166,175,Nathan Green,81,62.34,864,"1,386",-0.24,2011,gir_pct
167,168,Tim Petrovic,88,62.17,940,"1,512",-0.25,2011,gir_pct
168,167,Rocco Mediate,53,62.16,593,954,-0.21,2011,gir_pct
169,171,Matt Bettencourt,84,62.1,939,"1,512",-0.28,2011,gir_pct
170,,Will Strickler,51,62.06,525,846,-0.23,2011,gir_pct
171,165,Colt Knost,80,62.01,826,"1,332",-0.23,2011,gir_pct
T172,172,Rich Beem,53,61.95,591,954,-0.19,2011,gir_pct
T172,176,Jarrod Lyle,83,61.95,881,"1,422",-0.23,2011,gir_pct
174,170,Zack Miller,86,61.79,912,"1,476",-0.24,2011,gir_pct
175,173,Stuart Appleby,65,61.62,721,"1,170",-0.25,2011,gir_pct
176,174,Anthony Kim,72,61.58,787,"1,278",-0.28,2011,gir_pct
177,177,Nate Smith,66,61.57,665,"1,080",-0.26,2011,gir_pct
178,184,J.P. Hayes,56,61.52,598,972,-0.23,2011,gir_pct
179,183,Greg Chalmers,88,61.24,948,"1,548",-0.29,2011,gir_pct
180,179,Kevin Na,84,61.04,923,"1,512",-0.31,2011,gir_pct
181,182,Martin Piller,63,61.02,648,"1,062",-0.24,2011,gir_pct
182,181,D.J. Brigman,67,60.92,647,"1,062",-0.24,2011,gir_pct
183,180,Scott McCarron,65,60.75,667,"1,098",-0.26,2011,gir_pct
184,185,Kevin Kisner,70,60.59,698,"1,152",-0.26,2011,gir_pct
185,186,Steve Flesch,88,59.85,905,"1,512",-0.28,2011,gir_pct
186,187,Bio Kim,71,59.49,696,"1,170",-0.26,2011,gir_pct
