RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
175,179,Jason Dufner,74,-0.494,-28.161,57,2019,sg_putting
176,180,Brendan Steele,68,-0.503,-25.646,51,2019,sg_putting
177,181,Satoshi Kodaira,67,-0.504,-25.717,51,2019,sg_putting
178,183,Keegan Bradley,89,-0.516,-34.551,67,2019,sg_putting
179,184,Branden Grace,76,-0.52,-23.378,45,2019,sg_putting
180,185,Tyler Duncan,89,-0.565,-36.726,65,2019,sg_putting
181,182,Corey Conners,90,-0.576,-39.77,69,2019,sg_putting
182,186,Byeong Hun An,80,-0.583,-35.553,61,2019,sg_putting
183,187,Adam Svensson,73,-0.602,-33.083,55,2019,sg_putting
184,188,Kramer Hickok,79,-0.604,-35.607,59,2019,sg_putting
185,189,Emiliano Grillo,85,-0.633,-34.828,55,2019,sg_putting
186,190,J.J. Henry,58,-0.657,-26.941,41,2019,sg_putting
187,191,J.B. Holmes,78,-0.752,-36.083,48,2019,sg_putting
188,192,Rod Pampling,56,-0.796,-32.62,41,2019,sg_putting
