RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
37,38,Peter Lonard,77,0.234,15.42,66,2006,sg_around_green
38,39,Paul Goydos,72,0.232,14.858,64,2006,sg_around_green
T39,41,Steve Elkington,52,0.213,9.81,46,2006,sg_around_green
T39,51,Retief Goosen,68,0.213,9.79,46,2006,sg_around_green
41,40,Chad Campbell,91,0.211,14.169,67,2006,sg_around_green
42,46,Brett Quigley,109,0.209,19.634,94,2006,sg_around_green
T43,T42,Mike Sposa,68,0.208,12.049,58,2006,sg_around_green
T43,T42,Vaughn Taylor,88,0.208,15.978,77,2006,sg_around_green
T45,T44,Ian Poulter,53,0.207,8.702,42,2006,sg_around_green
T45,T44,Mark Brooks,90,0.207,15.319,74,2006,sg_around_green
47,48,Aaron Baddeley,78,0.196,13.338,68,2006,sg_around_green
48,49,Brian Davis,92,0.195,15.817,81,2006,sg_around_green
49,50,Tim Petrovic,95,0.193,15.987,83,2006,sg_around_green
50,47,Geoff Ogilvy,76,0.188,9.772,52,2006,sg_around_green
51,52,Todd Fischer,101,0.187,16.792,90,2006,sg_around_green
52,53,Michael Allen,84,0.186,13.379,72,2006,sg_around_green
T53,T54,Jeff Sluman,101,0.183,15.19,83,2006,sg_around_green
T53,T54,Jeff Gove,91,0.183,14.804,81,2006,sg_around_green
55,56,Dean Wilson,115,0.182,16.889,93,2006,sg_around_green
56,57,Jimmy Walker,60,0.178,9.954,56,2006,sg_around_green
57,58,Tim Herron,82,0.175,10.832,62,2006,sg_around_green
58,59,Bernhard Langer,77,0.173,10.205,59,2006,sg_around_green
59,60,Scott Verplank,88,0.171,11.61,68,2006,sg_around_green
60,61,David Toms,76,0.164,10.192,62,2006,sg_around_green
61,T72,Adam Scott,70,0.16,8.161,51,2006,sg_around_green
62,62,Jonathan Byrd,66,0.153,8.262,54,2006,sg_around_green
63,63,Brian Gay,107,0.151,15.122,100,2006,sg_around_green
64,65,Frank Lickliter II,99,0.143,12.19,85,2006,sg_around_green
65,66,Nick Watney,97,0.141,12.122,86,2006,sg_around_green
66,67,Phil Mickelson,74,0.136,6.375,47,2006,sg_around_green
67,68,Nathan Green,108,0.134,12.583,94,2006,sg_around_green
68,69,Bo Van Pelt,102,0.127,11.42,90,2006,sg_around_green
69,70,Woody Austin,107,0.122,11.361,93,2006,sg_around_green
70,71,Charles Howell III,96,0.114,9.039,79,2006,sg_around_green
71,T72,Doug Barron,74,0.112,7.474,67,2006,sg_around_green
72,74,Daniel Chopra,110,0.111,9.976,90,2006,sg_around_green
73,75,Bill Haas,99,0.109,9.601,88,2006,sg_around_green
74,76,Tiger Woods,55,0.107,3.949,37,2006,sg_around_green
75,77,Stephen Leaney,84,0.106,8.192,77,2006,sg_around_green
76,78,Billy Mayfair,94,0.101,7.781,77,2006,sg_around_green
77,79,J.P. Hayes,55,0.1,5.018,50,2006,sg_around_green
T78,80,John Cook,67,0.094,5.166,55,2006,sg_around_green
T78,64,K.J. Choi,93,0.094,7.418,79,2006,sg_around_green
80,T81,Carlos Franco,86,0.093,7.168,77,2006,sg_around_green
81,83,Danny Ellis,68,0.091,5.467,60,2006,sg_around_green
82,84,Fred Funk,106,0.09,7.668,85,2006,sg_around_green
83,T81,Zach Johnson,98,0.089,6.849,77,2006,sg_around_green
84,85,Jesper Parnevik,84,0.086,6.313,73,2006,sg_around_green
85,86,Hidemichi Tanaka,74,0.083,5.408,65,2006,sg_around_green
86,87,Joe Ogilvie,95,0.082,6.366,78,2006,sg_around_green
T87,T88,Freddie Jacobson,56,0.078,4.202,54,2006,sg_around_green
T87,T88,Justin Rose,98,0.078,6.731,86,2006,sg_around_green
89,90,John Huston,74,0.077,4.996,65,2006,sg_around_green
90,91,Padraig Harrington,54,0.074,2.815,38,2006,sg_around_green
91,92,Alex Cejka,93,0.066,5.305,80,2006,sg_around_green
92,93,Tom Lehman,70,0.065,3.058,47,2006,sg_around_green
93,94,Bob Estes,85,0.064,4.763,75,2006,sg_around_green
94,95,Bob Tway,81,0.057,3.843,67,2006,sg_around_green
95,96,Shaun Micheel,96,0.056,4.391,78,2006,sg_around_green
96,97,Greg Owen,79,0.053,3.279,62,2006,sg_around_green
97,98,James Driscoll,80,0.05,3.837,76,2006,sg_around_green
98,99,Robert Damron,91,0.048,3.896,82,2006,sg_around_green
99,100,Kent Jones,103,0.047,4.153,88,2006,sg_around_green
100,101,Camilo Villegas,95,0.045,3.649,82,2006,sg_around_green
101,104,J.J. Henry,96,0.039,3.023,77,2006,sg_around_green
102,103,Lee Janzen,79,0.031,2.141,68,2006,sg_around_green
103,105,Arjun Atwal,97,0.027,2.187,82,2006,sg_around_green
104,106,John Senden,96,0.026,2.067,79,2006,sg_around_green
105,107,Jon Mills,68,0.024,1.312,54,2006,sg_around_green
106,108,Larry Mize,53,0.023,0.926,41,2006,sg_around_green
107,109,D.A. Points,82,0.022,1.553,71,2006,sg_around_green
108,110,Sergio Garcia,59,0.02,0.771,39,2006,sg_around_green
109,111,Steve Lowery,99,0.011,0.943,83,2006,sg_around_green
110,112,Jonathan Kaye,95,0.008,0.701,86,2006,sg_around_green
111,113,Kris Cox,83,-0.007,-0.487,72,2006,sg_around_green
112,115,Bob May,65,-0.025,-1.347,54,2006,sg_around_green
113,116,Will MacKenzie,91,-0.027,-2.021,75,2006,sg_around_green
114,117,"John Engler, Jr.",69,-0.029,-1.82,63,2006,sg_around_green
115,118,John Rollins,93,-0.036,-2.735,76,2006,sg_around_green
116,119,Steve Jones,83,-0.038,-2.63,69,2006,sg_around_green
117,120,Tjaart van der Walt,60,-0.042,-2.186,52,2006,sg_around_green
118,121,Charley Hoffman,100,-0.047,-4.227,89,2006,sg_around_green
119,122,Olin Browne,108,-0.048,-4.095,86,2006,sg_around_green
120,T123,Skip Kendall,72,-0.054,-3.182,59,2006,sg_around_green
121,125,Richard Johnson,94,-0.055,-4.65,85,2006,sg_around_green
122,126,Mark Calcavecchia,94,-0.056,-4.432,79,2006,sg_around_green
123,127,Sean O'Hair,100,-0.057,-4.315,76,2006,sg_around_green
124,128,Chris DiMarco,83,-0.06,-3.664,61,2006,sg_around_green
125,T123,Stewart Cink,93,-0.063,-4.598,73,2006,sg_around_green
126,130,Fred Couples,52,-0.072,-2.291,32,2006,sg_around_green
127,131,Stephen Ames,63,-0.079,-3.472,44,2006,sg_around_green
128,132,Ryan Hietala,61,-0.084,-4.28,51,2006,sg_around_green
129,133,Ben Curtis,86,-0.09,-6.046,67,2006,sg_around_green
130,129,Brett Wetterich,82,-0.092,-6.726,73,2006,sg_around_green
131,134,David Howell,52,-0.093,-2.79,30,2006,sg_around_green
132,136,Robert Allenby,79,-0.103,-6.171,60,2006,sg_around_green
T133,T137,Brent Geiberger,99,-0.104,-9.348,90,2006,sg_around_green
T133,T137,Mathew Goggin,72,-0.104,-6.047,58,2006,sg_around_green
135,139,Greg Kraft,79,-0.106,-7.112,67,2006,sg_around_green
136,140,Michael Connell,51,-0.108,-4.536,42,2006,sg_around_green
137,135,Lucas Glover,105,-0.109,-9.405,86,2006,sg_around_green
138,141,J.L. Lewis,57,-0.12,-5.998,50,2006,sg_around_green
T139,T142,Vance Veazey,59,-0.122,-6.597,54,2006,sg_around_green
T139,T142,Ryan Moore,68,-0.122,-7.088,58,2006,sg_around_green
141,144,Daisuke Maruyama,83,-0.131,-9.148,70,2006,sg_around_green
T142,T145,Harrison Frazar,95,-0.134,-10.044,75,2006,sg_around_green
T142,T145,Shane Bertsch,104,-0.134,-12.095,90,2006,sg_around_green
144,147,Brian Bateman,69,-0.143,-8.433,59,2006,sg_around_green
T145,T148,Len Mattiace,59,-0.145,-7.563,52,2006,sg_around_green
T145,T148,Bart Bryant,87,-0.145,-10.272,71,2006,sg_around_green
147,150,Todd Hamilton,72,-0.146,-8.2,56,2006,sg_around_green
T148,T151,Ted Purdy,103,-0.147,-11.778,80,2006,sg_around_green
T148,T151,Briny Baird,81,-0.147,-10.264,70,2006,sg_around_green
T150,T153,J.B. Holmes,81,-0.151,-9.541,63,2006,sg_around_green
T150,T153,Tim Clark,80,-0.151,-8.784,58,2006,sg_around_green
T152,T155,Mathias Grönberg,92,-0.156,-12.292,79,2006,sg_around_green
T152,T155,Duffy Waldorf,96,-0.156,-12.762,82,2006,sg_around_green
154,157,Bubba Watson,83,-0.157,-11.272,72,2006,sg_around_green
155,158,Paul Stankowski,70,-0.162,-10.193,63,2006,sg_around_green
156,159,Ron Whittaker,81,-0.163,-11.573,71,2006,sg_around_green
157,160,Jeff Maggert,81,-0.17,-11.528,68,2006,sg_around_green
158,161,Greg Chalmers,71,-0.172,-9.782,57,2006,sg_around_green
159,162,David Duval,71,-0.178,-9.436,53,2006,sg_around_green
160,163,Brad Faxon,78,-0.182,-13.275,73,2006,sg_around_green
161,164,Jeff Overton,95,-0.191,-16.614,87,2006,sg_around_green
162,165,Heath Slocum,96,-0.192,-16.122,84,2006,sg_around_green
163,166,Charles Warren,93,-0.209,-16.955,81,2006,sg_around_green
164,167,Robert Garrigus,85,-0.217,-16.072,74,2006,sg_around_green
165,168,Scott Gutschewski,53,-0.218,-9.812,45,2006,sg_around_green
166,169,Robert Gamez,94,-0.219,-17.918,82,2006,sg_around_green
167,170,Henrik Bjornstad,97,-0.221,-19.657,89,2006,sg_around_green
168,171,Nicholas Thompson,96,-0.223,-17.406,78,2006,sg_around_green
169,172,Jeff Brehaut,100,-0.226,-19.23,85,2006,sg_around_green
170,173,Bubba Dickerson,98,-0.229,-19.71,86,2006,sg_around_green
171,174,Troy Matteson,101,-0.231,-20.352,88,2006,sg_around_green
172,175,Ian Leggatt,80,-0.232,-16.226,70,2006,sg_around_green
173,176,Patrick Sheehan,104,-0.233,-20.261,87,2006,sg_around_green
174,177,Kenny Perry,73,-0.236,-14.152,60,2006,sg_around_green
175,178,John Daly,51,-0.239,-9.8,41,2006,sg_around_green
T176,179,Joe Durant,101,-0.244,-23.462,96,2006,sg_around_green
T176,181,Brandt Jobe,91,-0.244,-17.094,70,2006,sg_around_green
178,183,Rich Beem,85,-0.251,-16.294,65,2006,sg_around_green
179,184,Ryan Palmer,101,-0.259,-21.261,82,2006,sg_around_green
180,185,Hunter Mahan,98,-0.261,-23.227,89,2006,sg_around_green
181,186,Tag Ridings,103,-0.288,-25.896,90,2006,sg_around_green
182,187,D.J. Trahan,92,-0.289,-21.988,76,2006,sg_around_green
183,188,Thomas Levet,53,-0.294,-14.117,48,2006,sg_around_green
184,189,David McKenzie,82,-0.304,-20.959,69,2006,sg_around_green
185,190,Matt Hansen,68,-0.323,-18.751,58,2006,sg_around_green
186,191,David Branshaw,98,-0.343,-29.871,87,2006,sg_around_green
187,182,Davis Love III,85,-0.347,-19.764,57,2006,sg_around_green
188,192,Eric Axley,91,-0.351,-27.727,79,2006,sg_around_green
189,193,Joey Sindelar,90,-0.355,-26.997,76,2006,sg_around_green
190,194,Alex Aragon,63,-0.396,-21.365,54,2006,sg_around_green
191,195,Jason Gore,86,-0.398,-28.633,72,2006,sg_around_green
192,196,Roger Tambellini,64,-0.4,-21.174,53,2006,sg_around_green
193,197,"Wes Short, Jr.",96,-0.427,-36.269,85,2006,sg_around_green
194,198,Chris Smith,67,-0.431,-25.438,59,2006,sg_around_green
195,199,Tommy Armour III,65,-0.453,-24.011,53,2006,sg_around_green
196,200,Chris Couch,75,-0.53,-35.477,67,2006,sg_around_green
