RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
46,46,Gary Woodland,26,7.68,"2,980,225","38,811,002",2017,pct_total_money_won
47,47,Fred Couples,1,7.5,"148,500","1,980,000",2017,pct_total_money_won
48,48,Charl Schwartzel,18,7.4,"2,156,036","29,118,000",2017,pct_total_money_won
49,49,Eddie Pepperell,1,7.26,"156,809","2,160,000",2017,pct_total_money_won
50,56,Tony Finau,29,7.21,"2,838,629","39,353,002",2017,pct_total_money_won
51,54,Patrick Reed,29,7.14,"3,055,111","42,785,000",2017,pct_total_money_won
T52,T52,Jhonattan Vegas,29,7.02,"2,944,738","41,975,002",2017,pct_total_money_won
T52,50,Ross Fisher,10,7.02,"1,258,083","17,931,000",2017,pct_total_money_won
54,T52,Austin Connelly,1,6.99,"128,917","1,845,000",2017,pct_total_money_won
55,51,Billy Horschel,28,6.96,"2,697,960","38,758,002",2017,pct_total_money_won
56,55,Zach Johnson,23,6.93,"2,362,968","34,104,000",2017,pct_total_money_won
57,57,Adam Scott,16,6.71,"1,695,144","25,280,000",2017,pct_total_money_won
58,58,Wesley Bryan,28,6.65,"2,495,751","37,516,002",2017,pct_total_money_won
59,59,Phil Mickelson,22,6.52,"2,102,599","32,250,000",2017,pct_total_money_won
60,60,Anirban Lahiri,22,6.51,"1,944,289","29,844,002",2017,pct_total_money_won
61,61,Rafa Cabrera Bello,19,6.45,"1,934,675","30,000,000",2017,pct_total_money_won
62,63,Alex Noren,11,6.25,"1,205,516","19,281,000",2017,pct_total_money_won
63,62,Cameron Smith,26,6.21,"2,123,216","34,182,002",2017,pct_total_money_won
64,64,Si Woo Kim,30,6.13,"2,681,177","43,748,002",2017,pct_total_money_won
65,65,Hudson Swafford,28,5.9,"2,246,090","38,083,002",2017,pct_total_money_won
66,67,Rikard Karlberg,1,5.74,"93,000","1,620,000",2017,pct_total_money_won
67,68,Lucas Glover,26,5.67,"1,955,822","34,497,000",2017,pct_total_money_won
68,69,Ollie Schniederjans,28,5.65,"1,935,669","34,245,002",2017,pct_total_money_won
69,70,Mackenzie Hughes,31,5.63,"2,355,553","41,827,002",2017,pct_total_money_won
70,71,Xinjun Zhang,1,5.43,"88,000","1,620,000",2017,pct_total_money_won
T71,66,Chase Koepka,2,5.34,"140,225","2,628,000",2017,pct_total_money_won
T71,72,Martin Kaymer,10,5.34,"892,353","16,703,000",2017,pct_total_money_won
73,75,Sean O'Hair,25,5.17,"1,873,856","36,220,000",2017,pct_total_money_won
74,73,Graham DeLaet,25,5.15,"1,603,666","31,122,000",2017,pct_total_money_won
75,74,Tyrrell Hatton,13,5.12,"1,103,224","21,531,000",2017,pct_total_money_won
76,77,Rod Pampling,22,5.11,"1,539,422","30,132,000",2017,pct_total_money_won
77,76,Chris Stroud,22,5.1,"1,308,445","25,632,002",2017,pct_total_money_won
78,78,Martin Laird,25,5.07,"1,759,706","34,740,002",2017,pct_total_money_won
79,80,Scott Hend,6,5.05,"501,635","9,935,000",2017,pct_total_money_won
80,81,Keegan Bradley,29,5.01,"1,940,478","38,745,002",2017,pct_total_money_won
T81,T82,Ryan Moore,24,4.99,"1,751,851","35,090,000",2017,pct_total_money_won
T81,79,Steve Stricker,13,4.99,"1,002,036","20,070,000",2017,pct_total_money_won
T83,T82,Jamie Lovemark,28,4.95,"1,886,972","38,106,002",2017,pct_total_money_won
T83,84,Ashun Wu,1,4.95,"80,167","1,620,000",2017,pct_total_money_won
85,85,Chez Reavie,28,4.89,"1,819,206","37,197,002",2017,pct_total_money_won
86,86,Kelly Kraft,27,4.86,"1,638,045","33,732,000",2017,pct_total_money_won
87,87,James Hahn,28,4.79,"1,841,314","38,444,000",2017,pct_total_money_won
88,T88,Luke List,31,4.75,"1,813,219","38,151,002",2017,pct_total_money_won
89,T88,Sung Kang,32,4.72,"1,943,309","41,130,002",2017,pct_total_money_won
90,90,Scott Brown,29,4.7,"1,748,324","37,215,002",2017,pct_total_money_won
91,91,Russell Knox,24,4.66,"1,643,924","35,261,002",2017,pct_total_money_won
T92,92,Kevin Tway,27,4.63,"1,472,613","31,797,002",2017,pct_total_money_won
T92,93,Kevin Na,26,4.63,"1,728,350","37,322,000",2017,pct_total_money_won
94,94,Richard Bland,2,4.62,"160,000","3,465,000",2017,pct_total_money_won
95,T95,Rob Oppenheim,4,4.6,"224,190","4,878,000",2017,pct_total_money_won
96,T95,Hideto Tanihara,11,4.53,"816,347","18,003,000",2017,pct_total_money_won
97,97,Bryson DeChambeau,31,4.51,"1,817,054","40,306,002",2017,pct_total_money_won
98,98,Jonas Blixt,25,4.47,"1,408,288","31,536,002",2017,pct_total_money_won
99,99,Chan Kim,2,4.38,"175,333","4,005,000",2017,pct_total_money_won
100,100,Bernd Wiesberger,10,4.36,"769,314","17,625,000",2017,pct_total_money_won
101,T101,Scott Piercy,22,4.33,"1,317,452","30,428,002",2017,pct_total_money_won
102,T101,Branden Grace,20,4.3,"1,315,054","30,617,000",2017,pct_total_money_won
103,104,Stewart Cink,26,4.27,"1,463,923","34,290,002",2017,pct_total_money_won
104,103,Bud Cauley,28,4.25,"1,553,685","36,567,002",2017,pct_total_money_won
105,105,Emiliano Grillo,25,4.2,"1,567,015","37,290,002",2017,pct_total_money_won
106,106,Dean Burmester,1,4.14,"67,000","1,620,000",2017,pct_total_money_won
107,T107,Robert Streb,30,4.07,"1,588,287","39,042,000",2017,pct_total_money_won
108,T107,Luke Donald,18,4.05,"958,850","23,679,002",2017,pct_total_money_won
109,T109,Jonathan Byrd,9,4.04,"328,337","8,118,000",2017,pct_total_money_won
110,T109,Kevin Streelman,26,4.01,"1,313,327","32,760,002",2017,pct_total_money_won
111,111,Danny Lee,32,3.95,"1,611,331","40,743,002",2017,pct_total_money_won
112,113,J.B. Holmes,23,3.92,"1,353,584","34,500,000",2017,pct_total_money_won
113,112,Greg Owen,17,3.9,"738,711","18,918,000",2017,pct_total_money_won
114,114,Grayson Murray,30,3.86,"1,468,728","38,061,000",2017,pct_total_money_won
115,115,Byeong Hun An,22,3.84,"1,236,090","32,228,000",2017,pct_total_money_won
116,117,Zecheng Dou,1,3.83,"62,000","1,620,000",2017,pct_total_money_won
117,116,Patrick Rodgers,27,3.82,"1,346,322","35,208,002",2017,pct_total_money_won
118,118,Chad Campbell,29,3.75,"1,329,941","35,460,002",2017,pct_total_money_won
119,119,Cody Gribble,28,3.7,"1,305,554","35,240,002",2017,pct_total_money_won
T120,T120,Jim Herman,25,3.67,"1,205,632","32,882,002",2017,pct_total_money_won
T120,T120,Bubba Watson,22,3.67,"1,223,129","33,335,000",2017,pct_total_money_won
122,122,Nick Taylor,29,3.64,"1,255,259","34,524,002",2017,pct_total_money_won
123,T123,Renato Paratore,1,3.61,"60,000","1,660,000",2017,pct_total_money_won
124,T123,Morgan Hoffmann,29,3.59,"1,278,568","35,658,002",2017,pct_total_money_won
125,125,Chris Kirk,28,3.55,"1,216,047","34,272,002",2017,pct_total_money_won
126,126,Jimmy Walker,21,3.52,"1,101,162","31,274,000",2017,pct_total_money_won
127,127,David Drysdale,1,3.5,"64,500","1,845,000",2017,pct_total_money_won
128,128,C.T. Pan,29,3.46,"1,267,649","36,594,002",2017,pct_total_money_won
129,129,Whee Kim,27,3.44,"1,125,368","32,760,000",2017,pct_total_money_won
130,131,Shane Lowry,16,3.43,"831,411","24,223,000",2017,pct_total_money_won
131,130,David Lingmerth,23,3.42,"1,070,754","31,320,000",2017,pct_total_money_won
132,132,WC Liang,1,3.4,"55,000","1,620,000",2017,pct_total_money_won
133,133,Matthew Fitzpatrick,12,3.39,"687,437","20,253,000",2017,pct_total_money_won
134,T135,D.A. Points,22,3.31,"893,700","27,009,000",2017,pct_total_money_won
T135,137,Lee Westwood,10,3.3,"581,198","17,625,000",2017,pct_total_money_won
T135,134,J.J. Spaun,29,3.3,"1,122,611","34,002,002",2017,pct_total_money_won
137,T135,Patton Kizzire,28,3.29,"1,110,395","33,786,000",2017,pct_total_money_won
138,138,Camilo Villegas,25,3.25,"971,420","29,862,002",2017,pct_total_money_won
139,140,Bill Lunde,8,3.24,"233,984","7,218,000",2017,pct_total_money_won
140,139,Dominic Bozzelli,24,3.23,"868,519","26,892,002",2017,pct_total_money_won
T141,T141,Joost Luiten,5,3.22,"279,237","8,675,000",2017,pct_total_money_won
T141,T141,Sam Brazel,2,3.22,"107,000","3,320,000",2017,pct_total_money_won
143,143,Aaron Wise,6,3.21,"209,488","6,534,002",2017,pct_total_money_won
144,144,Brian Gay,25,3.2,"942,372","29,421,002",2017,pct_total_money_won
145,145,Scott Stallings,27,3.16,"955,337","30,195,002",2017,pct_total_money_won
146,146,Ryan Palmer,20,3.14,"772,560","24,606,000",2017,pct_total_money_won
147,147,William McGirt,28,3.13,"1,225,005","39,181,000",2017,pct_total_money_won
T148,148,Richy Werenski,26,3.1,"890,262","28,755,002",2017,pct_total_money_won
T148,149,Kramer Hickok,2,3.1,"75,300","2,430,000",2017,pct_total_money_won
150,150,Jason Kokrak,28,3.09,"1,173,708","37,944,002",2017,pct_total_money_won
T151,T151,Søren Kjeldsen,17,3.03,"722,913","23,885,000",2017,pct_total_money_won
T151,T151,Nick Watney,23,3.03,"824,162","27,189,000",2017,pct_total_money_won
153,153,Andy Sullivan,7,3.02,"360,639","11,955,000",2017,pct_total_money_won
T154,T155,Aaron Baddeley,20,3,"755,356","25,169,000",2017,pct_total_money_won
T154,T155,Richard Sterne,3,3,"154,950","5,170,000",2017,pct_total_money_won
156,154,Seung-Yul Noh,31,2.99,"1,080,706","36,189,002",2017,pct_total_money_won
157,157,Michael Johnson,2,2.98,"54,768","1,836,000",2017,pct_total_money_won
158,T158,Sebastián Muñoz,17,2.97,"563,900","18,963,000",2017,pct_total_money_won
T159,T162,Jordan Zunic,1,2.95,"47,750","1,620,000",2017,pct_total_money_won
T159,T158,Brandon Hagy,26,2.95,"861,227","29,205,000",2017,pct_total_money_won
T161,T160,Rory Sabbatini,23,2.93,"741,617","25,335,002",2017,pct_total_money_won
T161,T162,Robert Garrigus,26,2.93,"880,905","30,069,002",2017,pct_total_money_won
T161,T160,Geoff Ogilvy,25,2.93,"867,249","29,583,000",2017,pct_total_money_won
164,164,Ryan Blaum,29,2.91,"962,768","33,111,002",2017,pct_total_money_won
165,166,Chris Wood,9,2.9,"456,562","15,735,000",2017,pct_total_money_won
166,165,Michael Kim,28,2.89,"1,018,204","35,190,002",2017,pct_total_money_won
T167,T167,Dicky Pride,7,2.88,"165,022","5,724,000",2017,pct_total_money_won
T167,T167,Graeme McDowell,17,2.88,"639,770","22,194,002",2017,pct_total_money_won
169,T169,Thongchai Jaidee,5,2.84,"246,500","8,675,000",2017,pct_total_money_won
170,171,Thorbjørn Olesen,6,2.82,"257,917","9,161,000",2017,pct_total_money_won
171,T169,Blayne Barber,25,2.81,"823,082","29,259,000",2017,pct_total_money_won
172,172,Derek Fathauer,27,2.76,"898,491","32,499,002",2017,pct_total_money_won
173,173,Martin Flores,27,2.75,"830,057","30,195,002",2017,pct_total_money_won
174,174,Matthew Millar,1,2.74,"44,375","1,620,000",2017,pct_total_money_won
175,175,K.T. Kim,5,2.72,"236,208","8,675,000",2017,pct_total_money_won
176,176,Craig Barlow,3,2.7,"53,426","1,980,000",2017,pct_total_money_won
177,178,Jacques Blaauw,1,2.65,"43,000","1,620,000",2017,pct_total_money_won
178,177,Ben Martin,27,2.64,"850,319","32,265,002",2017,pct_total_money_won
T179,T179,Peter Uihlein,7,2.62,"272,529","10,413,000",2017,pct_total_money_won
T179,T179,Huilin Zhang,1,2.62,"42,500","1,620,000",2017,pct_total_money_won
181,181,Rick Lamb,19,2.61,"524,372","20,088,002",2017,pct_total_money_won
182,182,Nathan Holman,1,2.6,"42,125","1,620,000",2017,pct_total_money_won
183,183,Harris English,27,2.53,"864,960","34,137,002",2017,pct_total_money_won
184,184,Smylie Kaufman,26,2.52,"784,758","31,104,000",2017,pct_total_money_won
185,185,Sam Saunders,24,2.5,"678,117","27,072,000",2017,pct_total_money_won
186,186,Cameron Percy,23,2.49,"623,694","25,038,000",2017,pct_total_money_won
187,187,Vaughn Taylor,26,2.48,"797,385","32,189,002",2017,pct_total_money_won
188,188,Cameron Tringale,28,2.46,"792,814","32,256,002",2017,pct_total_money_won
T189,190,Laurie Canter,1,2.45,"45,286","1,845,000",2017,pct_total_money_won
T189,189,Chad Collins,26,2.45,"693,743","28,368,000",2017,pct_total_money_won
191,191,Jason Gore,5,2.44,"133,125","5,454,000",2017,pct_total_money_won
T192,T192,Seamus Power,25,2.38,"646,180","27,198,002",2017,pct_total_money_won
T192,T195,Curtis Luck,12,2.38,"362,230","15,210,000",2017,pct_total_money_won
T192,T192,Trey Mullinax,28,2.38,"758,141","31,788,002",2017,pct_total_money_won
195,194,Harold Varner III,31,2.37,"918,779","38,722,002",2017,pct_total_money_won
T196,198,Marcus Fraser,3,2.36,"107,245","4,540,000",2017,pct_total_money_won
T196,T195,David Hearn,29,2.36,"800,710","33,966,002",2017,pct_total_money_won
198,T195,Matt Jones,20,2.35,"510,622","21,726,000",2017,pct_total_money_won
199,199,Michael Thompson,21,2.32,"568,991","24,480,002",2017,pct_total_money_won
200,200,Tag Ridings,20,2.31,"489,927","21,186,000",2017,pct_total_money_won
T201,T201,John Huh,28,2.27,"767,575","33,777,002",2017,pct_total_money_won
T201,T201,Kurt Kitayama,2,2.27,"39,257","1,728,000",2017,pct_total_money_won
203,T203,Young-han Song,4,2.25,"148,800","6,615,000",2017,pct_total_money_won
204,T203,Daniel Summerhays,29,2.24,"826,124","36,918,000",2017,pct_total_money_won
205,T205,Billy Hurley III,25,2.23,"719,579","32,198,002",2017,pct_total_money_won
T206,T205,J.J. Henry,29,2.21,"734,874","33,201,002",2017,pct_total_money_won
T206,T205,Johnson Wagner,26,2.21,"685,306","31,014,002",2017,pct_total_money_won
208,208,Richie Ramsay,2,2.2,"88,000","4,005,000",2017,pct_total_money_won
209,209,Jim Furyk,18,2.19,"558,098","25,442,002",2017,pct_total_money_won
210,T210,Joseph Bramlett,1,2.18,"23,516","1,080,000",2017,pct_total_money_won
211,T210,Tyrone Van Aswegen,32,2.16,"806,410","37,305,002",2017,pct_total_money_won
212,212,Zac Blair,32,2.11,"788,352","37,296,002",2017,pct_total_money_won
T213,T214,Chan Shih-chang,2,2.1,"60,570","2,880,000",2017,pct_total_money_won
T213,T214,Fabrizio Zanotti,6,2.1,"187,870","8,945,000",2017,pct_total_money_won
215,213,Ben Crane,26,2.09,"618,483","29,628,002",2017,pct_total_money_won
T216,T218,Joel Dahmen,16,2.08,"344,824","16,542,000",2017,pct_total_money_won
T216,T218,Jack Maguire,1,2.08,"44,975","2,160,000",2017,pct_total_money_won
T216,T214,J.T. Poston,28,2.08,"662,565","31,842,002",2017,pct_total_money_won
219,T214,Tom Hoge,17,2.07,"373,092","18,036,000",2017,pct_total_money_won
T220,T218,Jonathan Randolph,22,2.06,"511,032","24,804,002",2017,pct_total_money_won
T220,221,Ryan Armour,20,2.06,"443,006","21,546,000",2017,pct_total_money_won
T222,222,Retief Goosen,19,1.98,"414,363","20,934,000",2017,pct_total_money_won
T222,223,Shaun Norris,2,1.98,"69,250","3,505,000",2017,pct_total_money_won
224,224,Soomin Lee,2,1.97,"56,645","2,880,000",2017,pct_total_money_won
225,225,Satoshi Kodaira,4,1.96,"132,814","6,790,000",2017,pct_total_money_won
226,T226,Miguel Tabuena,3,1.95,"77,411","3,960,000",2017,pct_total_money_won
227,T226,Ricky Barnes,31,1.93,"697,624","36,090,002",2017,pct_total_money_won
228,228,John Peterson,15,1.92,"329,705","17,208,002",2017,pct_total_money_won
T229,T229,Julián Etulain,22,1.88,"448,214","23,832,002",2017,pct_total_money_won
T229,231,Robby Shelton,8,1.88,"157,512","8,388,000",2017,pct_total_money_won
T229,T229,Alex Cejka,28,1.88,"618,171","32,814,002",2017,pct_total_money_won
232,232,Hiroshi Iwata,10,1.83,"179,133","9,774,000",2017,pct_total_money_won
T233,T233,Matt Gilchrest,1,1.8,"11,326","630,000",2017,pct_total_money_won
T233,T233,Grant Leaver,1,1.8,"11,326","630,000",2017,pct_total_money_won
235,235,Jordan Niebrugge,2,1.79,"58,637","3,276,000",2017,pct_total_money_won
236,236,Jeunghun Wang,10,1.78,"307,605","17,301,000",2017,pct_total_money_won
237,237,Andres Romero,10,1.77,"196,518","11,110,000",2017,pct_total_money_won
238,238,Davis Love III,13,1.73,"257,270","14,886,000",2017,pct_total_money_won
239,239,Troy Merritt,28,1.71,"569,682","33,408,000",2017,pct_total_money_won
T240,240,Tim Wilkinson,22,1.69,"411,459","24,300,002",2017,pct_total_money_won
T240,241,Steve Wheatcroft,17,1.69,"309,518","18,360,000",2017,pct_total_money_won
T242,T242,Andrew Dodt,1,1.68,"31,070","1,845,000",2017,pct_total_money_won
T242,T242,Yi Keun Chang,1,1.68,"31,070","1,845,000",2017,pct_total_money_won
244,244,Lee McCoy,3,1.67,"56,667","3,402,000",2017,pct_total_money_won
T245,T246,Michael Putnam,6,1.64,"130,984","7,992,000",2017,pct_total_money_won
T245,T246,George Coetzee,2,1.64,"62,000","3,780,000",2017,pct_total_money_won
T247,245,Andrew Johnston,13,1.63,"293,233","17,937,000",2017,pct_total_money_won
T247,249,Brett Coletta,3,1.63,"66,410","4,086,000",2017,pct_total_money_won
249,T246,Andres Gonzales,24,1.62,"422,078","26,046,002",2017,pct_total_money_won
250,250,Scott Langley,3,1.57,"49,308","3,132,000",2017,pct_total_money_won
251,251,Brian Stuard,31,1.53,"588,806","38,516,002",2017,pct_total_money_won
T252,253,Mike Hendry,2,1.48,"52,000","3,505,000",2017,pct_total_money_won
T252,252,Will MacKenzie,16,1.48,"272,288","18,396,002",2017,pct_total_money_won
254,254,Bradley Dredge,2,1.46,"55,000","3,780,000",2017,pct_total_money_won
T255,T256,Larry Mize,1,1.4,"27,720","1,980,000",2017,pct_total_money_won
T255,255,Ryan Brehm,25,1.4,"396,258","28,224,002",2017,pct_total_money_won
T255,T256,Ryo Ishikawa,20,1.4,"319,748","22,824,002",2017,pct_total_money_won
T255,T256,Toby Tree,1,1.4,"25,843","1,845,000",2017,pct_total_money_won
T259,259,Shawn Stefani,26,1.38,"404,377","29,322,002",2017,pct_total_money_won
T259,260,Vijay Singh,18,1.38,"337,305","24,444,000",2017,pct_total_money_won
T261,T261,Paul Lawrie,2,1.36,"47,500","3,505,000",2017,pct_total_money_won
T261,T261,Grégory Bourdy,2,1.36,"51,500","3,780,000",2017,pct_total_money_won
T263,T263,Spencer Levin,31,1.33,"469,730","35,244,002",2017,pct_total_money_won
T263,T265,Michael Lorenzo-Vera,1,1.33,"24,500","1,845,000",2017,pct_total_money_won
T263,T265,David Lipsky,2,1.33,"46,625","3,505,000",2017,pct_total_money_won
266,T263,Boo Weekley,27,1.32,"416,929","31,482,002",2017,pct_total_money_won
267,267,Chase Seiffert,3,1.31,"38,047","2,898,000",2017,pct_total_money_won
T268,T268,Brandon Stone,6,1.3,"127,818","9,805,000",2017,pct_total_money_won
T268,T268,Yuta Ikeda,10,1.3,"222,562","17,063,000",2017,pct_total_money_won
T270,270,Fabián Gómez,21,1.28,"332,352","26,006,002",2017,pct_total_money_won
T270,271,Joseph Dean,1,1.28,"23,556","1,845,000",2017,pct_total_money_won
272,T272,Peter Lonard,1,1.27,"7,524","594,000",2017,pct_total_money_won
T273,T274,Carlos Ortiz,1,1.26,"15,820","1,260,002",2017,pct_total_money_won
T273,T274,Abraham Ancer,1,1.26,"15,820","1,260,002",2017,pct_total_money_won
T273,T274,Charlie Danielson,3,1.26,"31,302","2,484,000",2017,pct_total_money_won
276,277,Gaganjeet Bhullar,1,1.25,"15,750","1,260,000",2017,pct_total_money_won
277,278,Kent Bulle,1,1.24,"22,850","1,845,000",2017,pct_total_money_won
278,279,Justin Leonard,1,1.23,"13,702","1,116,000",2017,pct_total_money_won
T279,T280,Stuart Appleby,16,1.22,"206,607","16,956,000",2017,pct_total_money_won
T279,T280,Justin Lower,1,1.22,"16,425","1,350,000",2017,pct_total_money_won
T281,T280,Kyle Reifers,32,1.21,"454,570","37,566,002",2017,pct_total_money_won
T281,T272,Charlie Wi,6,1.21,"65,613","5,418,000",2017,pct_total_money_won
T283,T283,Padraig Harrington,11,1.2,"171,407","14,283,000",2017,pct_total_money_won
T283,T283,Cody Blick,1,1.2,"7,128","594,000",2017,pct_total_money_won
285,285,Matthew Griffin,3,1.19,"60,106","5,071,000",2017,pct_total_money_won
T286,T286,Danny Willett,11,1.17,"217,975","18,687,000",2017,pct_total_money_won
T286,T286,Chesson Hadley,8,1.17,"82,208","7,002,000",2017,pct_total_money_won
T286,T286,Daniel Obremski,1,1.17,"14,981","1,278,000",2017,pct_total_money_won
289,289,Thomas Aiken,1,1.16,"25,026","2,160,000",2017,pct_total_money_won
T290,T290,Chris Evans,1,1.14,"11,890","1,044,000",2017,pct_total_money_won
T290,T290,Alex Moon,1,1.14,"15,375","1,350,000",2017,pct_total_money_won
292,T292,Jonathan Garrick,2,1.13,"28,490","2,520,002",2017,pct_total_money_won
T293,T292,Brian Campbell,20,1.12,"237,537","21,294,000",2017,pct_total_money_won
T293,T292,Ángel Cabrera,16,1.12,"210,479","18,846,002",2017,pct_total_money_won
295,295,Jared Sawada,1,1.11,"12,000","1,080,000",2017,pct_total_money_won
296,T296,SSP Chawrasia,1,1.1,"13,860","1,260,000",2017,pct_total_money_won
T297,T296,Gonzalo Fernandez-Castaño,22,1.09,"258,162","23,634,002",2017,pct_total_money_won
T297,T296,Andrew Loupe,21,1.09,"273,070","25,056,000",2017,pct_total_money_won
T299,T299,Matt Atkins,1,1.08,"8,190","756,000",2017,pct_total_money_won
T299,T299,Wesley McClain,2,1.08,"25,744","2,376,000",2017,pct_total_money_won
T301,T299,Roberto Castro,25,1.07,"367,362","34,213,000",2017,pct_total_money_won
T301,T299,Peter Malnati,29,1.07,"358,541","33,498,002",2017,pct_total_money_won
T301,T303,Cyril Bouniol,1,1.07,"5,790","540,000",2017,pct_total_money_won
T301,T303,Talor Gooch,1,1.07,"23,213","2,160,000",2017,pct_total_money_won
305,305,Tyler Light,1,1.06,"22,971","2,160,000",2017,pct_total_money_won
T306,T306,Hyung-Sung Kim,1,1.04,"11,280","1,080,000",2017,pct_total_money_won
T306,T306,Anders Albertson,1,1.04,"11,280","1,080,000",2017,pct_total_money_won
T306,T306,Fred Funk,1,1.04,"11,280","1,080,000",2017,pct_total_money_won
T309,T309,Greg Chalmers,28,1.02,"344,631","33,854,002",2017,pct_total_money_won
T309,T309,Danny Chia,1,1.02,"12,880","1,260,000",2017,pct_total_money_won
T311,T309,K.J. Choi,25,1.01,"292,716","28,890,002",2017,pct_total_money_won
T311,T312,Robert Allenby,4,1.01,"32,851","3,240,000",2017,pct_total_money_won
T313,T312,Matt Every,30,1,"351,412","35,046,002",2017,pct_total_money_won
T313,314,Jon Curran,11,1,"128,092","12,816,002",2017,pct_total_money_won
315,T315,Hunter Mahan,26,0.94,"277,235","29,358,002",2017,pct_total_money_won
316,T315,Will Wilcox,14,0.93,"137,567","14,832,000",2017,pct_total_money_won
317,317,Brett Drewitt,19,0.92,"184,388","19,980,000",2017,pct_total_money_won
318,318,"Ted Potter, Jr.",2,0.91,"31,284","3,438,000",2017,pct_total_money_won
319,319,Roberto Díaz,3,0.9,"45,625","5,080,002",2017,pct_total_money_won
T320,T320,Mark Anderson,20,0.89,"188,806","21,258,000",2017,pct_total_money_won
T320,T320,John Merrick,9,0.89,"74,648","8,370,000",2017,pct_total_money_won
T322,T320,Steven Alker,23,0.88,"218,681","24,786,002",2017,pct_total_money_won
