RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
43,52,Kyoung-Hoon Lee,64,68.52,740,"1,080",-0.26,2019,gir_pct
T44,T44,Sungjae Im,78,68.47,912,"1,332",-0.3,2019,gir_pct
T44,53,John Senden,39,68.47,456,666,-0.21,2019,gir_pct
46,54,Nick Watney,57,68.45,653,954,-0.29,2019,gir_pct
47,55,Jim Knous,51,68.44,579,846,-0.25,2019,gir_pct
48,56,Matt Every,30,68.38,320,468,-0.36,2019,gir_pct
49,60,Bubba Watson,43,68.36,443,648,-0.26,2019,gir_pct
50,57,Brice Garnett,55,68.34,652,954,-0.27,2019,gir_pct
51,T44,Patrick Cantlay,45,68.33,492,720,-0.33,2019,gir_pct
52,T48,Branden Grace,56,68.29,590,864,-0.24,2019,gir_pct
53,58,Trey Mullinax,61,68.23,700,"1,026",-0.27,2019,gir_pct
54,59,John Chin,36,68.21,442,648,-0.24,2019,gir_pct
55,61,Kevin Streelman,55,68.13,650,954,-0.26,2019,gir_pct
56,62,Sepp Straka,44,68.12,515,756,-0.27,2019,gir_pct
57,T35,Chez Reavie,65,68.1,711,"1,044",-0.29,2019,gir_pct
58,33,Andrew Putnam,49,68.06,539,792,-0.3,2019,gir_pct
59,67,Josh Teater,39,68.02,453,666,-0.25,2019,gir_pct
60,T69,Adam Schenk,70,67.97,832,"1,224",-0.29,2019,gir_pct
61,75,Hank Lebioda,51,67.85,574,846,-0.27,2019,gir_pct
62,77,Cameron Tringale,48,67.8,537,792,-0.27,2019,gir_pct
T63,T78,Tyler Duncan,62,67.78,732,"1,080",-0.25,2019,gir_pct
T63,T78,Russell Henley,54,67.78,610,900,-0.23,2019,gir_pct
T63,T48,Kevin Tway,54,67.78,610,900,-0.26,2019,gir_pct
66,83,Shawn Stefani,53,67.69,597,882,-0.26,2019,gir_pct
67,84,Stewart Cink,33,67.68,402,594,-0.26,2019,gir_pct
68,T87,Danny Willett,39,67.66,475,702,-0.23,2019,gir_pct
69,T69,Joel Dahmen,72,67.65,828,"1,224",-0.3,2019,gir_pct
70,71,Ryan Moore,50,67.56,608,900,-0.29,2019,gir_pct
71,63,Adam Hadwin,58,67.49,656,972,-0.28,2019,gir_pct
72,73,Byeong Hun An,46,67.44,522,774,-0.31,2019,gir_pct
73,46,Danny Lee,56,67.39,655,972,-0.27,2019,gir_pct
T74,51,Bronson Burgoon,33,67.34,400,594,-0.25,2019,gir_pct
T74,72,Billy Horschel,65,67.34,703,"1,044",-0.26,2019,gir_pct
76,89,Cameron Davis,52,67.33,606,900,-0.27,2019,gir_pct
T77,90,Dominic Bozzelli,45,67.31,521,774,-0.33,2019,gir_pct
T77,T80,J.B. Holmes,50,67.31,521,774,-0.27,2019,gir_pct
T79,74,Tommy Fleetwood,43,67.28,436,648,-0.26,2019,gir_pct
T79,68,Harold Varner III,56,67.28,654,972,-0.28,2019,gir_pct
81,65,Luke List,50,67.26,569,846,-0.3,2019,gir_pct
82,50,Henrik Stenson,38,67.22,363,540,-0.22,2019,gir_pct
83,T87,Webb Simpson,49,67.15,556,828,-0.3,2019,gir_pct
84,91,Andrew Landry,52,67.13,580,864,-0.24,2019,gir_pct
85,86,Dylan Frittelli,51,67.12,592,882,-0.26,2019,gir_pct
86,92,Kramer Hickok,55,67.07,664,990,-0.26,2019,gir_pct
87,76,Abraham Ancer,61,67.06,676,"1,008",-0.3,2019,gir_pct
88,64,Adam Scott,37,66.98,422,630,-0.3,2019,gir_pct
89,95,Fabián Gómez,42,66.93,506,756,-0.23,2019,gir_pct
90,96,Roberto Castro,48,66.92,530,792,-0.24,2019,gir_pct
91,T97,Hunter Mahan,45,66.91,542,810,-0.28,2019,gir_pct
T92,999,Thorbjørn Olesen,27,66.9,289,432,-0.24,2019,gir_pct
T92,99,Sam Ryder,48,66.9,578,864,-0.31,2019,gir_pct
94,102,Matt Jones,61,66.76,685,"1,026",-0.29,2019,gir_pct
T95,93,Ryan Armour,58,66.67,696,"1,044",-0.23,2019,gir_pct
T95,94,Graeme McDowell,53,66.67,588,882,-0.28,2019,gir_pct
T95,T103,Peter Uihlein,55,66.67,636,954,-0.28,2019,gir_pct
98,105,Rory Sabbatini,63,66.57,707,"1,062",-0.29,2019,gir_pct
99,T80,Kevin Kisner,59,66.55,575,864,-0.28,2019,gir_pct
100,106,Ernie Els,42,66.53,479,720,-0.25,2019,gir_pct
101,100,Beau Hossler,60,66.48,718,"1,080",-0.28,2019,gir_pct
102,109,Hudson Swafford,55,66.46,634,954,-0.31,2019,gir_pct
103,110,Anders Albertson,46,66.41,526,792,-0.24,2019,gir_pct
104,101,Joaquin Niemann,56,66.36,645,972,-0.25,2019,gir_pct
105,T111,Chris Kirk,47,66.3,537,810,-0.26,2019,gir_pct
106,113,Harris English,68,66.25,787,"1,188",-0.27,2019,gir_pct
T107,T114,Scott Brown,56,66.24,620,936,-0.26,2019,gir_pct
T107,T114,Sebastián Muñoz,54,66.24,620,936,-0.3,2019,gir_pct
109,108,Sung Kang,65,66.23,751,"1,134",-0.29,2019,gir_pct
T110,66,Phil Mickelson,39,66.2,429,648,-0.32,2019,gir_pct
T110,T116,Seth Reeves,50,66.2,572,864,-0.28,2019,gir_pct
112,118,Adam Svensson,49,66.19,560,846,-0.25,2019,gir_pct
113,120,Chase Wright,51,66.1,583,882,-0.28,2019,gir_pct
114,T103,Bryson DeChambeau,39,66.05,428,648,-0.35,2019,gir_pct
T115,127,Tyrrell Hatton,38,66.01,404,612,-0.3,2019,gir_pct
T115,123,Scott Stallings,55,66.01,606,918,-0.3,2019,gir_pct
117,85,Louis Oosthuizen,39,65.97,380,576,-0.27,2019,gir_pct
118,126,Wes Roach,41,65.95,463,702,-0.25,2019,gir_pct
119,T80,Pat Perez,47,65.93,534,810,-0.27,2019,gir_pct
120,129,Kyle Stanley,51,65.82,545,828,-0.24,2019,gir_pct
121,T111,Tony Finau,55,65.78,592,900,-0.33,2019,gir_pct
122,131,Brian Stuard,68,65.71,757,"1,152",-0.26,2019,gir_pct
123,130,Adam Long,46,65.7,544,828,-0.22,2019,gir_pct
124,122,Kevin Na,50,65.68,532,810,-0.27,2019,gir_pct
125,133,Tom Hoge,64,65.65,709,"1,080",-0.25,2019,gir_pct
126,134,Whee Kim,51,65.6,555,846,-0.24,2019,gir_pct
T127,121,Chesson Hadley,52,65.56,590,900,-0.28,2019,gir_pct
T127,135,Denny McCarthy,59,65.56,649,990,-0.31,2019,gir_pct
129,136,Vaughn Taylor,61,65.54,696,"1,062",-0.32,2019,gir_pct
130,138,Si Woo Kim,59,65.53,637,972,-0.35,2019,gir_pct
131,137,Bud Cauley,53,65.51,625,954,-0.32,2019,gir_pct
132,107,Alex Noren,41,65.5,448,684,-0.24,2019,gir_pct
133,T124,Lucas Bjerregaard,35,65.48,330,504,-0.21,2019,gir_pct
134,140,Austin Cook,40,65.43,424,648,-0.28,2019,gir_pct
135,119,Charley Hoffman,52,65.39,565,864,-0.29,2019,gir_pct
T136,T141,Justin Rose,34,65.37,353,540,-0.36,2019,gir_pct
T136,143,Chris Thompson,30,65.37,353,540,-0.2,2019,gir_pct
138,T124,C.T. Pan,60,65.33,682,"1,044",-0.28,2019,gir_pct
139,144,Brandon Harkins,65,65.3,717,"1,098",-0.3,2019,gir_pct
140,145,David Hearn,39,65.24,411,630,-0.26,2019,gir_pct
141,T116,Michael Thompson,50,65.22,587,900,-0.29,2019,gir_pct
142,149,Ben Silverman,46,65.1,539,828,-0.25,2019,gir_pct
143,150,Nick Taylor,64,65.09,703,"1,080",-0.3,2019,gir_pct
144,151,Aaron Baddeley,43,64.99,503,774,-0.31,2019,gir_pct
145,153,J.J. Henry,36,64.93,374,576,-0.18,2019,gir_pct
T146,139,Max Homa,53,64.92,596,918,-0.27,2019,gir_pct
T146,154,John Huh,35,64.92,409,630,-0.23,2019,gir_pct
148,T141,Sergio Garcia,37,64.88,327,504,-0.32,2019,gir_pct
149,155,Wyndham Clark,57,64.85,642,990,-0.35,2019,gir_pct
150,T157,Patrick Rodgers,44,64.77,513,792,-0.29,2019,gir_pct
151,160,"Ted Potter, Jr.",48,64.73,536,828,-0.26,2019,gir_pct
152,147,J.T. Poston,70,64.65,768,"1,188",-0.28,2019,gir_pct
T153,161,Roger Sloan,54,64.61,628,972,-0.29,2019,gir_pct
T153,152,Jordan Spieth,49,64.61,535,828,-0.33,2019,gir_pct
T155,T162,Jonas Blixt,58,64.58,651,"1,008",-0.3,2019,gir_pct
T155,T162,Derek Fathauer,26,64.58,279,432,-0.24,2019,gir_pct
T155,132,Patrick Reed,53,64.58,558,864,-0.3,2019,gir_pct
158,164,Roberto Díaz,49,64.57,523,810,-0.27,2019,gir_pct
159,174,Jimmy Walker,53,64.36,614,954,-0.22,2019,gir_pct
160,128,Rafa Cabrera Bello,53,64.33,579,900,-0.3,2019,gir_pct
161,165,Patton Kizzire,54,64.32,602,936,-0.31,2019,gir_pct
162,169,Sam Saunders,51,64.27,590,918,-0.25,2019,gir_pct
163,170,Jonathan Byrd,39,64.26,428,666,-0.27,2019,gir_pct
164,172,Robert Streb,54,64.22,578,900,-0.26,2019,gir_pct
165,148,Daniel Berger,40,64.17,462,720,-0.29,2019,gir_pct
166,159,Richy Werenski,59,64.13,658,"1,026",-0.29,2019,gir_pct
167,173,Brady Schnell,36,64.04,415,648,-0.25,2019,gir_pct
168,171,Sam Burns,61,63.94,679,"1,062",-0.32,2019,gir_pct
T169,175,Sangmoon Bae,38,63.89,414,648,-0.23,2019,gir_pct
T169,T167,Haotong Li,28,63.89,276,432,-0.25,2019,gir_pct
T169,T157,Cameron Smith,53,63.89,552,864,-0.31,2019,gir_pct
172,176,Ben Crane,33,63.8,379,594,-0.28,2019,gir_pct
173,166,Kelly Kraft,59,63.54,629,990,-0.28,2019,gir_pct
174,178,Julián Etulain,53,63.49,560,882,-0.27,2019,gir_pct
175,180,Matthew Fitzpatrick,34,63.44,354,558,-0.29,2019,gir_pct
176,179,Mackenzie Hughes,50,63.41,525,828,-0.26,2019,gir_pct
177,T181,Jim Herman,35,63.33,399,630,-0.26,2019,gir_pct
178,184,Joey Garber,40,63.27,410,648,-0.23,2019,gir_pct
T179,177,Brian Gay,69,63.16,739,"1,170",-0.29,2019,gir_pct
T179,183,Brandt Snedeker,60,63.16,648,"1,026",-0.29,2019,gir_pct
181,185,Chris Stroud,48,63.13,500,792,-0.28,2019,gir_pct
182,186,Grayson Murray,36,63.12,409,648,-0.29,2019,gir_pct
183,187,Stephan Jaeger,55,63.07,579,918,-0.27,2019,gir_pct
184,195,Francesco Molinari,37,62.96,340,540,-0.28,2019,gir_pct
185,190,Ryan Blaum,65,62.84,690,"1,098",-0.29,2019,gir_pct
186,188,Zach Johnson,44,62.75,497,792,-0.26,2019,gir_pct
187,T181,Justin Harding,31,62.73,271,432,-0.31,2019,gir_pct
188,191,Ollie Schniederjans,59,62.57,642,"1,026",-0.32,2019,gir_pct
189,193,Kyle Jones,47,62.47,506,810,-0.21,2019,gir_pct
190,196,Bill Haas,50,62.32,516,828,-0.26,2019,gir_pct
191,197,José de Jesús Rodríguez,47,62.29,527,846,-0.28,2019,gir_pct
192,200,Martin Piller,28,62.1,313,504,-0.29,2019,gir_pct
193,201,Curtis Luck,49,61.98,502,810,-0.28,2019,gir_pct
194,198,Michael Kim,47,61.85,501,810,-0.23,2019,gir_pct
195,194,Satoshi Kodaira,51,61.81,534,864,-0.24,2019,gir_pct
196,202,Scott Langley,54,61.75,578,936,-0.3,2019,gir_pct
197,203,Peter Malnati,52,61.69,533,864,-0.3,2019,gir_pct
198,192,Kiradech Aphibarnrat,43,61.67,444,720,-0.3,2019,gir_pct
199,204,Alex Cejka,39,61.59,388,630,-0.22,2019,gir_pct
200,189,Martin Kaymer,30,61.48,332,540,-0.25,2019,gir_pct
201,199,Martin Trainer,47,61.47,520,846,-0.3,2019,gir_pct
T202,T205,D.A. Points,33,61.28,364,594,-0.21,2019,gir_pct
T202,T205,Charl Schwartzel,34,61.28,353,576,-0.28,2019,gir_pct
204,207,Anirban Lahiri,46,61.24,463,756,-0.27,2019,gir_pct
205,999,Shane Lowry,26,61.11,231,378,-0.24,2019,gir_pct
206,208,Rod Pampling,34,60.76,350,576,-0.19,2019,gir_pct
207,209,Freddie Jacobson,37,60,378,630,-0.28,2019,gir_pct
208,211,Cody Gribble,48,59.85,474,792,-0.32,2019,gir_pct
209,212,Seamus Power,54,59.78,538,900,-0.27,2019,gir_pct
210,210,Matt Wallace,31,59.52,300,504,-0.28,2019,gir_pct
211,213,Brian Harman,55,58.91,562,954,-0.26,2019,gir_pct
