RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
122,122,Gonzalo Fernandez-Castaño,83,-0.12,-8.265,69,2014,sg_putting
123,123,Seung-Yul Noh,92,-0.121,-9.089,75,2014,sg_putting
124,124,Stewart Cink,91,-0.131,-9.399,72,2014,sg_putting
125,125,Woody Austin,63,-0.137,-7.81,57,2014,sg_putting
126,126,Carl Pettersson,91,-0.138,-11.737,85,2014,sg_putting
127,127,Martin Flores,85,-0.144,-9.76,68,2014,sg_putting
128,128,Shawn Stefani,60,-0.146,-8.331,57,2014,sg_putting
129,129,Gary Woodland,93,-0.149,-10.847,73,2014,sg_putting
130,130,Martin Laird,66,-0.154,-8.49,55,2014,sg_putting
131,131,Briny Baird,50,-0.156,-7.024,45,2014,sg_putting
132,132,Kevin Tway,64,-0.157,-7.357,47,2014,sg_putting
133,133,John Huh,87,-0.159,-11.142,70,2014,sg_putting
134,134,Robert Allenby,83,-0.163,-11.431,70,2014,sg_putting
135,135,Henrik Stenson,56,-0.17,-6.447,38,2014,sg_putting
136,136,Ernie Els,85,-0.171,-10.756,63,2014,sg_putting
137,137,J.J. Henry,91,-0.187,-14.566,78,2014,sg_putting
138,138,Hudson Swafford,75,-0.2,-11.617,58,2014,sg_putting
139,139,Willy Wilcox,51,-0.204,-8.141,40,2014,sg_putting
140,140,"Ted Potter, Jr.",68,-0.216,-12.934,60,2014,sg_putting
141,141,Josh Teater,90,-0.218,-16.385,75,2014,sg_putting
142,142,Charlie Beljan,76,-0.231,-15.491,67,2014,sg_putting
143,143,John Rollins,84,-0.252,-16.864,67,2014,sg_putting
144,144,Jonathan Byrd,76,-0.271,-17.614,65,2014,sg_putting
145,145,Kevin Chappell,100,-0.278,-24.167,87,2014,sg_putting
146,146,Scott Stallings,77,-0.305,-19.191,63,2014,sg_putting
147,147,James Hahn,82,-0.306,-22.332,73,2014,sg_putting
148,148,Rory Sabbatini,82,-0.326,-21.162,65,2014,sg_putting
149,149,Geoff Ogilvy,84,-0.331,-24.193,73,2014,sg_putting
150,150,D.A. Points,75,-0.344,-18.917,55,2014,sg_putting
151,151,Davis Love III,74,-0.361,-22.774,63,2014,sg_putting
152,152,Jim Herman,62,-0.362,-17.364,48,2014,sg_putting
153,153,Jhonattan Vegas,77,-0.37,-23.675,64,2014,sg_putting
154,154,Roberto Castro,76,-0.384,-22.671,59,2014,sg_putting
155,155,Bud Cauley,56,-0.389,-17.896,46,2014,sg_putting
156,156,Hideki Matsuyama,82,-0.393,-25.129,64,2014,sg_putting
T157,T157,Ken Duke,80,-0.409,-26.967,66,2014,sg_putting
T157,T157,Michael Putnam,106,-0.409,-37.202,91,2014,sg_putting
159,159,Troy Matteson,62,-0.422,-20.683,49,2014,sg_putting
160,160,Louis Oosthuizen,50,-0.429,-12.882,30,2014,sg_putting
161,161,Chad Campbell,57,-0.434,-19.952,46,2014,sg_putting
162,162,Kevin Stadler,90,-0.467,-30.351,65,2014,sg_putting
163,163,Trevor Immelman,84,-0.474,-31.78,67,2014,sg_putting
164,164,Mark Wilson,69,-0.539,-30.747,57,2014,sg_putting
165,165,Derek Ernst,80,-0.558,-35.154,63,2014,sg_putting
166,166,John Merrick,87,-0.568,-40.919,72,2014,sg_putting
167,167,Jason Dufner,57,-0.576,-24.208,42,2014,sg_putting
168,168,Vijay Singh,83,-0.579,-43.983,76,2014,sg_putting
169,169,Steven Bowditch,93,-0.581,-45.28,78,2014,sg_putting
170,170,Jamie Lovemark,64,-0.585,-27.518,47,2014,sg_putting
171,171,Nicholas Thompson,85,-0.622,-43.514,70,2014,sg_putting
172,172,Jeff Maggert,54,-0.652,-28.696,44,2014,sg_putting
173,173,Jim Renner,61,-0.792,-41.196,52,2014,sg_putting
174,174,John Peterson,62,-0.819,-45.067,55,2014,sg_putting
175,175,Boo Weekley,73,-1.152,-64.497,56,2014,sg_putting
176,176,Kyle Stanley,87,-1.385,-99.737,72,2014,sg_putting
177,177,Lucas Glover,68,-1.475,-69.302,47,2014,sg_putting
