RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
66,66,Will MacKenzie,27,5.86,"$1,853,822","$31,644,000",2014,pct_total_money_won
67,67,Charles Howell III,29,5.85,"$1,997,044","$34,110,000",2014,pct_total_money_won
68,68,Freddie Jacobson,27,5.82,"$1,901,789","$32,661,787",2014,pct_total_money_won
69,69,Cameron Tringale,31,5.77,"$2,169,722","$37,629,787",2014,pct_total_money_won
70,70,Geoff Ogilvy,26,5.76,"$1,809,632","$31,410,000",2014,pct_total_money_won
T71,T71,K.J. Choi,23,5.74,"$1,677,847","$29,223,787",2014,pct_total_money_won
T71,T71,Robert Streb,21,5.74,"$1,300,074","$22,662,000",2014,pct_total_money_won
73,73,Brooks Koepka,16,5.58,"$1,043,114","$18,693,787",2014,pct_total_money_won
T74,T74,Ernie Els,24,5.56,"$1,799,569","$32,351,787",2014,pct_total_money_won
T74,T74,Brian Stuard,29,5.56,"$1,852,531","$33,300,000",2014,pct_total_money_won
76,76,Jerry Kelly,23,5.44,"$1,451,058","$26,676,000",2014,pct_total_money_won
77,77,Miguel Angel Jiménez,8,5.43,"$689,000","$12,695,787",2014,pct_total_money_won
78,78,Mikko Ilonen,5,5.42,"$429,475","$7,925,787",2014,pct_total_money_won
79,79,Jason Bohn,25,5.38,"$1,585,189","$29,448,000",2014,pct_total_money_won
80,80,Jaco Van Zyl,1,5.36,"$75,100","$1,400,000",2014,pct_total_money_won
81,81,Jason Kokrak,19,5.27,"$1,200,381","$22,770,000",2014,pct_total_money_won
82,82,Erik Compton,28,5.26,"$1,796,143","$34,137,787",2014,pct_total_money_won
83,83,Ben Crane,25,5.11,"$1,534,633","$30,024,000",2014,pct_total_money_won
84,84,George Coetzee,6,5.06,"$428,239","$8,465,787",2014,pct_total_money_won
85,85,Brandt Snedeker,25,5.04,"$1,652,379","$32,789,787",2014,pct_total_money_won
86,86,Chesson Hadley,29,4.99,"$1,703,315","$34,137,787",2014,pct_total_money_won
87,87,Ben Martin,26,4.98,"$1,482,835","$29,763,787",2014,pct_total_money_won
T88,T88,Ryo Ishikawa,24,4.94,"$1,380,579","$27,923,787",2014,pct_total_money_won
T88,T88,Camilo Villegas,29,4.94,"$1,642,124","$33,264,000",2014,pct_total_money_won
90,90,Russell Knox,26,4.93,"$1,513,630","$30,726,000",2014,pct_total_money_won
91,91,Alvaro Quiros,2,4.92,"$84,171","$1,710,000",2014,pct_total_money_won
92,92,Steven Bowditch,30,4.9,"$1,734,692","$35,424,000",2014,pct_total_money_won
93,93,Lee Westwood,18,4.89,"$1,223,104","$24,989,787",2014,pct_total_money_won
94,94,Jonas Blixt,21,4.76,"$1,342,197","$28,181,787",2014,pct_total_money_won
95,95,Marc Warren,2,4.74,"$164,141","$3,465,787",2014,pct_total_money_won
96,96,Daniel Summerhays,27,4.69,"$1,509,542","$32,184,000",2014,pct_total_money_won
97,97,Kiradech Aphibarnrat,9,4.64,"$584,428","$12,605,787",2014,pct_total_money_won
98,98,Scott Hend,3,4.62,"$193,766","$4,190,000",2014,pct_total_money_won
99,99,Justin Hicks,30,4.61,"$1,544,061","$33,480,000",2014,pct_total_money_won
T100,T100,Mark Brown,1,4.57,"$64,000","$1,400,000",2014,pct_total_money_won
T100,T100,Wenyi Huang,1,4.57,"$64,000","$1,400,000",2014,pct_total_money_won
102,102,David Howell,3,4.55,"$208,942","$4,595,787",2014,pct_total_money_won
103,103,Thomas Bjørn,9,4.51,"$629,950","$13,955,787",2014,pct_total_money_won
T104,T104,Stuart Appleby,29,4.5,"$1,477,970","$32,832,000",2014,pct_total_money_won
T104,T104,Pat Perez,25,4.5,"$1,315,080","$29,196,000",2014,pct_total_money_won
106,106,Marcel Siem,3,4.49,"$156,679","$3,492,000",2014,pct_total_money_won
107,107,Morgan Hoffmann,32,4.45,"$1,595,922","$35,874,000",2014,pct_total_money_won
108,108,Andrew Svoboda,24,4.44,"$1,168,072","$26,298,000",2014,pct_total_money_won
109,109,Paul Casey,16,4.37,"$877,968","$20,075,787",2014,pct_total_money_won
110,110,Brendan Steele,26,4.33,"$1,359,889","$31,383,787",2014,pct_total_money_won
111,111,Shane Lowry,3,4.28,"$217,866","$5,085,787",2014,pct_total_money_won
112,112,Siddikur Rahman,1,4.24,"$53,433","$1,260,000",2014,pct_total_money_won
113,113,Carl Pettersson,28,4.22,"$1,348,393","$31,950,000",2014,pct_total_money_won
114,114,Scott Brown,30,4.21,"$1,441,724","$34,260,000",2014,pct_total_money_won
T115,T115,Haotong Li,1,4.14,"$58,000","$1,400,000",2014,pct_total_money_won
T115,T115,Louis Oosthuizen,16,4.14,"$946,134","$22,829,787",2014,pct_total_money_won
117,117,Jeff Overton,24,4.12,"$1,115,467","$27,054,000",2014,pct_total_money_won
T118,T118,Kevin Chappell,28,4.1,"$1,343,411","$32,760,000",2014,pct_total_money_won
T118,T118,Troy Merritt,20,4.1,"$882,864","$21,510,000",2014,pct_total_money_won
120,120,Matteo Manassero,10,4.07,"$559,317","$13,757,787",2014,pct_total_money_won
121,121,Scott Stallings,28,3.97,"$1,385,688","$34,893,787",2014,pct_total_money_won
122,122,Byeong Hun An,1,3.92,"$65,350","$1,665,787",2014,pct_total_money_won
123,123,William McGirt,29,3.91,"$1,275,737","$32,616,000",2014,pct_total_money_won
124,124,Robert Garrigus,25,3.86,"$1,095,474","$28,404,000",2014,pct_total_money_won
125,125,Jay McLuen,2,3.83,"$84,171","$2,196,000",2014,pct_total_money_won
126,126,Billy Hurley III,26,3.81,"$1,145,299","$30,069,787",2014,pct_total_money_won
127,127,Andres Gonzales,2,3.79,"$75,000","$1,980,000",2014,pct_total_money_won
128,128,Jason Gore,7,3.74,"$273,857","$7,326,000",2014,pct_total_money_won
129,129,David Toms,20,3.71,"$801,354","$21,618,000",2014,pct_total_money_won
130,130,Michael Thompson,22,3.7,"$932,300","$25,220,000",2014,pct_total_money_won
T131,T131,Daniel Berger,1,3.68,"$59,588","$1,620,000",2014,pct_total_money_won
T131,T131,Darren Fichardt,2,3.68,"$107,750","$2,930,000",2014,pct_total_money_won
133,133,Steven Ihm,1,3.62,"$30,628","$846,000",2014,pct_total_money_won
T134,T134,Scott Langley,29,3.56,"$1,151,496","$32,346,000",2014,pct_total_money_won
T134,T134,Willy Wilcox,16,3.56,"$586,158","$16,470,000",2014,pct_total_money_won
136,136,Martin Flores,26,3.53,"$1,035,446","$29,322,000",2014,pct_total_money_won
T137,T137,Hiroyuki Fujita,1,3.5,"$49,000","$1,400,000",2014,pct_total_money_won
T137,T137,Mike Hendry,1,3.5,"$49,000","$1,400,000",2014,pct_total_money_won
139,139,David Hearn,28,3.48,"$1,138,323","$32,697,787",2014,pct_total_money_won
T140,T140,Aaron Baddeley,24,3.44,"$942,558","$27,414,000",2014,pct_total_money_won
T140,T140,Rory Sabbatini,26,3.44,"$1,024,735","$29,754,000",2014,pct_total_money_won
T142,T142,Rafael Campos,1,3.38,"$21,306","$630,000",2014,pct_total_money_won
T142,T142,Emiliano Grillo,1,3.38,"$21,306","$630,000",2014,pct_total_money_won
T142,T142,David Skinns,1,3.38,"$21,306","$630,000",2014,pct_total_money_won
T145,T145,Grégory Bourdy,2,3.34,"$102,458","$3,065,787",2014,pct_total_money_won
T145,T145,Kevin Kisner,26,3.34,"$954,497","$28,584,000",2014,pct_total_money_won
T145,T145,Vijay Singh,25,3.34,"$989,027","$29,610,000",2014,pct_total_money_won
148,148,Chris Wood,3,3.33,"$162,251","$4,865,787",2014,pct_total_money_won
149,149,Bo Van Pelt,25,3.3,"$982,218","$29,768,000",2014,pct_total_money_won
150,150,Jon Curran,1,3.29,"$37,952","$1,152,000",2014,pct_total_money_won
151,151,Thongchai Jaidee,9,3.28,"$475,211","$14,495,787",2014,pct_total_money_won
152,152,Alexander Levy,2,3.26,"$108,500","$3,330,000",2014,pct_total_money_won
153,153,Bud Cauley,19,3.21,"$647,886","$20,178,000",2014,pct_total_money_won
154,154,Briny Baird,17,3.2,"$616,315","$19,278,000",2014,pct_total_money_won
155,155,Stephen Gallacher,12,3.19,"$561,250","$17,573,787",2014,pct_total_money_won
156,156,Kristoffer Broberg,1,3.18,"$52,963","$1,665,787",2014,pct_total_money_won
157,157,Gaganjeet Bhullar,2,3.16,"$83,925","$2,660,000",2014,pct_total_money_won
158,158,Mike Weir,25,3.12,"$854,413","$27,414,000",2014,pct_total_money_won
T159,T159,Brad Fritsch,18,3.1,"$568,391","$18,360,000",2014,pct_total_money_won
T159,T159,Justin Leonard,22,3.1,"$807,949","$26,037,787",2014,pct_total_money_won
T159,T159,WC Liang,2,3.1,"$93,500","$3,020,000",2014,pct_total_money_won
T162,T162,Jhonattan Vegas,23,3.08,"$751,762","$24,390,000",2014,pct_total_money_won
T162,T162,Tim Wilkinson,25,3.08,"$824,179","$26,784,000",2014,pct_total_money_won
164,164,Daniel Popovic,1,3.06,"$42,875","$1,400,000",2014,pct_total_money_won
165,165,Hideto Tanihara,3,3.05,"$119,000","$3,906,000",2014,pct_total_money_won
166,166,Brendon de Jonge,31,3.03,"$1,171,395","$38,655,787",2014,pct_total_money_won
T167,T167,Stewart Cink,25,3.02,"$929,165","$30,735,787",2014,pct_total_money_won
T167,T167,Fabrizio Zanotti,2,3.02,"$100,575","$3,330,000",2014,pct_total_money_won
169,169,José María Olazábal,1,3,"$48,600","$1,620,000",2014,pct_total_money_won
170,170,John Huh,28,2.98,"$974,042","$32,706,000",2014,pct_total_money_won
171,171,Bryce Molder,25,2.97,"$828,605","$27,900,000",2014,pct_total_money_won
172,172,Raphael Jacquelin,1,2.95,"$41,250","$1,400,000",2014,pct_total_money_won
173,173,Jin Jeong,3,2.94,"$135,250","$4,595,787",2014,pct_total_money_won
174,174,Mu Hu,1,2.91,"$40,750","$1,400,000",2014,pct_total_money_won
175,175,Scott Piercy,12,2.9,"$411,634","$14,216,000",2014,pct_total_money_won
176,176,Mingjie Huang,1,2.88,"$40,250","$1,400,000",2014,pct_total_money_won
177,177,Nick Watney,25,2.86,"$913,397","$31,937,787",2014,pct_total_money_won
178,178,Gonzalo Fernandez-Castaño,25,2.85,"$926,492","$32,549,787",2014,pct_total_money_won
179,179,Luke Guthrie,26,2.83,"$840,555","$29,736,000",2014,pct_total_money_won
T180,T180,Retief Goosen,26,2.81,"$826,072","$29,448,000",2014,pct_total_money_won
T180,T180,Daisuke Maruyama,1,2.81,"$43,000","$1,530,000",2014,pct_total_money_won
T182,T182,Jim Renner,25,2.79,"$763,978","$27,360,000",2014,pct_total_money_won
T182,T182,Yoshitaka Takeya,1,2.79,"$42,625","$1,530,000",2014,pct_total_money_won
184,184,Tano Goya,1,2.75,"$42,000","$1,530,000",2014,pct_total_money_won
185,185,Boo Weekley,24,2.72,"$832,673","$30,557,787",2014,pct_total_money_won
186,186,Andres Romero,26,2.7,"$782,184","$29,016,000",2014,pct_total_money_won
187,187,Fred Couples,3,2.68,"$101,160","$3,780,000",2014,pct_total_money_won
188,188,Bernd Wiesberger,4,2.66,"$175,888","$6,615,787",2014,pct_total_money_won
189,189,Brian Davis,28,2.64,"$842,539","$31,878,000",2014,pct_total_money_won
190,190,Peter Hanson,13,2.61,"$415,530","$15,926,000",2014,pct_total_money_won
T191,T191,Martin Laird,20,2.6,"$583,662","$22,470,000",2014,pct_total_money_won
T191,T191,Danny Lee,28,2.6,"$781,294","$30,024,000",2014,pct_total_money_won
T193,T193,Chad Campbell,18,2.57,"$470,797","$18,342,000",2014,pct_total_money_won
T193,T193,Joost Luiten,9,2.57,"$368,250","$14,301,787",2014,pct_total_money_won
195,195,Sangmoon Bae,24,2.54,"$718,110","$28,230,000",2014,pct_total_money_won
196,196,Charlie Beljan,26,2.52,"$712,651","$28,296,000",2014,pct_total_money_won
197,197,Michael Putnam,30,2.46,"$818,798","$33,228,000",2014,pct_total_money_won
T198,T198,Ricky Barnes,27,2.45,"$706,854","$28,818,000",2014,pct_total_money_won
T198,T198,Andrew Loupe,22,2.45,"$563,120","$22,968,000",2014,pct_total_money_won
200,200,Joe Durant,15,2.43,"$369,267","$15,210,000",2014,pct_total_money_won
201,201,James Hahn,27,2.42,"$735,259","$30,330,000",2014,pct_total_money_won
T202,T202,Jonathan Byrd,24,2.38,"$617,014","$25,902,000",2014,pct_total_money_won
T202,T202,Ben Curtis,24,2.38,"$625,515","$26,307,787",2014,pct_total_money_won
T204,T204,Max Homa,8,2.35,"$195,924","$8,352,000",2014,pct_total_money_won
T204,T204,David Lingmerth,26,2.35,"$676,660","$28,764,000",2014,pct_total_money_won
T206,T206,Lucas Bjerregaard,1,2.33,"$37,754","$1,620,000",2014,pct_total_money_won
T206,T206,Zac Blair,1,2.33,"$37,754","$1,620,000",2014,pct_total_money_won
T206,T206,Garth Mulroy,1,2.33,"$37,754","$1,620,000",2014,pct_total_money_won
209,209,Heath Slocum,23,2.32,"$566,166","$24,444,000",2014,pct_total_money_won
210,210,Nicholas Thompson,30,2.19,"$713,377","$32,598,000",2014,pct_total_money_won
211,211,Steve Marino,13,2.18,"$294,565","$13,518,000",2014,pct_total_money_won
212,212,Branden Grace,11,2.16,"$334,368","$15,485,787",2014,pct_total_money_won
213,213,Justin Thomas,7,2.14,"$170,236","$7,938,000",2014,pct_total_money_won
214,214,Richard Lee,27,2.09,"$618,443","$29,610,000",2014,pct_total_money_won
215,215,Brian Gay,26,2.08,"$605,368","$29,054,000",2014,pct_total_money_won
216,216,Brice Garnett,28,2.07,"$617,804","$29,790,000",2014,pct_total_money_won
T217,T217,Seuk-hyun Baek,2,2.06,"$54,700","$2,660,000",2014,pct_total_money_won
T217,T217,Rod Pampling,7,2.06,"$154,051","$7,488,000",2014,pct_total_money_won
219,219,Masahiro Kawamura,2,2.03,"$49,000","$2,408,000",2014,pct_total_money_won
220,220,Koumei Oda,2,2.01,"$69,752","$3,465,787",2014,pct_total_money_won
221,221,Wes Roach,22,1.98,"$453,616","$22,932,000",2014,pct_total_money_won
222,222,Greg Chalmers,27,1.94,"$578,979","$29,826,000",2014,pct_total_money_won
223,223,Thorbjørn Olesen,14,1.93,"$335,221","$17,379,787",2014,pct_total_money_won
224,224,Eric Axley,10,1.92,"$180,734","$9,414,000",2014,pct_total_money_won
225,225,Roberto Castro,27,1.89,"$615,933","$32,517,787",2014,pct_total_money_won
226,226,Brett Rumford,3,1.87,"$86,000","$4,595,787",2014,pct_total_money_won
227,227,Dicky Pride,13,1.86,"$243,592","$13,104,000",2014,pct_total_money_won
228,228,Hudson Swafford,26,1.84,"$513,883","$27,864,000",2014,pct_total_money_won
T229,T229,J.J. Henry,28,1.83,"$554,614","$30,330,000",2014,pct_total_money_won
T229,T229,Prayad Marksaeng,1,1.83,"$23,100","$1,260,000",2014,pct_total_money_won
T229,T229,John Merrick,25,1.83,"$516,148","$28,172,000",2014,pct_total_money_won
T229,T229,Kevin Penner,1,1.83,"$19,800","$1,080,000",2014,pct_total_money_won
T229,T229,Danny Willett,3,1.83,"$92,828","$5,085,787",2014,pct_total_money_won
234,234,Tommy Gainey,26,1.81,"$490,589","$27,144,000",2014,pct_total_money_won
T235,T235,Tommy Fleetwood,3,1.79,"$87,000","$4,865,787",2014,pct_total_money_won
T235,T235,Kenny Perry,5,1.79,"$130,588","$7,308,000",2014,pct_total_money_won
237,237,Ryan Sullivan,1,1.78,"$11,223","$630,000",2014,pct_total_money_won
238,238,Tyrone Van Aswegen,25,1.74,"$454,856","$26,082,000",2014,pct_total_money_won
T239,T239,Jeff Maggert,19,1.66,"$360,156","$21,726,000",2014,pct_total_money_won
T239,T239,Sam Saunders,1,1.66,"$18,476","$1,116,000",2014,pct_total_money_won
241,241,Robert Allenby,29,1.64,"$514,288","$31,338,000",2014,pct_total_money_won
242,242,Troy Matteson,23,1.62,"$387,796","$23,958,000",2014,pct_total_money_won
243,243,Ken Duke,25,1.58,"$455,589","$28,856,000",2014,pct_total_money_won
244,244,Johnson Wagner,24,1.54,"$393,728","$25,506,000",2014,pct_total_money_won
T245,T245,Sean O'Hair,25,1.53,"$408,793","$26,694,000",2014,pct_total_money_won
T245,T245,Kyle Stanley,28,1.53,"$473,580","$30,978,000",2014,pct_total_money_won
T247,T247,Trevor Immelman,28,1.48,"$447,516","$30,168,000",2014,pct_total_money_won
T247,T247,Jamie Lovemark,20,1.48,"$305,943","$20,682,000",2014,pct_total_money_won
T247,T247,David Lynn,11,1.48,"$207,413","$13,982,000",2014,pct_total_money_won
250,250,Peter Malnati,18,1.47,"$271,326","$18,450,000",2014,pct_total_money_won
251,251,"Ted Potter, Jr.",24,1.46,"$386,340","$26,442,000",2014,pct_total_money_won
T252,T252,Berry Henson,1,1.45,"$18,223","$1,260,000",2014,pct_total_money_won
T252,T252,Kevin Lucas,1,1.45,"$7,810","$540,000",2014,pct_total_money_won
254,254,Dawie van der Walt,2,1.44,"$46,000","$3,195,787",2014,pct_total_money_won
T255,T255,Mark Anderson,8,1.43,"$122,598","$8,550,000",2014,pct_total_money_won
T255,T255,John Mallinger,14,1.43,"$209,958","$14,670,000",2014,pct_total_money_won
T257,T257,Nicholas Lindheim,1,1.4,"$22,649","$1,620,000",2014,pct_total_money_won
T257,T257,Larry Mize,1,1.4,"$22,680","$1,620,000",2014,pct_total_money_won
T257,T257,Fran Quinn,1,1.4,"$22,649","$1,620,000",2014,pct_total_money_won
T257,T257,Charlie Wi,25,1.4,"$384,795","$27,414,000",2014,pct_total_money_won
T261,T261,Ashun Wu,2,1.38,"$42,375","$3,065,787",2014,pct_total_money_won
T261,T261,Josh Broadaway,1,1.38,"$13,671","$990,000",2014,pct_total_money_won
T263,T263,Chad Collins,28,1.37,"$408,433","$29,880,000",2014,pct_total_money_won
T263,T263,Tim Herron,15,1.37,"$212,771","$15,516,000",2014,pct_total_money_won
T263,T263,Jamie McLeary,1,1.37,"$22,808","$1,665,787",2014,pct_total_money_won
T263,T263,Chris Rodgers,1,1.37,"$22,808","$1,665,787",2014,pct_total_money_won
T267,T267,Oscar Fraustro,1,1.36,"$14,660","$1,080,000",2014,pct_total_money_won
T267,T267,Peter Uihlein,7,1.36,"$122,250","$8,969,787",2014,pct_total_money_won
T269,T269,Patrick Cantlay,5,1.35,"$76,131","$5,652,000",2014,pct_total_money_won
T269,T269,James Driscoll,25,1.35,"$371,404","$27,450,000",2014,pct_total_money_won
271,271,Brady Watt,4,1.32,"$61,288","$4,644,000",2014,pct_total_money_won
272,272,Clayton Rask,1,1.28,"$20,775","$1,620,000",2014,pct_total_money_won
T273,T273,Joel Dahmen,1,1.27,"$13,034","$1,026,000",2014,pct_total_money_won
T273,T273,Adam Hadwin,1,1.27,"$13,034","$1,026,000",2014,pct_total_money_won
T275,T275,Rhein Gibson,1,1.25,"$20,843","$1,665,787",2014,pct_total_money_won
T275,T275,Spencer Levin,20,1.25,"$277,780","$22,158,000",2014,pct_total_money_won
T277,T277,Derek Fathauer,1,1.23,"$13,320","$1,080,000",2014,pct_total_money_won
T277,T277,Toru Taniguchi,1,1.23,"$19,980","$1,620,000",2014,pct_total_money_won
T279,T279,Woody Austin,22,1.19,"$292,823","$24,594,000",2014,pct_total_money_won
T279,T279,Nicholas Fung,1,1.19,"$14,980","$1,260,000",2014,pct_total_money_won
T279,T279,Davis Love III,22,1.19,"$284,800","$23,904,000",2014,pct_total_money_won
T279,T279,Josh Teater,28,1.19,"$366,240","$30,906,000",2014,pct_total_money_won
283,283,Ryuji Imada,9,1.17,"$98,186","$8,406,000",2014,pct_total_money_won
284,284,Blake Adams,8,1.16,"$98,438","$8,514,000",2014,pct_total_money_won
T285,T285,Marco Dawson,1,1.15,"$7,245","$630,000",2014,pct_total_money_won
T285,T285,Carlos Ortiz,1,1.15,"$12,834","$1,116,000",2014,pct_total_money_won
T287,T287,Pablo Larrazabal,5,1.13,"$92,250","$8,145,787",2014,pct_total_money_won
T287,T287,Tim Petrovic,10,1.13,"$109,299","$9,702,000",2014,pct_total_money_won
T287,T287,D.A. Points,27,1.13,"$364,652","$32,339,787",2014,pct_total_money_won
T290,T290,Mark Hubbard,1,1.12,"$10,100","$900,000",2014,pct_total_money_won
T290,T290,Kent Jones,2,1.12,"$15,480","$1,386,000",2014,pct_total_money_won
T290,T290,Wade Ormsby,1,1.12,"$14,070","$1,260,000",2014,pct_total_money_won
293,293,Derek Tolan,1,1.11,"$11,144","$1,008,000",2014,pct_total_money_won
T294,T294,Greg Owen,8,1.1,"$95,116","$8,658,000",2014,pct_total_money_won
T294,T294,Patrick Rodgers,7,1.1,"$75,103","$6,822,000",2014,pct_total_money_won
T294,T294,Tiger Woods,7,1.1,"$108,275","$9,873,787",2014,pct_total_money_won
297,297,Scott Gardiner,18,1.09,"$209,270","$19,152,000",2014,pct_total_money_won
T298,T298,Miguel Angel Carballo,15,1.06,"$161,490","$15,282,000",2014,pct_total_money_won
T298,T298,Hyung-Sung Kim,6,1.06,"$92,982","$8,739,787",2014,pct_total_money_won
T298,T298,Toshinori Muto,1,1.06,"$10,696","$1,008,000",2014,pct_total_money_won
301,301,Rashid Ismail,1,1.05,"$13,230","$1,260,000",2014,pct_total_money_won
302,302,Steve Flesch,5,1.03,"$46,352","$4,518,000",2014,pct_total_money_won
303,303,Eric Dugas,1,1.02,"$10,304","$1,008,000",2014,pct_total_money_won
T304,T304,José Coceres,6,1,"$57,620","$5,760,000",2014,pct_total_money_won
T304,T304,Colin Montgomerie,1,1,"$18,033","$1,800,000",2014,pct_total_money_won
T304,T304,Brett Quigley,1,1,"$10,260","$1,026,000",2014,pct_total_money_won
307,307,Derek Ernst,28,0.97,"$305,653","$31,646,000",2014,pct_total_money_won
T308,T308,Rafa Cabrera Bello,5,0.96,"$59,950","$6,237,787",2014,pct_total_money_won
