RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
88,88,Ben Kohles,75,0.051,3.144,62,2013,sg_putting
89,89,Scott Langley,79,0.04,2.58,64,2013,sg_putting
90,90,Justin Bolli,59,0.038,1.744,46,2013,sg_putting
91,91,D.H. Lee,65,0.037,2.134,58,2013,sg_putting
92,92,Brendon de Jonge,110,0.03,2.936,97,2013,sg_putting
93,93,Brendan Steele,86,0.028,2.119,77,2013,sg_putting
94,94,Ben Crane,62,0.024,1.321,55,2013,sg_putting
95,95,Josh Teater,86,0.022,1.368,61,2013,sg_putting
96,96,Bobby Gates,49,0.011,0.401,38,2013,sg_putting
97,97,Nick Watney,88,0.006,0.445,73,2013,sg_putting
98,98,Henrik Stenson,65,0.004,0.171,44,2013,sg_putting
99,99,Troy Matteson,68,0.003,0.196,59,2013,sg_putting
100,100,James Hahn,78,0.002,0.153,67,2013,sg_putting
101,101,Robert Streb,75,0,-0.003,62,2013,sg_putting
102,102,Brandt Jobe,62,-0.002,-0.08,53,2013,sg_putting
T103,T103,David Lingmerth,68,-0.009,-0.526,57,2013,sg_putting
T103,T103,Chez Reavie,72,-0.009,-0.584,67,2013,sg_putting
105,105,Dicky Pride,71,-0.011,-0.652,59,2013,sg_putting
106,106,Alistair Presnell,59,-0.02,-0.909,46,2013,sg_putting
107,107,Ken Duke,87,-0.026,-1.917,75,2013,sg_putting
T108,T108,Jin Park,52,-0.027,-1.14,43,2013,sg_putting
T108,T108,Adam Scott,61,-0.027,-1.174,44,2013,sg_putting
T110,T110,George McNeill,68,-0.028,-1.807,64,2013,sg_putting
T110,T110,Ryan Moore,72,-0.028,-1.568,57,2013,sg_putting
T110,T110,Carl Pettersson,82,-0.028,-1.797,64,2013,sg_putting
113,113,Pat Perez,69,-0.039,-2.515,64,2013,sg_putting
114,114,Tim Herron,45,-0.041,-1.816,44,2013,sg_putting
115,115,Steven Bowditch,67,-0.046,-2.675,58,2013,sg_putting
116,116,Y.E. Yang,56,-0.069,-2.827,41,2013,sg_putting
117,117,Matt Every,89,-0.092,-7.372,80,2013,sg_putting
118,118,Rory McIlroy,56,-0.093,-3.796,41,2013,sg_putting
119,119,Bubba Watson,76,-0.096,-5.642,59,2013,sg_putting
120,120,Dustin Johnson,71,-0.101,-5.14,51,2013,sg_putting
121,121,Jason Kokrak,78,-0.119,-8.601,72,2013,sg_putting
122,122,Michael Thompson,66,-0.12,-6.336,53,2013,sg_putting
123,123,Martin Laird,68,-0.127,-6.723,53,2013,sg_putting
124,124,Padraig Harrington,52,-0.131,-4.584,35,2013,sg_putting
125,125,Ernie Els,63,-0.136,-6.547,48,2013,sg_putting
126,126,John Senden,79,-0.138,-8.416,61,2013,sg_putting
127,127,Camilo Villegas,79,-0.149,-9.556,64,2013,sg_putting
128,128,Henrik Norlander,70,-0.16,-9.458,59,2013,sg_putting
129,129,D.A. Points,87,-0.161,-10.919,68,2013,sg_putting
T130,T130,Steve LeBrun,66,-0.181,-9.599,53,2013,sg_putting
T130,T130,Bo Van Pelt,72,-0.181,-9.773,54,2013,sg_putting
132,132,Scott Piercy,78,-0.184,-11.378,62,2013,sg_putting
133,133,Justin Rose,62,-0.188,-8.662,46,2013,sg_putting
T134,T134,Charlie Beljan,62,-0.205,-11.257,55,2013,sg_putting
T134,T134,Luke Guthrie,82,-0.205,-13.313,65,2013,sg_putting
136,136,Mark Wilson,56,-0.21,-10.499,50,2013,sg_putting
137,137,Brad Fritsch,81,-0.212,-14.429,68,2013,sg_putting
138,138,Derek Ernst,58,-0.216,-10.569,49,2013,sg_putting
139,139,Scott Brown,65,-0.217,-11.954,55,2013,sg_putting
140,140,Justin Hicks,79,-0.219,-14.424,66,2013,sg_putting
141,141,John Huh,88,-0.227,-17.011,75,2013,sg_putting
142,142,Jim Herman,59,-0.229,-10.081,44,2013,sg_putting
143,143,Jason Dufner,78,-0.231,-14.069,61,2013,sg_putting
144,144,Stewart Cink,71,-0.238,-13.337,56,2013,sg_putting
145,145,John Rollins,77,-0.243,-16.518,68,2013,sg_putting
146,146,D.J. Trahan,48,-0.247,-9.373,38,2013,sg_putting
147,147,Chad Campbell,78,-0.249,-17.935,72,2013,sg_putting
148,148,Luke List,65,-0.267,-13.865,52,2013,sg_putting
149,149,Rory Sabbatini,86,-0.274,-19.7,72,2013,sg_putting
150,150,Sean O'Hair,56,-0.277,-14.131,51,2013,sg_putting
151,151,Nicholas Thompson,99,-0.281,-24.131,86,2013,sg_putting
152,152,Kevin Stadler,83,-0.284,-19.575,69,2013,sg_putting
153,153,Jeff Maggert,63,-0.316,-18.022,57,2013,sg_putting
154,154,Scott Gardiner,61,-0.33,-17.179,52,2013,sg_putting
T155,T155,Robert Allenby,58,-0.337,-17.531,52,2013,sg_putting
T155,T155,Robert Karlsson,56,-0.337,-12.462,37,2013,sg_putting
T155,T155,Geoff Ogilvy,57,-0.337,-14.174,42,2013,sg_putting
158,158,Kevin Chappell,80,-0.338,-22.66,67,2013,sg_putting
159,159,Trevor Immelman,73,-0.365,-22.637,62,2013,sg_putting
160,160,David Toms,49,-0.379,-12.112,32,2013,sg_putting
T161,T161,Darron Stiles,51,-0.427,-17.952,42,2013,sg_putting
T161,T161,Lee Williams,62,-0.427,-21.752,51,2013,sg_putting
163,163,Robert Garrigus,69,-0.437,-21.395,49,2013,sg_putting
164,164,David Mathis,71,-0.448,-27.791,62,2013,sg_putting
165,165,Michael Bradley,56,-0.45,-19.368,43,2013,sg_putting
166,166,Seung-Yul Noh,71,-0.463,-28.715,62,2013,sg_putting
167,167,Roberto Castro,97,-0.465,-39.019,84,2013,sg_putting
168,168,Lee Westwood,70,-0.484,-24.676,51,2013,sg_putting
169,169,Rod Pampling,46,-0.564,-19.74,35,2013,sg_putting
170,170,Bud Cauley,67,-0.57,-31.917,56,2013,sg_putting
171,171,Nicolas Colsaerts,50,-0.579,-20.83,36,2013,sg_putting
172,172,Ricky Barnes,74,-0.584,-37.979,65,2013,sg_putting
173,173,Greg Owen,73,-0.669,-44.163,66,2013,sg_putting
174,174,Boo Weekley,100,-0.676,-56.094,83,2013,sg_putting
T175,T175,Ryo Ishikawa,72,-0.683,-37.58,55,2013,sg_putting
T175,T175,Kyle Stanley,71,-0.683,-41.004,60,2013,sg_putting
177,177,Will Claxton,67,-0.709,-39.696,56,2013,sg_putting
178,178,Lucas Glover,65,-0.851,-44.265,52,2013,sg_putting
179,179,Vijay Singh,61,-0.876,-42.025,48,2013,sg_putting
180,180,Eric Meierdierks,48,-0.978,-36.175,37,2013,sg_putting
