RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
45,T44,John Huh,88,66.6,"1,055","1,584",-0.22,2013,gir_pct
46,46,Brad Fritsch,81,66.59,923,"1,386",-0.27,2013,gir_pct
47,47,Jeff Maggert,63,66.58,755,"1,134",-0.23,2013,gir_pct
48,48,Eric Meierdierks,48,66.55,551,828,-0.21,2013,gir_pct
49,53,Keegan Bradley,88,66.54,"1,042","1,566",-0.29,2013,gir_pct
T50,T49,John Merrick,79,66.53,946,"1,422",-0.26,2013,gir_pct
T50,T49,Josh Teater,86,66.53,982,"1,476",-0.26,2013,gir_pct
52,51,Richard Lee,81,66.52,922,"1,386",-0.24,2013,gir_pct
53,52,Trevor Immelman,73,66.51,826,"1,242",-0.18,2013,gir_pct
T54,54,Kevin Streelman,86,66.41,"1,028","1,548",-0.25,2013,gir_pct
T54,T55,Lucas Glover,65,66.41,777,"1,170",-0.21,2013,gir_pct
T56,T58,Ryan Palmer,79,66.24,942,"1,422",-0.3,2013,gir_pct
T56,T58,Mark Wilson,56,66.24,620,936,-0.21,2013,gir_pct
58,60,Robert Garrigus,69,66.15,774,"1,170",-0.3,2013,gir_pct
59,61,Michael Bradley,56,66.13,619,936,-0.19,2013,gir_pct
60,62,Kevin Chappell,80,66.11,952,"1,440",-0.25,2013,gir_pct
61,63,Jimmy Walker,84,66.07,999,"1,512",-0.29,2013,gir_pct
62,65,Ryo Ishikawa,72,66.03,832,"1,260",-0.22,2013,gir_pct
63,66,Harris English,95,66.02,"1,129","1,710",-0.29,2013,gir_pct
T64,T67,Matt Jones,83,66,986,"1,494",-0.27,2013,gir_pct
T64,T67,Brandt Jobe,62,66,689,"1,044",-0.23,2013,gir_pct
66,69,Brendan Steele,86,65.99,974,"1,476",-0.25,2013,gir_pct
67,70,D.H. Lee,65,65.98,772,"1,170",-0.26,2013,gir_pct
68,71,John Senden,79,65.95,926,"1,404",-0.22,2013,gir_pct
69,72,Chris Kirk,89,65.92,"1,056","1,602",-0.31,2013,gir_pct
70,73,Andrew Svoboda,46,65.91,522,792,-0.24,2013,gir_pct
71,74,K.J. Choi,85,65.87,996,"1,512",-0.22,2013,gir_pct
72,64,Charl Schwartzel,69,65.85,806,"1,224",-0.31,2013,gir_pct
73,77,Matt Kuchar,93,65.84,"1,031","1,566",-0.29,2013,gir_pct
74,76,Tag Ridings,69,65.81,770,"1,170",-0.25,2013,gir_pct
75,78,Brian Stuard,78,65.77,876,"1,332",-0.25,2013,gir_pct
76,79,Cameron Percy,68,65.74,781,"1,188",-0.24,2013,gir_pct
77,80,Greg Owen,73,65.73,840,"1,278",-0.23,2013,gir_pct
78,81,Will Claxton,67,65.7,745,"1,134",-0.21,2013,gir_pct
79,75,Brandt Snedeker,79,65.68,934,"1,422",-0.3,2013,gir_pct
80,82,Jason Kokrak,78,65.67,922,"1,404",-0.27,2013,gir_pct
81,83,Bo Van Pelt,72,65.63,827,"1,260",-0.25,2013,gir_pct
82,84,Robert Streb,75,65.57,838,"1,278",-0.24,2013,gir_pct
83,85,Matt Every,89,65.54,"1,050","1,602",-0.29,2013,gir_pct
84,86,Martin Flores,83,65.53,979,"1,494",-0.26,2013,gir_pct
85,87,Charley Hoffman,84,65.48,990,"1,512",-0.3,2013,gir_pct
86,88,Rory McIlroy,56,65.45,648,990,-0.3,2013,gir_pct
87,89,Jerry Kelly,75,65.41,883,"1,350",-0.25,2013,gir_pct
88,90,William McGirt,75,65.33,882,"1,350",-0.26,2013,gir_pct
89,91,George McNeill,68,65.28,799,"1,224",-0.25,2013,gir_pct
90,92,Ben Kohles,75,65.26,834,"1,278",-0.22,2013,gir_pct
91,93,Lee Westwood,70,65.22,810,"1,242",-0.23,2013,gir_pct
92,94,Stuart Appleby,88,65.21,986,"1,512",-0.23,2013,gir_pct
93,95,Erik Compton,74,65.09,867,"1,332",-0.25,2013,gir_pct
94,96,Marc Leishman,77,65.08,902,"1,386",-0.24,2013,gir_pct
95,97,Ángel Cabrera,73,64.99,854,"1,314",-0.24,2013,gir_pct
96,98,Jason Day,86,64.93,935,"1,440",-0.28,2013,gir_pct
97,99,Bob Estes,66,64.9,771,"1,188",-0.25,2013,gir_pct
98,100,Jeff Overton,78,64.89,911,"1,404",-0.28,2013,gir_pct
99,101,Martin Kaymer,61,64.85,677,"1,044",-0.24,2013,gir_pct
100,102,Troy Matteson,68,64.81,770,"1,188",-0.22,2013,gir_pct
T101,T103,David Hearn,88,64.71,"1,025","1,584",-0.28,2013,gir_pct
T101,T103,James Hahn,78,64.71,862,"1,332",-0.29,2013,gir_pct
103,105,Morgan Hoffmann,64,64.67,745,"1,152",-0.29,2013,gir_pct
104,106,Scott Stallings,79,64.63,919,"1,422",-0.26,2013,gir_pct
105,107,Charlie Beljan,62,64.61,721,"1,116",-0.24,2013,gir_pct
106,108,Rod Pampling,46,64.55,488,756,-0.24,2013,gir_pct
107,109,"Ted Potter, Jr.",65,64.48,708,"1,098",-0.24,2013,gir_pct
108,110,Daniel Summerhays,83,64.46,963,"1,494",-0.29,2013,gir_pct
109,111,Jason Bohn,70,64.44,812,"1,260",-0.28,2013,gir_pct
110,112,Dicky Pride,71,64.43,777,"1,206",-0.23,2013,gir_pct
111,113,Doug LaBelle II,72,64.37,811,"1,260",-0.27,2013,gir_pct
112,114,Johnson Wagner,64,64.35,695,"1,080",-0.19,2013,gir_pct
113,115,Chris Stroud,88,64.33,"1,019","1,584",-0.27,2013,gir_pct
114,116,Ryan Moore,72,64.32,822,"1,278",-0.25,2013,gir_pct
115,117,Seung-Yul Noh,71,64.26,775,"1,206",-0.25,2013,gir_pct
116,118,Russell Henley,80,64.25,902,"1,404",-0.28,2013,gir_pct
117,119,Scott Gardiner,61,64.12,681,"1,062",-0.24,2013,gir_pct
T118,T120,Scott Brown,65,64.1,750,"1,170",-0.25,2013,gir_pct
T118,T120,Fabián Gómez,65,64.1,750,"1,170",-0.27,2013,gir_pct
120,122,Scott Langley,79,64,864,"1,350",-0.23,2013,gir_pct
121,123,Ben Crane,62,63.98,668,"1,044",-0.23,2013,gir_pct
122,124,Derek Ernst,58,63.89,667,"1,044",-0.23,2013,gir_pct
123,125,Ben Curtis,59,63.84,655,"1,026",-0.2,2013,gir_pct
124,126,James Driscoll,76,63.81,827,"1,296",-0.28,2013,gir_pct
125,127,Patrick Reed,83,63.79,953,"1,494",-0.28,2013,gir_pct
126,128,Bud Cauley,67,63.76,723,"1,134",-0.25,2013,gir_pct
127,129,Sangmoon Bae,83,63.72,952,"1,494",-0.28,2013,gir_pct
128,130,Bryce Molder,82,63.68,917,"1,440",-0.29,2013,gir_pct
129,131,Shawn Stefani,63,63.67,722,"1,134",-0.25,2013,gir_pct
T130,T132,David Toms,49,63.64,504,792,-0.24,2013,gir_pct
T130,T132,Martin Laird,68,63.64,779,"1,224",-0.23,2013,gir_pct
132,134,Luke Guthrie,82,63.62,939,"1,476",-0.24,2013,gir_pct
133,135,David Mathis,71,63.6,767,"1,206",-0.23,2013,gir_pct
134,136,Rickie Fowler,75,63.59,847,"1,332",-0.28,2013,gir_pct
135,137,Vaughn Taylor,50,63.53,526,828,-0.28,2013,gir_pct
136,138,Ian Poulter,59,63.52,606,954,-0.23,2013,gir_pct
137,139,Jin Park,52,63.44,571,900,-0.23,2013,gir_pct
138,140,David Lingmerth,68,63.24,774,"1,224",-0.26,2013,gir_pct
139,141,Robert Karlsson,56,63.14,591,936,-0.22,2013,gir_pct
140,142,Justin Leonard,86,63.11,977,"1,548",-0.28,2013,gir_pct
141,143,Ken Duke,87,63.09,988,"1,566",-0.24,2013,gir_pct
142,144,Bobby Gates,49,62.84,509,810,-0.2,2013,gir_pct
143,148,D.A. Points,87,62.77,983,"1,566",-0.25,2013,gir_pct
T144,T145,Y.E. Yang,56,62.7,632,"1,008",-0.23,2013,gir_pct
T144,T145,Graeme McDowell,53,62.7,553,882,-0.23,2013,gir_pct
146,147,Brian Harman,89,62.61,958,"1,530",-0.26,2013,gir_pct
147,149,David Lynn,70,62.48,776,"1,242",-0.24,2013,gir_pct
148,151,Robert Allenby,58,62.4,629,"1,008",-0.23,2013,gir_pct
149,152,Luke List,65,62.39,685,"1,098",-0.26,2013,gir_pct
150,153,Scott Piercy,78,62.3,841,"1,350",-0.28,2013,gir_pct
151,154,Alistair Presnell,59,62.28,639,"1,026",-0.23,2013,gir_pct
152,155,Aaron Watkins,46,62.25,493,792,-0.25,2013,gir_pct
153,156,Darron Stiles,51,62.24,549,882,-0.23,2013,gir_pct
154,157,Carl Pettersson,82,62.22,896,"1,440",-0.27,2013,gir_pct
155,158,Geoff Ogilvy,57,62.18,638,"1,026",-0.21,2013,gir_pct
156,150,Luke Donald,60,62.16,649,"1,044",-0.28,2013,gir_pct
157,159,Brian Davis,91,62.15,"1,018","1,638",-0.29,2013,gir_pct
158,160,Casey Wittenberg,72,62.14,783,"1,260",-0.21,2013,gir_pct
159,161,Tim Clark,64,62.02,681,"1,098",-0.25,2013,gir_pct
160,162,Sean O'Hair,56,62,625,"1,008",-0.22,2013,gir_pct
161,163,Steven Bowditch,67,61.97,725,"1,170",-0.27,2013,gir_pct
162,164,Michael Thompson,66,61.78,734,"1,188",-0.22,2013,gir_pct
163,165,Ernie Els,63,61.74,689,"1,116",-0.27,2013,gir_pct
164,166,Colt Knost,69,61.71,722,"1,170",-0.24,2013,gir_pct
T165,T167,Freddie Jacobson,63,61.67,666,"1,080",-0.27,2013,gir_pct
T165,T167,Lee Williams,62,61.67,666,"1,080",-0.22,2013,gir_pct
167,T169,Greg Chalmers,77,61.64,810,"1,314",-0.3,2013,gir_pct
168,171,Andres Romero,63,61.3,651,"1,062",-0.29,2013,gir_pct
169,172,Peter Hanson,45,61.24,474,774,-0.28,2013,gir_pct
T170,T173,Justin Bolli,59,61.11,605,990,-0.23,2013,gir_pct
T170,T173,Stephen Ames,49,61.11,539,882,-0.27,2013,gir_pct
172,175,Tommy Gainey,84,61.04,923,"1,512",-0.25,2013,gir_pct
173,176,Jonas Blixt,76,60.89,833,"1,368",-0.25,2013,gir_pct
174,177,Padraig Harrington,52,60.88,537,882,-0.23,2013,gir_pct
175,178,Tom Gillis,69,60.68,710,"1,170",-0.23,2013,gir_pct
176,179,Charlie Wi,75,60.56,774,"1,278",-0.29,2013,gir_pct
177,180,Tim Herron,45,59.75,484,810,-0.24,2013,gir_pct
178,182,Aaron Baddeley,68,58,689,"1,188",-0.31,2013,gir_pct
179,183,Mike Weir,60,56.9,594,"1,044",-0.27,2013,gir_pct
180,184,Brian Gay,79,56.68,806,"1,422",-0.27,2013,gir_pct
