RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
48,42,David Toms,76,0.293,18.195,62,2006,sg_off_tee
49,51,Brian Davis,92,0.291,23.575,81,2006,sg_off_tee
50,53,D.J. Trahan,92,0.269,20.46,76,2006,sg_off_tee
51,54,John Rollins,93,0.264,20.037,76,2006,sg_off_tee
T52,T55,Charles Howell III,96,0.262,20.683,79,2006,sg_off_tee
T52,T55,Jason Bohn,104,0.262,23.34,89,2006,sg_off_tee
54,57,Jesper Parnevik,84,0.259,18.879,73,2006,sg_off_tee
55,50,Rory Sabbatini,84,0.258,16.499,64,2006,sg_off_tee
56,58,Jeff Gove,91,0.255,20.66,81,2006,sg_off_tee
57,52,K.J. Choi,93,0.253,19.969,79,2006,sg_off_tee
58,60,Steve Lowery,99,0.247,20.494,83,2006,sg_off_tee
59,61,Henrik Bjornstad,97,0.246,21.884,89,2006,sg_off_tee
60,62,Duffy Waldorf,96,0.242,19.808,82,2006,sg_off_tee
61,63,Briny Baird,81,0.235,16.474,70,2006,sg_off_tee
62,64,Sean O'Hair,100,0.234,17.82,76,2006,sg_off_tee
63,65,Padraig Harrington,54,0.233,8.835,38,2006,sg_off_tee
64,66,Bubba Dickerson,98,0.231,19.867,86,2006,sg_off_tee
T65,67,Will MacKenzie,91,0.229,17.178,75,2006,sg_off_tee
T65,68,Retief Goosen,68,0.229,10.526,46,2006,sg_off_tee
67,59,J.J. Henry,96,0.223,17.133,77,2006,sg_off_tee
68,69,David Branshaw,98,0.21,18.249,87,2006,sg_off_tee
69,70,Kevin Sutherland,100,0.203,17.625,87,2006,sg_off_tee
70,71,Brandt Jobe,91,0.2,13.975,70,2006,sg_off_tee
71,72,John Daly,51,0.196,8.018,41,2006,sg_off_tee
72,73,Tommy Armour III,65,0.195,10.354,53,2006,sg_off_tee
73,74,Billy Mayfair,94,0.192,14.755,77,2006,sg_off_tee
74,75,Jason Gore,86,0.191,13.757,72,2006,sg_off_tee
75,76,David Howell,52,0.185,5.553,30,2006,sg_off_tee
76,77,Roger Tambellini,64,0.163,8.663,53,2006,sg_off_tee
77,78,Fred Funk,106,0.159,13.552,85,2006,sg_off_tee
78,79,Thomas Levet,53,0.157,7.537,48,2006,sg_off_tee
79,T81,Mike Weir,88,0.142,8.941,63,2006,sg_off_tee
80,83,Frank Lickliter II,99,0.14,11.939,85,2006,sg_off_tee
81,T81,Geoff Ogilvy,76,0.137,7.103,52,2006,sg_off_tee
82,84,Troy Matteson,101,0.135,11.896,88,2006,sg_off_tee
T83,T85,Eric Axley,91,0.131,10.359,79,2006,sg_off_tee
T83,T85,Omar Uresti,61,0.131,6.705,51,2006,sg_off_tee
85,88,Ted Purdy,103,0.119,9.558,80,2006,sg_off_tee
T86,89,Tim Herron,82,0.115,7.124,62,2006,sg_off_tee
T86,93,Carl Pettersson,95,0.115,8.617,75,2006,sg_off_tee
88,90,Skip Kendall,72,0.11,6.487,59,2006,sg_off_tee
89,92,Jeff Maggert,81,0.108,7.355,68,2006,sg_off_tee
T90,91,Arron Oberholser,82,0.095,5.919,62,2006,sg_off_tee
T90,94,Peter Lonard,77,0.095,6.272,66,2006,sg_off_tee
T92,T96,Jeff Brehaut,100,0.074,6.305,85,2006,sg_off_tee
T92,87,Luke Donald,66,0.074,3.184,43,2006,sg_off_tee
94,98,Kris Cox,83,0.07,5.01,72,2006,sg_off_tee
T95,T99,Scott Verplank,88,0.069,4.722,68,2006,sg_off_tee
T95,T99,Daisuke Maruyama,83,0.069,4.829,70,2006,sg_off_tee
97,95,Tom Pernice Jr.,108,0.068,5.918,87,2006,sg_off_tee
98,101,Stephen Ames,63,0.06,2.66,44,2006,sg_off_tee
99,102,Bill Haas,99,0.054,4.716,88,2006,sg_off_tee
100,103,Justin Rose,98,0.052,4.462,86,2006,sg_off_tee
101,T96,Rod Pampling,89,0.046,2.962,65,2006,sg_off_tee
102,104,Alex Cejka,93,0.042,3.321,80,2006,sg_off_tee
103,105,Brent Geiberger,99,0.039,3.519,90,2006,sg_off_tee
104,106,Bob May,65,0.033,1.781,54,2006,sg_off_tee
105,107,Daniel Chopra,110,0.032,2.923,90,2006,sg_off_tee
106,108,Kent Jones,103,0.026,2.306,88,2006,sg_off_tee
107,109,Brett Quigley,109,0.025,2.373,94,2006,sg_off_tee
108,110,Joe Ogilvie,95,0.014,1.105,78,2006,sg_off_tee
109,111,Steve Stricker,64,0.006,0.306,52,2006,sg_off_tee
110,112,Paul Stankowski,70,0.001,0.041,63,2006,sg_off_tee
111,113,Robert Gamez,94,-0.001,-0.072,82,2006,sg_off_tee
112,114,Jerry Kelly,100,-0.012,-1.049,84,2006,sg_off_tee
113,115,Brian Bateman,69,-0.013,-0.75,59,2006,sg_off_tee
114,116,Patrick Sheehan,104,-0.014,-1.182,87,2006,sg_off_tee
115,117,Tjaart van der Walt,60,-0.016,-0.849,52,2006,sg_off_tee
116,118,Olin Browne,108,-0.02,-1.704,86,2006,sg_off_tee
117,119,Joey Sindelar,90,-0.022,-1.698,76,2006,sg_off_tee
118,120,Richard Johnson,94,-0.024,-2.042,85,2006,sg_off_tee
119,121,Tag Ridings,103,-0.025,-2.231,90,2006,sg_off_tee
120,122,David McKenzie,82,-0.027,-1.846,69,2006,sg_off_tee
121,123,Danny Ellis,68,-0.031,-1.844,60,2006,sg_off_tee
122,124,Vaughn Taylor,88,-0.039,-2.977,77,2006,sg_off_tee
123,125,James Driscoll,80,-0.047,-3.597,76,2006,sg_off_tee
124,126,Mike Sposa,68,-0.049,-2.836,58,2006,sg_off_tee
125,127,Pat Perez,50,-0.053,-2.233,42,2006,sg_off_tee
126,128,Kirk Triplett,58,-0.057,-2.808,49,2006,sg_off_tee
127,129,J.L. Lewis,57,-0.066,-3.3,50,2006,sg_off_tee
128,130,Ryan Hietala,61,-0.067,-3.425,51,2006,sg_off_tee
129,131,Craig Barlow,77,-0.075,-4.357,58,2006,sg_off_tee
130,133,Chris Riley,86,-0.077,-5.283,69,2006,sg_off_tee
131,134,"Wes Short, Jr.",96,-0.089,-7.544,85,2006,sg_off_tee
132,135,Jon Mills,68,-0.09,-4.86,54,2006,sg_off_tee
133,137,Steve Flesch,119,-0.102,-10.471,103,2006,sg_off_tee
134,T138,Aaron Baddeley,78,-0.106,-7.215,68,2006,sg_off_tee
135,140,Greg Kraft,79,-0.113,-7.557,67,2006,sg_off_tee
136,141,Marco Dawson,87,-0.114,-8.806,77,2006,sg_off_tee
137,132,Ben Curtis,86,-0.118,-7.931,67,2006,sg_off_tee
138,142,José María Olazábal,62,-0.122,-4.746,39,2006,sg_off_tee
139,143,Mark Calcavecchia,94,-0.129,-10.175,79,2006,sg_off_tee
T140,144,Freddie Jacobson,56,-0.139,-7.496,54,2006,sg_off_tee
T140,136,Stewart Cink,93,-0.139,-10.183,73,2006,sg_off_tee
142,145,Shaun Micheel,96,-0.153,-11.92,78,2006,sg_off_tee
143,146,Justin Leonard,83,-0.154,-10.037,65,2006,sg_off_tee
144,147,Tim Clark,80,-0.164,-9.521,58,2006,sg_off_tee
145,148,Ryuji Imada,105,-0.165,-14.361,87,2006,sg_off_tee
146,149,John Huston,74,-0.168,-10.928,65,2006,sg_off_tee
147,T138,Chad Campbell,91,-0.169,-11.296,67,2006,sg_off_tee
148,150,Woody Austin,107,-0.174,-16.173,93,2006,sg_off_tee
149,151,Steve Jones,83,-0.175,-12.086,69,2006,sg_off_tee
150,152,Paul Goydos,72,-0.189,-12.117,64,2006,sg_off_tee
151,153,Tim Petrovic,95,-0.192,-15.972,83,2006,sg_off_tee
152,154,Shigeki Maruyama,94,-0.207,-16.566,80,2006,sg_off_tee
153,155,Shane Bertsch,104,-0.222,-19.973,90,2006,sg_off_tee
154,156,Bernhard Langer,77,-0.229,-13.491,59,2006,sg_off_tee
155,157,Ben Crane,85,-0.233,-14.239,61,2006,sg_off_tee
156,158,J.P. Hayes,55,-0.237,-11.851,50,2006,sg_off_tee
157,159,Nathan Green,108,-0.239,-22.485,94,2006,sg_off_tee
158,160,John Cook,67,-0.243,-13.355,55,2006,sg_off_tee
159,161,Arjun Atwal,97,-0.251,-20.556,82,2006,sg_off_tee
160,163,Robert Damron,91,-0.253,-20.753,82,2006,sg_off_tee
161,164,Jeff Sluman,101,-0.258,-21.384,83,2006,sg_off_tee
162,165,Carlos Franco,86,-0.272,-20.922,77,2006,sg_off_tee
163,166,Mark Wilson,79,-0.274,-19.74,72,2006,sg_off_tee
T164,T167,Doug Barron,74,-0.282,-18.925,67,2006,sg_off_tee
T164,T167,Michael Allen,84,-0.282,-20.306,72,2006,sg_off_tee
166,169,Brian Gay,107,-0.283,-28.273,100,2006,sg_off_tee
167,170,Ron Whittaker,81,-0.29,-20.62,71,2006,sg_off_tee
168,171,D.A. Points,82,-0.291,-20.695,71,2006,sg_off_tee
169,172,Mark Brooks,90,-0.3,-22.173,74,2006,sg_off_tee
T170,T173,Billy Andrade,78,-0.301,-18.04,60,2006,sg_off_tee
T170,T173,Bob Estes,85,-0.301,-22.595,75,2006,sg_off_tee
172,175,Jason Schultz,77,-0.303,-19.719,65,2006,sg_off_tee
173,176,Larry Mize,53,-0.309,-12.673,41,2006,sg_off_tee
174,177,Paul Azinger,87,-0.32,-25.592,80,2006,sg_off_tee
175,178,Dean Wilson,115,-0.344,-31.946,93,2006,sg_off_tee
T176,T179,Chris DiMarco,83,-0.345,-21.038,61,2006,sg_off_tee
T176,T179,Ian Leggatt,80,-0.345,-24.144,70,2006,sg_off_tee
178,181,Dudley Hart,83,-0.365,-25.932,71,2006,sg_off_tee
179,182,Alex Aragon,63,-0.372,-20.078,54,2006,sg_off_tee
180,183,Bob Tway,81,-0.403,-27.015,67,2006,sg_off_tee
181,184,Jerry Smith,94,-0.435,-36.54,84,2006,sg_off_tee
182,185,Vance Veazey,59,-0.442,-23.88,54,2006,sg_off_tee
183,186,Len Mattiace,59,-0.449,-23.366,52,2006,sg_off_tee
184,187,"John Engler, Jr.",69,-0.463,-29.14,63,2006,sg_off_tee
185,188,Stephen Leaney,84,-0.48,-36.978,77,2006,sg_off_tee
186,189,Michael Connell,51,-0.486,-20.412,42,2006,sg_off_tee
187,190,Todd Hamilton,72,-0.492,-27.537,56,2006,sg_off_tee
188,192,Todd Fischer,101,-0.577,-51.934,90,2006,sg_off_tee
189,193,Lee Janzen,79,-0.587,-39.892,68,2006,sg_off_tee
190,194,David Duval,71,-0.67,-35.519,53,2006,sg_off_tee
191,195,Jimmy Walker,60,-0.685,-38.355,56,2006,sg_off_tee
192,196,Mark O'Meara,52,-0.779,-28.055,36,2006,sg_off_tee
193,197,Greg Chalmers,71,-0.797,-45.406,57,2006,sg_off_tee
194,198,Corey Pavin,74,-0.861,-49.097,57,2006,sg_off_tee
195,199,Brad Faxon,78,-0.903,-65.898,73,2006,sg_off_tee
196,200,Hidemichi Tanaka,74,-1.08,-70.227,65,2006,sg_off_tee
