RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
44,46,Brian Harman,90,0.322,25.14,78,2015,sg_off_tee
45,47,Alex Prugh,84,0.319,22.941,72,2015,sg_off_tee
46,35,Kevin Kisner,104,0.316,29.675,94,2015,sg_off_tee
47,49,Nick Watney,91,0.31,25.136,81,2015,sg_off_tee
48,T37,Robert Streb,110,0.309,29.668,96,2015,sg_off_tee
49,50,Sam Saunders,83,0.307,19.318,63,2015,sg_off_tee
50,51,Scott Brown,97,0.296,23.938,81,2015,sg_off_tee
51,52,Jason Gore,76,0.284,16.469,58,2015,sg_off_tee
52,53,Brendon de Jonge,106,0.276,25.357,92,2015,sg_off_tee
53,54,Hudson Swafford,97,0.273,22.637,83,2015,sg_off_tee
54,48,Scott Piercy,90,0.27,22.416,83,2015,sg_off_tee
55,55,Oscar Fraustro,58,0.259,10.346,40,2015,sg_off_tee
56,59,Sangmoon Bae,98,0.251,22.059,88,2015,sg_off_tee
57,56,Matt Jones,89,0.249,16.681,67,2015,sg_off_tee
58,58,Jason Dufner,76,0.242,11.608,48,2015,sg_off_tee
59,57,Zach Johnson,90,0.24,16.777,70,2015,sg_off_tee
60,63,Webb Simpson,81,0.225,14.431,64,2015,sg_off_tee
61,64,Blayne Barber,76,0.208,13.135,63,2015,sg_off_tee
62,65,Spencer Levin,99,0.204,16.946,83,2015,sg_off_tee
63,66,Davis Love III,51,0.189,7.939,42,2015,sg_off_tee
64,67,Gonzalo Fernandez-Castaño,81,0.187,11.768,63,2015,sg_off_tee
65,68,Gary Woodland,81,0.177,9.574,54,2015,sg_off_tee
66,69,Jhonattan Vegas,90,0.173,12.473,72,2015,sg_off_tee
67,70,Kevin Chappell,86,0.16,11.972,75,2015,sg_off_tee
68,72,Sean O'Hair,86,0.153,12.401,81,2015,sg_off_tee
69,73,Vijay Singh,78,0.152,10.479,69,2015,sg_off_tee
70,74,Steve Wheatcroft,87,0.148,10.667,72,2015,sg_off_tee
71,60,Bill Haas,89,0.14,9.96,71,2015,sg_off_tee
72,75,Geoff Ogilvy,50,0.138,4.84,35,2015,sg_off_tee
73,71,Matt Kuchar,97,0.136,10.494,77,2015,sg_off_tee
74,76,Chad Campbell,97,0.13,11.837,91,2015,sg_off_tee
75,77,Cameron Percy,72,0.128,7.437,58,2015,sg_off_tee
T76,T85,Rickie Fowler,76,0.123,6.998,57,2015,sg_off_tee
T76,78,Scott Pinckney,88,0.123,9.126,74,2015,sg_off_tee
78,79,Bill Lunde,50,0.11,3.945,36,2015,sg_off_tee
79,80,Kyle Reifers,96,0.108,8.652,80,2015,sg_off_tee
80,81,James Hahn,94,0.106,8.305,78,2015,sg_off_tee
81,82,Sung Joon Park,79,0.104,6.583,63,2015,sg_off_tee
82,83,Russell Knox,96,0.098,8.491,87,2015,sg_off_tee
83,84,Jamie Donaldson,50,0.095,3.048,32,2015,sg_off_tee
T84,T85,Rory Sabbatini,81,0.094,6.205,66,2015,sg_off_tee
T84,T85,Lee Westwood,56,0.094,3.012,32,2015,sg_off_tee
86,88,Adam Hadwin,95,0.088,7.105,81,2015,sg_off_tee
T87,T89,Stewart Cink,77,0.087,5.76,66,2015,sg_off_tee
T87,T89,William McGirt,103,0.087,8.425,97,2015,sg_off_tee
89,91,Roberto Castro,54,0.079,2.826,36,2015,sg_off_tee
90,92,Jerry Kelly,79,0.073,4.79,66,2015,sg_off_tee
91,93,Phil Mickelson,70,0.072,3.94,55,2015,sg_off_tee
92,94,Ryan Moore,81,0.071,4.315,61,2015,sg_off_tee
93,96,Ken Duke,93,0.067,5.226,78,2015,sg_off_tee
T94,T97,J.J. Henry,94,0.066,5.021,76,2015,sg_off_tee
T94,T97,Max Homa,78,0.066,4.101,62,2015,sg_off_tee
96,99,Jim Furyk,71,0.064,3.339,52,2015,sg_off_tee
97,100,Ángel Cabrera,53,0.06,2.537,42,2015,sg_off_tee
98,101,John Merrick,78,0.056,3.238,58,2015,sg_off_tee
99,102,Greg Owen,58,0.036,1.455,40,2015,sg_off_tee
100,103,Tom Hoge,83,0.035,2.284,65,2015,sg_off_tee
101,104,Graham DeLaet,65,0.027,1.441,54,2015,sg_off_tee
102,105,Marc Leishman,74,0.021,1.134,54,2015,sg_off_tee
103,106,Jason Bohn,95,0.019,1.618,87,2015,sg_off_tee
104,95,Harris English,105,0.009,0.802,88,2015,sg_off_tee
105,108,Pat Perez,96,-0.01,-0.811,83,2015,sg_off_tee
106,109,Johnson Wagner,68,-0.013,-0.723,57,2015,sg_off_tee
107,110,Ben Martin,93,-0.016,-1.217,77,2015,sg_off_tee
108,111,Hunter Mahan,88,-0.023,-1.507,65,2015,sg_off_tee
109,112,Michael Putnam,87,-0.025,-1.703,68,2015,sg_off_tee
110,113,Morgan Hoffmann,85,-0.032,-2.183,69,2015,sg_off_tee
111,114,Jeff Overton,94,-0.036,-2.731,75,2015,sg_off_tee
112,115,Carl Pettersson,106,-0.038,-3.615,96,2015,sg_off_tee
T113,T116,David Toms,62,-0.041,-2.278,55,2015,sg_off_tee
T113,T116,John Huh,102,-0.041,-3.681,89,2015,sg_off_tee
115,T121,Steven Bowditch,103,-0.053,-4.703,88,2015,sg_off_tee
116,119,Ian Poulter,68,-0.054,-2.594,48,2015,sg_off_tee
117,120,Mark Hubbard,79,-0.06,-3.629,61,2015,sg_off_tee
118,T121,Scott Stallings,60,-0.061,-2.977,49,2015,sg_off_tee
119,107,Patrick Reed,103,-0.071,-5.375,76,2015,sg_off_tee
120,123,Cameron Tringale,96,-0.074,-5.883,79,2015,sg_off_tee
121,124,Martin Laird,77,-0.078,-5.684,73,2015,sg_off_tee
T122,T125,Nick Taylor,91,-0.08,-6.63,83,2015,sg_off_tee
T122,T125,Chesson Hadley,101,-0.08,-7.145,89,2015,sg_off_tee
124,127,Colt Knost,90,-0.084,-6.241,74,2015,sg_off_tee
125,128,Byron Smith,59,-0.085,-3.66,43,2015,sg_off_tee
126,129,Michael Thompson,83,-0.089,-6.675,75,2015,sg_off_tee
127,133,Brian Stuard,97,-0.103,-8.173,79,2015,sg_off_tee
128,134,Daniel Summerhays,101,-0.111,-9.87,89,2015,sg_off_tee
129,135,Jonas Blixt,78,-0.115,-5.996,52,2015,sg_off_tee
130,136,Brian Davis,86,-0.119,-8.435,71,2015,sg_off_tee
131,130,Brandt Snedeker,98,-0.126,-9.453,75,2015,sg_off_tee
132,137,Scott Langley,94,-0.128,-10.107,79,2015,sg_off_tee
133,138,Steven Alker,62,-0.129,-6.461,50,2015,sg_off_tee
134,140,Jonathan Byrd,69,-0.145,-7.387,51,2015,sg_off_tee
135,141,Chris Kirk,76,-0.15,-8.423,56,2015,sg_off_tee
136,139,Jimmy Walker,89,-0.161,-10.297,64,2015,sg_off_tee
T137,T142,Brendon Todd,96,-0.168,-12.753,76,2015,sg_off_tee
T137,T142,Roger Sloan,56,-0.168,-6.735,40,2015,sg_off_tee
139,144,Andrew Svoboda,80,-0.171,-11.956,70,2015,sg_off_tee
140,145,Brice Garnett,81,-0.198,-12.67,64,2015,sg_off_tee
141,146,Whee Kim,71,-0.201,-11.233,56,2015,sg_off_tee
T142,T147,David Hearn,97,-0.216,-18.351,85,2015,sg_off_tee
T142,T147,Fabián Gómez,83,-0.216,-14.911,69,2015,sg_off_tee
T142,T147,Erik Compton,86,-0.216,-15.093,70,2015,sg_off_tee
145,150,George McNeill,93,-0.223,-19.814,89,2015,sg_off_tee
146,151,Heath Slocum,57,-0.229,-8.93,39,2015,sg_off_tee
147,152,Alex Cejka,94,-0.233,-18.444,79,2015,sg_off_tee
148,153,Chris Stroud,84,-0.249,-16.902,68,2015,sg_off_tee
149,154,Chad Collins,79,-0.25,-15.746,63,2015,sg_off_tee
150,155,Robert Allenby,63,-0.262,-13.386,51,2015,sg_off_tee
151,156,Andres Romero,69,-0.269,-14.508,54,2015,sg_off_tee
152,157,Retief Goosen,81,-0.271,-16.235,60,2015,sg_off_tee
153,158,Ernie Els,57,-0.285,-11.1,39,2015,sg_off_tee
154,159,Bryce Molder,91,-0.294,-22.656,77,2015,sg_off_tee
T155,T160,Bo Van Pelt,81,-0.296,-19.249,65,2015,sg_off_tee
T155,T160,Camilo Villegas,83,-0.296,-21.879,74,2015,sg_off_tee
T157,T162,Mark Wilson,89,-0.299,-24.184,81,2015,sg_off_tee
T157,T162,Zac Blair,108,-0.299,-26.316,88,2015,sg_off_tee
159,T162,Danny Lee,120,-0.301,-30.1,100,2015,sg_off_tee
160,165,Ben Crane,62,-0.303,-15.774,52,2015,sg_off_tee
161,166,Luke Guthrie,84,-0.314,-21.344,68,2015,sg_off_tee
162,167,Greg Chalmers,58,-0.323,-11.636,36,2015,sg_off_tee
T163,T168,Tim Wilkinson,73,-0.326,-18.883,58,2015,sg_off_tee
T163,T168,Troy Merritt,91,-0.326,-26.723,82,2015,sg_off_tee
165,T168,Kevin Na,98,-0.329,-23.391,71,2015,sg_off_tee
166,172,Andres Gonzales,90,-0.386,-29.367,76,2015,sg_off_tee
167,173,Jon Curran,83,-0.406,-26.406,65,2015,sg_off_tee
T168,T174,Jonathan Randolph,72,-0.408,-22.851,56,2015,sg_off_tee
T168,T174,Ryo Ishikawa,90,-0.408,-30.63,75,2015,sg_off_tee
170,176,Padraig Harrington,60,-0.434,-21.25,49,2015,sg_off_tee
171,177,Derek Fathauer,81,-0.455,-30.013,66,2015,sg_off_tee
172,178,Justin Leonard,61,-0.486,-26.269,54,2015,sg_off_tee
173,179,Jim Renner,68,-0.501,-28.059,56,2015,sg_off_tee
174,180,K.J. Choi,66,-0.522,-29.753,57,2015,sg_off_tee
175,181,Eric Axley,57,-0.541,-23.276,43,2015,sg_off_tee
176,182,Seung-Yul Noh,65,-0.555,-29.972,54,2015,sg_off_tee
177,183,Aaron Baddeley,76,-0.596,-39.324,66,2015,sg_off_tee
178,184,Billy Hurley III,83,-0.635,-40.005,63,2015,sg_off_tee
179,185,Luke Donald,71,-0.793,-42.797,54,2015,sg_off_tee
180,186,Ricky Barnes,82,-0.819,-51.618,63,2015,sg_off_tee
181,187,D.A. Points,72,-0.82,-47.547,58,2015,sg_off_tee
182,188,Matt Every,73,-0.925,-51.805,56,2015,sg_off_tee
183,189,Tyrone Van Aswegen,58,-1.081,-45.394,42,2015,sg_off_tee
184,190,Andrew Putnam,68,-1.411,-76.201,54,2015,sg_off_tee
