RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
63,63,Martin Flores,83,0.346,0.136,0.092,0.118,76,2013,sg_tee_to_green
64,64,Ian Poulter,59,0.337,0.2,-0.153,0.29,39,2013,sg_tee_to_green
T65,T65,Bud Cauley,67,0.323,-0.063,0.238,0.148,56,2013,sg_tee_to_green
T65,T65,Pat Perez,69,0.323,-0.127,0.505,-0.055,64,2013,sg_tee_to_green
67,67,Josh Teater,86,0.316,0.365,0.083,-0.133,61,2013,sg_tee_to_green
68,68,Nicolas Colsaerts,50,0.311,0.552,0.322,-0.563,36,2013,sg_tee_to_green
69,69,Jason Kokrak,78,0.309,0.079,0.201,0.029,72,2013,sg_tee_to_green
70,70,Ricky Barnes,74,0.306,-0.181,0.714,-0.227,65,2013,sg_tee_to_green
71,71,Jim Herman,59,0.282,0.55,-0.091,-0.176,44,2013,sg_tee_to_green
72,72,Chris Stroud,88,0.276,-0.578,0.52,0.333,78,2013,sg_tee_to_green
73,73,Billy Horschel,96,0.275,0.465,-0.121,-0.069,83,2013,sg_tee_to_green
74,74,Cameron Tringale,80,0.239,-0.079,0.169,0.149,75,2013,sg_tee_to_green
75,75,Marc Leishman,77,0.237,-0.099,0.345,-0.009,64,2013,sg_tee_to_green
76,76,Daniel Summerhays,83,0.232,-0.062,0.227,0.067,78,2013,sg_tee_to_green
77,77,Luke Guthrie,82,0.219,-0.116,0.28,0.055,65,2013,sg_tee_to_green
78,78,John Senden,79,0.216,0.344,-0.258,0.13,61,2013,sg_tee_to_green
79,79,George McNeill,68,0.213,-0.012,0.255,-0.03,64,2013,sg_tee_to_green
80,80,Chad Campbell,78,0.205,-0.286,0.525,-0.033,72,2013,sg_tee_to_green
81,81,Ben Crane,62,0.175,-0.143,0.313,0.005,55,2013,sg_tee_to_green
82,82,Brad Fritsch,81,0.166,0.005,0.313,-0.152,68,2013,sg_tee_to_green
T83,T83,D.A. Points,87,0.16,-0.194,0.191,0.163,68,2013,sg_tee_to_green
T83,T83,"Ted Potter, Jr.",65,0.16,0.166,0.046,-0.052,55,2013,sg_tee_to_green
85,85,Scott Brown,65,0.151,0.338,-0.174,-0.014,55,2013,sg_tee_to_green
86,86,Russell Henley,80,0.145,0.432,-0.053,-0.233,66,2013,sg_tee_to_green
T87,T87,Harris English,95,0.136,0.115,0.098,-0.077,82,2013,sg_tee_to_green
T87,T87,Ryo Ishikawa,72,0.136,0.11,0.191,-0.165,55,2013,sg_tee_to_green
T87,T87,Martin Laird,68,0.136,0.389,-0.195,-0.058,53,2013,sg_tee_to_green
90,90,Morgan Hoffmann,64,0.125,0.227,-0.344,0.242,53,2013,sg_tee_to_green
91,91,Brandt Jobe,62,0.123,0.104,0.209,-0.191,53,2013,sg_tee_to_green
92,92,Bo Van Pelt,72,0.111,0.186,0.025,-0.1,54,2013,sg_tee_to_green
93,93,Scott Piercy,78,0.1,0.144,-0.038,-0.006,62,2013,sg_tee_to_green
94,94,Tim Clark,64,0.086,0.048,0.087,-0.049,43,2013,sg_tee_to_green
95,95,Justin Hicks,79,0.08,0.218,0.462,-0.6,66,2013,sg_tee_to_green
96,96,Trevor Immelman,73,0.074,-0.181,0.162,0.094,62,2013,sg_tee_to_green
97,97,Greg Owen,73,0.054,0.064,-0.045,0.036,66,2013,sg_tee_to_green
98,98,Robert Karlsson,56,0.051,-0.217,0.125,0.143,37,2013,sg_tee_to_green
99,99,Jeff Maggert,63,0.049,0.074,0.141,-0.166,57,2013,sg_tee_to_green
100,100,Padraig Harrington,52,0.042,-0.345,0.067,0.321,35,2013,sg_tee_to_green
T101,T101,Peter Hanson,45,0.024,-0.306,0.192,0.138,33,2013,sg_tee_to_green
T101,T101,David Lingmerth,68,0.024,0.301,-0.255,-0.022,57,2013,sg_tee_to_green
103,103,Jeff Overton,78,0.011,0.296,0.099,-0.384,74,2013,sg_tee_to_green
104,104,Martin Kaymer,61,-0.003,0.402,-0.07,-0.335,42,2013,sg_tee_to_green
105,105,Brendan Steele,86,-0.005,0.025,-0.135,0.105,77,2013,sg_tee_to_green
106,106,Ángel Cabrera,73,-0.006,0.294,-0.241,-0.059,57,2013,sg_tee_to_green
107,107,Seung-Yul Noh,71,-0.009,-0.162,-0.163,0.315,62,2013,sg_tee_to_green
108,108,Ken Duke,87,-0.04,0.009,0.13,-0.178,75,2013,sg_tee_to_green
109,109,James Hahn,78,-0.07,0.044,-0.079,-0.034,67,2013,sg_tee_to_green
110,110,David Lynn,70,-0.071,-0.229,-0.164,0.323,56,2013,sg_tee_to_green
111,111,J.J. Henry,83,-0.074,0.138,-0.122,-0.089,74,2013,sg_tee_to_green
112,112,Bryce Molder,82,-0.09,-0.538,0.052,0.395,71,2013,sg_tee_to_green
113,113,Henrik Norlander,70,-0.094,0.166,-0.105,-0.155,59,2013,sg_tee_to_green
114,114,Will Claxton,67,-0.095,0.341,-0.222,-0.215,56,2013,sg_tee_to_green
115,115,Carl Pettersson,82,-0.101,0.026,-0.252,0.126,64,2013,sg_tee_to_green
116,116,Stuart Appleby,88,-0.112,-0.28,-0.219,0.387,79,2013,sg_tee_to_green
117,117,Brian Stuard,78,-0.135,-0.128,0.118,-0.125,63,2013,sg_tee_to_green
118,118,David Hearn,88,-0.139,-0.199,0.179,-0.119,73,2013,sg_tee_to_green
119,119,Vaughn Taylor,50,-0.141,-0.042,0.148,-0.247,40,2013,sg_tee_to_green
120,120,William McGirt,75,-0.161,-0.208,-0.118,0.165,71,2013,sg_tee_to_green
121,121,Scott Langley,79,-0.211,-0.302,-0.124,0.215,64,2013,sg_tee_to_green
122,122,D.H. Lee,65,-0.213,-0.142,-0.055,-0.015,58,2013,sg_tee_to_green
T123,T123,Jason Bohn,70,-0.217,-0.156,0.034,-0.095,66,2013,sg_tee_to_green
T123,T123,Steve LeBrun,66,-0.217,0.248,-0.28,-0.185,53,2013,sg_tee_to_green
125,125,Tag Ridings,69,-0.224,-0.054,-0.174,0.003,58,2013,sg_tee_to_green
126,126,Patrick Reed,83,-0.227,0.089,-0.327,0.011,74,2013,sg_tee_to_green
127,127,Robert Streb,75,-0.231,0.164,-0.398,0.003,62,2013,sg_tee_to_green
128,128,Justin Leonard,86,-0.233,-0.341,-0.255,0.363,75,2013,sg_tee_to_green
129,129,Richard Lee,81,-0.251,-0.134,-0.074,-0.043,72,2013,sg_tee_to_green
130,130,James Driscoll,76,-0.261,-0.422,0.022,0.139,63,2013,sg_tee_to_green
131,131,Steven Bowditch,67,-0.283,0.041,-0.641,0.316,58,2013,sg_tee_to_green
132,132,D.J. Trahan,48,-0.285,0.182,-0.448,-0.018,38,2013,sg_tee_to_green
133,133,Cameron Percy,68,-0.288,0.001,-0.198,-0.092,57,2013,sg_tee_to_green
134,134,Rod Pampling,46,-0.293,-0.115,-0.568,0.389,35,2013,sg_tee_to_green
135,135,Tim Herron,45,-0.296,-0.208,-0.285,0.197,44,2013,sg_tee_to_green
136,136,David Toms,49,-0.301,-0.37,-0.026,0.095,32,2013,sg_tee_to_green
137,137,Geoff Ogilvy,57,-0.311,-0.161,-0.268,0.117,42,2013,sg_tee_to_green
138,138,Andres Romero,63,-0.317,-0.05,-0.437,0.17,52,2013,sg_tee_to_green
139,139,Charlie Beljan,62,-0.32,0.424,-0.437,-0.306,55,2013,sg_tee_to_green
140,140,Dicky Pride,71,-0.35,-0.365,0.012,0.002,59,2013,sg_tee_to_green
141,141,Lee Williams,62,-0.364,-0.514,-0.23,0.38,51,2013,sg_tee_to_green
142,142,Fabián Gómez,65,-0.372,0.089,-0.435,-0.026,56,2013,sg_tee_to_green
143,143,Scott Stallings,79,-0.381,0.389,-0.379,-0.392,66,2013,sg_tee_to_green
144,144,Michael Thompson,66,-0.391,-0.28,-0.179,0.067,53,2013,sg_tee_to_green
T145,T145,Erik Compton,74,-0.427,0.012,-0.363,-0.076,65,2013,sg_tee_to_green
T145,T145,Charlie Wi,75,-0.427,-0.224,-0.498,0.295,66,2013,sg_tee_to_green
147,147,Brian Harman,89,-0.443,0.316,-0.856,0.096,76,2013,sg_tee_to_green
148,148,Ben Curtis,59,-0.458,-0.632,-0.034,0.208,46,2013,sg_tee_to_green
149,149,Darron Stiles,51,-0.484,-0.087,-0.401,0.003,42,2013,sg_tee_to_green
150,150,Jin Park,52,-0.485,-0.335,-0.166,0.016,43,2013,sg_tee_to_green
151,151,Sangmoon Bae,83,-0.488,0.053,-0.165,-0.376,72,2013,sg_tee_to_green
152,152,Eric Meierdierks,48,-0.499,0.316,-0.314,-0.501,37,2013,sg_tee_to_green
153,153,Y.E. Yang,56,-0.504,0.133,-0.5,-0.137,41,2013,sg_tee_to_green
154,154,Ben Kohles,75,-0.509,-0.042,-0.113,-0.354,62,2013,sg_tee_to_green
155,155,Robert Allenby,58,-0.522,-0.733,0.296,-0.085,52,2013,sg_tee_to_green
156,156,Shawn Stefani,63,-0.573,-0.11,-0.308,-0.155,50,2013,sg_tee_to_green
157,157,Troy Matteson,68,-0.614,-0.206,-0.583,0.175,59,2013,sg_tee_to_green
158,158,Andrew Svoboda,46,-0.629,-0.027,-0.295,-0.308,35,2013,sg_tee_to_green
159,159,Scott Gardiner,61,-0.649,0.069,-0.527,-0.19,52,2013,sg_tee_to_green
160,160,Brian Gay,79,-0.694,-0.577,-0.453,0.336,71,2013,sg_tee_to_green
161,161,David Mathis,71,-0.701,-0.328,-0.267,-0.105,62,2013,sg_tee_to_green
162,162,Jonas Blixt,76,-0.715,-0.227,-0.882,0.394,67,2013,sg_tee_to_green
163,163,Tom Gillis,69,-0.716,0.062,-0.905,0.126,60,2013,sg_tee_to_green
164,164,Sean O'Hair,56,-0.745,0.029,-0.576,-0.198,51,2013,sg_tee_to_green
165,165,Derek Ernst,58,-0.859,0.231,-0.564,-0.526,49,2013,sg_tee_to_green
166,166,Michael Bradley,56,-0.869,-1.058,0.257,-0.068,43,2013,sg_tee_to_green
167,167,Tommy Gainey,84,-0.87,-0.098,-0.361,-0.411,75,2013,sg_tee_to_green
168,168,Casey Wittenberg,72,-0.874,-1.071,-0.067,0.263,61,2013,sg_tee_to_green
169,169,Greg Chalmers,77,-0.89,-0.552,-0.237,-0.102,70,2013,sg_tee_to_green
170,170,Doug LaBelle II,72,-0.932,-0.243,-0.479,-0.21,59,2013,sg_tee_to_green
171,171,Aaron Baddeley,68,-0.979,-0.603,-0.669,0.293,59,2013,sg_tee_to_green
172,172,Aaron Watkins,46,-0.991,-0.568,-0.707,0.285,35,2013,sg_tee_to_green
173,173,Alistair Presnell,59,-1.01,-0.548,-0.585,0.123,46,2013,sg_tee_to_green
174,174,Mike Weir,60,-1.059,-1.338,-0.12,0.399,47,2013,sg_tee_to_green
175,175,Luke List,65,-1.077,-0.447,-0.533,-0.097,52,2013,sg_tee_to_green
176,176,Johnson Wagner,64,-1.217,-0.461,-0.32,-0.436,52,2013,sg_tee_to_green
177,177,Justin Bolli,59,-1.27,-0.273,-0.787,-0.21,46,2013,sg_tee_to_green
178,178,Stephen Ames,49,-1.297,-0.662,-0.488,-0.147,44,2013,sg_tee_to_green
179,179,Bobby Gates,49,-1.408,-0.58,-0.498,-0.331,38,2013,sg_tee_to_green
180,180,Colt Knost,69,-1.714,-0.625,-0.847,-0.242,58,2013,sg_tee_to_green
