RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T308,T308,Grant Booth,1,1.17,"$7,174","$612,000",2018,pct_total_money_won
T308,T308,Olin Browne,1,1.17,"$7,385","$630,000",2018,pct_total_money_won
T308,T308,Danny Chia,1,1.17,"$14,770","$1,260,000",2018,pct_total_money_won
T308,T308,Ryan Hogue,1,1.17,"$14,348","$1,224,000",2018,pct_total_money_won
T312,T312,Joshua Creel,1,1.16,"$12,958","$1,116,000",2018,pct_total_money_won
T312,T312,Robert Streb,29,1.16,"$411,605","$35,613,000",2018,pct_total_money_won
T312,T312,Nicholas Thompson,1,1.16,"$8,944","$774,000",2018,pct_total_money_won
T315,T315,Calum Hill,1,1.14,"$24,692","$2,160,000",2018,pct_total_money_won
T315,T315,Daniel Summerhays,19,1.14,"$234,510","$20,566,800",2018,pct_total_money_won
T317,T317,Paul Goydos,1,1.13,"$18,067","$1,602,000",2018,pct_total_money_won
T317,T317,Dawie van der Walt,1,1.13,"$14,210","$1,260,000",2018,pct_total_money_won
T317,T317,Casey Wittenberg,1,1.13,"$13,464","$1,188,000",2018,pct_total_money_won
T320,T320,Grady Brame,1,1.12,"$8,686","$774,000",2018,pct_total_money_won
T320,T320,T.J. Vogel,8,1.12,"$110,020","$9,828,000",2018,pct_total_money_won
322,322,Cameron Wilson,1,1.11,"$23,959","$2,160,000",2018,pct_total_money_won
T323,T323,Neal Lancaster,1,1.1,"$6,930","$630,000",2018,pct_total_money_won
T323,T323,John Merrick,11,1.1,"$119,407","$10,900,800",2018,pct_total_money_won
T325,T325,Junghwan Lee,1,1.08,"$18,037","$1,665,000",2018,pct_total_money_won
T325,T325,Tim Wilkinson,3,1.08,"$43,926","$4,068,000",2018,pct_total_money_won
327,327,Julio Santos,1,1.07,"$5,760","$540,000",2018,pct_total_money_won
T328,T328,Alexander Björk,3,1.06,"$59,250","$5,570,000",2018,pct_total_money_won
T328,T328,Jeunghun Wang,1,1.06,"$17,575","$1,665,000",2018,pct_total_money_won
330,330,Nicholas Fung,1,1.04,"$13,160","$1,260,000",2018,pct_total_money_won
331,331,Heath Slocum,5,1.03,"$37,814","$3,672,000",2018,pct_total_money_won
332,332,Adrian Otaegui,1,1.02,"$20,100","$1,980,000",2018,pct_total_money_won
T333,T333,Jonathan Byrd,24,1,"$267,054","$26,596,800",2018,pct_total_money_won
T333,T333,Cody Gribble,25,1,"$302,592","$30,241,800",2018,pct_total_money_won
T333,T333,Steve Marino,6,1,"$76,616","$7,668,000",2018,pct_total_money_won
336,336,Rob Oppenheim,26,0.96,"$279,019","$28,990,800",2018,pct_total_money_won
337,337,Cameron Davis,4,0.93,"$56,555","$6,066,000",2018,pct_total_money_won
338,338,George McNeill,10,0.92,"$91,099","$9,900,000",2018,pct_total_money_won
339,339,Jazz Janewattananond,2,0.91,"$28,700","$3,150,000",2018,pct_total_money_won
T340,T340,Matt Every,30,0.87,"$299,161","$34,210,800",2018,pct_total_money_won
T340,T340,Conrad Shindler,20,0.87,"$187,399","$21,600,000",2018,pct_total_money_won
T340,T340,Jordan L Smith,3,0.87,"$48,250","$5,530,000",2018,pct_total_money_won
T343,T343,Sangmoon Bae,17,0.85,"$184,057","$21,645,000",2018,pct_total_money_won
T343,T343,Roberto Díaz,25,0.85,"$235,635","$27,694,800",2018,pct_total_money_won
345,345,Ryan Ruffels,3,0.82,"$33,393","$4,087,800",2018,pct_total_money_won
T346,T346,Eric Axley,7,0.81,"$69,124","$8,496,000",2018,pct_total_money_won
T346,T346,Scottie Scheffler,3,0.81,"$25,080","$3,096,000",2018,pct_total_money_won
348,348,Sungjae Im,2,0.8,"$33,281","$4,140,000",2018,pct_total_money_won
T349,T349,Mickey DeMorat,2,0.78,"$25,425","$3,240,000",2018,pct_total_money_won
T349,T349,John Senden,7,0.78,"$68,604","$8,748,000",2018,pct_total_money_won
T351,T351,Brendon de Jonge,14,0.77,"$110,276","$14,284,800",2018,pct_total_money_won
T351,T351,Smylie Kaufman,22,0.77,"$201,136","$26,074,800",2018,pct_total_money_won
T351,T351,Tom Lewis,2,0.77,"$31,000","$4,050,000",2018,pct_total_money_won
T351,T351,Jimmy Stanger,3,0.77,"$24,480","$3,168,000",2018,pct_total_money_won
355,355,Andrew Johnston,2,0.75,"$24,448","$3,276,000",2018,pct_total_money_won
T356,T356,Luke Donald,9,0.72,"$81,989","$11,376,000",2018,pct_total_money_won
T356,T356,Rod Pampling,20,0.72,"$183,805","$25,515,000",2018,pct_total_money_won
T356,T356,Danny Willett,6,0.72,"$84,000","$11,592,000",2018,pct_total_money_won
359,359,Davis Love III,12,0.71,"$97,920","$13,788,000",2018,pct_total_money_won
360,360,Seunghyuk Kim,2,0.7,"$20,627","$2,961,000",2018,pct_total_money_won
361,361,Lucas Herbert,2,0.67,"$27,161","$4,050,000",2018,pct_total_money_won
T362,T362,Martin Kaymer,11,0.66,"$115,379","$17,442,000",2018,pct_total_money_won
T362,T362,Spencer Levin,2,0.66,"$9,331","$1,404,000",2018,pct_total_money_won
T364,T364,James Driscoll,2,0.64,"$14,910","$2,340,000",2018,pct_total_money_won
T364,T364,Andrew Novak,2,0.64,"$14,850","$2,304,000",2018,pct_total_money_won
T364,T364,Vijay Singh,10,0.64,"$95,334","$14,832,000",2018,pct_total_money_won
367,367,Sebastián Muñoz,2,0.63,"$17,675","$2,790,000",2018,pct_total_money_won
368,368,Cameron Tringale,26,0.62,"$179,459","$28,954,800",2018,pct_total_money_won
369,369,Jesse Mueller,2,0.61,"$15,028","$2,466,000",2018,pct_total_money_won
370,370,Derek Ernst,3,0.58,"$20,353","$3,492,000",2018,pct_total_money_won
T371,T371,Steve Allan,2,0.55,"$12,338","$2,232,000",2018,pct_total_money_won
T371,T371,Sulman Raza,2,0.55,"$15,300","$2,772,000",2018,pct_total_money_won
373,373,Troy Matteson,7,0.53,"$39,000","$7,362,000",2018,pct_total_money_won
T374,T374,Jason Bohn,9,0.52,"$43,620","$8,406,000",2018,pct_total_money_won
T374,T374,Ken Duke,15,0.52,"$82,161","$15,786,000",2018,pct_total_money_won
T374,T374,David Skinns,2,0.52,"$9,861","$1,890,000",2018,pct_total_money_won
377,377,Brian Davis,12,0.5,"$60,851","$12,186,000",2018,pct_total_money_won
T378,T378,Ernie Els,15,0.49,"$102,867","$20,898,000",2018,pct_total_money_won
T378,T378,Taylor Moore,2,0.49,"$9,861","$1,998,000",2018,pct_total_money_won
380,380,Billy Hurley III,27,0.47,"$145,724","$31,168,800",2018,pct_total_money_won
381,381,Vince India,2,0.46,"$7,305","$1,584,000",2018,pct_total_money_won
382,382,Padraig Harrington,16,0.45,"$93,260","$20,638,800",2018,pct_total_money_won
383,383,Geoff Ogilvy,18,0.43,"$93,947","$21,852,000",2018,pct_total_money_won
384,384,Doc Redman,6,0.42,"$36,841","$8,748,000",2018,pct_total_money_won
T385,T385,Tommy Gainey,10,0.41,"$39,508","$9,684,000",2018,pct_total_money_won
T385,T385,Jim Herman,9,0.41,"$46,962","$11,367,000",2018,pct_total_money_won
T385,T385,Dru Love,7,0.41,"$27,305","$6,696,000",2018,pct_total_money_won
388,388,Dicky Pride,11,0.4,"$42,810","$10,800,000",2018,pct_total_money_won
T389,T389,Matt Atkins,21,0.39,"$89,104","$22,582,800",2018,pct_total_money_won
T389,T389,Jonathan Kaye,3,0.39,"$7,004","$1,782,000",2018,pct_total_money_won
391,391,Colt Knost,10,0.37,"$43,134","$11,764,800",2018,pct_total_money_won
T392,T392,Zecheng Dou,23,0.35,"$90,993","$25,934,800",2018,pct_total_money_won
T392,T392,Sean McCarty,2,0.35,"$10,730","$3,024,000",2018,pct_total_money_won
394,394,Ángel Cabrera,5,0.34,"$20,353","$6,012,000",2018,pct_total_money_won
395,395,Tom Whitney,3,0.33,"$12,095","$3,672,000",2018,pct_total_money_won
396,396,Mark Wilson,11,0.31,"$33,348","$10,746,000",2018,pct_total_money_won
397,397,Shugo Imahira,3,0.3,"$14,198","$4,756,000",2018,pct_total_money_won
398,398,Kris Blanks,6,0.29,"$18,998","$6,498,000",2018,pct_total_money_won
399,399,Robert Allenby,8,0.27,"$19,970","$7,488,000",2018,pct_total_money_won
400,400,Arjun Atwal,6,0.26,"$12,006","$4,680,000",2018,pct_total_money_won
T401,T401,Cameron Beckman,6,0.24,"$12,694","$5,400,000",2018,pct_total_money_won
T401,T401,Chris Couch,5,0.24,"$13,000","$5,364,000",2018,pct_total_money_won
T403,T403,Charlie Beljan,9,0.22,"$21,344","$9,792,000",2018,pct_total_money_won
T403,T403,John Daly,7,0.22,"$18,362","$8,236,800",2018,pct_total_money_won
T403,T403,Trevor Immelman,2,0.22,"$5,520","$2,520,000",2018,pct_total_money_won
406,406,Charlie Wi,6,0.21,"$10,878","$5,212,800",2018,pct_total_money_won
407,407,Omar Uresti,10,0.2,"$21,278","$10,584,000",2018,pct_total_money_won
408,408,John Rollins,9,0.19,"$15,598","$8,326,800",2018,pct_total_money_won
409,409,Shaun Micheel,4,0.18,"$6,930","$3,924,000",2018,pct_total_money_won
T410,T410,Cameron Champ,6,0.17,"$11,966","$7,038,000",2018,pct_total_money_won
T410,T410,Andrew Yun,22,0.17,"$41,566","$23,860,800",2018,pct_total_money_won
T410,T410,Will Zalatoris,6,0.17,"$14,874","$8,802,000",2018,pct_total_money_won
413,413,Daniel Chopra,6,0.16,"$8,784","$5,400,000",2018,pct_total_money_won
414,414,Bob Estes,8,0.15,"$15,431","$9,972,000",2018,pct_total_money_won
415,415,Rick Lamb,10,0.12,"$14,136","$11,574,000",2018,pct_total_money_won
416,416,Kyle Thompson,22,0.1,"$24,878","$23,968,800",2018,pct_total_money_won
417,417,Mike Weir,6,0.09,"$5,760","$6,642,000",2018,pct_total_money_won
