RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
149,153,Vaughn Taylor,93,-0.205,-16.819,82,2019,sg_off_tee
150,154,Dominic Bozzelli,73,-0.236,-11.572,49,2019,sg_off_tee
T151,T155,Brian Stuard,98,-0.239,-18.429,77,2019,sg_off_tee
T151,T155,Stephan Jaeger,77,-0.239,-13.619,57,2019,sg_off_tee
153,157,Talor Gooch,54,-0.24,-11.523,48,2019,sg_off_tee
T154,T158,Seamus Power,80,-0.247,-15.29,62,2019,sg_off_tee
T154,T158,Nate Lashley,70,-0.247,-13.603,55,2019,sg_off_tee
156,160,"Ted Potter, Jr.",73,-0.253,-15.204,60,2019,sg_off_tee
157,161,Robert Streb,80,-0.256,-15.347,60,2019,sg_off_tee
158,162,Anders Albertson,68,-0.265,-13.756,52,2019,sg_off_tee
159,163,Kevin Na,65,-0.282,-12.39,44,2019,sg_off_tee
160,164,Julián Etulain,70,-0.284,-14.488,51,2019,sg_off_tee
161,165,Ollie Schniederjans,77,-0.285,-17.405,61,2019,sg_off_tee
162,166,Brian Gay,93,-0.286,-20.626,72,2019,sg_off_tee
163,167,Henrik Stenson,58,-0.293,-12.306,42,2019,sg_off_tee
164,168,Shawn Stefani,80,-0.303,-18.794,62,2019,sg_off_tee
T165,T169,Kelly Kraft,87,-0.307,-19.944,65,2019,sg_off_tee
T165,T169,Phil Mickelson,63,-0.307,-15.345,50,2019,sg_off_tee
167,171,Satoshi Kodaira,67,-0.311,-15.857,51,2019,sg_off_tee
168,172,Chesson Hadley,76,-0.336,-20.167,60,2019,sg_off_tee
169,173,Cody Gribble,74,-0.374,-21.707,58,2019,sg_off_tee
170,174,Roberto Castro,76,-0.382,-23.694,62,2019,sg_off_tee
171,175,Peter Malnati,87,-0.41,-31.154,76,2019,sg_off_tee
172,176,Graeme McDowell,75,-0.426,-21.295,50,2019,sg_off_tee
173,177,Anirban Lahiri,73,-0.431,-25.415,59,2019,sg_off_tee
174,178,Brady Schnell,53,-0.439,-17.106,39,2019,sg_off_tee
175,179,Peter Uihlein,84,-0.442,-25.653,58,2019,sg_off_tee
176,180,Jordan Spieth,82,-0.452,-29.812,66,2019,sg_off_tee
177,181,Aaron Baddeley,55,-0.46,-19.321,42,2019,sg_off_tee
178,182,Ernie Els,51,-0.463,-13.889,30,2019,sg_off_tee
179,183,Patton Kizzire,76,-0.489,-25.932,53,2019,sg_off_tee
180,184,Pat Perez,68,-0.498,-20.407,41,2019,sg_off_tee
181,185,Curtis Luck,65,-0.546,-24.034,44,2019,sg_off_tee
182,186,Chris Stroud,70,-0.557,-28.975,52,2019,sg_off_tee
183,187,Scott Langley,78,-0.593,-37.965,64,2019,sg_off_tee
T184,T188,Andrew Putnam,81,-0.639,-35.778,56,2019,sg_off_tee
T184,T188,Freddie Jacobson,53,-0.639,-25.558,40,2019,sg_off_tee
186,190,Jonathan Byrd,55,-0.758,-27.3,36,2019,sg_off_tee
187,191,Whee Kim,73,-1.035,-48.664,47,2019,sg_off_tee
188,192,Michael Kim,61,-1.556,-70.02,45,2019,sg_off_tee
