RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T113,T112,Bryce Molder,21,194,129,65,2009,total_driving
T113,T112,Matt Kuchar,24,194,128,66,2009,total_driving
T115,T109,Glen Day,26,195,174,21,2009,total_driving
T115,T117,John Mallinger,27,195,164,31,2009,total_driving
T117,T123,Tom Lehman,16,196,179,17,2009,total_driving
T117,T119,Todd Hamilton,29,196,113,83,2009,total_driving
T117,T107,Brendon de Jonge,29,196,75,121,2009,total_driving
T117,T123,Pat Perez,22,196,87,109,2009,total_driving
T117,T112,George McNeill,26,196,61,135,2009,total_driving
T122,T119,Mark Brooks,17,197,182,15,2009,total_driving
T122,T126,Woody Austin,24,197,99,98,2009,total_driving
T122,T119,Retief Goosen,20,197,58,139,2009,total_driving
T125,T126,Corey Pavin,23,198,184,14,2009,total_driving
T125,T126,Andres Romero,20,198,18,180,2009,total_driving
T125,T109,Leif Olson,21,198,30,168,2009,total_driving
T128,T129,Charles Howell III,29,199,53,146,2009,total_driving
T128,T134,Nick O'Hern,27,199,170,29,2009,total_driving
130,T129,Y.E. Yang,23,200,67,133,2009,total_driving
T131,T129,Rory Sabbatini,25,201,47,154,2009,total_driving
T131,T119,Matt Bettencourt,31,201,52,149,2009,total_driving
133,T129,Paul Goydos,25,202,172,30,2009,total_driving
T134,137,Scott Sterling,16,203,109,94,2009,total_driving
T134,142,Rich Beem,26,203,114,89,2009,total_driving
136,T140,Ricky Barnes,23,207,55,152,2009,total_driving
137,T143,Ian Poulter,17,208,133,75,2009,total_driving
138,T143,Richard Johnson,26,209,176,33,2009,total_driving
139,157,Rick Price,21,210,166,44,2009,total_driving
140,T138,Chris DiMarco,29,211,157,54,2009,total_driving
141,T146,Tim Herron,27,212,59,153,2009,total_driving
142,T146,Geoff Ogilvy,20,214,63,151,2009,total_driving
T143,T134,Peter Lonard,30,215,157,58,2009,total_driving
T143,T149,Cameron Beckman,26,215,97,118,2009,total_driving
T143,T149,Jeff Overton,28,215,41,174,2009,total_driving
146,148,Rocco Mediate,22,217,129,88,2009,total_driving
T147,T154,Greg Chalmers,26,218,119,99,2009,total_driving
T147,151,Marc Turnesa,30,218,157,61,2009,total_driving
T149,145,Jarrod Lyle,21,219,95,124,2009,total_driving
T149,T154,Stuart Appleby,25,219,77,142,2009,total_driving
T149,158,Jeff Quinney,26,219,177,42,2009,total_driving
152,T152,Cliff Kresge,28,221,149,72,2009,total_driving
153,T152,Joe Ogilvie,29,223,65,158,2009,total_driving
154,156,Steve Flesch,27,225,117,108,2009,total_driving
155,159,Tom Pernice Jr.,26,226,140,86,2009,total_driving
156,160,Mark Calcavecchia,23,234,104,130,2009,total_driving
157,161,David Duval,22,236,53,183,2009,total_driving
158,165,Brett Quigley,28,237,93,144,2009,total_driving
159,166,Ben Curtis,18,238,157,81,2009,total_driving
160,T162,Kevin Na,26,240,136,104,2009,total_driving
T161,171,Brad Adamonis,25,242,82,160,2009,total_driving
T161,167,Ken Duke,29,242,129,113,2009,total_driving
T161,T162,Webb Simpson,30,242,102,140,2009,total_driving
164,168,Carl Pettersson,29,243,86,157,2009,total_driving
165,172,Jimmy Walker,24,246,70,176,2009,total_driving
166,T169,Brian Bateman,25,248,84,164,2009,total_driving
167,T162,Aron Price,27,250,154,96,2009,total_driving
168,T169,Lee Janzen,23,254,139,115,2009,total_driving
T169,174,Nathan Green,30,255,123,132,2009,total_driving
T169,173,Aaron Baddeley,23,255,92,163,2009,total_driving
171,T178,Derek Fathauer,25,262,100,162,2009,total_driving
172,175,David Mathis,27,264,148,116,2009,total_driving
173,177,Dean Wilson,29,266,181,85,2009,total_driving
T174,T178,Mike Weir,24,269,163,106,2009,total_driving
T174,176,Freddie Jacobson,25,269,122,147,2009,total_driving
176,181,Padraig Harrington,20,277,106,171,2009,total_driving
177,180,Greg Kraft,21,279,178,101,2009,total_driving
178,184,Spencer Levin,25,284,165,119,2009,total_driving
179,183,Luke Donald,21,287,173,114,2009,total_driving
180,185,Ryuji Imada,25,290,168,122,2009,total_driving
181,182,Brendon Todd,21,291,171,120,2009,total_driving
182,186,Eric Axley,30,315,133,182,2009,total_driving
183,187,Brad Faxon,23,324,180,144,2009,total_driving
184,188,Parker McLachlin,25,330,157,173,2009,total_driving
