RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T113,118,Mark Wilson,24,203,157,46,2006,total_driving
115,117,Alex Aragon,26,204,12,192,2006,total_driving
116,119,Jerry Smith,29,205,180,25,2006,total_driving
T117,T122,Tommy Armour III,25,206,152,54,2006,total_driving
T117,T126,David Howell,14,206,93,113,2006,total_driving
T117,T120,Danny Ellis,23,206,66,140,2006,total_driving
T117,T124,D.A. Points,28,206,92,114,2006,total_driving
121,T124,Bob Estes,25,207,120,87,2006,total_driving
T122,T122,Ian Leggatt,29,208,77,131,2006,total_driving
T122,T120,Daniel Chopra,33,208,29,179,2006,total_driving
T124,T126,Jesper Parnevik,24,209,86,123,2006,total_driving
T124,T131,Joey Sindelar,29,209,143,66,2006,total_driving
T126,130,Greg Kraft,26,210,187,23,2006,total_driving
T126,T115,Retief Goosen,18,210,34,176,2006,total_driving
T126,T126,Bill Haas,30,210,40,170,2006,total_driving
T126,T126,Jon Mills,27,210,32,178,2006,total_driving
130,134,Vaughn Taylor,26,212,115,97,2006,total_driving
131,T131,Tom Pernice Jr.,33,213,144,69,2006,total_driving
132,T138,Shaun Micheel,29,217,97,120,2006,total_driving
133,T136,Vijay Singh,27,218,65,153,2006,total_driving
T134,T145,Steve Lowery,31,219,110,109,2006,total_driving
T134,T142,Shane Bertsch,34,219,176,43,2006,total_driving
T136,T142,Brian Gay,31,220,189,31,2006,total_driving
T136,T142,Mark Brooks,36,220,192,28,2006,total_driving
T136,T145,Mark Calcavecchia,27,220,152,68,2006,total_driving
T136,T138,Tim Herron,27,220,59,161,2006,total_driving
T140,148,Ben Crane,26,221,127,94,2006,total_driving
T140,141,Jason Schultz,28,221,69,152,2006,total_driving
142,135,Stewart Cink,26,223,75,148,2006,total_driving
143,T138,Ernie Els,18,225,54,171,2006,total_driving
144,T149,Tim Clark,22,227,183,44,2006,total_driving
T145,T151,Doug Barron,28,228,188,40,2006,total_driving
T145,T149,David Duval,24,228,35,193,2006,total_driving
147,T151,Craig Barlow,22,229,63,166,2006,total_driving
148,T136,Chad Campbell,25,230,83,147,2006,total_driving
149,T153,Woody Austin,31,231,102,129,2006,total_driving
T150,T159,Paul Azinger,30,233,127,106,2006,total_driving
T150,155,John Huston,27,233,75,158,2006,total_driving
T150,T145,Ben Curtis,26,233,177,56,2006,total_driving
T150,T153,Charles Howell III,30,233,51,182,2006,total_driving
154,T156,Jimmy Walker,21,234,38,196,2006,total_driving
T155,T159,Aaron Baddeley,25,235,98,137,2006,total_driving
T155,158,Corey Pavin,23,235,196,39,2006,total_driving
157,T164,Billy Andrade,24,236,132,104,2006,total_driving
158,162,James Driscoll,29,238,43,195,2006,total_driving
159,166,Bernhard Langer,24,239,127,112,2006,total_driving
T160,163,Rod Pampling,24,240,99,141,2006,total_driving
T160,T156,Stuart Appleby,23,240,90,150,2006,total_driving
162,T159,Arron Oberholser,23,244,136,108,2006,total_driving
T163,T164,Dean Wilson,34,245,149,96,2006,total_driving
T163,T167,Shigeki Maruyama,30,245,122,123,2006,total_driving
165,T167,Michael Allen,25,246,79,167,2006,total_driving
T166,T176,Carl Pettersson,28,247,115,132,2006,total_driving
T166,170,Stephen Leaney,27,247,185,62,2006,total_driving
T166,171,Jeff Sluman,29,247,172,75,2006,total_driving
T169,T172,Mike Weir,24,248,165,83,2006,total_driving
T169,T167,Brett Quigley,33,248,91,157,2006,total_driving
171,T172,"Wes Short, Jr.",33,249,80,169,2006,total_driving
172,T174,Tom Lehman,20,250,115,135,2006,total_driving
173,T176,Peter Lonard,22,251,170,81,2006,total_driving
T174,T174,Carlos Franco,29,253,68,185,2006,total_driving
T174,178,J.L. Lewis,17,253,173,80,2006,total_driving
T174,179,Chris DiMarco,26,253,175,78,2006,total_driving
T177,T180,José María Olazábal,18,257,108,149,2006,total_driving
T177,T180,Nathan Green,30,257,157,100,2006,total_driving
179,T180,Steve Jones,27,258,181,77,2006,total_driving
180,183,Tim Petrovic,30,261,168,93,2006,total_driving
T181,T185,Todd Fischer,35,264,190,74,2006,total_driving
T181,T185,Robert Damron,31,264,162,102,2006,total_driving
183,T185,Len Mattiace,22,265,85,180,2006,total_driving
184,188,Bob Tway,25,266,139,127,2006,total_driving
185,184,Rory Sabbatini,24,268,87,181,2006,total_driving
186,189,"John Engler, Jr.",27,270,106,164,2006,total_driving
187,191,Dudley Hart,29,285,122,163,2006,total_driving
188,192,Michael Connell,22,292,159,133,2006,total_driving
189,193,Ryuji Imada,31,296,137,159,2006,total_driving
190,194,Vance Veazey,20,299,127,172,2006,total_driving
191,195,Greg Chalmers,28,309,120,189,2006,total_driving
192,196,Hidemichi Tanaka,31,318,162,156,2006,total_driving
193,197,Todd Hamilton,27,331,147,184,2006,total_driving
194,198,Lee Janzen,28,332,150,182,2006,total_driving
195,199,Mark O'Meara,18,366,191,175,2006,total_driving
196,200,Brad Faxon,26,368,195,173,2006,total_driving
