RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
53,52,Michael Putnam,96,294.5,"54,195",184,2007,avg_driv_dist
54,57,J.J. Henry,86,294.4,"50,050",170,2007,avg_driv_dist
T55,T58,Sergio Garcia,68,294.2,"38,840",132,2007,avg_driv_dist
T55,T58,John Senden,97,294.2,"57,084",194,2007,avg_driv_dist
57,55,Ted Purdy,102,294.1,"57,651",196,2007,avg_driv_dist
T58,61,Vijay Singh,102,293.8,"58,768",200,2007,avg_driv_dist
T58,56,Brendon de Jonge,76,293.8,"42,301",144,2007,avg_driv_dist
60,64,Padraig Harrington,64,293.2,"36,355",124,2007,avg_driv_dist
61,60,Michael Allen,74,293,"41,013",140,2007,avg_driv_dist
T62,T66,Retief Goosen,50,292.9,"28,119",96,2007,avg_driv_dist
T62,T48,Chris Tidland,59,292.9,"32,218",110,2007,avg_driv_dist
T62,62,Kevin Stadler,95,292.9,"53,308",182,2007,avg_driv_dist
65,63,Jarrod Lyle,77,292.6,"42,723",146,2007,avg_driv_dist
66,65,Briny Baird,115,292.1,"64,853",222,2007,avg_driv_dist
T67,T66,Steve Lowery,74,292,"43,222",148,2007,avg_driv_dist
T67,T74,Jonathan Byrd,73,292,"42,636",146,2007,avg_driv_dist
T69,72,J.P. Hayes,89,291.9,"51,962",178,2007,avg_driv_dist
T69,71,Cameron Beckman,96,291.9,"53,714",184,2007,avg_driv_dist
T69,76,Aaron Baddeley,83,291.9,"46,711",160,2007,avg_driv_dist
T72,T68,Jay Williamson,50,291.6,"29,155",100,2007,avg_driv_dist
T72,T74,Brian Bateman,55,291.6,"29,743",102,2007,avg_driv_dist
74,T80,Will MacKenzie,100,291.4,"58,286",200,2007,avg_driv_dist
75,T82,Kevin Sutherland,85,291.3,"49,521",170,2007,avg_driv_dist
T76,73,Jeff Brehaut,59,291.2,"33,193",114,2007,avg_driv_dist
T76,T68,Bryce Molder,56,291.2,"31,446",108,2007,avg_driv_dist
78,T68,Michael Sim,52,291.1,"30,279",104,2007,avg_driv_dist
79,77,Rich Beem,89,291,"51,790",178,2007,avg_driv_dist
T80,T84,Peter Lonard,85,290.9,"47,123",162,2007,avg_driv_dist
T80,T84,Stuart Appleby,74,290.9,"42,466",146,2007,avg_driv_dist
T82,86,Brett Quigley,79,290.7,"45,356",156,2007,avg_driv_dist
T82,78,Ryan Moore,92,290.7,"53,492",184,2007,avg_driv_dist
84,T80,Jeff Gove,103,290.5,"59,834",206,2007,avg_driv_dist
85,T88,John Rollins,102,290.4,"58,658",202,2007,avg_driv_dist
86,87,Mark Calcavecchia,93,290.2,"51,652",178,2007,avg_driv_dist
87,79,Chris Stroud,66,290,"37,118",128,2007,avg_driv_dist
88,92,Rory Sabbatini,81,289.9,"45,800",158,2007,avg_driv_dist
89,T82,Marco Dawson,73,289.8,"41,151",142,2007,avg_driv_dist
90,90,Jason Dufner,100,289.7,"57,933",200,2007,avg_driv_dist
91,91,Joe Ogilvie,102,289.5,"56,744",196,2007,avg_driv_dist
92,T95,Mike Weir,82,289.3,"46,872",162,2007,avg_driv_dist
93,T88,David Branshaw,83,289.2,"48,012",166,2007,avg_driv_dist
T94,T101,Alex Cejka,80,288.9,"45,061",156,2007,avg_driv_dist
T94,93,D.J. Brigman,67,288.9,"36,401",126,2007,avg_driv_dist
T96,T105,Justin Rose,63,288.7,"34,061",118,2007,avg_driv_dist
T96,T105,Todd Hamilton,76,288.7,"43,887",152,2007,avg_driv_dist
98,T101,Daisuke Maruyama,86,288.6,"47,323",164,2007,avg_driv_dist
T99,T98,Jim Rutledge,59,288.5,"31,738",110,2007,avg_driv_dist
T99,T95,Jesper Parnevik,88,288.5,"48,466",168,2007,avg_driv_dist
T99,T98,Parker McLachlin,83,288.5,"45,587",158,2007,avg_driv_dist
T99,T101,Carl Pettersson,111,288.5,"63,471",220,2007,avg_driv_dist
T103,104,Tom Johnson,74,288.4,"41,531",144,2007,avg_driv_dist
T103,T95,Ken Duke,112,288.4,"64,602",224,2007,avg_driv_dist
105,94,Lee Janzen,66,288,"36,858",128,2007,avg_driv_dist
106,107,Eric Axley,107,287.8,"61,588",214,2007,avg_driv_dist
T107,100,Duffy Waldorf,69,287.5,"39,670",138,2007,avg_driv_dist
T107,T112,Steve Flesch,100,287.5,"57,503",200,2007,avg_driv_dist
109,110,Kevin Na,84,287.4,"48,276",168,2007,avg_driv_dist
110,T114,Tim Herron,98,287.3,"54,014",188,2007,avg_driv_dist
T111,108,Kent Jones,97,287.1,"55,703",194,2007,avg_driv_dist
T111,109,Tripp Isenhour,86,287.1,"47,091",164,2007,avg_driv_dist
T111,111,Joey Sindelar,75,287.1,"43,061",150,2007,avg_driv_dist
T111,T117,Jason Bohn,57,287.1,"32,734",114,2007,avg_driv_dist
T115,T119,Chad Campbell,96,287,"51,657",180,2007,avg_driv_dist
T115,T119,Mark Hensby,81,287,"46,488",162,2007,avg_driv_dist
117,T114,Billy Mayfair,98,286.8,"56,204",196,2007,avg_driv_dist
118,122,Trevor Immelman,74,286.6,"38,974",136,2007,avg_driv_dist
T119,T125,Rod Pampling,92,286.4,"51,559",180,2007,avg_driv_dist
T119,116,Tim Petrovic,106,286.4,"60,712",212,2007,avg_driv_dist
121,T117,Billy Andrade,88,286.2,"50,372",176,2007,avg_driv_dist
T122,T123,Woody Austin,95,286.1,"54,361",190,2007,avg_driv_dist
T122,T112,Steve Wheatcroft,73,286.1,"39,476",138,2007,avg_driv_dist
T124,121,Charlie Wi,90,286,"50,334",176,2007,avg_driv_dist
T124,T125,Rich Barcelo,80,286,"44,622",156,2007,avg_driv_dist
126,131,Tommy Armour III,81,285.7,"43,992",154,2007,avg_driv_dist
T127,T129,Cliff Kresge,107,285.6,"61,117",214,2007,avg_driv_dist
T127,132,Brandt Snedeker,105,285.6,"57,683",202,2007,avg_driv_dist
T129,127,Johnson Wagner,97,285.5,"55,396",194,2007,avg_driv_dist
T129,133,Arron Oberholser,69,285.5,"38,824",136,2007,avg_driv_dist
T131,T135,Mark Wilson,87,285.3,"47,365",166,2007,avg_driv_dist
T131,T123,Jaco Van Zyl,51,285.3,"27,956",98,2007,avg_driv_dist
133,T129,Bob Heintz,85,285.2,"46,198",162,2007,avg_driv_dist
134,T135,Darron Stiles,65,284.8,"34,743",122,2007,avg_driv_dist
T135,128,Freddie Jacobson,70,284.7,"39,863",140,2007,avg_driv_dist
T135,T135,Ryan Armour,107,284.7,"58,651",206,2007,avg_driv_dist
137,T135,Tom Lehman,62,284.6,"35,296",124,2007,avg_driv_dist
138,T143,Shaun Micheel,91,284.4,"50,052",176,2007,avg_driv_dist
T139,T140,Joe Durant,88,284.3,"49,466",174,2007,avg_driv_dist
T139,134,Bob Tway,103,284.3,"56,286",198,2007,avg_driv_dist
T139,145,Nathan Green,103,284.3,"56,292",198,2007,avg_driv_dist
T142,T135,Jeff Maggert,79,284.2,"44,905",158,2007,avg_driv_dist
T142,T140,Frank Lickliter II,95,284.2,"54,003",190,2007,avg_driv_dist
144,146,K.J. Choi,87,284.1,"48,297",170,2007,avg_driv_dist
145,T143,Craig Lile,77,283.9,"42,579",150,2007,avg_driv_dist
146,147,Steve Stricker,81,283.7,"45,399",160,2007,avg_driv_dist
147,142,Vaughn Taylor,91,283.6,"49,351",174,2007,avg_driv_dist
148,148,Justin Leonard,95,282.7,"53,721",190,2007,avg_driv_dist
T149,T149,Bob Estes,88,282.6,"49,740",176,2007,avg_driv_dist
T149,T149,Ryuji Imada,104,282.6,"56,512",200,2007,avg_driv_dist
T151,T151,David Toms,80,282.5,"43,512",154,2007,avg_driv_dist
T151,T151,Ian Poulter,63,282.5,"33,896",120,2007,avg_driv_dist
153,T154,Chris DiMarco,79,282.4,"43,490",154,2007,avg_driv_dist
154,T151,Stephen Ames,81,282.2,"43,453",154,2007,avg_driv_dist
155,T158,Jeff Quinney,95,281.5,"53,490",190,2007,avg_driv_dist
T156,T158,Tom Pernice Jr.,104,281.4,"58,528",208,2007,avg_driv_dist
T156,T163,Tom Byrum,50,281.4,"27,019",96,2007,avg_driv_dist
T156,156,Dicky Pride,71,281.4,"37,710",134,2007,avg_driv_dist
159,T154,Robert Gamez,88,281.2,"47,246",168,2007,avg_driv_dist
T160,160,Bart Bryant,87,281.1,"48,342",172,2007,avg_driv_dist
T160,T161,Richard Johnson,93,281.1,"51,168",182,2007,avg_driv_dist
162,T163,Jerry Kelly,101,281,"54,517",194,2007,avg_driv_dist
163,T161,John Mallinger,96,280.9,"53,938",192,2007,avg_driv_dist
T164,157,Glen Day,85,280.7,"45,468",162,2007,avg_driv_dist
T164,T165,Steve Elkington,87,280.7,"46,598",166,2007,avg_driv_dist
T164,T165,Anders Hansen,55,280.7,"28,636",102,2007,avg_driv_dist
167,T167,Chris Riley,59,280.6,"30,866",110,2007,avg_driv_dist
168,T169,Jeff Sluman,60,280.5,"31,412",112,2007,avg_driv_dist
169,T172,Zach Johnson,76,280.4,"42,059",150,2007,avg_driv_dist
170,T167,Paul Gow,70,280.1,"36,979",132,2007,avg_driv_dist
171,175,Jim Furyk,84,279.7,"45,864",164,2007,avg_driv_dist
T172,T169,Scott Verplank,82,279.6,"45,296",162,2007,avg_driv_dist
T172,T169,Brian Davis,101,279.6,"56,482",202,2007,avg_driv_dist
T172,T172,Heath Slocum,101,279.6,"56,488",202,2007,avg_driv_dist
175,176,Nick O'Hern,72,279.3,"37,985",136,2007,avg_driv_dist
176,T172,Michael Boyd,61,278.7,"31,767",114,2007,avg_driv_dist
177,T179,Luke Donald,69,278.4,"37,308",134,2007,avg_driv_dist
T178,T177,Tim Clark,66,278.1,"35,594",128,2007,avg_driv_dist
T178,T177,Rocco Mediate,72,278.1,"40,052",144,2007,avg_driv_dist
180,183,Shigeki Maruyama,84,277.7,"46,091",166,2007,avg_driv_dist
181,T179,Kirk Triplett,77,277.5,"42,728",154,2007,avg_driv_dist
182,186,Stephen Leaney,82,277.4,"45,499",164,2007,avg_driv_dist
T183,187,Dean Wilson,92,277.2,"51,010",184,2007,avg_driv_dist
T183,181,Craig Kanada,109,277.2,"58,222",210,2007,avg_driv_dist
T185,184,Ben Curtis,80,277.1,"44,334",160,2007,avg_driv_dist
T185,182,Matt Kuchar,85,277.1,"44,888",162,2007,avg_driv_dist
187,185,Doug LaBelle II,104,276.6,"55,311",200,2007,avg_driv_dist
188,188,José María Olazábal,52,276,"27,600",100,2007,avg_driv_dist
189,189,Mark Brooks,53,275.2,"26,972",98,2007,avg_driv_dist
190,190,Craig Bowden,78,273.1,"41,518",152,2007,avg_driv_dist
191,191,José Coceres,50,273,"25,117",92,2007,avg_driv_dist
192,192,Paul Goydos,60,272.4,"32,147",118,2007,avg_driv_dist
193,193,Fred Funk,65,271.8,"33,165",122,2007,avg_driv_dist
194,194,Brian Gay,107,270,"55,610",206,2007,avg_driv_dist
195,195,Gavin Coles,87,268.3,"44,538",166,2007,avg_driv_dist
196,196,Corey Pavin,81,265.3,"42,971",162,2007,avg_driv_dist
