RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure,RANK THIS WEEK
195,132,Jason Kokrak,17,-0.329,-2.305,7,2019,sg_around_green,NA
196,152,Ryan Moore,18,-0.341,-2.726,8,2019,sg_around_green,NA
197,217,Isaiah Salinda,11,-0.353,-3.174,9,2019,sg_around_green,NA
198,198,Chase Seiffert,30,-0.357,-6.791,19,2019,sg_around_green,NA
199,197,Cameron Percy,25,-0.368,-6.63,18,2019,sg_around_green,NA
200,206,Harry Higgs,33,-0.369,-8.122,22,2019,sg_around_green,NA
201,199,Robert Allenby,6,-0.37,-1.48,4,2019,sg_around_green,NA
202,T177,Paul Casey,16,-0.372,-2.233,6,2019,sg_around_green,NA
203,200,Chris Kirk,8,-0.389,-1.168,3,2019,sg_around_green,NA
204,203,Tommy Gainey,10,-0.402,-2.813,7,2019,sg_around_green,NA
205,204,Satoshi Kodaira,20,-0.418,-4.598,11,2019,sg_around_green,NA
206,205,Tim Herron,10,-0.436,-3.054,7,2019,sg_around_green,NA
207,201,Robby Shelton,31,-0.453,-9.961,22,2019,sg_around_green,NA
208,208,Sangmoon Bae,14,-0.468,-4.211,9,2019,sg_around_green,NA
209,209,John Rollins,8,-0.47,-2.821,6,2019,sg_around_green,NA
210,210,Freddie Jacobson,6,-0.479,-2.395,5,2019,sg_around_green,NA
211,215,Nelson Ledesma,25,-0.48,-7.677,16,2019,sg_around_green,NA
212,211,David Lingmerth,12,-0.481,-4.328,9,2019,sg_around_green,NA
213,226,Sam Burns,16,-0.496,-6.937,14,2019,sg_around_green,NA
214,107,Matthew Wolff,20,-0.513,-5.133,10,2019,sg_around_green,NA
215,213,Jhonattan Vegas,18,-0.515,-5.152,10,2019,sg_around_green,NA
216,216,Chip McDaniel,6,-0.53,-1.059,2,2019,sg_around_green,NA
217,212,Vince Covello,19,-0.535,-7.485,14,2019,sg_around_green,NA
218,223,Sungjae Im,32,-0.536,-9.653,18,2019,sg_around_green,NA
219,207,Troy Merritt,24,-0.575,-7.476,13,2019,sg_around_green,NA
220,214,Danny Lee,25,-0.601,-6.605,11,2019,sg_around_green,NA
221,219,Viktor Hovland,14,-0.614,-2.456,4,2019,sg_around_green,NA
222,220,Bubba Watson,14,-0.621,-3.725,6,2019,sg_around_green,NA
223,221,Keith Mitchell,22,-0.636,-6.996,11,2019,sg_around_green,NA
224,218,Michael Gellerman,23,-0.667,-12.008,18,2019,sg_around_green,NA
225,222,Brandon Wu,8,-0.695,-2.781,4,2019,sg_around_green,NA
226,228,John Senden,13,-0.742,-5.191,7,2019,sg_around_green,NA
227,225,Graham DeLaet,14,-0.755,-6.037,8,2019,sg_around_green,NA
228,230,Akshay Bhatia,11,-0.763,-6.107,8,2019,sg_around_green,NA
229,227,Will Gordon,12,-0.794,-5.555,7,2019,sg_around_green,NA
230,229,Mikumu Horikawa,12,-0.81,-3.241,4,2019,sg_around_green,NA
231,224,Max Homa,22,-0.847,-10.161,12,2019,sg_around_green,NA
232,231,Jim Herman,24,-0.927,-17.62,19,2019,sg_around_green,NA
233,232,Smylie Kaufman,6,-1.022,-4.087,4,2019,sg_around_green,NA
234,233,Davis Love III,6,-1.057,-1.057,1,2019,sg_around_green,NA
235,234,Kristoffer Ventura,25,-1.061,-16.969,16,2019,sg_around_green,NA
236,235,Kevin Stadler,13,-1.078,-7.545,7,2019,sg_around_green,NA
237,236,Shugo Imahira,6,-1.323,-2.646,2,2019,sg_around_green,NA
NA,1,Corey Pavin,83,0.535,35.837,67,2004,sg_around_green,TRUE
NA,2,Jay Haas,84,0.506,30.854,61,2004,sg_around_green,NA
NA,3,Ernie Els,62,0.445,18.243,41,2004,sg_around_green,NA
NA,4,José María Olazábal,56,0.44,18.491,42,2004,sg_around_green,NA
NA,5,Fred Couples,54,0.432,19.012,44,2004,sg_around_green,NA
NA,6,Stewart Cink,103,0.391,30.923,79,2004,sg_around_green,NA
NA,7,Jonathan Byrd,85,0.364,26.603,73,2004,sg_around_green,NA
NA,8,Nick Price,51,0.357,12.851,36,2004,sg_around_green,NA
NA,9,Steve Stricker,81,0.353,24.39,69,2004,sg_around_green,NA
NA,10,Vijay Singh,112,0.352,31.349,89,2004,sg_around_green,NA
NA,11,Craig Parry,52,0.345,12.752,37,2004,sg_around_green,NA
NA,12,Brian Gay,96,0.342,30.112,88,2004,sg_around_green,NA
NA,13,Justin Leonard,90,0.336,21.813,65,2004,sg_around_green,NA
NA,14,Tiger Woods,78,0.335,18.077,54,2004,sg_around_green,NA
NA,15,David Frost,78,0.321,24.094,75,2004,sg_around_green,NA
NA,16,Rory Sabbatini,89,0.317,23.494,74,2004,sg_around_green,NA
NA,17,Kevin Sutherland,86,0.315,21.09,67,2004,sg_around_green,NA
NA,18,Chris DiMarco,105,0.299,23.031,77,2004,sg_around_green,NA
NA,19,Chris Riley,78,0.297,15.767,53,2004,sg_around_green,NA
NA,20,Dan Forsman,79,0.291,19.178,66,2004,sg_around_green,NA
NA,T21,Luke Donald,72,0.271,16.832,62,2004,sg_around_green,NA
NA,T21,Craig Perks,75,0.271,17.09,63,2004,sg_around_green,NA
NA,23,Stuart Appleby,84,0.263,15.509,59,2004,sg_around_green,NA
NA,24,Bob Estes,73,0.262,13.354,51,2004,sg_around_green,NA
NA,T25,Lee Janzen,84,0.26,18.2,70,2004,sg_around_green,NA
NA,T25,Tim Petrovic,111,0.26,22.661,87,2004,sg_around_green,NA
NA,27,Loren Roberts,81,0.257,17.47,68,2004,sg_around_green,NA
NA,28,Glen Day,101,0.256,22.497,88,2004,sg_around_green,NA
NA,29,Jerry Kelly,113,0.25,21.963,88,2004,sg_around_green,NA
NA,30,Kirk Triplett,88,0.249,16.439,66,2004,sg_around_green,NA
NA,31,Carlos Franco,99,0.236,21.28,90,2004,sg_around_green,NA
NA,T32,Paul Azinger,75,0.233,15.17,65,2004,sg_around_green,NA
NA,T32,Jesper Parnevik,86,0.233,17.234,74,2004,sg_around_green,NA
NA,34,Grant Waite,79,0.232,15.748,68,2004,sg_around_green,NA
NA,35,Esteban Toledo,92,0.227,18.143,80,2004,sg_around_green,NA
NA,36,Brad Faxon,94,0.226,15.826,70,2004,sg_around_green,NA
NA,37,Jason Dufner,79,0.224,16.129,72,2004,sg_around_green,NA
NA,T38,Ben Curtis,56,0.223,9.145,41,2004,sg_around_green,NA
NA,T38,Rod Pampling,98,0.223,17.419,78,2004,sg_around_green,NA
NA,40,Craig Barlow,80,0.222,15.336,69,2004,sg_around_green,NA
NA,T41,John Huston,62,0.221,9.96,45,2004,sg_around_green,NA
NA,T41,Omar Uresti,85,0.221,16.809,76,2004,sg_around_green,NA
NA,43,Phil Mickelson,83,0.217,11.721,54,2004,sg_around_green,NA
NA,44,Len Mattiace,75,0.216,15.085,70,2004,sg_around_green,NA
NA,45,Retief Goosen,56,0.213,8.539,40,2004,sg_around_green,NA
NA,46,David Peoples,82,0.205,15.34,75,2004,sg_around_green,NA
NA,47,Aaron Baddeley,87,0.201,15.239,76,2004,sg_around_green,NA
NA,48,Tom Lehman,70,0.196,11.362,58,2004,sg_around_green,NA
NA,T49,John Daly,79,0.19,12.709,67,2004,sg_around_green,NA
NA,T49,Mike Weir,75,0.19,10.425,55,2004,sg_around_green,NA
NA,51,Jeff Sluman,98,0.184,15.088,82,2004,sg_around_green,NA
NA,52,Tim Herron,84,0.182,11.979,66,2004,sg_around_green,NA
NA,53,Carl Pettersson,100,0.179,14.108,79,2004,sg_around_green,NA
NA,54,Davis Love III,85,0.156,9.502,61,2004,sg_around_green,NA
NA,55,Dean Wilson,99,0.145,13.171,91,2004,sg_around_green,NA
NA,T56,Mark Brooks,72,0.144,8.189,57,2004,sg_around_green,NA
NA,T56,Steve Pate,71,0.144,8.774,61,2004,sg_around_green,NA
NA,58,Kevin Na,100,0.14,12.019,86,2004,sg_around_green,NA
NA,59,Ben Crane,92,0.139,11.236,81,2004,sg_around_green,NA
NA,60,Justin Rose,77,0.131,8.254,63,2004,sg_around_green,NA
NA,T61,Tom Byrum,83,0.13,9.395,72,2004,sg_around_green,NA
NA,T61,Billy Mayfair,109,0.13,12.118,93,2004,sg_around_green,NA
NA,63,John Cook,57,0.127,6.115,48,2004,sg_around_green,NA
NA,64,Brett Quigley,102,0.125,11.007,88,2004,sg_around_green,NA
NA,65,Heath Slocum,92,0.123,10.228,83,2004,sg_around_green,NA
NA,T66,Mark Hensby,97,0.122,10.012,82,2004,sg_around_green,NA
NA,T66,Shigeki Maruyama,93,0.122,9.543,78,2004,sg_around_green,NA
NA,T68,Steve Flesch,109,0.121,9.954,82,2004,sg_around_green,NA
NA,T68,Mark Wilson,62,0.121,7.009,58,2004,sg_around_green,NA
NA,70,Todd Fischer,104,0.113,10.407,92,2004,sg_around_green,NA
NA,71,Brent Geiberger,94,0.104,8.767,84,2004,sg_around_green,NA
NA,72,Arron Oberholser,77,0.1,6.222,62,2004,sg_around_green,NA
NA,73,Charles Howell III,104,0.095,7.195,76,2004,sg_around_green,NA
NA,74,Bo Van Pelt,107,0.094,7.718,82,2004,sg_around_green,NA
NA,T75,Todd Hamilton,92,0.093,6.484,70,2004,sg_around_green,NA
NA,T75,Deane Pappas,72,0.093,5.944,64,2004,sg_around_green,NA
NA,T77,Sergio Garcia,65,0.091,4.559,50,2004,sg_around_green,NA
NA,T77,Matt Kuchar,83,0.091,7.033,77,2004,sg_around_green,NA
NA,79,Mark O'Meara,58,0.087,3.578,41,2004,sg_around_green,NA
NA,80,José Coceres,68,0.085,5.158,61,2004,sg_around_green,NA
NA,81,Pat Bates,99,0.083,7.503,90,2004,sg_around_green,NA
NA,T82,Notah Begay III,71,0.077,4.843,63,2004,sg_around_green,NA
NA,T82,Dennis Paulson,71,0.077,5.067,66,2004,sg_around_green,NA
NA,84,Craig Bowden,83,0.07,5.213,75,2004,sg_around_green,NA
NA,85,Rich Beem,81,0.067,4.069,61,2004,sg_around_green,NA
NA,T86,Shaun Micheel,93,0.064,4.511,70,2004,sg_around_green,NA
NA,T86,Geoff Ogilvy,91,0.064,4.888,76,2004,sg_around_green,NA
NA,88,Tom Carter,113,0.059,5.701,96,2004,sg_around_green,NA
NA,89,Bernhard Langer,59,0.055,2.293,42,2004,sg_around_green,NA
NA,90,Joe Ogilvie,104,0.051,4.369,85,2004,sg_around_green,NA
NA,91,Scott Simpson,55,0.046,2.35,51,2004,sg_around_green,NA
NA,92,Scott Hoch,52,0.045,2.048,46,2004,sg_around_green,NA
NA,93,Steve Elkington,64,0.044,2.442,56,2004,sg_around_green,NA
NA,94,Blaine McCallister,68,0.04,2.449,62,2004,sg_around_green,NA
NA,T95,Greg Chalmers,70,0.038,2.474,65,2004,sg_around_green,NA
NA,T95,Brenden Pappas,111,0.038,3.717,99,2004,sg_around_green,NA
NA,97,Billy Andrade,104,0.034,3.133,92,2004,sg_around_green,NA
NA,98,Hank Kuehne,91,0.03,2.539,84,2004,sg_around_green,NA
NA,T99,Niclas Fasth,61,0.028,1.48,52,2004,sg_around_green,NA
NA,T99,Skip Kendall,99,0.028,2.257,80,2004,sg_around_green,NA
NA,T101,Robert Damron,92,0.026,2.166,84,2004,sg_around_green,NA
NA,T101,Brian Kortan,65,0.026,1.503,57,2004,sg_around_green,NA
NA,T103,Alex Cejka,76,0.02,1.144,57,2004,sg_around_green,NA
NA,T103,K.J. Choi,83,0.02,1.24,63,2004,sg_around_green,NA
NA,105,David Morland IV,73,0.015,0.932,62,2004,sg_around_green,NA
NA,106,Bob Burns,88,0.012,0.971,78,2004,sg_around_green,NA
NA,107,Stephen Leaney,84,0.011,0.645,57,2004,sg_around_green,NA
NA,108,Tom Pernice Jr.,103,0.005,0.411,86,2004,sg_around_green,NA
NA,109,Harrison Frazar,86,0.002,0.163,71,2004,sg_around_green,NA
NA,110,Peter Lonard,68,0.001,0.027,54,2004,sg_around_green,NA
NA,111,Matt Gogel,86,0,-0.029,70,2004,sg_around_green,NA
NA,112,D.J. Brigman,79,-0.002,-0.131,69,2004,sg_around_green,NA
NA,113,Tommy Armour III,87,-0.004,-0.327,76,2004,sg_around_green,NA
NA,114,Daniel Chopra,108,-0.006,-0.537,92,2004,sg_around_green,NA
NA,115,Fred Funk,97,-0.011,-0.937,83,2004,sg_around_green,NA
NA,116,Freddie Jacobson,83,-0.014,-0.88,63,2004,sg_around_green,NA
NA,117,Scott Verplank,92,-0.016,-1.105,68,2004,sg_around_green,NA
NA,118,Kenny Perry,79,-0.017,-1.03,62,2004,sg_around_green,NA
NA,T119,Scott Hend,81,-0.018,-1.238,70,2004,sg_around_green,NA
NA,T119,Vaughn Taylor,84,-0.018,-1.372,77,2004,sg_around_green,NA
NA,121,David Toms,80,-0.024,-1.439,59,2004,sg_around_green,NA
NA,T122,Cameron Beckman,99,-0.026,-2.299,87,2004,sg_around_green,NA
NA,T122,J.P. Hayes,79,-0.026,-1.667,64,2004,sg_around_green,NA
NA,124,Roger Tambellini,81,-0.033,-2.281,70,2004,sg_around_green,NA
NA,125,Michael Allen,87,-0.037,-2.842,77,2004,sg_around_green,NA
NA,126,Mark Calcavecchia,79,-0.039,-2.366,60,2004,sg_around_green,NA
NA,127,Briny Baird,100,-0.041,-3.295,81,2004,sg_around_green,NA
NA,128,Woody Austin,94,-0.045,-3.735,83,2004,sg_around_green,NA
NA,129,Neal Lancaster,106,-0.049,-4.555,93,2004,sg_around_green,NA
NA,130,Dudley Hart,60,-0.051,-2.335,46,2004,sg_around_green,NA
NA,T131,Cliff Kresge,89,-0.052,-3.865,75,2004,sg_around_green,NA
NA,T131,Spike McRoy,93,-0.052,-4.002,77,2004,sg_around_green,NA
NA,133,Robert Gamez,103,-0.056,-5.039,90,2004,sg_around_green,NA
NA,134,Bob Tway,90,-0.057,-3.76,66,2004,sg_around_green,NA
NA,135,Gene Sauers,83,-0.062,-4.53,73,2004,sg_around_green,NA
NA,136,Mathias Grönberg,91,-0.064,-4.726,74,2004,sg_around_green,NA
NA,137,Zach Johnson,109,-0.066,-5.861,89,2004,sg_around_green,NA
NA,138,J.J. Henry,103,-0.071,-6.495,91,2004,sg_around_green,NA
NA,139,Stephen Ames,97,-0.078,-6.254,80,2004,sg_around_green,NA
NA,140,Ted Purdy,114,-0.081,-8.361,103,2004,sg_around_green,NA
NA,T141,Steve Allan,102,-0.087,-7.695,88,2004,sg_around_green,NA
NA,T141,Pat Perez,102,-0.087,-7.451,86,2004,sg_around_green,NA
NA,143,John Senden,99,-0.094,-8.124,86,2004,sg_around_green,NA
NA,144,Jonathan Kaye,79,-0.096,-5.955,62,2004,sg_around_green,NA
NA,145,Tim Clark,84,-0.099,-7.062,71,2004,sg_around_green,NA
NA,146,Bart Bryant,73,-0.1,-6.516,65,2004,sg_around_green,NA
NA,147,Danny Ellis,81,-0.102,-7.026,69,2004,sg_around_green,NA
NA,148,David Gossett,57,-0.109,-5.553,51,2004,sg_around_green,NA
NA,149,Duffy Waldorf,79,-0.114,-6.735,59,2004,sg_around_green,NA
NA,T150,Arjun Atwal,85,-0.116,-8.695,75,2004,sg_around_green,NA
NA,T150,Kent Jones,99,-0.116,-10.068,87,2004,sg_around_green,NA
NA,T152,Scott McCarron,88,-0.13,-9.768,75,2004,sg_around_green,NA
NA,T152,Rocco Mediate,53,-0.13,-4.676,36,2004,sg_around_green,NA
NA,154,Chad Campbell,100,-0.132,-10.149,77,2004,sg_around_green,NA
NA,155,Ken Duke,89,-0.134,-10.758,80,2004,sg_around_green,NA
NA,156,Andre Stolz,53,-0.137,-6.554,48,2004,sg_around_green,NA
NA,157,Rich Barcelo,67,-0.14,-8.277,59,2004,sg_around_green,NA
NA,158,Tag Ridings,53,-0.142,-6.374,45,2004,sg_around_green,NA
NA,159,Adam Scott,55,-0.147,-5.894,40,2004,sg_around_green,NA
NA,160,Jason Bohn,98,-0.15,-13.227,88,2004,sg_around_green,NA
NA,161,Jay Delsing,76,-0.159,-10.178,64,2004,sg_around_green,NA
NA,162,Frank Lickliter II,89,-0.163,-12.742,78,2004,sg_around_green,NA
NA,163,Jeff Brehaut,106,-0.166,-15.581,94,2004,sg_around_green,NA
NA,164,Richard Johnson,102,-0.167,-15.498,93,2004,sg_around_green,NA
NA,165,Russ Cochran,61,-0.172,-9.45,55,2004,sg_around_green,NA
NA,166,Kevin Muncrief,50,-0.175,-7.858,45,2004,sg_around_green,NA
NA,167,Hidemichi Tanaka,89,-0.176,-13.744,78,2004,sg_around_green,NA
NA,168,Jeff Maggert,60,-0.177,-8.838,50,2004,sg_around_green,NA
NA,169,Hunter Mahan,94,-0.181,-14.996,83,2004,sg_around_green,NA
NA,170,Danny Briggs,85,-0.186,-13.949,75,2004,sg_around_green,NA
NA,171,John Rollins,90,-0.187,-13.458,72,2004,sg_around_green,NA
NA,172,Joe Durant,85,-0.19,-14.413,76,2004,sg_around_green,NA
NA,173,Jay Williamson,100,-0.194,-17.459,90,2004,sg_around_green,NA
NA,174,Hirofumi Miyase,65,-0.2,-11.4,57,2004,sg_around_green,NA
NA,175,Olin Browne,92,-0.202,-15.988,79,2004,sg_around_green,NA
NA,176,Brian Bateman,84,-0.206,-15.007,73,2004,sg_around_green,NA
NA,177,Tommy Tolles,67,-0.21,-12.831,61,2004,sg_around_green,NA
NA,178,Robert Allenby,93,-0.215,-15.482,72,2004,sg_around_green,NA
NA,179,Kris Cox,73,-0.216,-13.162,61,2004,sg_around_green,NA
NA,180,J.L. Lewis,106,-0.219,-19.446,89,2004,sg_around_green,NA
NA,181,John Riegger,53,-0.221,-10.81,49,2004,sg_around_green,NA
NA,182,Ryan Palmer,103,-0.235,-21.126,90,2004,sg_around_green,NA
NA,183,Patrick Sheehan,113,-0.244,-24.354,100,2004,sg_around_green,NA
NA,184,Steve Lowery,91,-0.255,-18.889,74,2004,sg_around_green,NA
NA,185,Tripp Isenhour,55,-0.285,-13.413,47,2004,sg_around_green,NA
NA,186,Dan Olsen,75,-0.287,-18.624,65,2004,sg_around_green,NA
NA,187,David Branshaw,84,-0.288,-20.735,72,2004,sg_around_green,NA
NA,188,Mike Heinen,53,-0.299,-15.27,51,2004,sg_around_green,NA
NA,189,Dicky Pride,66,-0.305,-17.966,59,2004,sg_around_green,NA
NA,190,Roland Thatcher,66,-0.312,-19.029,61,2004,sg_around_green,NA
NA,191,Joey Sindelar,100,-0.327,-29.066,89,2004,sg_around_green,NA
NA,192,Guy Boros,64,-0.341,-20.108,59,2004,sg_around_green,NA
NA,193,Darren Clarke,54,-0.352,-12.334,35,2004,sg_around_green,NA
NA,194,Lucas Glover,95,-0.358,-30.091,84,2004,sg_around_green,NA
NA,195,Chris Smith,105,-0.43,-40.019,93,2004,sg_around_green,NA
NA,196,Chris Couch,55,-1.269,-58.387,46,2004,sg_around_green,NA
NA,T1,Corey Pavin,77,0.521,31.791,61,2005,sg_around_green,NA
NA,T1,Mike Weir,71,0.521,24.489,47,2005,sg_around_green,NA
NA,3,Padraig Harrington,50,0.476,19.502,41,2005,sg_around_green,NA
NA,4,José María Olazábal,55,0.425,17.44,41,2005,sg_around_green,NA
NA,T5,Luke Donald,67,0.422,16.86,40,2005,sg_around_green,NA
NA,T5,Jim Furyk,94,0.422,30.385,72,2005,sg_around_green,NA
NA,7,Steve Stricker,62,0.4,23.583,59,2005,sg_around_green,NA
NA,8,Vijay Singh,111,0.398,35.055,88,2005,sg_around_green,NA
NA,9,Brett Quigley,96,0.396,33.645,85,2005,sg_around_green,NA
NA,10,Kevin Sutherland,89,0.366,27.058,74,2005,sg_around_green,NA
NA,11,Tim Herron,100,0.359,28.03,78,2005,sg_around_green,NA
NA,12,Phil Mickelson,81,0.355,17.75,50,2005,sg_around_green,NA
NA,13,Lee Janzen,75,0.353,21.203,60,2005,sg_around_green,NA
NA,14,Shigeki Maruyama,99,0.316,26.836,85,2005,sg_around_green,NA
NA,15,Stephen Leaney,89,0.303,23.026,76,2005,sg_around_green,NA
NA,16,Paul Gow,78,0.285,19.392,68,2005,sg_around_green,NA
NA,17,Michael Allen,90,0.279,21.487,77,2005,sg_around_green,NA
NA,18,Mark Wilson,74,0.274,17.555,64,2005,sg_around_green,NA
NA,19,Billy Mayfair,114,0.271,27.685,102,2005,sg_around_green,NA
NA,20,Paul Azinger,66,0.268,15.828,59,2005,sg_around_green,NA
NA,21,Marco Dawson,82,0.255,20.149,79,2005,sg_around_green,NA
NA,T22,Todd Fischer,99,0.248,21.836,88,2005,sg_around_green,NA
NA,T22,Sergio Garcia,73,0.248,12.872,52,2005,sg_around_green,NA
NA,24,K.J. Choi,78,0.245,13.256,54,2005,sg_around_green,NA
NA,25,Franklin Langham,91,0.234,18.051,77,2005,sg_around_green,NA
NA,26,Omar Uresti,84,0.231,17.104,74,2005,sg_around_green,NA
NA,27,Charles Howell III,95,0.229,16.467,72,2005,sg_around_green,NA
NA,28,Mark Brooks,72,0.226,14.258,63,2005,sg_around_green,NA
NA,29,Justin Rose,99,0.223,19.842,89,2005,sg_around_green,NA
NA,30,Len Mattiace,86,0.219,16.607,76,2005,sg_around_green,NA
NA,31,Chris Riley,67,0.208,8.924,43,2005,sg_around_green,NA
NA,32,Glen Day,80,0.206,15.251,74,2005,sg_around_green,NA
NA,33,Rory Sabbatini,81,0.204,12.262,60,2005,sg_around_green,NA
NA,34,Scott Verplank,87,0.203,13.392,66,2005,sg_around_green,NA
NA,35,Justin Leonard,78,0.202,11.114,55,2005,sg_around_green,NA
NA,36,Woody Austin,100,0.2,18.159,91,2005,sg_around_green,NA
NA,37,Geoff Ogilvy,97,0.198,14.846,75,2005,sg_around_green,NA
NA,38,Aaron Baddeley,84,0.191,14.512,76,2005,sg_around_green,NA
NA,T39,Tim Clark,92,0.188,12.231,65,2005,sg_around_green,NA
NA,T39,Loren Roberts,54,0.188,9.031,48,2005,sg_around_green,NA
NA,41,Steve Flesch,90,0.186,11.883,64,2005,sg_around_green,NA
NA,42,Jonathan Byrd,103,0.181,16.975,94,2005,sg_around_green,NA
NA,43,Carl Pettersson,109,0.18,16.873,94,2005,sg_around_green,NA
NA,44,Jeff Hart,63,0.178,10.313,58,2005,sg_around_green,NA
NA,45,Bernhard Langer,67,0.176,8.086,46,2005,sg_around_green,NA
NA,46,David Toms,87,0.174,11.137,64,2005,sg_around_green,NA
NA,47,Ryuji Imada,78,0.17,11.368,67,2005,sg_around_green,NA
NA,48,Stuart Appleby,84,0.168,10.598,63,2005,sg_around_green,NA
NA,49,J.P. Hayes,63,0.167,8.862,53,2005,sg_around_green,NA
NA,50,Jay Williamson,53,0.156,7.328,47,2005,sg_around_green,NA
NA,51,Charlie Wi,67,0.15,9.13,61,2005,sg_around_green,NA
NA,52,Bob Heintz,67,0.147,9.128,62,2005,sg_around_green,NA
NA,T53,Kevin Na,88,0.143,11.44,80,2005,sg_around_green,NA
NA,T53,Tom Pernice Jr.,111,0.143,12.768,89,2005,sg_around_green,NA
NA,T55,Glen Hnatiuk,59,0.13,6.641,51,2005,sg_around_green,NA
NA,T55,Joe Ogilvie,103,0.13,10.274,79,2005,sg_around_green,NA
NA,57,Dan Forsman,52,0.129,6.041,47,2005,sg_around_green,NA
NA,T58,Robert Damron,89,0.128,10.224,80,2005,sg_around_green,NA
NA,T58,Steve Elkington,67,0.128,7.065,55,2005,sg_around_green,NA
NA,60,Jay Haas,54,0.126,4.899,39,2005,sg_around_green,NA
NA,61,Jim Carter,62,0.125,6.851,55,2005,sg_around_green,NA
NA,62,J.L. Lewis,98,0.122,10.028,82,2005,sg_around_green,NA
NA,63,Bob Estes,92,0.121,9.705,80,2005,sg_around_green,NA
NA,T64,Doug Barron,70,0.119,7.742,65,2005,sg_around_green,NA
NA,T64,Ben Crane,78,0.119,7.737,65,2005,sg_around_green,NA
NA,66,Phillip Price,77,0.117,7.486,64,2005,sg_around_green,NA
NA,67,Jesper Parnevik,84,0.116,7.907,68,2005,sg_around_green,NA
NA,68,Jerry Kelly,101,0.115,8.776,76,2005,sg_around_green,NA
NA,69,Chad Campbell,95,0.113,8.612,76,2005,sg_around_green,NA
NA,70,Brian Gay,101,0.106,9.878,93,2005,sg_around_green,NA
NA,T71,Brad Faxon,75,0.099,5.756,58,2005,sg_around_green,NA
NA,T71,Michael Long,72,0.099,6.319,64,2005,sg_around_green,NA
NA,T73,Kent Jones,99,0.098,8.649,88,2005,sg_around_green,NA
NA,T73,Tim Petrovic,97,0.098,7.844,80,2005,sg_around_green,NA
NA,75,Andrew Magee,82,0.096,6.826,71,2005,sg_around_green,NA
NA,76,Steve Allan,102,0.095,8.415,89,2005,sg_around_green,NA
NA,77,Stephen Ames,82,0.094,5.755,61,2005,sg_around_green,NA
NA,78,Daniel Chopra,108,0.091,8.468,93,2005,sg_around_green,NA
NA,79,Pat Perez,89,0.09,6.646,74,2005,sg_around_green,NA
NA,80,John Elliott,58,0.086,4.478,52,2005,sg_around_green,NA
NA,81,Carlos Franco,78,0.084,5.64,67,2005,sg_around_green,NA
NA,82,Alex Cejka,84,0.08,5.611,70,2005,sg_around_green,NA
NA,T83,Fred Funk,102,0.072,5.897,82,2005,sg_around_green,NA
NA,T83,Thomas Levet,54,0.072,2.574,36,2005,sg_around_green,NA
NA,85,Paul Claxton,79,0.071,4.684,66,2005,sg_around_green,NA
NA,86,Vaughn Taylor,99,0.07,6.277,90,2005,sg_around_green,NA
NA,87,Rocco Mediate,73,0.069,4.581,66,2005,sg_around_green,NA
NA,88,Rich Beem,66,0.068,3.281,48,2005,sg_around_green,NA
NA,89,Chris DiMarco,83,0.058,3.451,59,2005,sg_around_green,NA
NA,90,Matt Davidson,53,0.054,2.709,50,2005,sg_around_green,NA
NA,91,Dean Wilson,86,0.046,3.68,80,2005,sg_around_green,NA
NA,92,Hideto Tanihara,50,0.045,2.027,45,2005,sg_around_green,NA
NA,93,Jeff Sluman,94,0.044,3.708,85,2005,sg_around_green,NA
NA,94,Mathias Grönberg,60,0.043,2.404,56,2005,sg_around_green,NA
NA,T95,Brian Davis,75,0.04,2.575,64,2005,sg_around_green,NA
NA,T95,James Driscoll,73,0.04,2.547,63,2005,sg_around_green,NA
NA,97,Dudley Hart,84,0.038,2.743,73,2005,sg_around_green,NA
NA,T98,Tom Lehman,69,0.037,1.847,50,2005,sg_around_green,NA
NA,T98,Peter Lonard,85,0.037,2.434,66,2005,sg_around_green,NA
NA,T100,Rod Pampling,89,0.033,2.339,70,2005,sg_around_green,NA
NA,T100,Brenden Pappas,51,0.033,1.626,49,2005,sg_around_green,NA
NA,T102,Cameron Beckman,96,0.028,2.395,85,2005,sg_around_green,NA
NA,T102,Joe Durant,81,0.028,1.936,69,2005,sg_around_green,NA
NA,T102,John Rollins,97,0.028,2.286,83,2005,sg_around_green,NA
NA,105,Adam Scott,72,0.024,1.253,52,2005,sg_around_green,NA
NA,T106,José Coceres,56,0.021,1.116,53,2005,sg_around_green,NA
NA,T106,Zach Johnson,96,0.021,1.737,83,2005,sg_around_green,NA
NA,T108,Jason Bohn,91,0.019,1.546,82,2005,sg_around_green,NA
NA,T108,Richard Johnson,50,0.019,0.893,46,2005,sg_around_green,NA
NA,110,Hidemichi Tanaka,106,0.015,1.43,95,2005,sg_around_green,NA
NA,T111,Craig Barlow,81,0.014,0.903,64,2005,sg_around_green,NA
NA,T111,Davis Love III,80,0.014,0.809,57,2005,sg_around_green,NA
NA,T111,Dennis Paulson,63,0.014,0.826,57,2005,sg_around_green,NA
NA,114,Gavin Coles,70,0.012,0.79,64,2005,sg_around_green,NA
NA,115,Stewart Cink,98,0.011,0.81,71,2005,sg_around_green,NA
NA,116,Jonathan Kaye,77,0.01,0.608,64,2005,sg_around_green,NA
NA,117,Danny Briggs,70,0.009,0.575,62,2005,sg_around_green,NA
