RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
64,64,Dennis Paulson,63,0.174,9.946,57,2005,sg_off_tee
65,65,Scott Hend,75,0.173,11.271,65,2005,sg_off_tee
66,66,Rocco Mediate,73,0.168,11.067,66,2005,sg_off_tee
67,67,Mario Tiziani,67,0.164,10.027,61,2005,sg_off_tee
68,68,Peter Lonard,85,0.162,10.677,66,2005,sg_off_tee
69,69,Tom Pernice Jr.,111,0.157,13.944,89,2005,sg_off_tee
70,70,Bo Van Pelt,112,0.156,14.516,93,2005,sg_off_tee
71,71,Tom Gillis,77,0.152,10.495,69,2005,sg_off_tee
72,72,Steve Elkington,67,0.143,7.886,55,2005,sg_off_tee
T73,T73,Marco Dawson,82,0.142,11.178,79,2005,sg_off_tee
T73,T73,Ryuji Imada,78,0.142,9.492,67,2005,sg_off_tee
75,75,Robert Gamez,91,0.14,11.376,81,2005,sg_off_tee
76,76,Neal Lancaster,95,0.135,11.572,86,2005,sg_off_tee
77,77,Woody Austin,100,0.126,11.434,91,2005,sg_off_tee
78,78,Heath Slocum,103,0.119,10.739,90,2005,sg_off_tee
79,79,D.J. Brigman,76,0.117,7.27,62,2005,sg_off_tee
80,80,Omar Uresti,84,0.114,8.416,74,2005,sg_off_tee
81,81,Steve Lowery,100,0.113,9.791,87,2005,sg_off_tee
82,82,Kevin Stadler,96,0.11,9.139,83,2005,sg_off_tee
83,83,Darron Stiles,78,0.107,7.513,70,2005,sg_off_tee
84,84,Jonathan Byrd,103,0.104,9.8,94,2005,sg_off_tee
85,85,John Huston,90,0.1,7.96,80,2005,sg_off_tee
86,86,Ben Crane,78,0.097,6.277,65,2005,sg_off_tee
87,87,Jim Furyk,94,0.096,6.933,72,2005,sg_off_tee
T88,T88,Luke Donald,67,0.082,3.275,40,2005,sg_off_tee
T88,T88,Nick Watney,91,0.082,6.558,80,2005,sg_off_tee
T90,T90,Arjun Atwal,65,0.075,4.552,61,2005,sg_off_tee
T90,T90,Frank Lickliter II,100,0.075,6.448,86,2005,sg_off_tee
92,92,Tom Lehman,69,0.067,3.34,50,2005,sg_off_tee
93,93,Mark Hensby,70,0.055,2.742,50,2005,sg_off_tee
94,94,Tag Ridings,93,0.054,4.513,84,2005,sg_off_tee
95,95,Ryan Palmer,101,0.053,4.294,81,2005,sg_off_tee
T96,T96,Tim Clark,92,0.052,3.365,65,2005,sg_off_tee
T96,T96,Shaun Micheel,81,0.052,3.298,64,2005,sg_off_tee
98,98,Hidemichi Tanaka,106,0.051,4.799,95,2005,sg_off_tee
99,99,Jeff Brehaut,71,0.048,3.02,63,2005,sg_off_tee
100,100,Ian Poulter,62,0.043,1.544,36,2005,sg_off_tee
101,101,Joe Ogilvie,103,0.042,3.327,79,2005,sg_off_tee
T102,T102,Craig Barlow,81,0.041,2.596,64,2005,sg_off_tee
T102,T102,Skip Kendall,80,0.041,2.938,71,2005,sg_off_tee
104,104,Billy Andrade,83,0.031,2.282,74,2005,sg_off_tee
105,105,Carlos Franco,78,0.025,1.696,67,2005,sg_off_tee
106,106,Robert Damron,89,0.016,1.293,80,2005,sg_off_tee
107,107,Alex Cejka,84,0.012,0.863,70,2005,sg_off_tee
108,108,Brendan Jones,81,0.003,0.226,73,2005,sg_off_tee
109,109,Jesper Parnevik,84,0,0.001,68,2005,sg_off_tee
110,110,Kevin Sutherland,89,-0.009,-0.653,74,2005,sg_off_tee
111,111,Michael Long,72,-0.011,-0.673,64,2005,sg_off_tee
T112,T112,Steve Jones,56,-0.013,-0.588,46,2005,sg_off_tee
T112,T112,Bob Tway,87,-0.013,-0.871,66,2005,sg_off_tee
114,114,Will MacKenzie,75,-0.016,-1.061,68,2005,sg_off_tee
T115,T115,Fred Funk,102,-0.018,-1.489,82,2005,sg_off_tee
T115,T115,Richard Johnson,50,-0.018,-0.823,46,2005,sg_off_tee
117,117,Brett Quigley,96,-0.024,-2.059,85,2005,sg_off_tee
118,118,Jeff Sluman,94,-0.029,-2.457,85,2005,sg_off_tee
119,119,Justin Leonard,78,-0.031,-1.722,55,2005,sg_off_tee
120,120,Brian Bateman,98,-0.034,-2.896,86,2005,sg_off_tee
121,121,Kirk Triplett,55,-0.039,-1.707,44,2005,sg_off_tee
122,122,Steve Allan,102,-0.044,-3.879,89,2005,sg_off_tee
123,123,Hank Kuehne,84,-0.047,-3.507,75,2005,sg_off_tee
T124,T124,Rich Beem,66,-0.049,-2.369,48,2005,sg_off_tee
T124,T124,José Coceres,56,-0.049,-2.605,53,2005,sg_off_tee
126,126,Cameron Beckman,96,-0.05,-4.255,85,2005,sg_off_tee
127,127,Doug Barron,70,-0.056,-3.663,65,2005,sg_off_tee
T128,T128,Chad Campbell,95,-0.06,-4.575,76,2005,sg_off_tee
T128,T128,Bob Estes,92,-0.06,-4.815,80,2005,sg_off_tee
130,130,Mike Weir,71,-0.066,-3.109,47,2005,sg_off_tee
131,131,Chris Riley,67,-0.074,-3.17,43,2005,sg_off_tee
132,132,James Driscoll,73,-0.078,-4.943,63,2005,sg_off_tee
133,133,Stephen Ames,82,-0.087,-5.315,61,2005,sg_off_tee
134,134,Matt Kuchar,60,-0.096,-5.391,56,2005,sg_off_tee
135,135,Scott McCarron,78,-0.103,-6.26,61,2005,sg_off_tee
136,136,Olin Browne,99,-0.105,-8.836,84,2005,sg_off_tee
137,137,Glen Day,80,-0.113,-8.338,74,2005,sg_off_tee
138,138,Patrick Sheehan,114,-0.116,-11.229,97,2005,sg_off_tee
139,139,Shigeki Maruyama,99,-0.117,-9.919,85,2005,sg_off_tee
140,140,Justin Bolli,65,-0.118,-6.959,59,2005,sg_off_tee
141,141,Paul Claxton,79,-0.119,-7.857,66,2005,sg_off_tee
142,142,John Elliott,58,-0.138,-7.165,52,2005,sg_off_tee
143,143,Matt Gogel,78,-0.158,-10.726,68,2005,sg_off_tee
T144,T144,Steve Flesch,90,-0.17,-10.86,64,2005,sg_off_tee
T144,T144,Tjaart van der Walt,56,-0.17,-9.178,54,2005,sg_off_tee
146,146,John Cook,72,-0.171,-10.064,59,2005,sg_off_tee
147,147,José María Olazábal,55,-0.177,-7.246,41,2005,sg_off_tee
148,148,Stephen Leaney,89,-0.182,-13.824,76,2005,sg_off_tee
149,149,Brian Gay,101,-0.204,-18.936,93,2005,sg_off_tee
T150,T150,Dudley Hart,84,-0.213,-15.514,73,2005,sg_off_tee
T150,T150,Glen Hnatiuk,59,-0.213,-10.872,51,2005,sg_off_tee
152,152,Larry Mize,54,-0.215,-9.884,46,2005,sg_off_tee
153,153,Kent Jones,99,-0.216,-18.967,88,2005,sg_off_tee
T154,T154,Jay Haas,54,-0.218,-8.498,39,2005,sg_off_tee
T154,T154,Bernhard Langer,67,-0.218,-10.05,46,2005,sg_off_tee
T156,T156,Danny Briggs,70,-0.229,-14.171,62,2005,sg_off_tee
T156,T156,Chris DiMarco,83,-0.229,-13.533,59,2005,sg_off_tee
158,158,Carl Pettersson,109,-0.235,-22.118,94,2005,sg_off_tee
159,159,Brent Geiberger,61,-0.238,-12.37,52,2005,sg_off_tee
160,160,Tim Petrovic,97,-0.24,-19.236,80,2005,sg_off_tee
T161,T161,Jim Carter,62,-0.247,-13.604,55,2005,sg_off_tee
T161,T161,Hideto Tanihara,50,-0.247,-11.103,45,2005,sg_off_tee
163,163,Duffy Waldorf,86,-0.249,-17.659,71,2005,sg_off_tee
164,164,Tom Byrum,83,-0.255,-19.35,76,2005,sg_off_tee
165,165,Michael Allen,90,-0.26,-20.006,77,2005,sg_off_tee
T166,T166,Stewart Cink,98,-0.262,-18.623,71,2005,sg_off_tee
T166,T166,Kevin Na,88,-0.262,-20.95,80,2005,sg_off_tee
168,168,Dean Wilson,86,-0.27,-21.579,80,2005,sg_off_tee
169,169,Charlie Wi,67,-0.274,-16.715,61,2005,sg_off_tee
170,170,Chris Anderson,66,-0.276,-16.008,58,2005,sg_off_tee
171,171,Freddie Jacobson,72,-0.281,-15.735,56,2005,sg_off_tee
172,172,Dan Forsman,52,-0.295,-13.863,47,2005,sg_off_tee
173,173,Matt Davidson,53,-0.301,-15.034,50,2005,sg_off_tee
174,174,Andrew Magee,82,-0.327,-23.226,71,2005,sg_off_tee
175,175,Paul Gow,78,-0.328,-22.328,68,2005,sg_off_tee
176,176,Todd Fischer,99,-0.329,-28.966,88,2005,sg_off_tee
T177,T177,Paul Azinger,66,-0.336,-19.839,59,2005,sg_off_tee
T177,T177,Mark Wilson,74,-0.336,-21.525,64,2005,sg_off_tee
179,179,Ben Curtis,65,-0.337,-16.86,50,2005,sg_off_tee
180,180,Padraig Harrington,50,-0.343,-14.054,41,2005,sg_off_tee
181,181,Phillip Price,77,-0.347,-22.177,64,2005,sg_off_tee
182,182,Hunter Haas,83,-0.359,-26.215,73,2005,sg_off_tee
183,183,Bob Heintz,67,-0.361,-22.393,62,2005,sg_off_tee
184,184,Mark O'Meara,66,-0.363,-18.896,52,2005,sg_off_tee
185,185,Mark Brooks,72,-0.372,-23.436,63,2005,sg_off_tee
186,186,Franklin Langham,91,-0.438,-33.692,77,2005,sg_off_tee
187,187,Rob Rashell,65,-0.453,-24.92,55,2005,sg_off_tee
188,188,Brad Faxon,75,-0.459,-26.621,58,2005,sg_off_tee
189,189,Bill Glasson,54,-0.462,-20.337,44,2005,sg_off_tee
190,190,Jeff Hart,63,-0.477,-27.684,58,2005,sg_off_tee
191,191,Len Mattiace,86,-0.495,-37.651,76,2005,sg_off_tee
192,192,Gavin Coles,70,-0.527,-33.699,64,2005,sg_off_tee
193,193,Loren Roberts,54,-0.539,-25.876,48,2005,sg_off_tee
194,194,Thomas Levet,54,-0.572,-20.589,36,2005,sg_off_tee
195,195,J.P. Hayes,63,-0.589,-31.194,53,2005,sg_off_tee
196,196,Brenden Pappas,51,-0.614,-30.071,49,2005,sg_off_tee
197,197,Jason Allred,75,-0.675,-43.191,64,2005,sg_off_tee
198,198,Aaron Baddeley,84,-0.726,-55.169,76,2005,sg_off_tee
199,199,Lee Janzen,75,-0.789,-47.331,60,2005,sg_off_tee
200,200,Craig Perks,67,-0.824,-48.617,59,2005,sg_off_tee
201,201,Steve Stricker,62,-0.909,-53.604,59,2005,sg_off_tee
202,202,Corey Pavin,77,-1.008,-61.499,61,2005,sg_off_tee
