RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
129,129,Louis Oosthuizen,50,-0.145,-4.35,30,2014,sg_app_green
130,130,James Driscoll,71,-0.146,-8.458,58,2014,sg_app_green
131,131,Roberto Castro,76,-0.159,-9.37,59,2014,sg_app_green
132,132,Stuart Appleby,92,-0.16,-13.462,84,2014,sg_app_green
133,133,Woody Austin,63,-0.169,-9.63,57,2014,sg_app_green
134,134,David Lingmerth,80,-0.171,-11.472,67,2014,sg_app_green
135,135,Brendon Todd,108,-0.174,-15.871,91,2014,sg_app_green
136,136,Ian Poulter,57,-0.176,-7.202,41,2014,sg_app_green
137,137,Briny Baird,50,-0.183,-8.219,45,2014,sg_app_green
138,138,Brice Garnett,92,-0.197,-15.358,78,2014,sg_app_green
139,139,Freddie Jacobson,91,-0.199,-16.151,81,2014,sg_app_green
140,140,William McGirt,96,-0.202,-17,84,2014,sg_app_green
141,141,Martin Laird,66,-0.205,-11.271,55,2014,sg_app_green
T142,T142,Hunter Mahan,88,-0.221,-15.911,72,2014,sg_app_green
T142,T142,Scott Stallings,77,-0.221,-13.929,63,2014,sg_app_green
144,144,Jim Herman,62,-0.238,-11.433,48,2014,sg_app_green
145,145,Kevin Streelman,79,-0.242,-14.494,60,2014,sg_app_green
146,146,Charlie Wi,72,-0.253,-16.468,65,2014,sg_app_green
147,147,Johnson Wagner,69,-0.254,-14.757,58,2014,sg_app_green
148,148,Robert Streb,75,-0.259,-16.558,64,2014,sg_app_green
149,149,Jonathan Byrd,76,-0.265,-17.202,65,2014,sg_app_green
150,150,Tim Wilkinson,86,-0.287,-20.35,71,2014,sg_app_green
151,151,Aaron Baddeley,74,-0.291,-17.143,59,2014,sg_app_green
T152,T152,Sangmoon Bae,76,-0.299,-19.461,65,2014,sg_app_green
T152,T152,Jonas Blixt,64,-0.299,-12.866,43,2014,sg_app_green
154,154,D.A. Points,75,-0.308,-16.948,55,2014,sg_app_green
155,155,J.B. Holmes,86,-0.317,-24.401,77,2014,sg_app_green
156,156,Jamie Lovemark,64,-0.321,-15.067,47,2014,sg_app_green
157,157,Patrick Reed,92,-0.352,-26.07,74,2014,sg_app_green
158,158,Russell Henley,92,-0.371,-27.833,75,2014,sg_app_green
159,159,Andres Romero,81,-0.381,-27.417,72,2014,sg_app_green
160,160,Ben Curtis,77,-0.416,-26.622,64,2014,sg_app_green
161,161,Troy Matteson,62,-0.417,-20.445,49,2014,sg_app_green
162,162,Brian Davis,93,-0.419,-33.965,81,2014,sg_app_green
163,163,Matt Jones,83,-0.421,-25.287,60,2014,sg_app_green
164,164,Morgan Hoffmann,103,-0.425,-38.252,90,2014,sg_app_green
165,165,Jhonattan Vegas,77,-0.439,-28.092,64,2014,sg_app_green
166,166,Sean O'Hair,77,-0.473,-31.698,67,2014,sg_app_green
167,167,Justin Leonard,75,-0.497,-30.835,62,2014,sg_app_green
168,168,Brian Gay,81,-0.501,-31.552,63,2014,sg_app_green
169,169,Andrew Loupe,65,-0.509,-25.453,50,2014,sg_app_green
170,170,Chad Collins,78,-0.522,-31.83,61,2014,sg_app_green
171,171,Bronson La'Cassie,51,-0.535,-19.277,36,2014,sg_app_green
172,172,Y.E. Yang,79,-0.586,-35.737,61,2014,sg_app_green
173,173,D.H. Lee,54,-0.591,-26.597,45,2014,sg_app_green
174,174,Kevin Tway,64,-0.623,-29.282,47,2014,sg_app_green
175,175,Greg Chalmers,85,-0.636,-46.46,73,2014,sg_app_green
176,176,Derek Ernst,80,-0.694,-43.744,63,2014,sg_app_green
177,177,Richard Lee,80,-0.75,-45.726,61,2014,sg_app_green
