RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T327,T327,Jeff Klauk,8,0.41,"34,363","8,388,000",2011,pct_total_money_won
T327,T327,Robert Gamez,9,0.41,"31,522","7,596,000",2011,pct_total_money_won
329,329,Mark O'Meara,3,0.4,"18,240","4,602,078",2011,pct_total_money_won
330,T330,Jamie Lovemark,9,0.39,"34,692","8,874,000",2011,pct_total_money_won
T331,T332,Billy Hurley III,3,0.38,"12,780","3,330,000",2011,pct_total_money_won
T331,T332,Jesper Parnevik,10,0.38,"37,739","9,990,000",2011,pct_total_money_won
T333,334,Alex Aragon,2,0.37,"5,760","1,548,000",2011,pct_total_money_won
T333,T330,Chris Baryla,20,0.37,"68,000","18,378,000",2011,pct_total_money_won
335,335,Joe Affrunti,6,0.34,"18,837","5,580,000",2011,pct_total_money_won
336,336,Ted Purdy,6,0.31,"14,820","4,770,000",2011,pct_total_money_won
337,340,Carl Paulson,11,0.3,"29,922","9,846,000",2011,pct_total_money_won
338,337,Craig Bowden,4,0.29,"11,863","4,050,000",2011,pct_total_money_won
339,338,Skip Kendall,6,0.27,"11,940","4,500,000",2011,pct_total_money_won
340,339,Michael Sim,19,0.24,"47,403","19,782,000",2011,pct_total_money_won
341,341,Notah Begay III,4,0.21,"6,690","3,240,000",2011,pct_total_money_won
T342,343,Fred Funk,7,0.16,"11,880","7,398,000",2011,pct_total_money_won
T342,342,Scott Gordon,19,0.16,"28,311","17,550,000",2011,pct_total_money_won
344,344,Mike Weir,15,0.15,"23,312","15,750,000",2011,pct_total_money_won
345,345,Mark Brooks,5,0.14,"7,488","5,243,000",2011,pct_total_money_won
346,346,José María Olazábal,6,0.1,"6,330","6,503,000",2011,pct_total_money_won
