RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
57,NA,Scott Piercy,70,66.84,782,"1,170",-0.29,2017,gir_pct
58,NA,D.A. Points,68,66.83,818,"1,224",-0.24,2017,gir_pct
59,NA,Julián Etulain,68,66.75,757,"1,134",-0.24,2017,gir_pct
60,NA,Brett Stegmaier,78,66.74,913,"1,368",-0.24,2017,gir_pct
61,NA,Chris Kirk,89,66.73,997,"1,494",-0.28,2017,gir_pct
T62,NA,Kevin Streelman,90,66.67,"1,056","1,584",-0.25,2017,gir_pct
T62,NA,Vaughn Taylor,90,66.67,"1,008","1,512",-0.27,2017,gir_pct
T64,NA,Matt Kuchar,95,66.6,"1,055","1,584",-0.26,2017,gir_pct
T64,NA,Ben Martin,86,66.6,947,"1,422",-0.25,2017,gir_pct
66,NA,Russell Knox,75,66.58,815,"1,224",-0.25,2017,gir_pct
67,NA,Alex Cejka,85,66.45,921,"1,386",-0.22,2017,gir_pct
T68,NA,Kevin Kisner,105,66.43,"1,124","1,692",-0.25,2017,gir_pct
T68,NA,Nick Watney,75,66.43,825,"1,242",-0.24,2017,gir_pct
70,NA,Tyrone Van Aswegen,105,66.38,"1,159","1,746",-0.24,2017,gir_pct
71,NA,Trey Mullinax,88,66.24,930,"1,404",-0.29,2017,gir_pct
T72,NA,Branden Grace,70,66.2,703,"1,062",-0.24,2017,gir_pct
T72,NA,Chris Stroud,67,66.2,703,"1,062",-0.26,2017,gir_pct
74,NA,Sean O'Hair,84,66.19,977,"1,476",-0.27,2017,gir_pct
75,NA,Nick Taylor,97,66.14,"1,131","1,710",-0.24,2017,gir_pct
76,NA,Charley Hoffman,112,66.13,"1,238","1,872",-0.3,2017,gir_pct
77,NA,Danny Lee,93,66.1,"1,059","1,602",-0.28,2017,gir_pct
78,NA,James Hahn,96,66.09,"1,142","1,728",-0.25,2017,gir_pct
79,NA,Sung Kang,104,66.07,"1,213","1,836",-0.28,2017,gir_pct
T80,NA,Tom Hoge,54,66.06,547,828,-0.28,2017,gir_pct
T80,NA,Brandt Snedeker,53,66.06,547,828,-0.28,2017,gir_pct
82,NA,Pat Perez,93,66.04,"1,046","1,584",-0.29,2017,gir_pct
83,NA,Ollie Schniederjans,92,66.03,"1,034","1,566",-0.28,2017,gir_pct
84,NA,Kyle Reifers,96,65.97,"1,045","1,584",-0.22,2017,gir_pct
T85,NA,Jamie Lovemark,98,65.94,"1,092","1,656",-0.28,2017,gir_pct
T85,NA,Rory McIlroy,51,65.94,546,828,-0.29,2017,gir_pct
T87,NA,Tag Ridings,67,65.91,700,"1,062",-0.29,2017,gir_pct
T87,NA,Jhonattan Vegas,95,65.91,"1,044","1,584",-0.26,2017,gir_pct
89,NA,Ryan Palmer,61,65.9,605,918,-0.21,2017,gir_pct
90,NA,Patrick Rodgers,76,65.84,877,"1,332",-0.22,2017,gir_pct
91,NA,John Huh,92,65.78,"1,042","1,584",-0.24,2017,gir_pct
92,NA,Bryson DeChambeau,91,65.77,"1,030","1,566",-0.26,2017,gir_pct
93,NA,Jim Furyk,54,65.72,556,846,-0.22,2017,gir_pct
94,NA,J.T. Poston,95,65.69,"1,005","1,530",-0.3,2017,gir_pct
T95,NA,Ben Crane,86,65.68,934,"1,422",-0.24,2017,gir_pct
T95,NA,Michael Kim,94,65.68,"1,064","1,620",-0.27,2017,gir_pct
97,NA,Nicholas Lindheim,58,65.67,662,"1,008",-0.25,2017,gir_pct
98,NA,Seamus Power,86,65.63,945,"1,440",-0.28,2017,gir_pct
99,NA,Martin Laird,83,65.61,933,"1,422",-0.28,2017,gir_pct
100,NA,Mark Anderson,54,65.6,614,936,-0.24,2017,gir_pct
101,NA,Seung-Yul Noh,91,65.58,"1,027","1,566",-0.27,2017,gir_pct
102,NA,Spencer Levin,89,65.56,"1,003","1,530",-0.22,2017,gir_pct
103,NA,Geoff Ogilvy,80,65.51,849,"1,296",-0.23,2017,gir_pct
104,NA,Kevin Na,86,65.46,919,"1,404",-0.27,2017,gir_pct
105,NA,Mark Hubbard,81,65.39,871,"1,332",-0.23,2017,gir_pct
106,NA,Ryan Blaum,100,65.28,"1,128","1,728",-0.27,2017,gir_pct
T107,NA,Smylie Kaufman,76,65.26,834,"1,278",-0.28,2017,gir_pct
T107,NA,Webb Simpson,102,65.26,"1,116","1,710",-0.28,2017,gir_pct
109,NA,Sam Saunders,76,65.24,822,"1,260",-0.28,2017,gir_pct
110,NA,Robert Streb,98,65.19,"1,103","1,692",-0.26,2017,gir_pct
111,NA,Steven Alker,69,65.17,739,"1,134",-0.24,2017,gir_pct
112,NA,Louis Oosthuizen,69,65.13,680,"1,044",-0.25,2017,gir_pct
T113,NA,Kevin Chappell,95,65.05,"1,007","1,548",-0.28,2017,gir_pct
T113,NA,Ryan Moore,82,65.05,925,"1,422",-0.28,2017,gir_pct
115,NA,Miguel Angel Carballo,63,64.91,666,"1,026",-0.25,2017,gir_pct
116,NA,Adam Hadwin,98,64.89,"1,098","1,692",-0.29,2017,gir_pct
117,NA,Brett Drewitt,57,64.78,618,954,-0.22,2017,gir_pct
118,NA,Mackenzie Hughes,106,64.74,"1,212","1,872",-0.26,2017,gir_pct
T119,NA,David Hearn,93,64.71,990,"1,530",-0.24,2017,gir_pct
T119,NA,Troy Merritt,82,64.71,862,"1,332",-0.26,2017,gir_pct
T119,NA,Kevin Tway,96,64.71,"1,025","1,584",-0.28,2017,gir_pct
122,NA,Zac Blair,105,64.7,"1,153","1,782",-0.24,2017,gir_pct
123,NA,Fabián Gómez,61,64.69,687,"1,062",-0.25,2017,gir_pct
124,NA,Hunter Mahan,73,64.55,825,"1,278",-0.23,2017,gir_pct
125,NA,Byeong Hun An,77,64.52,813,"1,260",-0.25,2017,gir_pct
126,NA,Brandon Hagy,85,64.5,894,"1,386",-0.28,2017,gir_pct
127,NA,Ian Poulter,72,64.46,789,"1,224",-0.25,2017,gir_pct
128,NA,Cameron Tringale,89,64.39,962,"1,494",-0.26,2017,gir_pct
129,NA,Scott Brown,95,64.35,"1,054","1,638",-0.27,2017,gir_pct
130,NA,Brad Fritsch,56,64.21,601,936,-0.23,2017,gir_pct
131,NA,Zach Johnson,81,64.16,843,"1,314",-0.27,2017,gir_pct
132,NA,Rod Pampling,71,64.01,818,"1,278",-0.21,2017,gir_pct
T133,NA,Jason Day,71,63.98,737,"1,152",-0.34,2017,gir_pct
T133,NA,Tim Wilkinson,64,63.98,668,"1,044",-0.27,2017,gir_pct
135,NA,Grayson Murray,94,63.95,"1,036","1,620",-0.3,2017,gir_pct
T136,NA,Roberto Castro,70,63.89,759,"1,188",-0.2,2017,gir_pct
T136,NA,Retief Goosen,52,63.89,529,828,-0.25,2017,gir_pct
138,NA,Jimmy Walker,68,63.75,677,"1,062",-0.27,2017,gir_pct
139,NA,Harris English,84,63.73,826,"1,296",-0.26,2017,gir_pct
T140,NA,Ken Duke,77,63.69,814,"1,278",-0.24,2017,gir_pct
T140,NA,Michael Thompson,60,63.69,642,"1,008",-0.24,2017,gir_pct
142,NA,Billy Hurley III,80,63.61,916,"1,440",-0.26,2017,gir_pct
143,NA,Brian Stuard,93,63.59,973,"1,530",-0.26,2017,gir_pct
144,NA,Morgan Hoffmann,92,63.57,"1,007","1,584",-0.27,2017,gir_pct
T145,NA,Ricky Barnes,100,63.53,"1,052","1,656",-0.27,2017,gir_pct
T145,NA,Brian Gay,82,63.53,892,"1,404",-0.27,2017,gir_pct
147,NA,Patton Kizzire,84,63.52,869,"1,368",-0.27,2017,gir_pct
148,NA,Anirban Lahiri,72,63.43,822,"1,296",-0.32,2017,gir_pct
T149,NA,Brian Campbell,55,63.29,581,918,-0.28,2017,gir_pct
T149,NA,Ryo Ishikawa,56,63.29,638,"1,008",-0.26,2017,gir_pct
151,NA,Brian Harman,104,63.19,"1,092","1,728",-0.29,2017,gir_pct
T152,NA,Jason Bohn,75,63.15,807,"1,278",-0.21,2017,gir_pct
T152,NA,Kelly Kraft,75,63.15,807,"1,278",-0.25,2017,gir_pct
T152,NA,Sebastián Muñoz,51,63.15,557,882,-0.27,2017,gir_pct
155,NA,Cameron Smith,86,63.14,932,"1,476",-0.31,2017,gir_pct
156,NA,Matt Jones,64,63.1,636,"1,008",-0.26,2017,gir_pct
157,NA,K.J. Choi,72,63.05,749,"1,188",-0.25,2017,gir_pct
T158,NA,Daniel Summerhays,100,63.02,"1,021","1,620",-0.28,2017,gir_pct
T158,NA,Bubba Watson,71,63.02,692,"1,098",-0.27,2017,gir_pct
160,NA,Phil Mickelson,85,62.85,905,"1,440",-0.32,2017,gir_pct
161,NA,David Lingmerth,79,62.83,803,"1,278",-0.29,2017,gir_pct
162,NA,Derek Fathauer,81,62.81,848,"1,350",-0.29,2017,gir_pct
163,NA,Jonathan Randolph,68,62.71,666,"1,062",-0.26,2017,gir_pct
164,NA,Cody Gribble,79,62.7,869,"1,386",-0.29,2017,gir_pct
165,NA,Rafa Cabrera Bello,63,62.6,631,"1,008",-0.26,2017,gir_pct
166,NA,Aaron Baddeley,61,62.57,642,"1,026",-0.28,2017,gir_pct
167,NA,Graeme McDowell,56,62.55,608,972,-0.28,2017,gir_pct
168,NA,Peter Malnati,91,62.48,956,"1,530",-0.27,2017,gir_pct
169,NA,Brooks Koepka,88,62.28,852,"1,368",-0.35,2017,gir_pct
170,NA,Gonzalo Fernandez-Castaño,63,62.2,627,"1,008",-0.26,2017,gir_pct
171,NA,J.B. Holmes,83,62.19,806,"1,296",-0.3,2017,gir_pct
T172,NA,Whee Kim,74,62.09,760,"1,224",-0.29,2017,gir_pct
T172,NA,Patrick Reed,107,62.09,"1,073","1,728",-0.29,2017,gir_pct
174,NA,Søren Kjeldsen,58,62.02,547,882,-0.26,2017,gir_pct
175,NA,Dominic Bozzelli,69,61.97,725,"1,170",-0.25,2017,gir_pct
176,NA,Luke Donald,50,61.92,535,864,-0.27,2017,gir_pct
177,NA,Camilo Villegas,76,61.88,802,"1,296",-0.3,2017,gir_pct
178,NA,Bryce Molder,74,61.79,823,"1,332",-0.24,2017,gir_pct
179,NA,Charl Schwartzel,63,61.69,644,"1,044",-0.29,2017,gir_pct
180,NA,Jonas Blixt,74,61.51,775,"1,260",-0.29,2017,gir_pct
181,NA,Steve Wheatcroft,51,60.99,516,846,-0.24,2017,gir_pct
182,NA,Chad Collins,66,60.93,680,"1,116",-0.25,2017,gir_pct
183,NA,Wesley Bryan,95,60.92,976,"1,602",-0.28,2017,gir_pct
184,NA,Matt Every,76,60.16,758,"1,260",-0.3,2017,gir_pct
185,NA,Greg Chalmers,75,59.86,765,"1,278",-0.26,2017,gir_pct
186,NA,Andrew Loupe,55,59.83,560,936,-0.26,2017,gir_pct
187,NA,Si Woo Kim,80,58.84,752,"1,278",-0.24,2017,gir_pct
188,NA,Carl Pettersson,63,57.91,615,"1,062",-0.28,2017,gir_pct
189,NA,Ernie Els,52,56.6,489,864,-0.26,2017,gir_pct
190,NA,Steven Bowditch,59,53.54,530,990,-0.18,2017,gir_pct
