RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
27,27,Jerry Kelly,101,0.744,0.336,0.292,0.115,76,2005,sg_tee_to_green
28,28,Bob Estes,92,0.737,-0.06,0.676,0.121,80,2005,sg_tee_to_green
29,29,Mark Calcavecchia,92,0.73,0.348,0.586,-0.204,77,2005,sg_tee_to_green
30,30,Charles Howell III,95,0.705,0.429,0.047,0.229,72,2005,sg_tee_to_green
31,31,David Hearn,68,0.703,0.564,0.139,0,61,2005,sg_tee_to_green
32,32,Rod Pampling,89,0.688,0.353,0.302,0.033,70,2005,sg_tee_to_green
T33,T33,Jeff Brehaut,71,0.674,0.048,0.633,-0.006,63,2005,sg_tee_to_green
T33,T33,Rocco Mediate,73,0.674,0.168,0.436,0.069,66,2005,sg_tee_to_green
35,35,Joey Sindelar,104,0.65,0.29,0.532,-0.172,99,2005,sg_tee_to_green
36,36,Jason Bohn,91,0.643,0.189,0.435,0.019,82,2005,sg_tee_to_green
37,37,J.J. Henry,102,0.64,0.316,0.371,-0.047,87,2005,sg_tee_to_green
38,38,Omar Uresti,84,0.639,0.114,0.294,0.231,74,2005,sg_tee_to_green
39,39,Lucas Glover,88,0.623,0.541,0.25,-0.169,79,2005,sg_tee_to_green
40,40,John Senden,101,0.599,0.297,0.362,-0.06,91,2005,sg_tee_to_green
41,41,Mathias Grönberg,60,0.592,0.529,0.02,0.043,56,2005,sg_tee_to_green
T42,T42,Chris DiMarco,83,0.591,-0.229,0.762,0.058,59,2005,sg_tee_to_green
T42,T42,Zach Johnson,96,0.591,0.49,0.08,0.021,83,2005,sg_tee_to_green
44,44,Heath Slocum,103,0.585,0.119,0.459,0.007,90,2005,sg_tee_to_green
45,45,Retief Goosen,71,0.583,0.281,0.336,-0.034,43,2005,sg_tee_to_green
46,46,Tom Lehman,69,0.58,0.067,0.476,0.037,50,2005,sg_tee_to_green
47,47,Justin Leonard,78,0.564,-0.031,0.393,0.202,55,2005,sg_tee_to_green
48,48,Vaughn Taylor,99,0.558,0.176,0.312,0.07,90,2005,sg_tee_to_green
49,49,Brandt Jobe,96,0.557,0.429,0.314,-0.186,82,2005,sg_tee_to_green
50,50,John Rollins,97,0.547,0.551,-0.031,0.028,83,2005,sg_tee_to_green
T51,T51,Tommy Armour III,103,0.529,0.268,0.378,-0.117,92,2005,sg_tee_to_green
T51,T51,Chad Campbell,95,0.529,-0.06,0.476,0.113,76,2005,sg_tee_to_green
53,53,Jay Haas,54,0.523,-0.218,0.615,0.126,39,2005,sg_tee_to_green
54,54,Jeff Maggert,79,0.508,0.297,0.403,-0.193,60,2005,sg_tee_to_green
55,55,Jonathan Kaye,77,0.505,0.34,0.155,0.01,64,2005,sg_tee_to_green
56,56,Scott Gutschewski,86,0.501,0.458,0.112,-0.07,72,2005,sg_tee_to_green
57,57,J.L. Lewis,98,0.489,0.206,0.161,0.122,82,2005,sg_tee_to_green
58,58,José María Olazábal,55,0.487,-0.177,0.239,0.425,41,2005,sg_tee_to_green
59,59,Fred Funk,102,0.48,-0.018,0.427,0.072,82,2005,sg_tee_to_green
60,60,Craig Barlow,81,0.479,0.041,0.425,0.014,64,2005,sg_tee_to_green
61,61,Carlos Franco,78,0.477,0.025,0.368,0.084,67,2005,sg_tee_to_green
62,62,Brett Wetterich,76,0.473,0.737,0.122,-0.386,68,2005,sg_tee_to_green
63,63,Harrison Frazar,105,0.466,0.489,0.21,-0.234,94,2005,sg_tee_to_green
64,64,Stephen Leaney,89,0.452,-0.182,0.331,0.303,76,2005,sg_tee_to_green
65,65,Brett Quigley,96,0.427,-0.024,0.056,0.396,85,2005,sg_tee_to_green
66,66,Loren Roberts,54,0.42,-0.539,0.771,0.188,48,2005,sg_tee_to_green
67,67,Bo Van Pelt,112,0.419,0.156,0.427,-0.163,93,2005,sg_tee_to_green
T68,T68,K.J. Choi,78,0.416,0.392,-0.221,0.245,54,2005,sg_tee_to_green
T68,T68,Geoff Ogilvy,97,0.416,0.189,0.029,0.198,75,2005,sg_tee_to_green
T68,T68,Tom Pernice Jr.,111,0.416,0.157,0.116,0.143,89,2005,sg_tee_to_green
T71,T71,Peter Lonard,85,0.396,0.162,0.198,0.037,66,2005,sg_tee_to_green
T71,T71,Lee Westwood,50,0.396,0.702,0.089,-0.395,33,2005,sg_tee_to_green
73,73,Stephen Ames,82,0.376,-0.087,0.369,0.094,61,2005,sg_tee_to_green
74,74,Ted Purdy,122,0.375,0.352,0.034,-0.011,100,2005,sg_tee_to_green
75,75,Jeff Sluman,94,0.371,-0.029,0.356,0.044,85,2005,sg_tee_to_green
76,76,Bernhard Langer,67,0.347,-0.218,0.39,0.176,46,2005,sg_tee_to_green
77,77,Kevin Sutherland,89,0.346,-0.009,-0.01,0.366,74,2005,sg_tee_to_green
78,78,Carl Pettersson,109,0.338,-0.235,0.394,0.18,94,2005,sg_tee_to_green
79,79,Rory Sabbatini,81,0.322,0.176,-0.058,0.204,60,2005,sg_tee_to_green
80,80,Joey Snyder III,102,0.318,0.49,0.177,-0.349,92,2005,sg_tee_to_green
81,81,Arron Oberholser,65,0.315,0.245,0.112,-0.042,51,2005,sg_tee_to_green
82,82,Marco Dawson,82,0.304,0.142,-0.092,0.255,79,2005,sg_tee_to_green
83,83,Ryuji Imada,78,0.303,0.142,-0.008,0.17,67,2005,sg_tee_to_green
84,84,Doug Barron,70,0.285,-0.056,0.222,0.119,65,2005,sg_tee_to_green
85,85,Charles Warren,89,0.279,0.708,-0.077,-0.352,81,2005,sg_tee_to_green
86,86,Stewart Cink,98,0.278,-0.262,0.529,0.011,71,2005,sg_tee_to_green
87,87,Arjun Atwal,65,0.27,0.075,0.256,-0.061,61,2005,sg_tee_to_green
88,88,Jay Williamson,53,0.264,0.319,-0.211,0.156,47,2005,sg_tee_to_green
89,89,Jonathan Byrd,103,0.248,0.104,-0.037,0.181,94,2005,sg_tee_to_green
90,90,Steve Elkington,67,0.238,0.143,-0.033,0.128,55,2005,sg_tee_to_green
91,91,Briny Baird,98,0.237,0.2,0.105,-0.068,89,2005,sg_tee_to_green
92,92,Dudley Hart,84,0.235,-0.213,0.41,0.038,73,2005,sg_tee_to_green
93,93,Sean O'Hair,103,0.229,0.549,0.004,-0.324,86,2005,sg_tee_to_green
94,94,Richard Johnson,50,0.192,-0.018,0.19,0.019,46,2005,sg_tee_to_green
95,95,Darron Stiles,78,0.172,0.107,0.128,-0.063,70,2005,sg_tee_to_green
96,96,Daniel Chopra,108,0.166,0.227,-0.152,0.091,93,2005,sg_tee_to_green
97,97,Dan Forsman,52,0.165,-0.295,0.332,0.129,47,2005,sg_tee_to_green
98,98,John Huston,90,0.147,0.1,0.291,-0.243,80,2005,sg_tee_to_green
99,99,Olin Browne,99,0.143,-0.105,0.407,-0.16,84,2005,sg_tee_to_green
100,100,Hidemichi Tanaka,106,0.137,0.051,0.071,0.015,95,2005,sg_tee_to_green
101,101,Robert Damron,89,0.133,0.016,-0.011,0.128,80,2005,sg_tee_to_green
102,102,Tim Petrovic,97,0.126,-0.24,0.268,0.098,80,2005,sg_tee_to_green
103,103,Mike Weir,71,0.109,-0.066,-0.346,0.521,47,2005,sg_tee_to_green
104,104,Padraig Harrington,50,0.102,-0.343,-0.031,0.476,41,2005,sg_tee_to_green
105,105,Steve Lowery,100,0.097,0.113,0.098,-0.114,87,2005,sg_tee_to_green
106,106,Roland Thatcher,75,0.096,0.422,-0.054,-0.272,68,2005,sg_tee_to_green
107,107,Pat Perez,89,0.095,0.184,-0.178,0.09,74,2005,sg_tee_to_green
108,108,Billy Andrade,83,0.088,0.031,0.12,-0.063,74,2005,sg_tee_to_green
109,109,Robert Gamez,91,0.087,0.14,0.178,-0.232,81,2005,sg_tee_to_green
110,110,Frank Lickliter II,100,0.082,0.075,0.058,-0.051,86,2005,sg_tee_to_green
111,111,Neal Lancaster,95,0.08,0.135,-0.05,-0.005,86,2005,sg_tee_to_green
112,112,Brian Bateman,98,0.075,-0.034,0.179,-0.07,86,2005,sg_tee_to_green
113,113,Corey Pavin,77,0.069,-1.008,0.556,0.521,61,2005,sg_tee_to_green
T114,T114,Glen Hnatiuk,59,0.061,-0.213,0.144,0.13,51,2005,sg_tee_to_green
T114,T114,D.A. Points,94,0.061,0.191,0.124,-0.254,83,2005,sg_tee_to_green
116,116,Brad Faxon,75,0.055,-0.459,0.415,0.099,58,2005,sg_tee_to_green
117,117,Bob Tway,87,0.049,-0.013,0.075,-0.012,66,2005,sg_tee_to_green
118,118,Chris Smith,93,0.044,0.376,-0.109,-0.223,86,2005,sg_tee_to_green
119,119,Ben Crane,78,0,0.097,-0.215,0.119,65,2005,sg_tee_to_green
120,120,Michael Allen,90,-0.011,-0.26,-0.03,0.279,77,2005,sg_tee_to_green
121,121,John Daly,78,-0.027,0.192,-0.113,-0.106,56,2005,sg_tee_to_green
122,122,Shaun Micheel,81,-0.034,0.052,0.14,-0.226,64,2005,sg_tee_to_green
123,123,Cameron Beckman,96,-0.044,-0.05,-0.022,0.028,85,2005,sg_tee_to_green
124,124,Jesper Parnevik,84,-0.063,0,-0.179,0.116,68,2005,sg_tee_to_green
125,125,Phillip Price,77,-0.066,-0.347,0.163,0.117,64,2005,sg_tee_to_green
126,126,Joe Ogilvie,103,-0.082,0.042,-0.254,0.13,79,2005,sg_tee_to_green
127,127,Dean Wilson,86,-0.083,-0.27,0.14,0.046,80,2005,sg_tee_to_green
128,128,Hunter Mahan,103,-0.092,0.249,-0.018,-0.323,93,2005,sg_tee_to_green
129,129,Brendan Jones,81,-0.096,0.003,0.063,-0.161,73,2005,sg_tee_to_green
130,130,Will MacKenzie,75,-0.108,-0.016,-0.085,-0.007,68,2005,sg_tee_to_green
131,131,Duffy Waldorf,86,-0.114,-0.249,0.154,-0.019,71,2005,sg_tee_to_green
132,132,Todd Hamilton,94,-0.143,0.199,-0.032,-0.31,75,2005,sg_tee_to_green
133,133,Steve Jones,56,-0.174,-0.013,-0.035,-0.126,46,2005,sg_tee_to_green
134,134,Kevin Na,88,-0.177,-0.262,-0.058,0.143,80,2005,sg_tee_to_green
135,135,Lee Janzen,75,-0.19,-0.789,0.245,0.353,60,2005,sg_tee_to_green
136,136,Paul Gow,78,-0.206,-0.328,-0.162,0.285,68,2005,sg_tee_to_green
137,137,Rich Beem,66,-0.208,-0.049,-0.227,0.068,48,2005,sg_tee_to_green
138,138,Kirk Triplett,55,-0.218,-0.039,-0.056,-0.124,44,2005,sg_tee_to_green
139,139,Freddie Jacobson,72,-0.222,-0.281,0.096,-0.036,56,2005,sg_tee_to_green
140,140,Franklin Langham,91,-0.228,-0.438,-0.025,0.234,77,2005,sg_tee_to_green
141,141,D.J. Brigman,76,-0.229,0.117,-0.177,-0.169,62,2005,sg_tee_to_green
142,142,Glen Day,80,-0.23,-0.113,-0.323,0.206,74,2005,sg_tee_to_green
143,143,Hunter Haas,83,-0.243,-0.359,0.162,-0.046,73,2005,sg_tee_to_green
144,144,Paul Claxton,79,-0.252,-0.119,-0.204,0.071,66,2005,sg_tee_to_green
145,145,Andrew Magee,82,-0.259,-0.327,-0.028,0.096,71,2005,sg_tee_to_green
146,146,Mark Wilson,74,-0.261,-0.336,-0.199,0.274,64,2005,sg_tee_to_green
147,147,Tag Ridings,93,-0.27,0.054,-0.056,-0.267,84,2005,sg_tee_to_green
148,148,Michael Long,72,-0.274,-0.011,-0.362,0.099,64,2005,sg_tee_to_green
149,149,Bradley Hughes,52,-0.279,0.298,0.036,-0.613,49,2005,sg_tee_to_green
150,150,Tom Byrum,83,-0.305,-0.255,0.073,-0.123,76,2005,sg_tee_to_green
151,151,Mario Tiziani,67,-0.309,0.164,-0.09,-0.384,61,2005,sg_tee_to_green
152,152,Kent Jones,99,-0.334,-0.216,-0.217,0.098,88,2005,sg_tee_to_green
153,153,Paul Azinger,66,-0.335,-0.336,-0.267,0.268,59,2005,sg_tee_to_green
154,154,Steve Allan,102,-0.341,-0.044,-0.392,0.095,89,2005,sg_tee_to_green
155,155,Ryan Palmer,101,-0.345,0.053,-0.026,-0.372,81,2005,sg_tee_to_green
156,156,Scott McCarron,78,-0.352,-0.103,-0.103,-0.146,61,2005,sg_tee_to_green
157,157,Nick Watney,91,-0.354,0.082,-0.272,-0.163,80,2005,sg_tee_to_green
158,158,Scott Hend,75,-0.356,0.173,-0.315,-0.215,65,2005,sg_tee_to_green
159,159,Steve Stricker,62,-0.365,-0.909,0.144,0.4,59,2005,sg_tee_to_green
160,160,Brenden Pappas,51,-0.377,-0.614,0.204,0.033,49,2005,sg_tee_to_green
161,161,John Cook,72,-0.378,-0.171,-0.037,-0.17,59,2005,sg_tee_to_green
162,162,Thomas Levet,54,-0.383,-0.572,0.117,0.072,36,2005,sg_tee_to_green
163,163,Todd Fischer,99,-0.401,-0.329,-0.32,0.248,88,2005,sg_tee_to_green
164,164,J.P. Hayes,63,-0.411,-0.589,0.011,0.167,53,2005,sg_tee_to_green
165,165,Jim Carter,62,-0.417,-0.247,-0.294,0.125,55,2005,sg_tee_to_green
166,166,Steve Flesch,90,-0.422,-0.17,-0.438,0.186,64,2005,sg_tee_to_green
167,167,James Driscoll,73,-0.429,-0.078,-0.391,0.04,63,2005,sg_tee_to_green
168,168,Mark Hensby,70,-0.446,0.055,-0.322,-0.179,50,2005,sg_tee_to_green
169,169,Tom Gillis,77,-0.45,0.152,-0.365,-0.237,69,2005,sg_tee_to_green
170,170,Matt Kuchar,60,-0.452,-0.096,-0.337,-0.018,56,2005,sg_tee_to_green
171,171,Skip Kendall,80,-0.467,0.041,-0.448,-0.061,71,2005,sg_tee_to_green
172,172,Kevin Stadler,96,-0.478,0.11,-0.189,-0.4,83,2005,sg_tee_to_green
173,173,Dennis Paulson,63,-0.494,0.174,-0.683,0.014,57,2005,sg_tee_to_green
174,174,Justin Bolli,65,-0.496,-0.118,-0.351,-0.026,59,2005,sg_tee_to_green
175,175,Jeff Hart,63,-0.517,-0.477,-0.218,0.178,58,2005,sg_tee_to_green
176,176,Charlie Wi,67,-0.539,-0.274,-0.415,0.15,61,2005,sg_tee_to_green
177,177,José Coceres,56,-0.566,-0.049,-0.538,0.021,53,2005,sg_tee_to_green
178,178,Matt Gogel,78,-0.578,-0.158,-0.364,-0.056,68,2005,sg_tee_to_green
179,179,Patrick Sheehan,114,-0.581,-0.116,-0.144,-0.321,97,2005,sg_tee_to_green
180,180,Larry Mize,54,-0.586,-0.215,-0.292,-0.079,46,2005,sg_tee_to_green
181,181,Brian Gay,101,-0.62,-0.204,-0.523,0.106,93,2005,sg_tee_to_green
182,182,Hideto Tanihara,50,-0.621,-0.247,-0.419,0.045,45,2005,sg_tee_to_green
183,183,Danny Briggs,70,-0.626,-0.229,-0.407,0.009,62,2005,sg_tee_to_green
184,184,Ian Poulter,62,-0.637,0.043,-0.31,-0.37,36,2005,sg_tee_to_green
185,185,Bill Glasson,54,-0.661,-0.462,-0.107,-0.092,44,2005,sg_tee_to_green
186,186,Bob Heintz,67,-0.678,-0.361,-0.464,0.147,62,2005,sg_tee_to_green
187,187,Chris Anderson,66,-0.724,-0.276,-0.373,-0.076,58,2005,sg_tee_to_green
188,188,Craig Perks,67,-0.757,-0.824,0.239,-0.173,59,2005,sg_tee_to_green
189,189,Chris Riley,67,-0.785,-0.074,-0.919,0.208,43,2005,sg_tee_to_green
190,190,Aaron Baddeley,84,-0.815,-0.726,-0.28,0.191,76,2005,sg_tee_to_green
191,191,Ben Curtis,65,-0.857,-0.337,-0.269,-0.251,50,2005,sg_tee_to_green
192,192,Mark Brooks,72,-0.879,-0.372,-0.733,0.226,63,2005,sg_tee_to_green
193,193,Tjaart van der Walt,56,-0.898,-0.17,-0.656,-0.072,54,2005,sg_tee_to_green
194,194,Hank Kuehne,84,-0.92,-0.047,-0.599,-0.275,75,2005,sg_tee_to_green
195,195,Gavin Coles,70,-0.933,-0.527,-0.419,0.012,64,2005,sg_tee_to_green
196,196,Brent Geiberger,61,-0.934,-0.238,-0.665,-0.031,52,2005,sg_tee_to_green
197,197,Rob Rashell,65,-0.989,-0.453,-0.354,-0.181,55,2005,sg_tee_to_green
198,198,Matt Davidson,53,-1.083,-0.301,-0.837,0.054,50,2005,sg_tee_to_green
199,199,Mark O'Meara,66,-1.084,-0.363,-0.694,-0.027,52,2005,sg_tee_to_green
200,200,John Elliott,58,-1.165,-0.138,-1.114,0.086,52,2005,sg_tee_to_green
201,201,Jason Allred,75,-1.245,-0.675,-0.463,-0.108,64,2005,sg_tee_to_green
202,202,Len Mattiace,86,-1.897,-0.495,-1.62,0.219,76,2005,sg_tee_to_green
