RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
107,102,Jhonattan Vegas,92,0.089,0.294,-0.081,-0.124,64,2018,sg_tee_to_green
108,108,John Huh,94,0.083,-0.11,0.24,-0.047,82,2018,sg_tee_to_green
T109,103,Si Woo Kim,108,0.077,-0.014,-0.2,0.291,78,2018,sg_tee_to_green
T109,109,Nick Taylor,94,0.077,0.049,0.011,0.017,74,2018,sg_tee_to_green
111,125,Jason Dufner,71,0.068,0.256,-0.009,-0.178,52,2018,sg_tee_to_green
112,112,Stephan Jaeger,81,0.054,0.045,-0.166,0.175,63,2018,sg_tee_to_green
113,113,Brandon Harkins,101,0.05,0.181,-0.006,-0.124,85,2018,sg_tee_to_green
114,117,Jimmy Walker,81,0.033,-0.437,0.304,0.166,66,2018,sg_tee_to_green
115,107,Jim Furyk,50,0.023,-0.392,0.179,0.235,46,2018,sg_tee_to_green
116,135,Brian Harman,94,0.017,0.137,-0.024,-0.096,72,2018,sg_tee_to_green
117,115,Grayson Murray,72,0.014,0.375,-0.347,-0.015,59,2018,sg_tee_to_green
118,116,J.T. Poston,73,0.003,0.381,-0.373,-0.005,57,2018,sg_tee_to_green
119,110,Richy Werenski,98,-0.014,0.077,-0.169,0.077,74,2018,sg_tee_to_green
120,118,Blayne Barber,69,-0.019,0.101,-0.047,-0.073,60,2018,sg_tee_to_green
121,119,William McGirt,84,-0.021,-0.306,0.091,0.194,75,2018,sg_tee_to_green
122,120,Sean O'Hair,67,-0.026,0.211,-0.073,-0.164,57,2018,sg_tee_to_green
T123,T121,Chad Campbell,87,-0.029,-0.042,-0.01,0.023,67,2018,sg_tee_to_green
T123,T121,Andrew Landry,82,-0.029,0.206,-0.083,-0.152,73,2018,sg_tee_to_green
125,124,Ryan Blaum,81,-0.058,0.011,-0.074,0.005,72,2018,sg_tee_to_green
126,133,Patton Kizzire,92,-0.063,-0.294,0.381,-0.15,78,2018,sg_tee_to_green
127,123,Ollie Schniederjans,91,-0.071,-0.41,0.09,0.25,77,2018,sg_tee_to_green
128,T126,Retief Goosen,60,-0.085,-0.392,0.389,-0.083,40,2018,sg_tee_to_green
129,128,Anirban Lahiri,82,-0.095,0.07,-0.285,0.12,67,2018,sg_tee_to_green
130,129,Danny Lee,88,-0.099,0.005,-0.155,0.051,70,2018,sg_tee_to_green
T131,T126,Brian Stuard,103,-0.101,-0.227,0.099,0.026,88,2018,sg_tee_to_green
T131,T130,Beau Hossler,104,-0.101,0.281,-0.395,0.013,90,2018,sg_tee_to_green
133,132,Fabián Gómez,88,-0.107,-0.062,-0.015,-0.03,71,2018,sg_tee_to_green
134,134,Ben Martin,64,-0.119,-0.142,0.119,-0.096,57,2018,sg_tee_to_green
135,137,Hunter Mahan,67,-0.137,0.465,-0.149,-0.453,51,2018,sg_tee_to_green
136,138,Tom Lovelady,87,-0.14,0.379,-0.24,-0.279,69,2018,sg_tee_to_green
137,T130,Trey Mullinax,75,-0.144,0.506,-0.442,-0.207,59,2018,sg_tee_to_green
138,139,Conrad Shindler,60,-0.147,0.114,-0.008,-0.252,44,2018,sg_tee_to_green
139,140,Ben Crane,65,-0.157,-0.302,-0.038,0.184,46,2018,sg_tee_to_green
140,141,Jonathan Byrd,70,-0.16,-0.542,0.043,0.339,48,2018,sg_tee_to_green
141,149,Pat Perez,82,-0.163,-0.063,-0.138,0.037,51,2018,sg_tee_to_green
142,136,"Ted Potter, Jr.",87,-0.169,-0.074,-0.2,0.105,77,2018,sg_tee_to_green
143,142,Lanto Griffin,80,-0.173,-0.046,-0.043,-0.084,60,2018,sg_tee_to_green
144,143,Talor Gooch,78,-0.194,-0.322,0.075,0.053,62,2018,sg_tee_to_green
145,145,Steve Wheatcroft,60,-0.211,0.112,-0.065,-0.258,46,2018,sg_tee_to_green
146,146,Hudson Swafford,73,-0.232,0.225,-0.237,-0.221,52,2018,sg_tee_to_green
147,147,Brice Garnett,99,-0.234,0.188,-0.144,-0.278,81,2018,sg_tee_to_green
148,148,David Lingmerth,82,-0.235,0.006,-0.16,-0.081,69,2018,sg_tee_to_green
149,144,Charl Schwartzel,65,-0.276,-0.035,-0.168,-0.073,42,2018,sg_tee_to_green
150,150,Martin Flores,92,-0.278,-0.097,-0.083,-0.098,72,2018,sg_tee_to_green
151,151,Adam Schenk,86,-0.28,0.073,-0.262,-0.091,66,2018,sg_tee_to_green
152,152,Xinjun Zhang,81,-0.297,0.139,-0.254,-0.182,57,2018,sg_tee_to_green
153,153,Tyrone Van Aswegen,101,-0.313,-0.493,-0.008,0.187,83,2018,sg_tee_to_green
154,154,Seamus Power,86,-0.319,0.076,-0.392,-0.003,66,2018,sg_tee_to_green
155,161,Patrick Rodgers,97,-0.328,-0.039,-0.323,0.034,73,2018,sg_tee_to_green
156,155,Brett Stegmaier,67,-0.353,-0.135,0.078,-0.296,47,2018,sg_tee_to_green
157,156,Denny McCarthy,71,-0.355,0.011,-0.347,-0.019,49,2018,sg_tee_to_green
158,157,Dominic Bozzelli,65,-0.363,-0.244,-0.252,0.133,61,2018,sg_tee_to_green
159,158,Peter Malnati,87,-0.374,-0.372,-0.257,0.255,75,2018,sg_tee_to_green
160,159,Chris Stroud,81,-0.391,-0.277,-0.056,-0.058,58,2018,sg_tee_to_green
161,160,Kelly Kraft,94,-0.395,-0.286,0.017,-0.126,74,2018,sg_tee_to_green
162,162,Harris English,84,-0.406,-0.219,-0.297,0.111,68,2018,sg_tee_to_green
163,164,Ben Silverman,90,-0.444,0.069,-0.385,-0.128,76,2018,sg_tee_to_green
164,165,Michael Thompson,62,-0.446,-0.073,-0.423,0.05,56,2018,sg_tee_to_green
165,163,Kevin Kisner,89,-0.476,-0.043,-0.316,-0.118,65,2018,sg_tee_to_green
166,166,Robert Streb,78,-0.5,-0.68,0.096,0.084,60,2018,sg_tee_to_green
167,167,Kyle Thompson,50,-0.512,-0.534,0.036,-0.014,36,2018,sg_tee_to_green
168,168,Zecheng Dou,53,-0.531,-0.079,-0.265,-0.187,36,2018,sg_tee_to_green
169,169,Rob Oppenheim,74,-0.586,-0.662,0.026,0.05,54,2018,sg_tee_to_green
170,170,Rod Pampling,62,-0.673,-0.095,-0.415,-0.163,45,2018,sg_tee_to_green
171,171,Nicholas Lindheim,77,-0.678,-0.258,-0.368,-0.052,59,2018,sg_tee_to_green
172,172,Ricky Barnes,65,-0.703,-1.019,0.059,0.257,45,2018,sg_tee_to_green
173,173,Scott Brown,102,-0.71,-0.265,-0.27,-0.175,81,2018,sg_tee_to_green
174,174,Billy Hurley III,70,-0.727,-0.696,-0.17,0.139,57,2018,sg_tee_to_green
175,175,Matt Every,79,-0.775,-0.437,-0.024,-0.314,61,2018,sg_tee_to_green
176,176,Ethan Tracy,72,-0.787,-0.054,-0.424,-0.309,54,2018,sg_tee_to_green
177,177,Jonas Blixt,67,-0.791,-0.424,-0.563,0.196,48,2018,sg_tee_to_green
178,178,Sung Kang,89,-0.806,-0.488,-0.094,-0.225,67,2018,sg_tee_to_green
179,179,Wesley Bryan,69,-0.814,-1.443,0.222,0.407,51,2018,sg_tee_to_green
180,180,Whee Kim,93,-0.864,-0.748,0.03,-0.146,73,2018,sg_tee_to_green
181,181,Cameron Tringale,67,-0.915,-1.351,0.348,0.088,51,2018,sg_tee_to_green
182,182,Matt Atkins,56,-0.932,0.134,-1.039,-0.027,40,2018,sg_tee_to_green
183,183,Jonathan Randolph,71,-0.992,-0.271,-0.538,-0.182,60,2018,sg_tee_to_green
184,184,Roberto Díaz,72,-1.001,-0.165,-0.6,-0.237,56,2018,sg_tee_to_green
185,185,Cody Gribble,71,-1.02,-0.212,-0.696,-0.111,54,2018,sg_tee_to_green
186,186,Derek Fathauer,84,-1.17,-0.757,-0.365,-0.048,68,2018,sg_tee_to_green
187,187,Satoshi Kodaira,51,-1.187,0.027,-0.284,-0.93,40,2018,sg_tee_to_green
188,188,Martin Piller,79,-1.246,-0.248,-0.811,-0.186,67,2018,sg_tee_to_green
189,189,Michael Kim,74,-1.262,-1.023,-0.213,-0.027,54,2018,sg_tee_to_green
190,190,Andrew Yun,51,-1.336,-0.457,-0.447,-0.432,34,2018,sg_tee_to_green
191,191,D.A. Points,63,-1.559,-1.069,-0.541,0.051,48,2018,sg_tee_to_green
192,192,Greg Chalmers,56,-2.056,-0.69,-1.192,-0.174,41,2018,sg_tee_to_green
193,193,Daniel Summerhays,51,-2.84,-0.977,-1.586,-0.277,38,2018,sg_tee_to_green
